 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                rb94          rb95          rb96          rb97          rb98          rb99          rb100         rb101
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  1.155116E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  3.047110E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  8.298228E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  2.316061E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  6.385480E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  1.954089E-28  2.569089E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  5.446561E-28  7.258707E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  1.657111E-27  2.249394E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  4.851495E-27  6.701930E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  1.534516E-26  2.159432E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  4.104628E-26  5.867936E-28  1.738735E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  1.061487E-25  1.540948E-27  4.650291E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  2.410689E-25  3.546578E-27  1.078349E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  9.791135E-25  1.474696E-26  4.543661E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  2.803424E-24  4.300295E-26  1.338670E-28  1.637268E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  7.125887E-24  1.111921E-25  3.494855E-28  4.373823E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  1.502778E-23  2.378548E-25  7.536088E-28  9.559861E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  2.910469E-23  4.666985E-25  1.489533E-27  1.913116E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  5.209080E-23  8.452394E-25  2.715714E-27  3.527544E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  8.837619E-23  1.450009E-24  4.687907E-27  6.153909E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  1.456823E-22  2.416174E-24  7.858974E-27  1.042309E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  2.301351E-22  3.855707E-24  1.261272E-26  1.688982E-28  1.209475E-30  1.000000E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  3.580142E-22  6.058692E-24  1.993087E-26  2.694557E-28  1.945874E-30  1.000000E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  5.369513E-22  9.172748E-24  3.033444E-26  4.137930E-28  3.008114E-30  1.000000E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  1.000906E-21  1.735304E-23  5.786341E-26  8.004744E-28  5.880097E-30  1.000000E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  1.774467E-21  3.120024E-23  1.048586E-25  1.470126E-27  1.090692E-29  1.000000E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  3.055419E-21  5.446422E-23  1.844527E-25  2.619956E-27  1.962641E-29  1.000000E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  5.145068E-21  9.295389E-23  3.171780E-25  4.563100E-27  3.450819E-29  1.000000E-30  1.000000E-30  1.000000E-30
    123  4.815339657435E-02  8.642266E-21  1.582822E-22  5.442256E-25  7.931764E-27  6.056326E-29  1.000000E-30  1.000000E-30  1.000000E-30
    124  4.832264594384E-02  1.477904E-20  2.746052E-22  9.518077E-25  1.406327E-26  1.084757E-28  1.000000E-30  1.000000E-30  1.000000E-30
    125  4.849826454798E-02  2.555309E-20  4.819665E-22  1.684573E-24  2.524720E-26  1.968071E-28  1.260238E-30  1.000000E-30  1.000000E-30
    126  4.867786870736E-02  4.434902E-20  8.494418E-22  2.994533E-24  4.554015E-26  3.588532E-28  2.334448E-30  1.000000E-30  1.000000E-30
    127  4.885872256535E-02  7.665817E-20  1.491238E-21  5.302705E-24  8.183964E-26  6.519610E-28  4.297391E-30  1.000000E-30  1.000000E-30
    128  4.903755607841E-02  1.307761E-19  2.583421E-21  9.265406E-24  1.451018E-25  1.168476E-27  7.803300E-30  1.000000E-30  1.000000E-30
    129  4.921259737621E-02  2.192420E-19  4.396854E-21  1.590220E-23  2.526303E-25  2.056029E-27  1.390770E-29  1.000000E-30  1.000000E-30
    130  4.938368810460E-02  3.613585E-19  7.354880E-21  2.682011E-23  4.320978E-25  3.553250E-27  2.433923E-29  1.000000E-30  1.000000E-30
    131  4.955132280349E-02  5.868321E-19  1.211871E-20  4.454979E-23  7.276976E-25  6.045213E-27  4.192281E-29  1.000000E-30  1.000000E-30
    132  4.971624312404E-02  9.414943E-19  1.972325E-20  7.308399E-23  1.210119E-24  1.015412E-26  7.127954E-29  1.000000E-30  1.000000E-30
    133  4.987811857735E-02  1.491485E-18  3.168820E-20  1.183418E-22  1.985858E-24  1.682837E-26  1.195536E-28  1.000000E-30  1.000000E-30
    134  5.003799836445E-02  2.341115E-18  5.043794E-20  1.898272E-22  3.227850E-24  2.762113E-26  1.985670E-28  1.000000E-30  1.000000E-30
    135  5.019682549602E-02  3.650996E-18  7.975844E-20  3.024984E-22  5.211923E-24  4.503397E-26  3.275890E-28  1.000000E-30  1.000000E-30
    136  5.035511419132E-02  5.665533E-18  1.254962E-19  4.796415E-22  8.373459E-24  7.305572E-26  5.377259E-28  1.000000E-30  1.000000E-30
    137  5.051299755300E-02  8.751371E-18  1.965571E-19  7.570286E-22  1.339095E-23  1.179680E-25  8.785911E-28  1.221315E-30  1.000000E-30
    138  5.067010535678E-02  1.344198E-17  3.061136E-19  1.188045E-21  2.129252E-23  1.893953E-25  1.427229E-27  2.002148E-30  1.000000E-30
    139  5.082726902819E-02  2.057578E-17  4.751152E-19  1.858162E-21  3.374327E-23  3.030596E-25  2.310830E-27  3.266231E-30  1.000000E-30
    140  5.098506829486E-02  3.143107E-17  7.359757E-19  2.900694E-21  5.337663E-23  4.840775E-25  3.735105E-27  5.319634E-30  1.000000E-30
    141  5.114361869269E-02  4.791758E-17  1.137899E-18  4.519790E-21  8.428549E-23  7.719103E-25  6.027521E-27  8.650464E-30  1.000000E-30
    142  5.130328078870E-02  7.295204E-17  1.757148E-18  7.034425E-21  1.329542E-22  1.229712E-24  9.718687E-27  1.405591E-29  1.000000E-30
    143  5.146205644840E-02  1.102958E-16  2.694450E-18  1.087133E-20  2.082444E-22  1.945112E-24  1.555829E-26  2.267513E-29  1.000000E-30
    144  5.162089365231E-02  1.659570E-16  4.112105E-18  1.672156E-20  3.246387E-22  3.062322E-24  2.479107E-26  3.641053E-29  1.000000E-30
    145  5.177902725711E-02  2.479263E-16  6.230670E-18  2.553513E-20  5.024356E-22  4.786277E-24  3.921546E-26  5.803935E-29  1.000000E-30
    146  5.193558292952E-02  3.667990E-16  9.348162E-18  3.860888E-20  7.698269E-22  7.405178E-24  6.139897E-26  9.156443E-29  1.000000E-30
    147  5.207655208218E-02  5.192978E-16  1.340327E-17  5.574451E-20  1.124891E-21  1.091601E-23  9.148523E-26  1.373702E-28  1.000000E-30
    148  5.220437120847E-02  7.084173E-16  1.849602E-17  7.741458E-20  1.579281E-21  1.544814E-23  1.307377E-25  1.975359E-28  1.196960E-30
    149  5.240275279905E-02  1.136584E-15  3.021444E-17  1.277238E-19  2.650477E-21  2.625258E-23  2.256058E-25  3.442228E-28  2.118967E-30
    150  5.258707116153E-02  1.742834E-15  4.710746E-17  2.009659E-19  4.236498E-21  4.244771E-23  3.699622E-25  5.695730E-28  3.552196E-30
    151  5.276353482958E-02  2.595279E-15  7.127885E-17  3.067708E-19  6.565497E-21  6.651481E-23  5.876367E-25  9.125333E-28  5.762943E-30
    152  5.293536770993E-02  3.781498E-15  1.054923E-16  4.579345E-19  9.946541E-21  1.018619E-22  9.119130E-25  1.428077E-27  9.130008E-30
    153  5.310288915571E-02  5.395105E-15  1.528180E-16  6.689523E-19  1.474091E-20  1.525591E-22  1.383543E-24  2.184534E-27  1.413430E-29
    154  5.325369291828E-02  7.355501E-15  2.112340E-16  9.316837E-19  2.079937E-20  2.173160E-22  1.993945E-24  3.171742E-27  2.074462E-29
    155  5.339308966526E-02  9.708322E-15  2.823764E-16  1.254215E-18  2.833910E-20  2.987083E-22  2.770511E-24  4.437341E-27  2.931399E-29
    156  5.362726198018E-02  1.518744E-14  4.514170E-16  2.029030E-18  4.679604E-20  5.006919E-22  4.730133E-24  7.664877E-27  5.150623E-29
    157  5.383816121000E-02  2.223029E-14  6.736433E-16  3.060161E-18  7.187882E-20  7.793834E-22  7.484729E-24  1.225530E-26  8.361486E-29
    158  5.403768730975E-02  3.130872E-14  9.663434E-16  4.434262E-18  1.059792E-19  1.163769E-21  1.135149E-23  1.877074E-26  1.299278E-28
    159  5.422986619970E-02  4.283357E-14  1.345729E-15  6.235494E-18  1.515495E-19  1.684641E-21  1.668117E-23  2.784768E-26  1.954621E-28
    160  5.440569294967E-02  5.631456E-14  1.798334E-15  8.407357E-18  2.075058E-19  2.332663E-21  2.341896E-23  3.943862E-26  2.803822E-28
    161  5.456994612052E-02  7.193153E-14  2.332350E-15  1.099537E-17  2.753218E-19  3.127652E-21  3.180892E-23  5.400710E-26  3.885813E-28
    162  5.485681963417E-02  1.079168E-13  3.594558E-15  1.719701E-17  4.416929E-19  5.111216E-21  5.318004E-23  9.159972E-26  6.731067E-28
    163  5.511708850657E-02  1.523553E-13  5.199620E-15  2.520891E-17  6.625320E-19  7.796049E-21  8.280805E-23  1.445045E-25  1.082436E-27
    164  5.536560227933E-02  2.082399E-13  7.274265E-15  3.571871E-17  9.596109E-19  1.147354E-20  1.242964E-22  2.196152E-25  1.675401E-27
    165  5.559867087093E-02  2.756109E-13  9.841298E-15  4.890616E-17  1.341412E-18  1.628163E-20  1.796933E-22  3.212305E-25  2.493181E-27
    166  5.582344501454E-02  3.574406E-13  1.303706E-14  6.554255E-17  1.834118E-18  2.258814E-20  2.538201E-22  4.589063E-25  3.621604E-27
    167  5.608267729631E-02  4.770675E-13  1.783337E-14  9.086622E-17  2.602486E-18  3.259525E-20  3.739802E-22  6.850672E-25  5.511860E-27
    168  5.632179590432E-02  6.166819E-13  2.358273E-14  1.216604E-16  3.560090E-18  4.528841E-20  5.297258E-22  9.821796E-25  8.044792E-27
    169  5.658568452696E-02  8.107616E-13  3.179577E-14  1.662985E-16  4.983439E-18  6.449695E-20  7.706824E-22  1.448211E-24  1.209908E-26
    170  5.682194908758E-02  1.027700E-12  4.122606E-14  2.182953E-16  6.682843E-18  8.783918E-20  1.069921E-21  2.034826E-24  1.730487E-26
    171  5.707748662895E-02  1.317965E-12  5.418477E-14  2.907751E-16  9.110460E-18  1.217735E-19  1.514446E-21  2.918026E-24  2.529940E-26
    172  5.730159219632E-02  1.629387E-12  6.845151E-14  3.716805E-16  1.188522E-17  1.612224E-19  2.042098E-21  3.980033E-24  3.509780E-26
    173  5.769211250520E-02  2.329568E-12  1.016374E-13  5.633363E-16  1.866761E-17  2.598354E-19  3.398195E-21  6.756870E-24  6.137965E-26
    174  5.804755660481E-02  3.186747E-12  1.439293E-13  8.128818E-16  2.783035E-17  3.966116E-19  5.341240E-21  1.081647E-23  1.009643E-25
    175  5.837706807704E-02  4.222326E-12  1.969446E-13  1.131932E-15  3.994896E-17  5.819391E-19  8.053906E-21  1.658986E-23  1.588258E-25
    176  5.868213309337E-02  5.441000E-12  2.615036E-13  1.527612E-15  5.545746E-17  8.244772E-19  1.170367E-20  2.449180E-23  2.400583E-25
    177  5.897372529375E-02  6.894563E-12  3.410262E-13  2.023457E-15  7.547559E-17  1.144218E-18  1.664262E-20  3.535895E-23  3.544873E-25
    178  5.927019313219E-02  8.726604E-12  4.444947E-13  2.679663E-15  1.027542E-16  1.589113E-18  2.369491E-20  5.112590E-23  5.245058E-25
    179  5.955970264735E-02  1.093532E-11  5.732479E-13  3.510138E-15  1.382969E-16  2.180943E-18  3.332108E-20  7.299201E-23  7.659424E-25
