 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                lu203         lu204         lu205         lu206         lu207         lu208         lu209         hf159
    360  1.656939516385E-01  1.573357E-26  2.452732E-28  3.080882E-28  6.110757E-30  1.218276E-29  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  2.403051E-26  3.967975E-28  5.567949E-28  1.175218E-29  2.631118E-29  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  3.557311E-26  6.202028E-28  9.662648E-28  2.162853E-29  5.403835E-29  1.075655E-30  1.798478E-30  1.000000E-30
    363  1.682228463170E-01  6.474998E-26  1.228963E-27  2.254933E-27  5.532404E-29  1.641464E-28  3.585573E-30  7.125107E-30  1.000000E-30
    364  1.688914277275E-01  9.306860E-26  1.862678E-27  3.785068E-27  9.834225E-29  3.247110E-28  7.495090E-30  1.652474E-29  1.000000E-30
    365  1.695862681704E-01  1.350747E-25  2.857732E-27  6.463084E-27  1.783057E-28  6.587758E-28  1.610943E-29  3.967523E-29  1.000000E-30
    366  1.708796298676E-01  2.668783E-25  6.267940E-27  1.733585E-26  5.354659E-28  2.445666E-27  6.670782E-29  2.027306E-28  1.000000E-30
    367  1.720689125062E-01  4.922137E-25  1.274343E-26  4.251560E-26  1.458554E-27  8.102558E-27  2.443477E-28  8.991946E-28  1.000000E-30
    368  1.730357271347E-01  8.020140E-25  2.249816E-26  8.760306E-26  3.277368E-27  2.141880E-26  7.023099E-28  3.036190E-27  1.000000E-30
    369  1.739185931198E-01  1.245710E-24  3.762898E-26  1.689627E-25  6.846165E-27  5.194037E-26  1.838731E-27  9.203019E-27  1.000000E-30
    370  1.748109107026E-01  1.935016E-24  6.303538E-26  3.273200E-25  1.438795E-26  1.271377E-25  4.868448E-27  2.832664E-26  1.000000E-30
    371  1.757092013639E-01  3.006052E-24  1.057452E-25  6.367021E-25  3.040463E-26  3.137585E-25  1.301215E-26  8.818835E-26  1.000000E-30
    372  1.765567714958E-01  4.542388E-24  1.719222E-25  1.191737E-24  6.158343E-26  7.366625E-25  3.296649E-26  2.584035E-25  1.000000E-30
    373  1.775373762473E-01  7.315357E-24  3.015991E-25  2.465298E-24  1.396987E-25  1.986346E-24  9.715332E-26  9.027473E-25  1.000000E-30
    374  1.784803688374E-01  1.153617E-23  5.168325E-25  4.957223E-24  3.072244E-25  5.165548E-24  2.754497E-25  3.019014E-24  1.000000E-30
    375  1.795112536071E-01  1.891238E-23  9.288409E-25  1.063466E-23  7.276576E-25  1.472919E-23  8.641056E-25  1.136870E-23  1.000000E-30
    376  1.804824008025E-01  2.973731E-23  1.594108E-24  2.159932E-23  1.624031E-24  3.922031E-23  2.520217E-24  3.945521E-23  1.000000E-30
    377  1.815169070317E-01  4.622259E-23  2.723114E-24  4.425202E-23  3.683239E-24  1.076180E-22  7.628144E-24  1.440427E-22  1.000000E-30
    378  1.825428215499E-01  6.341275E-23  4.109468E-24  8.015731E-23  7.387740E-24  2.608359E-22  2.037791E-23  4.626459E-22  1.000000E-30
    379  1.841355644659E-01  1.186971E-21  7.488512E-23  2.428079E-21  3.283516E-22  2.421997E-20  2.625957E-21  9.533072E-20  1.000000E-30
    380  1.856860183354E-01  3.521908E-19  2.992885E-20  8.882875E-19  9.664841E-20  4.797766E-18  4.678954E-19  2.074776E-17  1.000000E-30
    381  1.870847965371E-01  3.195626E-19  2.773322E-20  9.459478E-19  1.197684E-19  1.217514E-17  1.618561E-18  8.564706E-17  1.000000E-30
    382  1.883699545972E-01  1.000000E-30  3.593446E-21  5.001971E-19  1.013208E-19  1.079427E-17  1.499796E-18  1.032318E-16  1.000000E-30
    383  1.895671856375E-01  2.404122E-20  3.514795E-21  2.878137E-19  5.444227E-20  7.502245E-18  1.186615E-18  1.038431E-16  1.000000E-30
    384  1.907324824205E-01  1.038765E-20  1.517060E-21  1.346608E-19  2.917456E-20  5.129275E-18  9.192612E-19  1.016112E-16  1.000000E-30
    385  1.917913284253E-01  3.816420E-21  6.075883E-22  6.744669E-20  1.646061E-20  3.598816E-18  7.220217E-19  9.888673E-17  1.000000E-30
    386  1.928179034582E-01  1.403998E-21  2.506330E-22  3.415227E-20  9.343870E-21  2.530663E-18  5.672344E-19  9.591046E-17  1.000000E-30
    387  1.939781308337E-01  4.511599E-22  9.095792E-23  1.564710E-20  4.879342E-21  1.687258E-18  4.293420E-19  9.231898E-17  1.000000E-30
    388  1.950365569225E-01  1.575378E-22  3.553933E-23  7.587124E-21  2.669971E-21  1.157494E-18  3.311450E-19  8.894322E-17  1.000000E-30
    389  1.963061656501E-01  4.370367E-23  1.132552E-23  3.145541E-21  1.282316E-21  7.313797E-19  2.412541E-19  8.486848E-17  1.000000E-30
    390  1.975160386553E-01  1.271804E-23  3.760203E-24  1.343711E-21  6.311408E-22  4.690268E-19  1.775417E-19  8.103031E-17  1.000000E-30
    391  1.988970783448E-01  3.024834E-24  1.045132E-24  5.010244E-22  2.773130E-22  2.800901E-19  1.243456E-19  7.676121E-17  1.000000E-30
    392  2.001908516564E-01  7.772062E-25  3.097134E-25  1.960165E-22  1.268925E-22  1.716171E-19  8.866329E-20  7.290326E-17  1.000000E-30
    393  2.023233395230E-01  7.125851E-26  3.920951E-26  4.058137E-23  3.418550E-23  7.542153E-20  5.026354E-20  6.688693E-17  1.000000E-30
    394  2.035207364909E-01  2.145659E-26  1.256390E-26  1.654405E-23  1.617272E-23  4.717659E-20  3.637544E-20  6.370424E-17  1.000000E-30
    395  2.047171141817E-01  5.935547E-27  3.880299E-27  6.652016E-24  7.570881E-24  2.932780E-20  2.620966E-20  6.066494E-17  1.000000E-30
    396  2.061861175315E-01  1.459895E-27  9.370518E-28  2.140521E-24  2.946341E-24  1.624315E-20  1.744560E-20  5.712133E-17  1.000000E-30
    397  2.075162532616E-01  8.267393E-28  3.222884E-28  7.580838E-25  1.239671E-24  9.445563E-21  1.201556E-20  5.408604E-17  1.000000E-30
    398  2.088103947538E-01  1.009731E-27  2.139577E-28  2.720016E-25  5.274551E-25  5.533435E-21  8.318122E-21  5.128464E-17  1.000000E-30
    399  2.102374295066E-01  1.720890E-27  2.921919E-28  8.736504E-26  2.029676E-25  3.043548E-21  5.515865E-21  4.836131E-17  1.000000E-30
    400  2.116254943500E-01  3.088209E-27  5.103832E-28  3.013736E-26  7.952410E-26  1.688942E-21  3.681785E-21  4.567653E-17  1.000000E-30
    401  2.137594200207E-01  7.865585E-27  1.304283E-27  1.085896E-26  1.934853E-26  6.718375E-22  1.956887E-21  4.183613E-17  1.000000E-30
    402  2.149968302441E-01  1.351974E-26  2.246049E-27  1.212253E-26  9.729444E-27  3.907462E-22  1.350036E-21  3.975923E-17  1.000000E-30
    403  2.163578604848E-01  2.441621E-26  4.057138E-27  1.942274E-26  6.748038E-27  2.132115E-22  8.916464E-22  3.759486E-17  1.000000E-30
    404  2.188327022992E-01  6.882585E-26  1.138723E-26  5.331758E-26  1.135939E-26  6.961665E-23  4.148083E-22  3.396362E-17  1.000000E-30
    405  2.210861741802E-01  1.671993E-25  2.743715E-26  1.291616E-25  2.633148E-26  2.459257E-23  2.033621E-22  3.098073E-17  1.000000E-30
    406  2.231360986547E-01  3.578725E-25  5.813067E-26  2.757775E-25  5.564628E-26  9.540692E-24  1.051482E-22  2.852735E-17  1.000000E-30
    407  2.249661932162E-01  6.835042E-25  1.098289E-25  5.253113E-25  1.051471E-25  4.331601E-24  5.792457E-23  2.655154E-17  1.000000E-30
    408  2.266023391923E-01  1.192941E-24  1.896342E-25  9.143632E-25  1.816036E-25  2.562843E-24  3.390747E-23  2.497152E-17  1.000000E-30
    409  2.291569547831E-01  2.752530E-24  4.295703E-25  2.099814E-24  4.115603E-25  2.377194E-24  1.486204E-23  2.292849E-17  1.000000E-30
    410  2.305971902523E-01  4.342159E-24  6.702093E-25  3.302982E-24  6.422487E-25  3.200720E-24  9.669305E-24  2.207126E-17  1.000000E-30
    411  2.319348711247E-01  6.571900E-24  1.003676E-24  4.985230E-24  9.619730E-25  4.584637E-24  6.864186E-24  2.153287E-17  1.000000E-30
    412  2.335360820165E-01  1.067790E-23  1.609640E-24  8.072121E-24  1.543038E-24  7.267374E-24  5.217518E-24  2.132647E-17  1.000000E-30
    413  2.351317971316E-01  1.712884E-23  2.547993E-24  1.290325E-23  2.442924E-24  1.153571E-23  4.915258E-24  2.178006E-17  1.000000E-30
    414  2.376293164755E-01  3.512094E-23  5.114466E-24  2.630733E-23  4.904365E-24  2.342264E-23  6.660767E-24  2.453189E-17  1.000000E-30
    415  2.399259738388E-01  6.642846E-23  9.482840E-24  4.949389E-23  9.093973E-24  4.396794E-23  1.096031E-23  3.066087E-17  1.000000E-30
    416  2.420046682363E-01  1.160681E-22  1.626966E-23  8.605737E-23  1.560258E-23  7.631016E-23  1.807563E-23  4.117436E-17  1.000000E-30
    417  2.451201276448E-01  2.592186E-22  3.534753E-23  1.907782E-22  3.389479E-23  1.687130E-22  3.834383E-23  7.232736E-17  1.000000E-30
    418  2.467564269033E-01  3.892795E-22  5.231599E-23  2.853826E-22  5.016047E-23  2.520098E-22  5.634913E-23  1.006013E-16  1.000000E-30
    419  2.483354027874E-01  5.707713E-22  7.563515E-23  4.168573E-22  7.250871E-23  3.675841E-22  8.101024E-23  1.397132E-16  1.000000E-30
    420  2.499258654919E-01  8.314434E-22  1.086252E-22  6.049278E-22  1.041168E-22  5.326395E-22  1.157566E-22  1.952068E-16  1.000000E-30
    421  2.515152656983E-01  1.200035E-21  1.545714E-22  8.697833E-22  1.481246E-22  7.646912E-22  1.639298E-22  2.725276E-16  1.000000E-30
    422  2.542060864984E-01  2.190469E-21  2.754482E-22  1.577451E-21  2.638435E-22  1.383200E-21  2.898076E-22  4.754492E-16  1.000000E-30
    423  2.556901221114E-01  3.022415E-21  3.750665E-22  2.168860E-21  3.591615E-22  1.898925E-21  3.928826E-22  6.419810E-16  1.000000E-30
    424  2.570805114381E-01  4.061634E-21  4.978226E-22  2.904934E-21  4.765700E-22  2.539728E-21  5.192954E-22  8.463553E-16  1.000000E-30
    425  2.598984391343E-01  7.267128E-21  8.686681E-22  5.162766E-21  8.310107E-22  4.500141E-21  8.983317E-22  1.459041E-15  1.000000E-30
    426  2.622653138568E-01  1.164931E-20  1.363578E-21  8.229621E-21  1.303596E-21  7.154580E-21  1.399637E-21  2.268085E-15  1.000000E-30
    427  2.644885215151E-01  1.791106E-20  2.055761E-21  1.258686E-20  1.963956E-21  1.091485E-20  2.094971E-21  3.387375E-15  1.000000E-30
    428  2.667229470066E-01  2.726800E-20  3.068786E-21  1.906179E-20  2.929471E-21  1.648628E-20  3.104188E-21  5.006344E-15  1.000000E-30
    429  2.687894382327E-01  3.981443E-20  4.400390E-21  2.769784E-20  4.197349E-21  2.389579E-20  4.420000E-21  7.108532E-15  1.000000E-30
    430  2.709436570286E-01  5.849317E-20  6.344497E-21  4.048798E-20  6.046445E-21  3.483732E-20  6.325277E-21  1.013801E-14  1.000000E-30
    431  2.728595154549E-01  8.168986E-20  8.714444E-21  5.629313E-20  8.298122E-21  4.831949E-20  8.629278E-21  1.378256E-14  1.000000E-30
    432  2.763050324764E-01  1.462814E-19  1.514839E-20  1.000050E-19  1.440118E-20  8.545666E-20  1.481379E-20  2.348581E-14  1.000000E-30
    433  2.797281875476E-01  2.553916E-19  2.568631E-20  1.732362E-19  2.437581E-20  1.473572E-19  2.479919E-20  3.897157E-14  1.000000E-30
    434  2.831107064370E-01  4.343936E-19  4.246052E-20  2.924079E-19  4.021702E-20  2.475705E-19  4.046408E-20  6.294418E-14  1.000000E-30
    435  2.863632962154E-01  7.118279E-19  6.771750E-20  4.756815E-19  6.401215E-20  4.008975E-19  6.371092E-20  9.799743E-14  1.000000E-30
    436  2.894106333807E-01  1.115149E-18  1.034573E-19  7.401880E-19  9.760231E-20  6.210899E-19  9.614779E-20  1.461374E-13  1.000000E-30
    437  2.941185503109E-01  2.179029E-18  1.945959E-19  1.431560E-18  1.829784E-19  1.192935E-18  1.773639E-19  2.638788E-13  1.000000E-30
    438  2.983685787405E-01  3.904688E-18  3.371493E-19  2.542024E-18  3.160054E-19  2.104844E-18  3.018099E-19  4.388517E-13  1.000000E-30
    439  3.021949729112E-01  6.508117E-18  5.454916E-19  4.202965E-18  5.097154E-19  3.459958E-18  4.803043E-19  6.816504E-13  1.000000E-30
    440  3.059150641439E-01  1.058832E-17  8.627373E-19  6.785725E-18  8.036285E-19  5.554360E-18  7.473233E-19  1.031698E-12  1.000000E-30
    441  3.094680949786E-01  1.674695E-17  1.328965E-18  1.065581E-17  1.234041E-18  8.674523E-18  1.133106E-18  1.516910E-12  1.000000E-30
    442  3.127856926026E-01  2.560637E-17  1.983574E-18  1.618624E-17  1.836305E-18  1.310929E-17  1.666161E-18  2.158536E-12  1.000000E-30
    443  3.178598433803E-01  4.881708E-17  3.648480E-18  3.055791E-17  3.361273E-18  2.455605E-17  2.994661E-18  3.666542E-12  1.000000E-30
    444  3.224504526026E-01  8.689538E-17  6.294566E-18  5.393072E-17  5.772603E-18  4.303473E-17  5.058713E-18  5.873857E-12  1.000000E-30
    445  3.266870398371E-01  1.459814E-16  1.028468E-17  8.991400E-17  9.390782E-18  7.128991E-17  8.105221E-18  8.999003E-12  1.000000E-30
    446  3.305577136787E-01  2.303981E-16  1.583912E-17  1.409574E-16  1.440337E-17  1.111188E-16  1.226088E-17  1.314855E-11  1.000000E-30
    447  3.362681054783E-01  4.352866E-16  2.890966E-17  2.637945E-16  2.612660E-17  2.062390E-16  2.179517E-17  2.241603E-11  1.000000E-30
    448  3.414589872690E-01  7.476002E-16  4.820362E-17  4.493896E-16  4.331230E-17  3.488052E-16  3.548315E-17  3.526377E-11  1.000000E-30
    449  3.462773530350E-01  1.201624E-15  7.549583E-17  7.171773E-16  6.746633E-17  5.530902E-16  5.436556E-17  5.222825E-11  1.000000E-30
    450  3.508856189623E-01  1.853203E-15  1.137481E-16  1.098999E-15  1.011158E-16  8.426244E-16  8.022963E-17  7.428306E-11  1.000000E-30
    451  3.552628710565E-01  2.752855E-15  1.654886E-16  1.623235E-15  1.463708E-16  1.238090E-15  1.144814E-16  1.018379E-10  1.000000E-30
    452  3.595141079779E-01  3.991401E-15  2.354491E-16  2.341431E-15  2.072302E-16  1.777451E-15  1.598953E-16  1.361616E-10  1.000000E-30
    453  3.636744849418E-01  5.678949E-15  3.292695E-16  3.315820E-15  2.884205E-16  2.506398E-15  2.196877E-16  1.784631E-10  1.000000E-30
    454  3.676260234901E-01  7.866061E-15  4.492022E-16  4.574060E-15  3.916963E-16  3.444687E-15  2.948340E-16  2.281293E-10  1.000000E-30
    455  3.714655117309E-01  1.071087E-14  6.033724E-16  6.205666E-15  5.238381E-16  4.658269E-15  3.899356E-16  2.867673E-10  1.000000E-30
    456  3.752653942304E-01  1.443614E-14  8.032107E-16  8.336744E-15  6.943615E-16  6.240152E-15  5.114231E-16  3.564667E-10  1.000000E-30
    457  3.809506426681E-01  2.229601E-14  1.220289E-15  1.282129E-14  1.048321E-15  9.563072E-15  7.606243E-16  4.862134E-10  1.000000E-30
    458  3.865190953769E-01  3.371530E-14  1.820282E-15  1.932260E-14  1.554455E-15  1.437565E-14  1.112575E-15  6.484959E-10  1.000000E-30
    459  3.928522091207E-01  5.330212E-14  2.842057E-15  3.046043E-14  2.411237E-15  2.262352E-14  1.701599E-15  8.844874E-10  1.000000E-30
    460  3.991093841216E-01  8.295360E-14  4.382860E-15  4.732036E-14  3.695828E-15  3.513370E-14  2.576040E-15  1.183067E-09  1.000000E-30
    461  4.054183851758E-01  1.285742E-13  6.752997E-15  7.329114E-14  5.661711E-15  5.447565E-14  3.903989E-15  1.564839E-09  1.000000E-30
    462  4.147392755742E-01  2.430569E-13  1.273128E-14  1.386865E-13  1.059249E-14  1.035425E-13  7.213021E-15  2.317072E-09  1.000000E-30
    463  4.232199499949E-01  4.294491E-13  2.258136E-14  2.457965E-13  1.867645E-14  1.848311E-13  1.262126E-14  3.252247E-09  1.000000E-30
    464  4.316976825025E-01  7.499339E-13  3.982401E-14  4.314681E-13  3.277853E-14  3.278159E-13  2.206782E-14  4.491424E-09  1.000000E-30
    465  4.393401554526E-01  1.225055E-12  6.597377E-14  7.094636E-13  5.412247E-14  5.456156E-13  3.644001E-14  5.922841E-09  1.000000E-30
    466  4.465935084243E-01  1.929187E-12  1.057533E-13  1.126051E-12  8.657045E-14  8.782656E-13  5.847631E-14  7.597453E-09  1.000000E-30
    467  4.537106765818E-01  2.977643E-12  1.667816E-13  1.754193E-12  1.363790E-13  1.390663E-12  9.270155E-14  9.568393E-09  1.000000E-30
    468  4.602314649238E-01  4.386807E-12  2.514895E-13  2.609863E-12  2.056273E-13  2.104710E-12  1.409662E-13  1.167441E-08  1.000000E-30
    469  4.709552966107E-01  8.124764E-12  4.873558E-13  4.925753E-12  3.992088E-13  4.104289E-12  2.791429E-13  1.577069E-08  1.000000E-30
    470  4.769745726746E-01  1.135612E-11  7.012696E-13  6.968233E-12  5.756806E-13  5.928263E-12  4.083383E-13  1.840295E-08  1.000000E-30
    471  4.828178172001E-01  1.560479E-11  9.935851E-13  9.696971E-12  8.179863E-13  8.431936E-12  5.895876E-13  2.116849E-08  1.000000E-30
    472  4.927188450138E-01  2.633054E-11  1.774652E-12  1.674958E-11  1.470676E-12  1.516785E-11  1.094446E-12  2.626196E-08  1.000000E-30
    473  5.000000000000E-01  3.824957E-11  2.697984E-12  2.479143E-11  2.249879E-12  2.319352E-11  1.720484E-12  3.026418E-08  1.000000E-30
