 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                pm147         pm148         pm149         pm150         pm151         pm152         pm153         pm154
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  1.112814E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  1.031440E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  1.279359E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  1.299714E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  1.569322E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  1.483544E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.837493E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  1.680399E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  2.008015E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  2.287040E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  2.425541E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  2.486444E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  3.061702E-30  1.110910E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  2.903774E-30  1.066689E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  3.273784E-30  1.232292E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  3.490492E-30  1.322379E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  4.105115E-30  1.607897E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  3.452366E-30  1.382752E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  3.489352E-30  1.419433E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  3.237668E-30  1.338722E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  6.093984E-30  2.720720E-30  1.522731E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  5.264638E-30  2.366137E-30  1.356024E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  5.154338E-30  2.348949E-30  1.375547E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  4.321587E-30  1.948194E-30  1.160325E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  4.205990E-30  1.927894E-30  1.168937E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  4.002445E-30  1.870563E-30  1.153203E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  3.791464E-30  1.804336E-30  1.129883E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  3.825872E-30  1.842561E-30  1.170460E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  3.808636E-30  1.861366E-30  1.198605E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  3.859722E-30  1.907591E-30  1.244820E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  3.752830E-30  1.879060E-30  1.242238E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  5.988441E-30  3.014494E-30  2.057659E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  6.223698E-30  3.186147E-30  2.240530E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  6.242781E-30  3.303144E-30  2.243889E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  6.349642E-30  3.490625E-30  2.594907E-30  1.004619E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    123  4.815339657435E-02  6.532350E-30  3.531203E-30  2.574495E-30  1.006133E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    124  4.832264594384E-02  7.203563E-30  4.011131E-30  3.023744E-30  1.200978E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    125  4.849826454798E-02  7.861809E-30  4.477655E-30  3.457317E-30  1.395245E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    126  4.867786870736E-02  8.337405E-30  4.850384E-30  3.683534E-30  1.500250E-30  1.002634E-30  1.000000E-30  1.000000E-30  1.000000E-30
    127  4.885872256535E-02  8.725875E-30  5.072708E-30  4.065883E-30  1.695496E-30  1.155777E-30  1.000000E-30  1.000000E-30  1.000000E-30
    128  4.903755607841E-02  9.044827E-30  5.382838E-30  4.330082E-30  1.829843E-30  1.274076E-30  1.000000E-30  1.000000E-30  1.000000E-30
    129  4.921259737621E-02  9.156034E-30  5.620147E-30  4.685097E-30  2.017411E-30  1.433756E-30  1.000000E-30  1.000000E-30  1.000000E-30
    130  4.938368810460E-02  9.443364E-30  5.927203E-30  5.021367E-30  2.214812E-30  1.609179E-30  1.000000E-30  1.000000E-30  1.000000E-30
    131  4.955132280349E-02  9.433744E-30  6.021185E-30  5.082159E-30  2.201031E-30  1.623957E-30  1.000000E-30  1.000000E-30  1.000000E-30
    132  4.971624312404E-02  9.564455E-30  6.199767E-30  5.323180E-30  2.470138E-30  1.879290E-30  1.113975E-30  1.000000E-30  1.000000E-30
    133  4.987811857735E-02  9.650473E-30  6.321505E-30  5.671714E-30  2.596973E-30  2.002838E-30  1.205373E-30  1.000000E-30  1.000000E-30
    134  5.003799836445E-02  9.798213E-30  6.484323E-30  5.977530E-30  2.800766E-30  2.253529E-30  1.379460E-30  1.000000E-30  1.000000E-30
    135  5.019682549602E-02  1.004689E-29  6.723674E-30  6.253599E-30  3.023096E-30  2.573982E-30  1.604610E-30  1.000000E-30  1.000000E-30
    136  5.035511419132E-02  1.033979E-29  7.076047E-30  6.596536E-30  3.147396E-30  2.600414E-30  1.636985E-30  1.000000E-30  1.000000E-30
    137  5.051299755300E-02  1.061795E-29  7.435727E-30  7.032290E-30  3.481497E-30  3.017182E-30  1.931750E-30  1.157457E-30  1.000000E-30
    138  5.067010535678E-02  1.086566E-29  7.748794E-30  7.539294E-30  3.680337E-30  3.059734E-30  1.975187E-30  1.207570E-30  1.000000E-30
    139  5.082726902819E-02  1.117093E-29  8.123188E-30  8.085951E-30  4.103539E-30  3.633535E-30  2.411334E-30  1.501887E-30  1.000000E-30
    140  5.098506829486E-02  1.150837E-29  8.512721E-30  8.656342E-30  4.436591E-30  3.953737E-30  2.633773E-30  1.669165E-30  1.000000E-30
    141  5.114361869269E-02  1.177827E-29  8.843779E-30  9.141355E-30  4.816844E-30  4.427869E-30  3.071977E-30  1.993251E-30  1.000000E-30
    142  5.130328078870E-02  1.206555E-29  9.216418E-30  9.705667E-30  5.071661E-30  4.809709E-30  3.353834E-30  2.274431E-30  1.000000E-30
    143  5.146205644840E-02  1.220004E-29  9.470633E-30  1.013320E-29  5.414940E-30  5.022534E-30  3.469604E-30  2.383070E-30  1.000000E-30
    144  5.162089365231E-02  1.238954E-29  9.787535E-30  1.075862E-29  5.949097E-30  5.859480E-30  4.185942E-30  2.869521E-30  1.059318E-30
    145  5.177902725711E-02  1.251160E-29  1.009105E-29  1.139111E-29  6.375632E-30  6.468365E-30  4.766783E-30  3.299997E-30  1.232584E-30
    146  5.193558292952E-02  1.275732E-29  1.031153E-29  1.159640E-29  6.511762E-30  6.585962E-30  4.868689E-30  3.487995E-30  1.324941E-30
    147  5.207655208218E-02  1.161143E-29  9.501142E-30  1.085760E-29  6.193285E-30  6.414301E-30  4.825088E-30  3.571759E-30  1.378078E-30
    148  5.220437120847E-02  1.063412E-29  8.860073E-30  1.031248E-29  5.971932E-30  6.304522E-30  4.807723E-30  3.646887E-30  1.426194E-30
    149  5.240275279905E-02  1.708977E-29  1.441777E-29  1.710433E-29  1.006524E-29  1.085136E-29  8.353779E-30  6.354510E-30  2.517608E-30
    150  5.258707116153E-02  1.569927E-29  1.385450E-29  1.707793E-29  1.040351E-29  1.185444E-29  9.437418E-30  7.443181E-30  3.022648E-30
    151  5.276353482958E-02  1.518429E-29  1.365458E-29  1.722866E-29  1.074454E-29  1.262322E-29  1.024451E-29  8.379167E-30  3.411585E-30
    152  5.293536770993E-02  1.535317E-29  1.402014E-29  1.800734E-29  1.144631E-29  1.368763E-29  1.127793E-29  9.462626E-30  3.978711E-30
    153  5.310288915571E-02  1.534972E-29  1.441393E-29  1.916790E-29  1.206438E-29  1.424678E-29  1.155161E-29  9.438710E-30  4.004769E-30
    154  5.325369291828E-02  1.401708E-29  1.321542E-29  1.778670E-29  1.129829E-29  1.354492E-29  1.115776E-29  9.304661E-30  3.950182E-30
    155  5.339308966526E-02  1.289544E-29  1.242270E-29  1.689886E-29  1.118455E-29  1.397441E-29  1.206560E-29  1.089380E-29  4.839980E-30
    156  5.362726198018E-02  2.279985E-29  2.278417E-29  3.230355E-29  2.165641E-29  2.743990E-29  2.351563E-29  2.017384E-29  8.598779E-30
    157  5.383816121000E-02  1.965259E-29  1.932424E-29  2.732699E-29  1.847466E-29  2.415156E-29  2.157591E-29  2.058962E-29  9.878503E-30
    158  5.403768730975E-02  1.937537E-29  1.936330E-29  2.824418E-29  1.921419E-29  2.554332E-29  2.284447E-29  2.131197E-29  9.992191E-30
    159  5.422986619970E-02  1.937476E-29  2.082721E-29  3.190283E-29  2.310499E-29  3.253287E-29  3.049719E-29  3.051615E-29  1.476804E-29
    160  5.440569294967E-02  1.807243E-29  1.971124E-29  3.094386E-29  2.271938E-29  3.279907E-29  3.128666E-29  3.199761E-29  1.541519E-29
    161  5.456994612052E-02  1.673568E-29  1.815764E-29  2.835752E-29  2.078119E-29  3.000532E-29  2.865743E-29  2.949396E-29  1.476033E-29
    162  5.485681963417E-02  3.043877E-29  3.507124E-29  5.830051E-29  4.500748E-29  6.932133E-29  6.916531E-29  7.494029E-29  3.875283E-29
    163  5.511708850657E-02  2.735513E-29  3.093220E-29  5.097992E-29  3.844463E-29  5.760198E-29  5.628856E-29  5.962591E-29  2.957206E-29
    164  5.536560227933E-02  2.715751E-29  3.277971E-29  5.756072E-29  4.635025E-29  7.587885E-29  7.927955E-29  9.216988E-29  4.984076E-29
    165  5.559867087093E-02  2.600247E-29  3.240163E-29  5.891638E-29  4.886193E-29  8.359913E-29  9.037410E-29  1.102995E-28  6.196297E-29
    166  5.582344501454E-02  2.503426E-29  3.098041E-29  5.662235E-29  4.691437E-29  8.022347E-29  8.658917E-29  1.053309E-28  5.866719E-29
    167  5.608267729631E-02  2.936715E-29  3.769424E-29  7.151977E-29  6.095552E-29  1.074801E-28  1.183029E-28  1.473000E-28  8.337463E-29
    168  5.632179590432E-02  2.738695E-29  3.630327E-29  7.134979E-29  6.263506E-29  1.155722E-28  1.317034E-28  1.725024E-28  1.014265E-28
    169  5.658568452696E-02  3.085895E-29  4.189512E-29  8.469890E-29  7.595354E-29  1.437332E-28  1.664747E-28  2.222367E-28  1.323633E-28
    170  5.682194908758E-02  2.817059E-29  3.914845E-29  8.161826E-29  7.522164E-29  1.486701E-28  1.781636E-28  2.505168E-28  1.551118E-28
    171  5.707748662895E-02  3.050158E-29  4.385498E-29  9.468618E-29  8.953376E-29  1.820491E-28  2.220959E-28  3.188889E-28  2.002307E-28
    172  5.730159219632E-02  2.745418E-29  4.035798E-29  8.969414E-29  8.700229E-29  1.843091E-28  2.321341E-28  3.497455E-28  2.276111E-28
    173  5.769211250520E-02  4.919336E-29  7.579123E-29  1.789506E-28  1.833474E-28  4.227971E-28  5.676985E-28  9.374166E-28  6.512082E-28
    174  5.804755660481E-02  4.336436E-29  7.027509E-29  1.742812E-28  1.860129E-28  4.536621E-28  6.341633E-28  1.101276E-27  7.885349E-28
    175  5.837706807704E-02  4.292368E-29  7.149422E-29  1.816033E-28  1.963957E-28  4.864033E-28  6.899240E-28  1.248552E-27  9.355155E-28
    176  5.868213309337E-02  3.959611E-29  6.896313E-29  1.840027E-28  2.065373E-28  5.359208E-28  7.822479E-28  1.458773E-27  1.110938E-27
    177  5.897372529375E-02  3.772824E-29  6.802196E-29  1.896744E-28  2.204956E-28  5.994811E-28  9.035421E-28  1.757965E-27  1.377552E-27
    178  5.927019313219E-02  3.803487E-29  7.098270E-29  2.067708E-28  2.489222E-28  7.098445E-28  1.105713E-27  2.248413E-27  1.815595E-27
    179  5.955970264735E-02  3.659592E-29  7.083205E-29  2.149398E-28  2.670610E-28  7.942664E-28  1.273855E-27  2.696801E-27  2.240271E-27
