 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                eu153         eu154         eu155         eu156         eu157         eu158         eu159         eu160
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  1.036909E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  1.055994E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.291009E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  1.257302E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  1.546639E-30  1.191078E-30  1.080425E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  1.761909E-30  1.384291E-30  1.285671E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  1.968898E-30  1.580070E-30  1.504854E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  2.314276E-30  1.910015E-30  1.862184E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  2.887691E-30  2.476263E-30  2.574729E-30  1.360015E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  2.840727E-30  2.475265E-30  2.588250E-30  1.391957E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  3.251985E-30  2.979371E-30  3.367970E-30  1.866876E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  3.416607E-30  2.985845E-30  3.159622E-30  1.762880E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  4.268923E-30  4.053187E-30  4.742093E-30  2.794224E-30  1.121097E-30  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  3.853407E-30  3.618789E-30  4.209603E-30  2.466874E-30  1.008405E-30  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  4.241462E-30  4.074689E-30  4.800226E-30  2.908185E-30  1.215709E-30  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  4.016060E-30  4.025863E-30  4.965872E-30  3.025928E-30  1.282938E-30  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  8.293624E-30  8.341021E-30  1.057968E-29  6.649638E-30  2.967494E-30  1.000000E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  6.829547E-30  7.079743E-30  9.216442E-30  6.047107E-30  2.861202E-30  1.000000E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  7.279111E-30  7.682709E-30  1.003999E-29  6.574076E-30  3.003348E-30  1.000000E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  6.488123E-30  7.017292E-30  9.524569E-30  6.431933E-30  3.019414E-30  1.000000E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  6.491890E-30  7.152816E-30  9.860025E-30  6.752519E-30  3.246274E-30  1.000000E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  6.448841E-30  7.190441E-30  1.007885E-29  7.003179E-30  3.379888E-30  1.000000E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  6.458439E-30  7.297789E-30  1.041590E-29  7.343328E-30  3.633184E-30  1.000000E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  6.737204E-30  7.712290E-30  1.122638E-29  8.019882E-30  4.082806E-30  1.055001E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  6.628623E-30  7.675668E-30  1.133512E-29  8.197018E-30  4.160953E-30  1.082866E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  7.024422E-30  8.251336E-30  1.248076E-29  9.099892E-30  4.655150E-30  1.222696E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  6.847174E-30  8.129912E-30  1.242503E-29  9.152763E-30  4.777708E-30  1.270524E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  1.153276E-29  1.403900E-29  2.256128E-29  1.708157E-29  9.150039E-30  2.515746E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  1.222125E-29  1.507857E-29  2.374584E-29  1.802944E-29  9.768051E-30  2.659377E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  1.266387E-29  1.589015E-29  2.563214E-29  1.973049E-29  1.084997E-29  3.047887E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  1.321233E-29  1.688047E-29  2.816837E-29  2.218461E-29  1.260136E-29  3.628282E-30  1.101319E-30  1.000000E-30
    123  4.815339657435E-02  1.441522E-29  1.877794E-29  3.253374E-29  2.638244E-29  1.535237E-29  4.473156E-30  1.376417E-30  1.000000E-30
    124  4.832264594384E-02  1.508369E-29  1.980025E-29  3.511552E-29  2.909204E-29  1.701377E-29  4.979880E-30  1.555108E-30  1.000000E-30
    125  4.849826454798E-02  1.752954E-29  2.340982E-29  4.234680E-29  3.580956E-29  2.107313E-29  6.281447E-30  1.997762E-30  1.000000E-30
    126  4.867786870736E-02  1.901950E-29  2.594362E-29  4.811026E-29  4.150837E-29  2.507939E-29  7.496344E-30  2.466068E-30  1.000000E-30
    127  4.885872256535E-02  2.029897E-29  2.834036E-29  5.394961E-29  4.758708E-29  2.962962E-29  9.067243E-30  3.052890E-30  1.000000E-30
    128  4.903755607841E-02  2.175670E-29  3.100307E-29  6.035984E-29  5.422774E-29  3.460309E-29  1.074142E-29  3.608196E-30  1.121827E-30
    129  4.921259737621E-02  2.321136E-29  3.368686E-29  6.696463E-29  6.118130E-29  3.986258E-29  1.265752E-29  4.340295E-30  1.370766E-30
    130  4.938368810460E-02  2.397558E-29  3.538200E-29  7.174031E-29  6.661295E-29  4.427046E-29  1.424624E-29  4.975713E-30  1.597458E-30
    131  4.955132280349E-02  2.431500E-29  3.664259E-29  7.615789E-29  7.217764E-29  4.919696E-29  1.598619E-29  5.735188E-30  1.876592E-30
    132  4.971624312404E-02  2.546005E-29  3.922774E-29  8.357196E-29  8.084145E-29  5.645651E-29  1.862078E-29  6.688083E-30  2.173924E-30
    133  4.987811857735E-02  2.707674E-29  4.249716E-29  9.251036E-29  9.101122E-29  6.479059E-29  2.167070E-29  7.957842E-30  2.708977E-30
    134  5.003799836445E-02  2.844715E-29  4.540996E-29  1.009163E-28  1.009072E-28  7.315649E-29  2.487791E-29  9.286087E-30  3.120503E-30
    135  5.019682549602E-02  2.947893E-29  4.795074E-29  1.088888E-28  1.107308E-28  8.188188E-29  2.840693E-29  1.079928E-29  3.685166E-30
    136  5.035511419132E-02  3.099159E-29  5.136752E-29  1.191550E-28  1.231995E-28  9.290678E-29  3.288389E-29  1.280358E-29  4.527133E-30
    137  5.051299755300E-02  3.250320E-29  5.485483E-29  1.300007E-28  1.366901E-28  1.050039E-28  3.781949E-29  1.490792E-29  5.253901E-30
    138  5.067010535678E-02  3.389428E-29  5.824517E-29  1.410747E-28  1.509031E-28  1.181496E-28  4.328161E-29  1.723058E-29  6.315417E-30
    139  5.082726902819E-02  3.546672E-29  6.210560E-29  1.538464E-28  1.675075E-28  1.337625E-28  4.986969E-29  2.016564E-29  7.384685E-30
    140  5.098506829486E-02  3.714559E-29  6.633547E-29  1.682662E-28  1.866603E-28  1.521821E-28  5.772933E-29  2.381600E-29  8.917068E-30
    141  5.114361869269E-02  3.882098E-29  7.067687E-29  1.835361E-28  2.074041E-28  1.726185E-28  6.659853E-29  2.816429E-29  1.070552E-29
    142  5.130328078870E-02  4.056710E-29  7.531568E-29  2.002840E-28  2.306123E-28  1.960023E-28  7.693602E-29  3.334684E-29  1.299812E-29
    143  5.146205644840E-02  4.180048E-29  7.901360E-29  2.148863E-28  2.518467E-28  2.183297E-28  8.705251E-29  3.852511E-29  1.521028E-29
    144  5.162089365231E-02  4.324530E-29  8.332154E-29  2.318970E-28  2.767915E-28  2.449650E-28  9.936941E-29  4.498480E-29  1.794837E-29
    145  5.177902725711E-02  4.433791E-29  8.697618E-29  2.475429E-28  3.007586E-28  2.715941E-28  1.119425E-28  5.171825E-29  2.095161E-29
    146  5.193558292952E-02  4.481626E-29  8.865542E-29  2.560687E-28  3.155972E-28  2.907942E-28  1.221024E-28  5.833957E-29  2.519371E-29
    147  5.207655208218E-02  4.127602E-29  8.310827E-29  2.452365E-28  3.073984E-28  2.887152E-28  1.230655E-28  5.990559E-29  2.620263E-29
    148  5.220437120847E-02  3.826667E-29  7.824271E-29  2.352187E-28  2.990998E-28  2.853921E-28  1.231294E-28  6.072489E-29  2.687799E-29
    149  5.240275279905E-02  6.088789E-29  1.267487E-28  3.906091E-28  5.073604E-28  4.974502E-28  2.197690E-28  1.117439E-28  5.100810E-29
    150  5.258707116153E-02  5.784838E-29  1.251287E-28  4.020589E-28  5.372379E-28  5.398320E-28  2.417472E-28  1.232382E-28  5.502369E-29
    151  5.276353482958E-02  5.661977E-29  1.247150E-28  4.103229E-28  5.588995E-28  5.742769E-28  2.617699E-28  1.365207E-28  6.255237E-29
    152  5.293536770993E-02  5.614191E-29  1.258246E-28  4.233516E-28  5.873308E-28  6.170191E-28  2.864208E-28  1.528311E-28  7.170333E-29
    153  5.310288915571E-02  5.608969E-29  1.263402E-28  4.291596E-28  6.011303E-28  6.409907E-28  3.019399E-28  1.648461E-28  7.962710E-29
    154  5.325369291828E-02  5.072417E-29  1.166322E-28  4.063555E-28  5.804899E-28  6.327668E-28  3.031600E-28  1.687514E-28  8.291149E-29
    155  5.339308966526E-02  4.708946E-29  1.095234E-28  3.870597E-28  5.579979E-28  6.124953E-28  2.942244E-28  1.635134E-28  7.979277E-29
    156  5.362726198018E-02  8.154651E-29  1.934918E-28  7.022874E-28  1.038121E-27  1.181917E-27  5.874445E-28  3.428564E-28  1.762084E-28
    157  5.383816121000E-02  7.143009E-29  1.783267E-28  6.857134E-28  1.055087E-27  1.246189E-27  6.334403E-28  3.753209E-28  1.935594E-28
    158  5.403768730975E-02  6.757524E-29  1.720063E-28  6.804195E-28  1.072981E-27  1.306916E-27  6.812576E-28  4.164082E-28  2.210450E-28
    159  5.422986619970E-02  6.723355E-29  1.718662E-28  6.840790E-28  1.085382E-27  1.336835E-27  7.054659E-28  4.405945E-28  2.400419E-28
    160  5.440569294967E-02  6.096394E-29  1.598532E-28  6.563044E-28  1.065880E-27  1.346503E-27  7.240361E-28  4.617099E-28  2.560303E-28
    161  5.456994612052E-02  5.623942E-29  1.500322E-28  6.288305E-28  1.035308E-27  1.323138E-27  7.158151E-28  4.575992E-28  2.532095E-28
    162  5.485681963417E-02  9.942972E-29  2.713727E-28  1.174978E-27  1.993474E-27  2.662565E-27  1.500695E-27  1.017982E-27  5.990591E-28
    163  5.511708850657E-02  8.289365E-29  2.401350E-28  1.118076E-27  2.002061E-27  2.823724E-27  1.649013E-27  1.150855E-27  6.857754E-28
    164  5.536560227933E-02  8.229997E-29  2.390049E-28  1.117707E-27  2.013749E-27  2.882348E-27  1.713356E-27  1.235827E-27  7.666686E-28
    165  5.559867087093E-02  7.521758E-29  2.254907E-28  1.094639E-27  2.025713E-27  2.980989E-27  1.807183E-27  1.331795E-27  8.415818E-28
    166  5.582344501454E-02  6.942380E-29  2.147937E-28  1.081935E-27  2.051906E-27  3.083771E-27  1.890443E-27  1.399702E-27  8.817127E-28
    167  5.608267729631E-02  7.646943E-29  2.453297E-28  1.286350E-27  2.511196E-27  3.894891E-27  2.444731E-27  1.860312E-27  1.200248E-27
    168  5.632179590432E-02  6.737421E-29  2.228599E-28  1.221536E-27  2.475132E-27  4.024515E-27  2.624869E-27  2.095944E-27  1.413416E-27
    169  5.658568452696E-02  7.163149E-29  2.442597E-28  1.382587E-27  2.862582E-27  4.752237E-27  3.141792E-27  2.540336E-27  1.727466E-27
    170  5.682194908758E-02  6.257998E-29  2.174576E-28  1.267990E-27  2.693724E-27  4.626624E-27  3.147238E-27  2.641856E-27  1.861512E-27
    171  5.707748662895E-02  6.321984E-29  2.285566E-28  1.393639E-27  3.056289E-27  5.429062E-27  3.782437E-27  3.257541E-27  2.342719E-27
    172  5.730159219632E-02  5.346363E-29  1.967750E-28  1.234852E-27  2.777091E-27  5.101529E-27  3.655487E-27  3.266360E-27  2.431989E-27
    173  5.769211250520E-02  8.558516E-29  3.322708E-28  2.221281E-27  5.238497E-27  1.019484E-26  7.656437E-27  7.283871E-27  5.764019E-27
    174  5.804755660481E-02  7.222766E-29  2.802175E-28  1.918365E-27  4.705440E-27  9.845223E-27  7.899959E-27  8.193170E-27  6.978847E-27
    175  5.837706807704E-02  6.198793E-29  2.593952E-28  1.897209E-27  4.794252E-27  1.012438E-26  8.099075E-27  8.364561E-27  7.160086E-27
    176  5.868213309337E-02  5.184200E-29  2.265006E-28  1.748489E-27  4.606581E-27  1.021972E-26  8.481053E-27  9.081530E-27  7.954838E-27
    177  5.897372529375E-02  4.494276E-29  2.034478E-28  1.654076E-27  4.536408E-27  1.054425E-26  9.057845E-27  1.009029E-26  9.130577E-27
    178  5.927019313219E-02  4.090360E-29  1.925437E-28  1.651090E-27  4.717438E-27  1.150099E-26  1.023635E-26  1.188008E-26  1.112126E-26
    179  5.955970264735E-02  3.602500E-29  1.760690E-28  1.582620E-27  4.684609E-27  1.190275E-26  1.092851E-26  1.316371E-26  1.272368E-26
