 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                yb168         yb169         yb170         yb171         yb172         yb173         yb174         yb175
     66  3.501586344154E-02  3.074385E-30  3.416720E-30  1.512394E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  6.375824E-30  7.652089E-30  3.915118E-30  2.337604E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  6.989588E-30  8.673408E-30  4.604556E-30  2.806312E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  5.241102E-30  6.441571E-30  3.357535E-30  2.400588E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  6.373258E-30  9.340131E-30  5.464988E-30  3.731324E-30  1.202131E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  4.227483E-30  6.174406E-30  3.578868E-30  2.479042E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  4.468409E-30  6.558835E-30  3.840693E-30  2.788334E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  5.351618E-30  7.983771E-30  5.060231E-30  3.842406E-30  1.364584E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  5.804335E-30  8.928646E-30  5.753613E-30  4.657925E-30  1.742239E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  3.333751E-30  5.368813E-30  3.432907E-30  2.714426E-30  1.035578E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  4.178508E-30  6.780306E-30  4.588025E-30  3.740537E-30  1.439954E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  5.145753E-30  8.545541E-30  5.791907E-30  4.932942E-30  1.973399E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  5.089856E-30  8.697768E-30  6.089925E-30  5.323872E-30  2.181578E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  5.931605E-30  1.039455E-29  7.367098E-30  6.325275E-30  2.684028E-30  1.072588E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  6.036613E-30  1.087677E-29  7.930435E-30  6.977733E-30  2.911425E-30  1.166852E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  6.882659E-30  1.285893E-29  9.830367E-30  8.908262E-30  4.092166E-30  1.734108E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  6.574578E-30  1.262283E-29  9.854962E-30  9.151814E-30  4.338066E-30  1.889840E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  6.621227E-30  1.332280E-29  1.074491E-29  1.020054E-29  4.826993E-30  2.179690E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  7.025504E-30  1.452528E-29  1.236437E-29  1.259291E-29  6.222079E-30  2.775818E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  5.952969E-30  1.270850E-29  1.130789E-29  1.187328E-29  5.907693E-30  2.780875E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  4.934332E-30  1.073273E-29  9.742630E-30  1.042196E-29  5.309207E-30  2.525162E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  4.815915E-30  1.072075E-29  9.987931E-30  1.094686E-29  5.735142E-30  2.804883E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  3.988152E-30  9.023816E-30  8.511548E-30  9.444821E-30  5.026467E-30  2.477461E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  3.459314E-30  7.959318E-30  7.612191E-30  8.562963E-30  4.638400E-30  2.305197E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  5.995557E-30  1.408065E-29  1.355880E-29  1.534563E-29  8.549797E-30  4.372019E-30  1.169580E-30  1.000000E-30
     91  4.208159634323E-02  5.123385E-30  1.235450E-29  1.261623E-29  1.495404E-29  8.820918E-30  4.677327E-30  1.280064E-30  1.000000E-30
     92  4.230932596557E-02  6.120282E-30  1.501342E-29  1.527602E-29  1.816634E-29  1.074710E-29  5.769482E-30  1.611250E-30  1.000000E-30
     93  4.251598135750E-02  5.505322E-30  1.382402E-29  1.463686E-29  1.801410E-29  1.112182E-29  6.133743E-30  1.751842E-30  1.000000E-30
     94  4.274368410830E-02  6.190605E-30  1.592976E-29  1.707537E-29  2.128246E-29  1.308208E-29  7.465332E-30  2.245462E-30  1.000000E-30
     95  4.294191711445E-02  5.365288E-30  1.439721E-29  1.624703E-29  2.121417E-29  1.329886E-29  7.501007E-30  2.299537E-30  1.000000E-30
     96  4.316569238790E-02  5.851557E-30  1.619500E-29  1.911971E-29  2.583225E-29  1.717981E-29  9.988196E-30  2.995863E-30  1.000000E-30
     97  4.339365876136E-02  6.098685E-30  1.685612E-29  1.956869E-29  2.619361E-29  1.732964E-29  1.053545E-29  3.417281E-30  1.000000E-30
     98  4.362382833621E-02  6.075448E-30  1.723510E-29  2.057246E-29  2.830405E-29  1.916412E-29  1.171836E-29  3.803968E-30  1.000000E-30
     99  4.384703699487E-02  5.792071E-30  1.684376E-29  2.074240E-29  2.932798E-29  2.044360E-29  1.276953E-29  4.296125E-30  1.035118E-30
    100  4.408801045744E-02  6.239183E-30  1.872159E-29  2.368310E-29  3.436648E-29  2.455556E-29  1.551115E-29  5.246970E-30  1.280727E-30
    101  4.430336182063E-02  5.493839E-30  1.687900E-29  2.212799E-29  3.299745E-29  2.437158E-29  1.597250E-29  5.605252E-30  1.399151E-30
    102  4.453208602613E-02  5.794773E-30  1.825047E-29  2.448129E-29  3.742524E-29  2.830526E-29  1.875215E-29  6.856094E-30  1.757630E-30
    103  4.474836808964E-02  5.328043E-30  1.758060E-29  2.474536E-29  3.923771E-29  3.079499E-29  2.109606E-29  7.604908E-30  1.956199E-30
    104  4.497736119052E-02  5.505029E-30  1.858876E-29  2.702274E-29  4.415769E-29  3.581209E-29  2.521177E-29  9.342393E-30  2.501803E-30
    105  4.517199675598E-02  4.624484E-30  1.586591E-29  2.339165E-29  3.861035E-29  3.177326E-29  2.283412E-29  9.126818E-30  2.509552E-30
    106  4.536038532241E-02  4.409652E-30  1.544188E-29  2.322772E-29  3.920502E-29  3.299683E-29  2.401965E-29  9.716782E-30  2.665120E-30
    107  4.552484255766E-02  3.737352E-30  1.354894E-29  2.143035E-29  3.771374E-29  3.325106E-29  2.531322E-29  1.021334E-29  2.899338E-30
    108  4.581275722245E-02  6.432640E-30  2.371168E-29  3.783720E-29  6.734774E-29  5.997118E-29  4.585119E-29  1.929572E-29  5.648173E-30
    109  4.603616864208E-02  4.720279E-30  1.833364E-29  3.115712E-29  5.824565E-29  5.472527E-29  4.398572E-29  1.898100E-29  5.572535E-30
    110  4.624194314299E-02  4.210204E-30  1.663658E-29  2.906978E-29  5.548764E-29  5.346583E-29  4.407588E-29  1.980220E-29  6.051625E-30
    111  4.641297951594E-02  3.454368E-30  1.386497E-29  2.461737E-29  4.800156E-29  4.724889E-29  3.954851E-29  1.782514E-29  5.447520E-30
    112  4.656990459822E-02  3.092941E-30  1.257252E-29  2.283673E-29  4.526289E-29  4.533418E-29  3.855726E-29  1.791794E-29  5.623818E-30
    113  4.671253119976E-02  2.766575E-30  1.134780E-29  2.091564E-29  4.210614E-29  4.287853E-29  3.696837E-29  1.743130E-29  5.539810E-30
    114  4.684580987606E-02  2.534335E-30  1.066735E-29  2.000824E-29  4.086047E-29  4.222360E-29  3.687265E-29  1.769049E-29  5.708455E-30
    115  4.697520204195E-02  2.410467E-30  1.025420E-29  1.955283E-29  4.046145E-29  4.238575E-29  3.744381E-29  1.824586E-29  5.931040E-30
    116  4.709649788536E-02  2.214368E-30  9.515600E-30  1.843169E-29  3.875412E-29  4.130332E-29  3.700471E-29  1.828419E-29  6.002383E-30
    117  4.721637454993E-02  2.142137E-30  9.385607E-30  1.847758E-29  3.930115E-29  4.238247E-29  3.835736E-29  1.924281E-29  6.386685E-30
    118  4.732862910872E-02  1.965447E-30  8.697636E-30  1.737404E-29  3.752181E-29  4.115045E-29  3.775505E-29  1.916637E-29  6.421994E-30
    119  4.750539400184E-02  3.006552E-30  1.347438E-29  2.755488E-29  6.054311E-29  6.777498E-29  6.341682E-29  3.323557E-29  1.146761E-29
    120  4.767210524850E-02  2.727416E-30  1.284677E-29  2.641017E-29  5.905259E-29  6.734483E-29  6.344481E-29  3.238849E-29  1.097014E-29
    121  4.783406579930E-02  2.559338E-30  1.229732E-29  2.589139E-29  5.909338E-29  6.894632E-29  6.633331E-29  3.493448E-29  1.213961E-29
    122  4.799263518131E-02  2.429248E-30  1.180017E-29  2.537082E-29  5.896449E-29  7.019684E-29  6.873521E-29  3.696718E-29  1.304272E-29
    123  4.815339657435E-02  2.370674E-30  1.176058E-29  2.596995E-29  6.168853E-29  7.523037E-29  7.526294E-29  4.160329E-29  1.490011E-29
    124  4.832264594384E-02  2.400284E-30  1.207315E-29  2.742939E-29  6.666245E-29  8.331900E-29  8.515473E-29  4.826557E-29  1.747975E-29
    125  4.849826454798E-02  2.388066E-30  1.227305E-29  2.860365E-29  7.103395E-29  9.083905E-29  9.462611E-29  5.476484E-29  2.010797E-29
    126  4.867786870736E-02  2.332069E-30  1.232628E-29  2.947444E-29  7.482334E-29  9.796537E-29  1.040803E-28  6.157496E-29  2.295503E-29
    127  4.885872256535E-02  2.237169E-30  1.227390E-29  3.001693E-29  7.771380E-29  1.039363E-28  1.124036E-28  6.783527E-29  2.572860E-29
    128  4.903755607841E-02  2.131176E-30  1.175080E-29  2.936870E-29  7.754279E-29  1.059788E-28  1.167218E-28  7.191627E-29  2.779354E-29
    129  4.921259737621E-02  1.986079E-30  1.128566E-29  2.885721E-29  7.772066E-29  1.086376E-28  1.220227E-28  7.694022E-29  3.039269E-29
    130  4.938368810460E-02  1.859761E-30  1.078141E-29  2.818500E-29  7.746754E-29  1.107760E-28  1.268750E-28  8.181298E-29  3.297108E-29
    131  4.955132280349E-02  1.749217E-30  1.030184E-29  2.750919E-29  7.712979E-29  1.127933E-28  1.317077E-28  8.684710E-29  3.570742E-29
    132  4.971624312404E-02  1.650445E-30  9.879574E-30  2.696609E-29  7.713936E-29  1.153758E-28  1.373600E-28  9.261904E-29  3.884417E-29
    133  4.987811857735E-02  1.552483E-30  9.460881E-30  2.637599E-29  7.691761E-29  1.175296E-28  1.424844E-28  9.807456E-29  4.186626E-29
    134  5.003799836445E-02  1.463232E-30  9.098312E-30  2.594360E-29  7.715194E-29  1.204839E-28  1.488089E-28  1.046335E-28  4.547937E-29
    135  5.019682549602E-02  1.386174E-30  8.791372E-30  2.563488E-29  7.772339E-29  1.240126E-28  1.559361E-28  1.119315E-28  4.950215E-29
    136  5.035511419132E-02  1.316982E-30  8.503673E-30  2.534919E-29  7.837380E-29  1.277473E-28  1.635433E-28  1.198503E-28  5.392985E-29
    137  5.051299755300E-02  1.249922E-30  8.247394E-30  2.514176E-29  7.922138E-29  1.318245E-28  1.717202E-28  1.283826E-28  5.873293E-29
    138  5.067010535678E-02  1.181040E-30  7.964951E-30  2.481059E-29  7.964198E-29  1.352707E-28  1.792694E-28  1.366717E-28  6.353032E-29
    139  5.082726902819E-02  1.120957E-30  7.724853E-30  2.461090E-29  8.051850E-29  1.396048E-28  1.882441E-28  1.464420E-28  6.921022E-29
    140  5.098506829486E-02  1.070596E-30  7.511505E-30  2.445059E-29  8.151613E-29  1.442791E-28  1.979585E-28  1.570703E-28  7.545280E-29
    141  5.114361869269E-02  1.020956E-30  7.299880E-30  2.428308E-29  8.251028E-29  1.491199E-28  2.082317E-28  1.685555E-28  8.230946E-29
    142  5.130328078870E-02  1.000000E-30  7.099358E-30  2.414892E-29  8.365260E-29  1.544127E-28  2.194924E-28  1.813002E-28  9.001697E-29
    143  5.146205644840E-02  1.000000E-30  6.825318E-30  2.367580E-29  8.357203E-29  1.576102E-28  2.281156E-28  1.922978E-28  9.702090E-29
    144  5.162089365231E-02  1.000000E-30  6.585123E-30  2.332808E-29  8.397808E-29  1.618172E-28  2.384907E-28  2.052640E-28  1.053602E-28
    145  5.177902725711E-02  1.000000E-30  6.318165E-30  2.287000E-29  8.393088E-29  1.652485E-28  2.479870E-28  2.178514E-28  1.136619E-28
    146  5.193558292952E-02  1.000000E-30  5.933194E-30  2.258207E-29  8.381672E-29  1.661432E-28  2.512477E-28  2.234083E-28  1.181012E-28
    147  5.207655208218E-02  1.000000E-30  5.146958E-30  2.002540E-29  7.582677E-29  1.537047E-28  2.367678E-28  2.148884E-28  1.154055E-28
    148  5.220437120847E-02  1.000000E-30  4.535696E-30  1.794756E-29  6.897475E-29  1.421102E-28  2.218338E-28  2.043028E-28  1.109613E-28
    149  5.240275279905E-02  1.000000E-30  6.674795E-30  2.727608E-29  1.072446E-28  2.265151E-28  3.612235E-28  3.413731E-28  1.894938E-28
    150  5.258707116153E-02  1.000000E-30  5.982897E-30  2.423818E-29  9.822218E-29  2.163255E-28  3.561662E-28  3.468273E-28  1.959432E-28
    151  5.276353482958E-02  1.000000E-30  5.451683E-30  2.277073E-29  9.425890E-29  2.122174E-28  3.561066E-28  3.547350E-28  2.042732E-28
    152  5.293536770993E-02  1.000000E-30  5.087311E-30  2.165195E-29  9.142479E-29  2.104319E-28  3.598210E-28  3.665312E-28  2.149471E-28
    153  5.310288915571E-02  1.000000E-30  4.633409E-30  2.100946E-29  8.988701E-29  2.085523E-28  3.596786E-28  3.713243E-28  2.207329E-28
    154  5.325369291828E-02  1.000000E-30  4.006360E-30  1.842061E-29  8.045049E-29  1.911542E-28  3.361950E-28  3.547411E-28  2.144421E-28
    155  5.339308966526E-02  1.000000E-30  3.628635E-30  1.666296E-29  7.337165E-29  1.763545E-28  3.126625E-28  3.317429E-28  2.007962E-28
    156  5.362726198018E-02  1.000000E-30  5.578257E-30  2.720194E-29  1.239318E-28  3.075516E-28  5.608203E-28  6.180316E-28  3.872670E-28
    157  5.383816121000E-02  1.000000E-30  4.764849E-30  2.283380E-29  1.078629E-28  2.822701E-28  5.363169E-28  6.144079E-28  3.943054E-28
    158  5.403768730975E-02  1.000000E-30  4.209940E-30  2.100516E-29  1.015066E-28  2.719713E-28  5.278834E-28  6.212824E-28  4.078134E-28
    159  5.422986619970E-02  1.000000E-30  3.744812E-30  2.001434E-29  9.832624E-29  2.661635E-28  5.219997E-28  6.245282E-28  4.169376E-28
    160  5.440569294967E-02  1.000000E-30  3.233205E-30  1.769391E-29  8.893088E-29  2.470968E-28  4.949477E-28  6.061134E-28  4.118618E-28
    161  5.456994612052E-02  1.000000E-30  2.912536E-30  1.600386E-29  8.151610E-29  2.305695E-28  4.677482E-28  5.786055E-28  3.949279E-28
    162  5.485681963417E-02  1.000000E-30  4.560174E-30  2.676866E-29  1.411932E-28  4.129807E-28  8.649365E-28  1.120349E-27  7.984989E-28
    163  5.511708850657E-02  1.000000E-30  3.795888E-30  2.177239E-29  1.205994E-28  3.774315E-28  8.322902E-28  1.131523E-27  8.299763E-28
    164  5.536560227933E-02  1.000000E-30  3.241643E-30  2.063064E-29  1.162118E-28  3.670198E-28  8.190295E-28  1.139472E-27  8.574410E-28
    165  5.559867087093E-02  1.000000E-30  2.770338E-30  1.827141E-29  1.062999E-28  3.477267E-28  7.975860E-28  1.142804E-27  8.790143E-28
    166  5.582344501454E-02  1.000000E-30  2.536727E-30  1.656684E-29  9.873543E-29  3.330607E-28  7.805002E-28  1.137341E-27  8.814289E-28
    167  5.608267729631E-02  1.000000E-30  2.601507E-30  1.772213E-29  1.100323E-28  3.871449E-28  9.361690E-28  1.409567E-27  1.118685E-27
    168  5.632179590432E-02  1.000000E-30  2.128177E-30  1.525374E-29  9.783971E-29  3.581183E-28  8.975269E-28  1.414084E-27  1.165402E-27
    169  5.658568452696E-02  1.000000E-30  2.128739E-30  1.576782E-29  1.043813E-28  3.953190E-28  1.015457E-27  1.638147E-27  1.371260E-27
    170  5.682194908758E-02  1.000000E-30  1.748940E-30  1.348470E-29  9.107472E-29  3.534916E-28  9.301935E-28  1.551096E-27  1.336448E-27
    171  5.707748662895E-02  1.000000E-30  1.669276E-30  1.328145E-29  9.351002E-29  3.802342E-28  1.036441E-27  1.791511E-27  1.582780E-27
    172  5.730159219632E-02  1.000000E-30  1.309181E-30  1.111194E-29  7.995210E-29  3.329396E-28  9.284274E-28  1.655757E-27  1.503192E-27
    173  5.769211250520E-02  1.000000E-30  1.867756E-30  1.759982E-29  1.332653E-28  5.832322E-28  1.696766E-27  3.203576E-27  3.062018E-27
    174  5.804755660481E-02  1.000000E-30  1.625671E-30  1.394428E-29  1.082723E-28  4.992664E-28  1.532355E-27  3.113568E-27  3.157630E-27
    175  5.837706807704E-02  1.000000E-30  1.162591E-30  1.197070E-29  9.920785E-29  4.787066E-28  1.503853E-27  3.097935E-27  3.167309E-27
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  9.880379E-30  8.532456E-29  4.348570E-28  1.427183E-27  3.076855E-27  3.243065E-27
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  8.494671E-30  7.636610E-29  4.072818E-28  1.388364E-27  3.130778E-27  3.415460E-27
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  7.741974E-30  7.216813E-29  4.036147E-28  1.432296E-27  3.384482E-27  3.826452E-27
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  6.728559E-30  6.551257E-29  3.839443E-28  1.414522E-27  3.487461E-27  4.070798E-27
