 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ti54          ti55          ti56          ti57          ti58          ti59          ti60          ti61 
     47  2.946719119355E-02  6.832105E-25  2.685768E-27  2.948577E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  6.013489E-24  3.437004E-26  1.050255E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.526788E-23  8.948215E-26  2.846801E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  3.785708E-23  2.257147E-25  7.363797E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  5.408757E-23  3.247090E-25  1.070111E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  7.657453E-23  4.628030E-25  1.540367E-27  1.064745E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.702305E-22  1.044966E-24  3.558677E-27  2.471990E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  4.267974E-22  2.668052E-24  9.333935E-27  6.518778E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  9.811433E-22  6.237646E-24  2.237305E-26  1.570384E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  2.352842E-21  1.523093E-23  5.611391E-26  3.960014E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  5.167739E-21  3.401306E-23  1.284440E-25  9.109686E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  6.978466E-21  4.622544E-23  1.762304E-25  1.252288E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  8.868585E-21  5.904659E-23  2.268303E-25  1.614327E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.901084E-20  1.286702E-22  5.065554E-25  3.622978E-28  1.353483E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  7.351235E-20  5.127920E-22  2.112263E-24  1.524611E-27  6.033193E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  2.581136E-19  1.851392E-21  7.950965E-24  5.787407E-27  2.395815E-29  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  5.191281E-19  3.783569E-21  1.664349E-23  1.217333E-26  5.171948E-29  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  6.622641E-19  4.853758E-21  2.153101E-23  1.577481E-26  6.763372E-29  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  8.113055E-19  5.973799E-21  2.668569E-23  1.957904E-26  8.458444E-29  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.730490E-18  1.296614E-20  5.946493E-23  4.386070E-26  1.949693E-28  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  6.977720E-18  5.404186E-20  2.606130E-22  1.941815E-25  9.118268E-28  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  2.432265E-17  1.939093E-19  9.769559E-22  7.343573E-25  3.615516E-27  3.510146E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  6.201147E-17  5.055024E-19  2.634439E-21  1.993755E-24  1.018331E-26  9.991280E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.604615E-16  1.338109E-18  7.219100E-21  5.501518E-24  2.917474E-26  2.888291E-29  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  2.934463E-16  2.482890E-18  1.369476E-20  1.048285E-23  5.693757E-26  5.669126E-29  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  5.227882E-16  4.486285E-18  2.528466E-20  1.943846E-23  1.080863E-25  1.082235E-28  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.015721E-15  8.860313E-18  5.120386E-20  3.956296E-23  2.260596E-25  2.278207E-28  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  2.014832E-15  1.787918E-17  1.060698E-19  8.238719E-23  4.843636E-25  4.914603E-28  1.804736E-30  1.000000E-30
     75  3.838080203158E-02  2.978793E-15  2.669548E-17  1.607905E-19  1.252695E-22  7.486973E-25  7.626456E-28  2.788949E-30  1.000000E-30
     76  3.859219912978E-02  4.677153E-15  4.239917E-17  2.599103E-19  2.032070E-22  1.237960E-24  1.266765E-27  4.715446E-30  1.000000E-30
     77  3.884096228080E-02  7.911590E-15  7.269620E-17  4.549911E-19  3.572104E-22  2.225880E-24  2.289906E-27  8.702353E-30  1.000000E-30
     78  3.907668434759E-02  1.294410E-14  1.204746E-16  7.690688E-19  6.061812E-22  3.859267E-24  3.990520E-27  1.546672E-29  1.000000E-30
     79  3.934936577490E-02  2.271199E-14  2.145602E-16  1.401472E-18  1.109723E-21  7.243526E-24  7.534211E-27  2.987719E-29  1.000000E-30
     80  3.961640452516E-02  3.907147E-14  3.745461E-16  2.502272E-18  1.990321E-21  1.331392E-23  1.392867E-26  5.649053E-29  1.000000E-30
     81  3.991996766101E-02  7.167161E-14  6.986139E-16  4.789066E-18  3.828908E-21  2.634005E-23  2.773893E-26  1.154269E-28  1.000000E-30
     82  4.019473378510E-02  1.229047E-13  1.216275E-15  8.535039E-18  6.855831E-21  4.837805E-23  5.125368E-26  2.183104E-28  1.000000E-30
     83  4.046928694587E-02  2.088978E-13  2.098832E-15  1.507760E-17  1.216804E-20  8.807979E-23  9.387667E-26  4.093127E-28  1.000000E-30
     84  4.074955599116E-02  3.554921E-13  3.627622E-15  2.669512E-17  2.164756E-20  1.608553E-22  1.725003E-25  7.704036E-28  1.000000E-30
     85  4.099011663524E-02  5.557361E-13  5.747340E-15  4.317991E-17  3.516069E-20  2.672259E-22  2.880934E-25  1.313554E-27  1.000000E-30
     86  4.118445936105E-02  7.917886E-13  8.277606E-15  6.324256E-17  5.167031E-20  3.999355E-22  4.330169E-25  2.007667E-27  1.000000E-30
     87  4.137235583218E-02  1.108125E-12  1.170677E-14  9.091029E-17  7.451728E-20  5.870791E-22  6.382853E-25  3.007857E-27  1.229110E-30
     88  4.152714488067E-02  1.454691E-12  1.550156E-14  1.220082E-16  1.002764E-19  8.016549E-22  8.745678E-25  4.176962E-27  1.711860E-30
     89  4.165981986900E-02  1.830400E-12  1.965059E-14  1.564602E-16  1.288888E-19  1.043418E-21  1.141673E-24  5.515858E-27  2.264116E-30
     90  4.188596337322E-02  2.687103E-12  2.921617E-14  2.372597E-16  1.962220E-19  1.622989E-21  1.784768E-24  8.794453E-27  3.619578E-30
     91  4.208159634323E-02  3.716629E-12  4.085664E-14  3.375188E-16  2.800959E-19  2.360272E-21  2.606875E-24  1.306678E-26  5.390474E-30
     92  4.230932596557E-02  5.375360E-12  5.985402E-14  5.044436E-16  4.202968E-19  3.619590E-21  4.018149E-24  2.054678E-26  8.499275E-30
     93  4.251598135750E-02  7.456495E-12  8.400136E-14  7.209516E-16  6.028759E-19  5.295753E-21  5.906118E-24  3.075443E-26  1.275321E-29
     94  4.274368410830E-02  1.060199E-11  1.209859E-13  1.059470E-15  8.895194E-19  7.986559E-21  8.952673E-24  4.756419E-26  1.977790E-29
     95  4.294191711445E-02  1.430440E-11  1.650819E-13  1.471222E-15  1.239564E-18  1.134414E-20  1.277323E-23  6.906260E-26  2.878601E-29
     96  4.316569238790E-02  1.991776E-11  2.328060E-13  2.116443E-15  1.790289E-18  1.674259E-20  1.894711E-23  1.044983E-25  4.367419E-29
     97  4.339365876136E-02  2.771441E-11  3.281709E-13  3.044636E-15  2.585927E-18  2.472408E-20  2.812412E-23  1.582927E-25  6.634076E-29
     98  4.362382833621E-02  3.844480E-11  4.612551E-13  4.368300E-15  3.725466E-18  3.642612E-20  4.165221E-23  2.393039E-25  1.005751E-28
     99  4.384703699487E-02  5.252861E-11  6.383359E-13  6.167553E-15  5.281050E-18  5.277364E-20  6.065212E-23  3.555051E-25  1.498219E-28
    100  4.408801045744E-02  7.320687E-11  9.020100E-13  8.906131E-15  7.659153E-18  7.836626E-20  9.056161E-23  5.424446E-25  2.292843E-28
    101  4.430336182063E-02  9.815328E-11  1.224458E-12  1.232707E-14  1.064243E-17  1.112193E-19  1.291614E-22  7.888258E-25  3.343158E-28
    102  4.453208602613E-02  1.335381E-10  1.687997E-12  1.734912E-14  1.504037E-17  1.607646E-19  1.876807E-22  1.170192E-24  4.973551E-28
    103  4.474836808964E-02  1.780008E-10  2.278328E-12  2.388072E-14  2.078435E-17  2.269635E-19  2.662828E-22  1.693196E-24  7.215848E-28
    104  4.497736119052E-02  2.402735E-10  3.116451E-12  3.335375E-14  2.915061E-17  3.256339E-19  3.840671E-22  2.493592E-24  1.065736E-27
    105  4.517199675598E-02  3.088071E-10  4.050864E-12  4.413133E-14  3.870759E-17  4.408415E-19  5.222887E-22  3.451791E-24  1.478869E-27
    106  4.536038532241E-02  3.920636E-10  5.199658E-12  5.763162E-14  5.072367E-17  5.886426E-19  7.004415E-22  4.709693E-24  2.022589E-27
    107  4.552484255766E-02  4.810066E-10  6.440654E-12  7.247132E-14  6.397776E-17  7.547512E-19  9.015260E-22  6.153870E-24  2.648284E-27
    108  4.581275722245E-02  6.809315E-10  9.272219E-12  1.071326E-13  9.508027E-17  1.154486E-18  1.388243E-21  9.730443E-24  4.202728E-27
    109  4.603616864208E-02  8.824514E-10  1.217449E-11  1.435962E-13  1.279697E-16  1.589110E-18  1.920828E-21  1.374378E-23  5.953020E-27
    110  4.624194314299E-02  1.110650E-09  1.550883E-11  1.864410E-13  1.667877E-16  2.114526E-18  2.568211E-21  1.872888E-23  8.133558E-27
    111  4.641297951594E-02  1.335562E-09  1.883784E-11  2.300828E-13  2.064849E-16  2.663400E-18  3.247794E-21  2.406319E-23  1.047298E-26
    112  4.656990459822E-02  1.573011E-09  2.239289E-11  2.775230E-13  2.497893E-16  3.273527E-18  4.006470E-21  3.011998E-23  1.313541E-26
    113  4.671253119976E-02  1.816852E-09  2.608254E-11  3.275730E-13  2.956243E-16  3.930605E-18  4.826767E-21  3.677145E-23  1.606550E-26
    114  4.684580987606E-02  2.070647E-09  2.996080E-11  3.809891E-13  3.446897E-16  4.645397E-18  5.722392E-21  4.413927E-23  1.931757E-26
    115  4.697520204195E-02  2.342636E-09  3.415657E-11  4.396284E-13  3.987084E-16  5.444563E-18  6.727255E-21  5.252060E-23  2.302400E-26
    116  4.709649788536E-02  2.621941E-09  3.850442E-11  5.012491E-13  4.556308E-16  6.299185E-18  7.805460E-21  6.163309E-23  2.706108E-26
    117  4.721637454993E-02  2.922497E-09  4.322422E-11  5.690516E-13  5.184312E-16  7.255564E-18  9.015954E-21  7.199468E-23  3.165957E-26
    118  4.732862910872E-02  3.227288E-09  4.805113E-11  6.393019E-13  5.836664E-16  8.262718E-18  1.029469E-20  8.307533E-23  3.658546E-26
    119  4.750539400184E-02  3.756012E-09  5.651391E-11  7.645050E-13  7.003093E-16  1.009489E-17  1.263008E-20  1.036274E-22  4.574133E-26
    120  4.767210524850E-02  4.313339E-09  6.554691E-11  9.007480E-13  8.277222E-16  1.213719E-17  1.524534E-20  1.270630E-22  5.620789E-26
    121  4.783406579930E-02  4.913790E-09  7.539628E-11  1.052075E-12  9.697594E-16  1.445848E-17  1.823099E-20  1.542856E-22  6.839490E-26
    122  4.799263518131E-02  5.562487E-09  8.616206E-11  1.220486E-12  1.128395E-15  1.710048E-17  2.164376E-20  1.859326E-22  8.259567E-26
    123  4.815339657435E-02  6.286664E-09  9.832066E-11  1.414118E-12  1.311435E-15  2.020672E-17  2.567338E-20  2.239325E-22  9.968674E-26
    124  4.832264594384E-02  7.126954E-09  1.125989E-10  1.645750E-12  1.531198E-15  2.400925E-17  3.062810E-20  2.714744E-22  1.211210E-25
    125  4.849826454798E-02  8.090117E-09  1.291709E-10  1.919826E-12  1.792226E-15  2.861812E-17  3.666121E-20  3.304219E-22  1.477644E-25
    126  4.867786870736E-02  9.179170E-09  1.481514E-10  2.240021E-12  2.098378E-15  3.413738E-17  4.392036E-20  4.026821E-22  1.805096E-25
    127  4.885872256535E-02  1.039081E-08  1.695454E-10  2.608255E-12  2.451869E-15  4.064587E-17  5.252178E-20  4.899357E-22  2.201533E-25
    128  4.903755607841E-02  1.171141E-08  1.931683E-10  3.023087E-12  2.851679E-15  4.816363E-17  6.250474E-20  5.931286E-22  2.671624E-25
    129  4.921259737621E-02  1.313081E-08  2.188858E-10  3.483704E-12  3.297360E-15  5.671915E-17  7.391948E-20  7.133284E-22  3.220610E-25
    130  4.938368810460E-02  1.464778E-08  2.467186E-10  3.991947E-12  3.791018E-15  6.638977E-17  8.688173E-20  8.523240E-22  3.857057E-25
    131  4.955132280349E-02  1.626612E-08  2.767800E-10  4.551422E-12  4.336493E-15  7.729025E-17  1.015589E-19  1.012536E-21  4.592484E-25
    132  4.971624312404E-02  1.799274E-08  3.092466E-10  5.167106E-12  4.939013E-15  8.956919E-17  1.181661E-19  1.197023E-21  5.441434E-25
    133  4.987811857735E-02  1.982325E-08  3.440855E-10  5.840159E-12  5.600110E-15  1.033054E-16  1.368265E-19  1.407936E-21  6.414353E-25
    134  5.003799836445E-02  2.176904E-08  3.815655E-10  6.577696E-12  6.327192E-15  1.187057E-16  1.578388E-19  1.649531E-21  7.531482E-25
    135  5.019682549602E-02  2.384086E-08  4.219580E-10  7.387358E-12  7.128305E-15  1.360025E-16  1.815419E-19  1.926755E-21  8.816448E-25
    136  5.035511419132E-02  2.604528E-08  4.654645E-10  8.275842E-12  8.010655E-15  1.554241E-16  2.082734E-19  2.244795E-21  1.029417E-24
    137  5.051299755300E-02  2.838284E-08  5.121769E-10  9.247982E-12  8.979695E-15  1.771727E-16  2.383400E-19  2.608732E-21  1.198925E-24
    138  5.067010535678E-02  3.084384E-08  5.619859E-10  1.030466E-11  1.003700E-14  2.013733E-16  2.719458E-19  3.022626E-21  1.392174E-24
    139  5.082726902819E-02  3.343449E-08  6.151103E-10  1.145402E-11  1.119148E-14  2.283309E-16  3.095491E-19  3.493948E-21  1.612782E-24
    140  5.098506829486E-02  3.615525E-08  6.716688E-10  1.270271E-11  1.245072E-14  2.583415E-16  3.516042E-19  4.030563E-21  1.864586E-24
    141  5.114361869269E-02  3.899479E-08  7.315484E-10  1.405289E-11  1.381790E-14  2.916171E-16  3.984555E-19  4.639395E-21  2.151015E-24
    142  5.130328078870E-02  4.194036E-08  7.946178E-10  1.550683E-11  1.529647E-14  3.283968E-16  4.504932E-19  5.328444E-21  2.476042E-24
    143  5.146205644840E-02  4.492749E-08  8.596296E-10  1.704093E-11  1.686354E-14  3.682698E-16  5.071918E-19  6.093829E-21  2.838058E-24
    144  5.162089365231E-02  4.793825E-08  9.263249E-10  1.865425E-11  1.851932E-14  4.114042E-16  5.688477E-19  6.942815E-21  3.240738E-24
    145  5.177902725711E-02  5.091491E-08  9.935648E-10  2.032479E-11  2.024240E-14  4.574179E-16  6.349765E-19  7.872300E-21  3.682869E-24
    146  5.193558292952E-02  5.379063E-08  1.059966E-09  2.202334E-11  2.200379E-14  5.057061E-16  7.047680E-19  8.874425E-21  4.160968E-24
    147  5.207655208218E-02  5.627167E-08  1.118650E-09  2.357135E-11  2.361798E-14  5.511555E-16  7.708308E-19  9.843346E-21  4.624585E-24
    148  5.220437120847E-02  5.839166E-08  1.170099E-09  2.497193E-11  2.508654E-14  5.935997E-16  8.328654E-19  1.077182E-20  5.070087E-24
    149  5.240275279905E-02  6.134609E-08  1.244657E-09  2.709530E-11  2.733012E-14  6.607837E-16  9.317782E-19  1.229217E-20  5.802238E-24
    150  5.258707116153E-02  6.360996E-08  1.305589E-09  2.895150E-11  2.931282E-14  7.230926E-16  1.024401E-18  1.376557E-20  6.515062E-24
    151  5.276353482958E-02  6.523125E-08  1.353788E-09  3.055697E-11  3.105061E-14  7.808559E-16  1.111191E-18  1.519833E-20  7.211612E-24
    152  5.293536770993E-02  6.620435E-08  1.388920E-09  3.189664E-11  3.252678E-14  8.334947E-16  1.191284E-18  1.657752E-20  7.885749E-24
    153  5.310288915571E-02  6.650786E-08  1.410097E-09  3.293441E-11  3.370135E-14  8.795881E-16  1.262534E-18  1.786772E-20  8.520313E-24
    154  5.325369291828E-02  6.619873E-08  1.416969E-09  3.360280E-11  3.449275E-14  9.152685E-16  1.318811E-18  1.895015E-20  9.056486E-24
    155  5.339308966526E-02  6.540800E-08  1.412439E-09  3.397101E-11  3.497163E-14  9.423070E-16  1.362615E-18  1.985721E-20  9.509458E-24
    156  5.362726198018E-02  6.300518E-08  1.380896E-09  3.401075E-11  3.518355E-14  9.728133E-16  1.415199E-18  2.111867E-20  1.014862E-23
    157  5.383816121000E-02  5.976095E-08  1.327444E-09  3.340248E-11  3.470661E-14  9.822433E-16  1.436678E-18  2.190300E-20  1.055851E-23
    158  5.403768730975E-02  5.589326E-08  1.257394E-09  3.228964E-11  3.369066E-14  9.747968E-16  1.433132E-18  2.229699E-20  1.078043E-23
    159  5.422986619970E-02  5.160425E-08  1.175214E-09  3.077721E-11  3.224232E-14  9.529985E-16  1.408052E-18  2.234014E-20  1.083237E-23
    160  5.440569294967E-02  4.735012E-08  1.090511E-09  2.907746E-11  3.057458E-14  9.215532E-16  1.367804E-18  2.209500E-20  1.074183E-23
    161  5.456994612052E-02  4.321507E-08  1.005792E-09  2.727395E-11  2.877777E-14  8.834175E-16  1.316801E-18  2.163181E-20  1.054271E-23
    162  5.485681963417E-02  3.594667E-08  8.521946E-10  2.380215E-11  2.526796E-14  8.010121E-16  1.202947E-18  2.035398E-20  9.963277E-24
    163  5.511708850657E-02  2.963218E-08  7.143476E-10  2.049437E-11  2.187717E-14  7.140399E-16  1.079650E-18  1.876403E-20  9.221514E-24
    164  5.536560227933E-02  2.410723E-08  5.905344E-10  1.738253E-11  1.865395E-14  6.260492E-16  9.527839E-19  1.698862E-20  8.380793E-24
    165  5.559867087093E-02  1.950841E-08  4.851362E-10  1.462931E-11  1.577798E-14  5.436138E-16  8.324147E-19  1.520475E-20  7.527765E-24
    166  5.582344501454E-02  1.565060E-08  3.949105E-10  1.219005E-11  1.321091E-14  4.668740E-16  7.191595E-19  1.344607E-20  6.680263E-24
    167  5.608267729631E-02  1.192489E-08  3.060117E-10  9.704744E-12  1.057654E-14  3.849223E-16  5.970111E-19  1.146779E-20  5.720487E-24
    168  5.632179590432E-02  9.140998E-09  2.382566E-10  7.747300E-12  8.487165E-15  3.173911E-16  4.954113E-19  9.756767E-21  4.885246E-24
    169  5.658568452696E-02  6.716595E-09  1.781102E-10  5.954069E-12  6.560297E-15  2.528270E-16  3.974259E-19  8.046500E-21  4.045722E-24
    170  5.682194908758E-02  5.039531E-09  1.357231E-10  4.651266E-12  5.151415E-15  2.039654E-16  3.226563E-19  6.696842E-21  3.379772E-24
    171  5.707748662895E-02  3.656207E-09  1.001347E-10  3.525369E-12  3.926435E-15  1.600839E-16  2.549867E-19  5.436736E-21  2.755036E-24
    172  5.730159219632E-02  2.740133E-09  7.616190E-11  2.745682E-12  3.073209E-15  1.285661E-16  2.060277E-19  4.498075E-21  2.287593E-24
    173  5.769211250520E-02  1.638767E-09  4.674471E-11  1.756827E-12  1.983592E-15  8.682940E-17  1.406365E-19  3.201115E-21  1.638385E-24
    174  5.804755660481E-02  1.019087E-09  2.976217E-11  1.161740E-12  1.322140E-15  6.030935E-17  9.863537E-20  2.331895E-21  1.200467E-24
    175  5.837706807704E-02  6.579873E-10  1.964138E-11  7.940692E-13  9.103838E-16  4.313824E-17  7.118867E-20  1.742867E-21  9.020756E-25
    176  5.868213309337E-02  4.439863E-10  1.352626E-11  5.650382E-13  6.522782E-16  3.202502E-17  5.329462E-20  1.348016E-21  7.012358E-25
    177  5.897372529375E-02  3.111460E-10  9.666399E-12  4.166793E-13  4.842064E-16  2.459682E-17  4.126465E-20  1.076935E-21  5.629526E-25
    178  5.927019313219E-02  2.240399E-10  7.100479E-12  3.160334E-13  3.697416E-16  1.944550E-17  3.289262E-20  8.862846E-22  4.656071E-25
    179  5.955970264735E-02  1.700706E-10  5.496393E-12  2.524343E-13  2.973005E-16  1.617579E-17  2.758386E-20  7.668252E-22  4.048271E-25
