 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                nd172         nd173         nd174         nd175         nd176         nd177         nd178         pm130
    360  1.656939516385E-01  1.410349E-18  2.717958E-19  1.094600E-17  4.422524E-19  2.699510E-18  4.506706E-20  9.465739E-20  1.000000E-30
    361  1.664404283242E-01  1.603675E-18  3.341353E-19  1.549046E-17  6.685413E-19  4.634301E-18  8.202044E-20  1.950082E-19  1.000000E-30
    362  1.671401020014E-01  1.781168E-18  3.995119E-19  2.115326E-17  9.716520E-19  7.595202E-18  1.420485E-19  3.796702E-19  1.000000E-30
    363  1.682228463170E-01  2.029832E-18  5.109027E-19  3.330927E-17  1.686627E-18  1.591262E-17  3.244012E-19  1.041361E-18  1.000000E-30
    364  1.688914277275E-01  2.158277E-18  5.836889E-19  4.330847E-17  2.330216E-18  2.471470E-17  5.316714E-19  1.913207E-18  1.000000E-30
    365  1.695862681704E-01  2.260164E-18  6.590320E-19  5.602558E-17  3.212481E-18  3.853190E-17  8.769064E-19  3.557398E-18  1.000000E-30
    366  1.708796298676E-01  2.351293E-18  7.898298E-19  8.666168E-17  5.601058E-18  8.464312E-17  2.141404E-18  1.087889E-17  1.000000E-30
    367  1.720689125062E-01  2.301126E-18  8.820975E-19  1.228408E-16  8.876133E-18  1.664524E-16  4.648088E-18  2.914429E-17  1.000000E-30
    368  1.730357271347E-01  2.169792E-18  9.271207E-19  1.570292E-16  1.243691E-17  2.784801E-16  8.433602E-18  6.285914E-17  1.000000E-30
    369  1.739185931198E-01  1.987461E-18  9.386377E-19  1.905028E-16  1.642088E-17  4.331654E-16  1.413743E-17  1.236266E-16  1.000000E-30
    370  1.748109107026E-01  1.761099E-18  9.211605E-19  2.247347E-16  2.111860E-17  6.583498E-16  2.319151E-17  2.386452E-16  1.000000E-30
    371  1.757092013639E-01  1.505622E-18  8.737360E-19  2.571803E-16  2.638525E-17  9.751917E-16  3.712433E-17  4.509596E-16  1.000000E-30
    372  1.765567714958E-01  1.260855E-18  8.076942E-19  2.840203E-16  3.167850E-17  1.376306E-15  5.641016E-17  8.021876E-16  1.000000E-30
    373  1.775373762473E-01  9.872067E-19  7.098558E-19  3.075577E-16  3.782328E-17  1.986573E-15  8.876112E-17  1.518524E-15  1.000000E-30
    374  1.784803688374E-01  7.535029E-19  6.060939E-19  3.211996E-16  4.342981E-17  2.741111E-15  1.331769E-16  2.725141E-15  1.000000E-30
    375  1.795112536071E-01  5.375360E-19  4.894150E-19  3.241893E-16  4.867764E-17  3.767086E-15  2.007750E-16  5.011050E-15  1.000000E-30
    376  1.804824008025E-01  3.779453E-19  3.871330E-19  3.164612E-16  5.249986E-17  4.930378E-15  2.869760E-16  8.649326E-15  1.000000E-30
    377  1.815169070317E-01  2.498024E-19  2.905070E-19  2.976601E-16  5.498499E-17  6.365601E-15  4.074018E-16  1.505524E-14  1.000000E-30
    378  1.825428215499E-01  1.604841E-19  2.119614E-19  2.713653E-16  5.582870E-17  7.967722E-15  5.608311E-16  2.541532E-14  1.000000E-30
    379  1.841355644659E-01  7.608231E-20  1.226819E-19  2.212797E-16  5.395271E-17  1.070877E-14  8.755657E-16  5.473559E-14  1.000000E-30
    380  1.856860183354E-01  3.482931E-20  6.852429E-20  1.700801E-16  4.904478E-17  1.350198E-14  1.280504E-15  1.101452E-13  1.000000E-30
    381  1.870847965371E-01  1.676712E-20  3.935395E-20  1.276028E-16  4.292900E-17  1.595314E-14  1.733261E-15  1.997629E-13  1.000000E-30
    382  1.883699545972E-01  8.362710E-21  2.334267E-20  9.447613E-17  3.668118E-17  1.801122E-14  2.221040E-15  3.361656E-13  1.000000E-30
    383  1.895671856375E-01  4.384167E-21  1.432914E-20  6.918410E-17  3.075637E-17  1.965018E-14  2.730859E-15  5.348510E-13  1.000000E-30
    384  1.907324824205E-01  2.341118E-21  8.958885E-21  4.975024E-17  2.527557E-17  2.092405E-14  3.271528E-15  8.262067E-13  1.000000E-30
    385  1.917913284253E-01  1.336512E-21  5.910430E-21  3.615705E-17  2.076608E-17  2.178597E-14  3.795752E-15  1.210362E-12  1.000000E-30
    386  1.928179034582E-01  7.797560E-22  3.976400E-21  2.600219E-17  1.684395E-17  2.229918E-14  4.320282E-15  1.733398E-12  1.000000E-30
    387  1.939781308337E-01  4.294850E-22  2.575307E-21  1.760182E-17  1.308288E-17  2.254260E-14  4.931078E-15  2.569928E-12  1.000000E-30
    388  1.950365569225E-01  2.501559E-22  1.742350E-21  1.209628E-17  1.020684E-17  2.241285E-14  5.483552E-15  3.642131E-12  1.000000E-30
    389  1.963061656501E-01  1.312782E-22  1.096092E-21  7.565331E-18  7.448674E-18  2.187750E-14  6.131715E-15  5.463302E-12  1.000000E-30
    390  1.975160386553E-01  7.111351E-23  7.051150E-22  4.749951E-18  5.424614E-18  2.100198E-14  6.711967E-15  7.938439E-12  1.000000E-30
    391  1.988970783448E-01  3.510122E-23  4.230278E-22  2.728042E-18  3.699191E-18  1.959453E-14  7.289281E-15  1.197797E-11  1.000000E-30
    392  2.001908516564E-01  1.810028E-23  2.604763E-22  1.593406E-18  2.546509E-18  1.799626E-14  7.733085E-15  1.735160E-11  1.000000E-30
    393  2.023233395230E-01  6.223739E-24  1.173923E-22  6.398478E-19  1.348220E-18  1.496914E-14  8.190966E-15  3.098451E-11  1.000000E-30
    394  2.035207364909E-01  3.629221E-24  7.728607E-23  3.826331E-19  9.394961E-19  1.319618E-14  8.292453E-15  4.219674E-11  1.000000E-30
    395  2.047171141817E-01  2.236667E-24  5.311886E-23  2.278988E-19  6.554792E-19  1.142965E-14  8.260362E-15  5.678458E-11  1.000000E-30
    396  2.061861175315E-01  1.378155E-24  3.716529E-23  1.219933E-19  4.269415E-19  9.392122E-15  8.076524E-15  8.051118E-11  1.000000E-30
    397  2.075162532616E-01  9.831688E-25  3.029309E-23  7.054657E-20  2.947460E-19  7.722442E-15  7.792750E-15  1.088944E-10  1.000000E-30
    398  2.088103947538E-01  7.540049E-25  2.733680E-23  4.215046E-20  2.092351E-19  6.281458E-15  7.420338E-15  1.442878E-10  1.000000E-30
    399  2.102374295066E-01  5.855191E-25  2.628279E-23  2.452055E-20  1.464768E-19  4.926582E-15  6.941366E-15  1.941367E-10  1.000000E-30
    400  2.116254943500E-01  4.642892E-25  2.624227E-23  1.494476E-20  1.056313E-19  3.848306E-15  6.451845E-15  2.557259E-10  1.000000E-30
    401  2.137594200207E-01  3.226274E-25  2.655344E-23  7.545413E-21  6.554038E-20  2.598630E-15  5.721173E-15  3.813494E-10  1.000000E-30
    402  2.149968302441E-01  2.584017E-25  2.654060E-23  5.417906E-21  5.029207E-20  2.075382E-15  5.362359E-15  4.747246E-10  1.000000E-30
    403  2.163578604848E-01  1.999751E-25  2.620218E-23  4.071021E-21  3.784157E-20  1.629166E-15  5.035079E-15  5.978640E-10  1.000000E-30
    404  2.188327022992E-01  1.229962E-25  2.462114E-23  3.127925E-21  2.353889E-20  1.100612E-15  4.739302E-15  8.858632E-10  1.000000E-30
    405  2.210861741802E-01  7.948132E-26  2.218678E-23  3.114769E-21  1.676439E-20  8.266208E-16  4.852804E-15  1.232861E-09  1.000000E-30
    406  2.231360986547E-01  5.662021E-26  1.938329E-23  3.415210E-21  1.408583E-20  6.793945E-16  5.320604E-15  1.630591E-09  1.000000E-30
    407  2.249661932162E-01  4.620925E-26  1.662717E-23  3.788449E-21  1.367514E-20  5.938497E-16  6.046409E-15  2.060196E-09  1.000000E-30
    408  2.266023391923E-01  4.288507E-26  1.412367E-23  4.144580E-21  1.449608E-20  5.372209E-16  6.946053E-15  2.509564E-09  1.000000E-30
    409  2.291569547831E-01  4.605714E-26  1.042623E-23  4.659275E-21  1.751341E-20  4.659378E-16  8.820879E-15  3.345292E-09  1.000000E-30
    410  2.305971902523E-01  5.145863E-26  8.571680E-24  4.897630E-21  2.000099E-20  4.296818E-16  1.012967E-14  3.893348E-09  1.000000E-30
    411  2.319348711247E-01  5.847941E-26  7.038495E-24  5.072405E-21  2.277371E-20  3.967906E-16  1.150186E-14  4.454555E-09  1.000000E-30
    412  2.335360820165E-01  6.935551E-26  5.464046E-24  5.213728E-21  2.666651E-20  3.578330E-16  1.333497E-14  5.194514E-09  1.000000E-30
    413  2.351317971316E-01  8.295709E-26  4.180712E-24  5.276789E-21  3.117938E-20  3.194871E-16  1.535519E-14  6.007721E-09  1.000000E-30
    414  2.376293164755E-01  1.103911E-25  2.702570E-24  5.220976E-21  3.959658E-20  2.612726E-16  1.885170E-14  7.435568E-09  1.000000E-30
    415  2.399259738388E-01  1.435012E-25  1.826261E-24  5.019579E-21  4.895563E-20  2.111046E-16  2.233033E-14  8.917541E-09  1.000000E-30
    416  2.420046682363E-01  1.815137E-25  1.342778E-24  4.737072E-21  5.895269E-20  1.697101E-16  2.557035E-14  1.039867E-08  1.000000E-30
    417  2.451201276448E-01  2.569009E-25  1.013970E-24  4.193795E-21  7.710957E-20  1.166496E-16  3.023623E-14  1.286531E-08  1.000000E-30
    418  2.467564269033E-01  3.077622E-25  9.790547E-25  3.875030E-21  8.840731E-20  9.349658E-17  3.239853E-14  1.427790E-08  1.000000E-30
    419  2.483354027874E-01  3.660002E-25  1.013268E-24  3.559327E-21  1.006231E-19  7.431243E-17  3.415760E-14  1.571626E-08  1.000000E-30
    420  2.499258654919E-01  4.355205E-25  1.104717E-24  3.241521E-21  1.143712E-19  5.803256E-17  3.549737E-14  1.723866E-08  1.000000E-30
    421  2.515152656983E-01  5.179572E-25  1.247275E-24  2.930921E-21  1.297093E-19  4.465142E-17  3.630564E-14  1.883239E-08  1.000000E-30
    422  2.542060864984E-01  6.942527E-25  1.600117E-24  2.434797E-21  1.597981E-19  2.788320E-17  3.626815E-14  2.168986E-08  1.000000E-30
    423  2.556901221114E-01  8.159022E-25  1.857130E-24  2.184151E-21  1.788919E-19  2.140180E-17  3.545338E-14  2.334752E-08  1.000000E-30
    424  2.570805114381E-01  9.490851E-25  2.142308E-24  1.966356E-21  1.985898E-19  1.681384E-17  3.420116E-14  2.495004E-08  1.000000E-30
    425  2.598984391343E-01  1.289230E-24  2.872755E-24  1.578563E-21  2.445628E-19  1.100224E-17  3.043957E-14  2.833215E-08  1.000000E-30
    426  2.622653138568E-01  1.667056E-24  3.678370E-24  1.312826E-21  2.903698E-19  8.784990E-18  2.643308E-14  3.129485E-08  1.000000E-30
    427  2.644885215151E-01  2.121488E-24  4.637229E-24  1.113361E-21  3.403893E-19  8.175119E-18  2.239718E-14  3.416276E-08  1.000000E-30
    428  2.667229470066E-01  2.701837E-24  5.847987E-24  9.614377E-22  3.985539E-19  8.532329E-18  1.842095E-14  3.711506E-08  1.000000E-30
    429  2.687894382327E-01  3.377299E-24  7.241690E-24  8.634822E-22  4.604451E-19  9.474641E-18  1.502675E-14  3.989935E-08  1.000000E-30
    430  2.709436570286E-01  4.259355E-24  9.042213E-24  8.048700E-22  5.344798E-19  1.094237E-17  1.190698E-14  4.285167E-08  1.000000E-30
    431  2.728595154549E-01  5.232749E-24  1.100927E-23  7.905576E-22  6.096325E-19  1.261282E-17  9.533911E-15  4.551842E-08  1.000000E-30
    432  2.763050324764E-01  7.565802E-24  1.566191E-23  8.584477E-22  7.707241E-19  1.647592E-17  6.195617E-15  5.041461E-08  1.000000E-30
    433  2.797281875476E-01  1.089067E-23  2.218722E-23  1.059104E-21  9.706103E-19  2.155023E-17  3.901883E-15  5.542037E-08  1.000000E-30
    434  2.831107064370E-01  1.557427E-23  3.124005E-23  1.417157E-21  1.216495E-18  2.806744E-17  2.404109E-15  6.052741E-08  1.000000E-30
    435  2.863632962154E-01  2.191928E-23  4.332968E-23  1.955843E-21  1.508787E-18  3.612043E-17  1.480712E-15  6.561139E-08  1.000000E-30
    436  2.894106333807E-01  3.013076E-23  5.877149E-23  2.692005E-21  1.843226E-18  4.566954E-17  9.330054E-16  7.054638E-08  1.000000E-30
    437  2.941185503109E-01  4.908044E-23  9.384236E-23  4.464159E-21  2.504504E-18  6.539882E-17  4.691446E-16  7.852886E-08  1.000000E-30
    438  2.983685787405E-01  7.599754E-23  1.428177E-22  7.068187E-21  3.294743E-18  9.014907E-17  2.842833E-16  8.613549E-08  1.000000E-30
    439  3.021949729112E-01  1.124281E-22  2.081464E-22  1.068448E-20  4.210689E-18  1.200856E-16  2.210173E-16  9.332710E-08  1.000000E-30
    440  3.059150641439E-01  1.643105E-22  2.999879E-22  1.595256E-20  5.339533E-18  1.584412E-16  2.132368E-16  1.006453E-07  1.000000E-30
    441  3.094680949786E-01  2.359099E-22  4.252438E-22  2.337821E-20  6.696319E-18  2.062459E-16  2.371086E-16  1.079516E-07  1.000000E-30
    442  3.127856926026E-01  3.305948E-22  5.891438E-22  3.339278E-20  8.272982E-18  2.636749E-16  2.798042E-16  1.150718E-07  1.000000E-30
    443  3.178598433803E-01  5.539046E-22  9.708993E-22  5.759683E-20  1.144068E-17  3.837618E-16  3.791597E-16  1.265753E-07  1.000000E-30
    444  3.224504526026E-01  8.839331E-22  1.527868E-21  9.433529E-20  1.536399E-17  5.390489E-16  5.083707E-16  1.377073E-07  1.000000E-30
    445  3.266870398371E-01  1.361450E-21  2.325072E-21  1.487854E-19  2.020543E-17  7.380303E-16  6.698766E-16  1.486902E-07  1.000000E-30
    446  3.305577136787E-01  2.021250E-21  3.416590E-21  2.256720E-19  2.599760E-17  9.841027E-16  8.640099E-16  1.594102E-07  1.000000E-30
    447  3.362681054783E-01  3.624048E-21  6.041604E-21  4.173892E-19  3.783526E-17  1.506573E-15  1.262012E-15  1.766163E-07  1.000000E-30
    448  3.414589872690E-01  6.166745E-21  1.016582E-20  7.301133E-19  5.341070E-17  2.221984E-15  1.787023E-15  1.939313E-07  1.000000E-30
    449  3.462773530350E-01  1.010574E-20  1.650643E-20  1.226772E-18  7.378505E-17  3.190433E-15  2.475142E-15  2.116560E-07  1.000000E-30
    450  3.508856189623E-01  1.621265E-20  2.627777E-20  2.014520E-18  1.007819E-16  4.512925E-15  3.388377E-15  2.302901E-07  1.000000E-30
    451  3.552628710565E-01  2.540440E-20  4.091668E-20  3.225350E-18  1.358490E-16  6.277139E-15  4.576145E-15  2.496801E-07  1.000000E-30
    452  3.595141079779E-01  3.929720E-20  6.296579E-20  5.091463E-18  1.819468E-16  8.651717E-15  6.139143E-15  2.702367E-07  1.000000E-30
    453  3.636744849418E-01  6.022057E-20  9.609266E-20  7.953809E-18  2.426598E-16  1.184571E-14  8.199327E-15  2.921348E-07  1.000000E-30
    454  3.676260234901E-01  9.031952E-20  1.436789E-19  1.214149E-17  3.195641E-16  1.596654E-14  1.081042E-14  3.146827E-07  1.000000E-30
    455  3.714655117309E-01  1.338978E-19  2.125404E-19  1.829943E-17  4.182592E-16  2.133941E-14  1.416256E-14  3.383274E-07  1.000000E-30
    456  3.752653942304E-01  1.976706E-19  3.133454E-19  2.744285E-17  5.467847E-16  2.843284E-14  1.852853E-14  3.635090E-07  1.000000E-30
    457  3.809506426681E-01  3.539270E-19  5.607465E-19  5.024191E-17  8.188094E-16  4.366955E-14  2.776883E-14  4.046913E-07  1.000000E-30
    458  3.865190953769E-01  6.259788E-19  9.930175E-19  9.067650E-17  1.220199E-15  6.645224E-14  4.139646E-14  4.493533E-07  1.000000E-30
    459  3.928522091207E-01  1.196929E-18  1.905539E-18  1.770552E-16  1.928680E-15  1.070474E-13  6.542595E-14  5.056856E-07  1.000000E-30
    460  3.991093841216E-01  2.270452E-18  3.635712E-18  3.420930E-16  3.045369E-15  1.713190E-13  1.032356E-13  5.674655E-07  1.000000E-30
    461  4.054183851758E-01  4.329469E-18  6.989995E-18  6.628634E-16  4.849240E-15  2.750079E-13  1.641652E-13  6.362382E-07  1.000000E-30
    462  4.147392755742E-01  1.123951E-17  1.844666E-17  1.753277E-15  9.728563E-15  5.525520E-13  3.282934E-13  7.503379E-07  1.000000E-30
    463  4.232199499949E-01  2.679445E-17  4.483734E-17  4.226909E-15  1.850823E-14  1.040942E-12  6.218870E-13  8.676359E-07  1.000000E-30
    464  4.316976825025E-01  6.394093E-17  1.095675E-16  1.013938E-14  3.555220E-14  1.958403E-12  1.187686E-12  9.981178E-07  1.000000E-30
    465  4.393401554526E-01  1.403322E-16  2.465981E-16  2.222718E-14  6.463558E-14  3.459939E-12  2.144405E-12  1.127223E-06  1.000000E-30
    466  4.465935084243E-01  2.963837E-16  5.350638E-16  4.664016E-14  1.149005E-13  5.935946E-12  3.782442E-12  1.259806E-06  1.000000E-30
    467  4.537106765818E-01  6.185626E-16  1.150159E-15  9.616971E-14  2.037283E-13  1.008029E-11  6.644380E-12  1.399273E-06  1.000000E-30
    468  4.602314649238E-01  1.216177E-15  2.329379E-15  1.860072E-13  3.468045E-13  1.637657E-11  1.119709E-11  1.534986E-06  1.000000E-30
    469  4.709552966107E-01  3.713962E-15  7.508374E-15  5.462824E-13  8.447826E-13  3.639545E-11  2.672301E-11  1.773865E-06  1.000000E-30
    470  4.769745726746E-01  6.965281E-15  1.455002E-14  9.955850E-13  1.403648E-12  5.700400E-11  4.380539E-11  1.915943E-06  1.000000E-30
    471  4.828178172001E-01  1.284986E-14  2.776055E-14  1.777025E-12  2.311430E-12  8.814626E-11  7.104720E-11  2.058912E-06  1.000000E-30
    472  4.927188450138E-01  3.640933E-14  8.356012E-14  4.705179E-12  5.448511E-12  1.845987E-10  1.624082E-10  2.311327E-06  1.000000E-30
    473  5.000000000000E-01  7.853396E-14  1.888141E-13  9.563445E-12  1.033057E-11  3.179941E-10  2.996311E-10  2.503957E-06  1.000000E-30
