 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ce170         ce171         ce172         ce173         ce174         ce175         pr126         pr127
    360  1.656939516385E-01  9.334742E-17  1.325649E-18  1.810218E-18  5.760092E-21  2.376108E-21  8.277738E-24  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  1.693446E-16  2.559296E-18  3.909042E-18  1.303888E-20  5.988009E-21  2.193578E-23  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  2.917765E-16  4.676615E-18  7.939999E-18  2.769011E-20  1.407293E-20  5.405630E-23  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  6.591286E-16  1.158130E-17  2.319974E-17  8.673293E-20  5.166033E-20  2.137021E-22  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  1.071388E-15  1.993651E-17  4.428122E-17  1.728996E-19  1.136921E-19  4.924940E-22  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  1.750639E-15  3.459248E-17  8.562014E-17  3.498627E-19  2.552526E-19  1.160486E-21  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  4.189194E-15  9.267551E-17  2.810879E-16  1.251061E-18  1.109996E-18  5.527846E-21  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  8.891505E-15  2.185825E-16  8.016926E-16  3.864100E-18  4.112095E-18  2.227540E-20  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  1.577394E-14  4.228958E-16  1.813296E-15  9.332287E-18  1.154129E-17  6.702370E-20  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  2.578891E-14  7.489911E-16  3.710262E-15  2.028637E-17  2.881992E-17  1.784204E-19  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  4.101241E-14  1.292451E-15  7.416719E-15  4.313158E-17  7.058160E-17  4.664080E-19  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  6.320881E-14  2.164359E-15  1.442841E-14  8.934001E-17  1.688781E-16  1.192470E-18  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  9.199119E-14  3.408975E-15  2.620488E-14  1.722416E-16  3.734655E-16  2.808859E-18  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  1.364283E-13  5.545101E-15  5.037067E-14  3.549961E-16  9.039277E-16  7.317833E-18  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  1.913417E-13  8.507214E-15  9.085592E-14  6.851848E-16  2.039044E-15  1.772911E-17  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  2.647905E-13  1.300057E-14  1.661300E-13  1.350200E-15  4.776094E-15  4.493389E-17  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  3.449148E-13  1.861198E-14  2.820621E-13  2.461670E-15  1.026345E-14  1.040789E-16  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  4.378745E-13  2.615985E-14  4.766257E-13  4.491430E-15  2.236418E-14  2.458541E-16  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  5.322068E-13  3.521252E-14  7.715516E-13  7.852201E-15  4.671120E-14  5.567446E-16  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  6.666874E-13  5.180692E-14  1.518583E-12  1.744589E-14  1.373949E-13  1.859792E-15  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  7.623920E-13  6.947593E-14  2.717879E-12  3.520462E-14  3.663369E-13  5.624146E-15  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  8.037798E-13  8.476263E-14  4.320423E-12  6.246983E-14  8.394195E-13  1.446031E-14  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  7.980550E-13  9.644050E-14  6.290995E-12  1.007815E-13  1.718677E-12  3.295942E-14  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  7.552949E-13  1.037968E-13  8.550115E-12  1.508899E-13  3.224063E-12  6.841419E-14  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  6.840757E-13  1.067153E-13  1.106558E-11  2.148241E-13  5.734336E-12  1.344386E-13  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  6.013170E-13  1.053956E-13  1.350059E-11  2.861099E-13  9.369798E-12  2.407345E-13  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  5.111348E-13  1.004324E-13  1.583902E-11  3.657945E-13  1.464990E-11  4.117336E-13  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  4.077469E-13  9.130039E-14  1.825246E-11  4.650502E-13  2.343174E-11  7.295974E-13  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  3.186258E-13  8.047982E-14  2.003962E-11  5.590519E-13  3.484649E-11  1.192622E-12  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  2.261211E-13  6.610633E-14  2.147591E-11  6.688309E-13  5.397228E-11  2.071747E-12  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  1.558576E-13  5.246628E-14  2.202436E-11  7.628263E-13  7.898527E-11  3.386589E-12  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  9.692851E-14  3.839260E-14  2.166912E-11  8.487531E-13  1.173931E-10  5.720479E-12  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  5.961516E-14  2.756018E-14  2.054702E-11  9.044225E-13  1.646796E-10  9.061282E-12  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  2.504876E-14  1.497736E-14  1.754826E-11  9.393806E-13  2.715633E-10  1.831728E-11  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  1.510273E-14  1.042060E-14  1.554221E-11  9.305360E-13  3.501587E-10  2.653001E-11  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  9.121518E-15  7.269677E-15  1.346378E-11  9.025572E-13  4.440232E-10  3.783907E-11  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  5.112687E-15  4.861982E-15  1.099501E-11  8.481612E-13  5.823244E-10  5.744051E-11  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  3.284718E-15  3.669695E-15  8.939866E-12  7.844548E-13  7.311565E-10  8.248293E-11  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  2.378548E-15  3.125979E-15  7.156728E-12  7.127039E-13  8.984790E-10  1.157043E-10  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  1.895300E-15  3.008517E-15  5.475020E-12  6.276097E-13  1.108881E-09  1.655702E-10  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  1.676978E-15  3.226535E-15  4.133511E-12  5.436672E-13  1.338548E-09  2.312635E-10  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  1.525392E-15  3.983360E-15  2.586407E-12  4.197775E-13  1.733575E-09  3.763408E-10  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  1.468957E-15  4.592300E-15  1.941651E-12  3.547746E-13  1.980541E-09  4.919193E-10  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  1.408423E-15  5.376330E-15  1.401956E-12  2.900761E-13  2.261026E-09  6.525388E-10  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  1.282874E-15  7.071193E-15  7.821140E-13  1.955347E-13  2.771573E-09  1.056394E-09  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  1.147560E-15  8.890235E-15  4.920114E-13  1.343704E-13  3.200382E-09  1.581175E-09  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  1.013210E-15  1.075651E-14  3.674708E-13  9.731306E-14  3.525014E-09  2.216730E-09  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  8.899458E-16  1.257672E-14  3.241439E-13  7.646332E-14  3.738319E-09  2.928395E-09  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  7.809152E-16  1.430903E-14  3.190425E-13  6.552680E-14  3.854706E-09  3.687623E-09  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  6.188941E-16  1.715433E-14  3.496534E-13  5.906477E-14  3.881609E-09  5.108555E-09  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  5.346447E-16  1.879319E-14  3.806596E-13  5.961476E-14  3.813974E-09  6.030619E-09  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  4.618843E-16  2.030492E-14  4.160478E-13  6.205071E-14  3.701883E-09  6.958214E-09  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  3.824391E-16  2.205834E-14  4.657070E-13  6.685763E-14  3.513278E-09  8.148480E-09  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  3.120985E-16  2.368907E-14  5.226867E-13  7.325613E-14  3.278230E-09  9.407475E-09  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  2.199217E-16  2.584898E-14  6.271227E-13  8.576707E-14  2.848622E-09  1.148817E-08  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  1.537209E-16  2.721152E-14  7.408784E-13  9.949371E-14  2.425408E-09  1.348014E-08  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  1.077783E-16  2.776968E-14  8.601368E-13  1.135867E-13  2.047934E-09  1.531882E-08  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  6.016354E-17  2.722040E-14  1.071779E-12  1.376699E-13  1.531700E-09  1.809897E-08  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  4.348585E-17  2.626249E-14  1.200661E-12  1.518024E-13  1.294310E-09  1.956091E-08  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  3.167165E-17  2.494970E-14  1.337880E-12  1.664654E-13  1.090063E-09  2.096971E-08  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  2.317988E-17  2.330881E-14  1.489918E-12  1.823062E-13  9.091277E-10  2.238630E-08  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  1.736492E-17  2.143245E-14  1.656862E-12  1.992703E-13  7.523203E-10  2.379978E-08  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  1.185724E-17  1.796495E-14  1.977311E-12  2.307661E-13  5.368009E-10  2.619107E-08  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  1.044114E-17  1.602421E-14  2.176533E-12  2.497453E-13  4.420793E-10  2.751101E-08  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  9.826082E-18  1.425289E-14  2.379191E-12  2.686462E-13  3.668530E-10  2.875014E-08  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  1.001875E-17  1.093751E-14  2.842624E-12  3.105573E-13  2.481473E-10  3.127530E-08  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  1.117977E-17  8.542628E-15  3.293493E-12  3.498716E-13  1.769946E-10  3.341816E-08  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  1.285106E-17  6.651885E-15  3.775830E-12  3.906226E-13  1.283343E-10  3.545719E-08  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  1.500968E-17  5.092450E-15  4.325889E-12  4.357190E-13  9.303799E-11  3.753955E-08  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  1.742259E-17  3.926415E-15  4.900449E-12  4.815027E-13  6.964920E-11  3.950127E-08  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  2.039195E-17  2.958334E-15  5.575346E-12  5.338188E-13  5.246246E-11  4.158912E-08  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  2.346440E-17  2.278089E-15  6.248442E-12  5.846446E-13  4.187061E-11  4.348738E-08  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  3.018218E-17  1.394927E-15  7.656628E-12  6.873504E-13  3.071392E-11  4.701109E-08  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  3.869421E-17  8.375487E-16  9.349175E-12  8.055356E-13  2.633643E-11  5.066472E-08  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  4.936138E-17  4.988236E-16  1.136341E-11  9.402830E-13  2.613947E-11  5.443332E-08  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  6.226658E-17  3.038448E-16  1.367878E-11  1.088884E-12  2.851282E-11  5.820816E-08  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  7.728999E-17  1.964667E-16  1.624293E-11  1.247161E-12  3.240650E-11  6.187864E-08  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  1.077072E-16  1.164591E-16  2.110722E-11  1.533393E-12  4.104209E-11  6.780327E-08  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  1.451585E-16  9.490502E-17  2.665440E-11  1.842957E-12  5.149309E-11  7.342485E-08  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.898717E-16  9.812433E-17  3.282004E-11  2.171511E-12  6.330999E-11  7.872863E-08  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  2.466200E-16  1.144606E-16  4.012680E-11  2.544977E-12  7.739983E-11  8.413672E-08  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  3.168326E-16  1.397523E-16  4.858156E-11  2.960707E-12  9.375162E-11  8.957150E-08  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  4.006857E-16  1.717252E-16  5.805442E-11  3.410339E-12  1.121089E-10  9.492279E-08  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  5.748650E-16  2.386575E-16  7.621406E-11  4.236706E-12  1.473842E-10  1.037173E-07  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  7.984580E-16  3.233685E-16  9.749309E-11  5.161637E-12  1.888388E-10  1.124222E-07  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  1.082981E-15  4.291553E-16  1.223795E-10  6.200747E-12  2.374704E-10  1.211912E-07  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  1.432465E-15  5.567730E-16  1.506387E-10  7.339479E-12  2.928700E-10  1.298990E-07  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  2.168029E-15  8.196741E-16  2.046402E-10  9.428213E-12  3.992070E-10  1.441046E-07  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  3.164992E-15  1.167971E-15  2.702268E-10  1.185706E-11  5.290849E-10  1.585765E-07  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  4.501507E-15  1.625725E-15  3.495110E-10  1.468450E-11  6.870179E-10  1.734693E-07  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  6.309692E-15  2.234212E-15  4.465554E-10  1.803148E-11  8.815389E-10  1.891306E-07  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  8.700546E-15  3.026236E-15  5.629048E-10  2.192637E-11  1.116293E-09  2.053730E-07  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  1.189166E-14  4.068627E-15  7.039086E-10  2.652239E-11  1.402762E-09  2.224910E-07  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  1.614986E-14  5.442141E-15  8.747466E-10  3.195877E-11  1.752385E-09  2.405833E-07  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  2.160309E-14  7.181714E-15  1.073635E-09  3.815514E-11  2.162501E-09  2.590421E-07  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  2.866481E-14  9.412786E-15  1.308101E-09  4.532633E-11  2.649745E-09  2.782045E-07  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  3.792884E-14  1.231511E-14  1.587987E-09  5.374882E-11  3.236091E-09  2.983905E-07  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  5.767865E-14  1.844620E-14  2.115695E-09  6.935195E-11  4.353657E-09  3.309111E-07  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  8.697851E-14  2.746613E-14  2.791225E-09  8.899627E-11  5.803710E-09  3.655010E-07  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  1.388084E-13  4.332430E-14  3.806212E-09  1.181409E-10  8.016044E-09  4.081475E-07  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  2.203555E-13  6.819536E-14  5.142868E-09  1.562321E-10  1.097944E-08  4.536886E-07  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  3.512872E-13  1.081398E-13  6.926765E-09  2.069950E-10  1.500500E-08  5.028974E-07  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  7.004483E-13  2.152827E-13  1.063953E-08  3.134523E-10  2.357946E-08  5.811014E-07  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  1.314117E-12  4.060817E-13  1.554437E-08  4.569604E-10  3.520021E-08  6.569647E-07  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  2.469038E-12  7.723512E-13  2.245964E-08  6.658266E-10  5.197018E-08  7.357576E-07  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  4.367662E-12  1.389890E-12  3.100141E-08  9.346652E-10  7.309454E-08  8.076126E-07  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  7.518231E-12  2.444813E-12  4.174762E-08  1.289504E-09  1.000622E-07  8.746921E-07  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  1.283444E-11  4.285497E-12  5.546913E-08  1.768323E-09  1.348233E-07  9.374454E-07  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  2.098602E-11  7.212016E-12  7.147871E-08  2.361603E-09  1.755156E-07  9.903498E-07  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  4.728852E-11  1.719868E-11  1.069457E-07  3.799941E-09  2.650278E-07  1.062602E-06  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  7.476261E-11  2.820879E-11  1.330617E-07  4.961547E-09  3.296959E-07  1.092288E-06  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  1.167776E-10  4.581134E-11  1.636354E-07  6.425778E-09  4.035795E-07  1.111807E-06  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  2.492507E-10  1.051730E-10  2.295678E-07  9.945965E-09  5.551655E-07  1.120629E-06  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  4.359575E-10  1.950481E-10  2.916475E-07  1.369023E-08  6.876280E-07  1.105690E-06  1.000000E-30  1.000000E-30
