 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                er168         er169         er170         er171         er172         er173         er174         er175
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  1.407428E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  1.584328E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  2.377586E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  2.405192E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  3.208777E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  4.074849E-30  1.275743E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  4.189241E-30  1.335949E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  3.773066E-30  1.234212E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  4.176335E-30  1.384015E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  3.712739E-30  1.255904E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  3.481616E-30  1.195818E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  6.731336E-30  2.394841E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  6.752465E-30  2.454871E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  8.802775E-30  3.327080E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  9.258861E-30  3.546047E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.114770E-29  4.282135E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  1.196556E-29  4.582298E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  1.572598E-29  6.334389E-30  1.293737E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  1.632471E-29  6.708535E-30  1.405617E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  1.885807E-29  7.992708E-30  1.719236E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  2.100778E-29  9.118618E-30  2.006948E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  2.565670E-29  1.116398E-29  2.448852E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  2.585349E-29  1.162686E-29  2.634875E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  3.116946E-29  1.403216E-29  3.316790E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  3.376240E-29  1.558395E-29  3.788867E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  4.135518E-29  1.963421E-29  4.980930E-30  1.083051E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  3.696625E-29  1.790608E-29  4.571206E-30  1.007176E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  4.007845E-29  1.963452E-29  5.004577E-30  1.113206E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  4.125913E-29  2.120770E-29  5.708564E-30  1.300661E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  7.611872E-29  3.882179E-29  1.053852E-29  2.544966E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  7.466104E-29  4.061993E-29  1.134250E-29  2.630655E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  7.427748E-29  4.143549E-29  1.188140E-29  2.951574E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  6.725925E-29  3.791417E-29  1.106466E-29  2.700190E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  6.518247E-29  3.728716E-29  1.105344E-29  2.820173E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  6.272778E-29  3.630564E-29  1.091816E-29  2.820890E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  6.172800E-29  3.615984E-29  1.105956E-29  2.854053E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  6.324298E-29  3.743030E-29  1.163056E-29  3.018524E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  6.315596E-29  3.785481E-29  1.191753E-29  3.145108E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  6.543517E-29  3.957866E-29  1.266808E-29  3.364129E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  6.461159E-29  3.960104E-29  1.282511E-29  3.442992E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  1.092000E-28  6.828214E-29  2.292943E-29  6.413394E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  1.147080E-28  7.213886E-29  2.357621E-29  6.496279E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  1.191429E-28  7.620091E-29  2.533431E-29  6.961544E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  1.248041E-28  8.129783E-29  2.769380E-29  7.799430E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    123  4.815339657435E-02  1.363117E-28  9.068109E-29  3.176649E-29  9.146300E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    124  4.832264594384E-02  1.539527E-28  1.046037E-28  3.769171E-29  1.102405E-29  1.077774E-30  1.000000E-30  1.000000E-30  1.000000E-30
    125  4.849826454798E-02  1.715988E-28  1.187101E-28  4.365200E-29  1.306256E-29  1.301264E-30  1.000000E-30  1.000000E-30  1.000000E-30
    126  4.867786870736E-02  1.888239E-28  1.330261E-28  4.993304E-29  1.515837E-29  1.535299E-30  1.000000E-30  1.000000E-30  1.000000E-30
    127  4.885872256535E-02  2.041759E-28  1.463254E-28  5.598545E-29  1.715306E-29  1.764602E-30  1.000000E-30  1.000000E-30  1.000000E-30
    128  4.903755607841E-02  2.147578E-28  1.565072E-28  6.103635E-29  1.891162E-29  1.978218E-30  1.000000E-30  1.000000E-30  1.000000E-30
    129  4.921259737621E-02  2.255465E-28  1.675103E-28  6.680544E-29  2.105059E-29  2.282440E-30  1.000000E-30  1.000000E-30  1.000000E-30
    130  4.938368810460E-02  2.340116E-28  1.766694E-28  7.181883E-29  2.297145E-29  2.557318E-30  1.000000E-30  1.000000E-30  1.000000E-30
    131  4.955132280349E-02  2.436860E-28  1.875532E-28  7.800799E-29  2.540992E-29  2.810835E-30  1.000000E-30  1.000000E-30  1.000000E-30
    132  4.971624312404E-02  2.545887E-28  1.993694E-28  8.460454E-29  2.810629E-29  3.154825E-30  1.000000E-30  1.000000E-30  1.000000E-30
    133  4.987811857735E-02  2.643679E-28  2.105611E-28  9.110605E-29  3.083914E-29  3.596799E-30  1.000000E-30  1.000000E-30  1.000000E-30
    134  5.003799836445E-02  2.753862E-28  2.232556E-28  9.861803E-29  3.406120E-29  3.926958E-30  1.000000E-30  1.000000E-30  1.000000E-30
    135  5.019682549602E-02  2.900311E-28  2.391675E-28  1.077917E-28  3.795886E-29  4.506544E-30  1.000000E-30  1.000000E-30  1.000000E-30
    136  5.035511419132E-02  3.033184E-28  2.544115E-28  1.169110E-28  4.191724E-29  5.105722E-30  1.036615E-30  1.000000E-30  1.000000E-30
    137  5.051299755300E-02  3.198311E-28  2.728301E-28  1.278824E-28  4.668643E-29  5.675900E-30  1.160713E-30  1.000000E-30  1.000000E-30
    138  5.067010535678E-02  3.342848E-28  2.899317E-28  1.384548E-28  5.136865E-29  6.538381E-30  1.363841E-30  1.000000E-30  1.000000E-30
    139  5.082726902819E-02  3.518900E-28  3.104037E-28  1.512027E-28  5.709604E-29  7.259554E-30  1.526183E-30  1.000000E-30  1.000000E-30
    140  5.098506829486E-02  3.714651E-28  3.332581E-28  1.655325E-28  6.357367E-29  8.290909E-30  1.768768E-30  1.000000E-30  1.000000E-30
    141  5.114361869269E-02  3.922005E-28  3.578845E-28  1.811818E-28  7.073145E-29  9.424229E-30  2.038567E-30  1.000000E-30  1.000000E-30
    142  5.130328078870E-02  4.147720E-28  3.850527E-28  1.987375E-28  7.887742E-29  1.067914E-29  2.331727E-30  1.000000E-30  1.000000E-30
    143  5.146205644840E-02  4.326077E-28  4.083018E-28  2.146381E-28  8.647719E-29  1.194576E-29  2.623167E-30  1.000000E-30  1.000000E-30
    144  5.162089365231E-02  4.534601E-28  4.352901E-28  2.332558E-28  9.555623E-29  1.352128E-29  3.047999E-30  1.000000E-30  1.000000E-30
    145  5.177902725711E-02  4.725047E-28  4.611638E-28  2.517720E-28  1.047632E-28  1.507145E-29  3.409041E-30  1.000000E-30  1.000000E-30
    146  5.193558292952E-02  4.732175E-28  4.668263E-28  2.591633E-28  1.099415E-28  1.647091E-29  3.896112E-30  1.000000E-30  1.000000E-30
    147  5.207655208218E-02  4.471938E-28  4.484587E-28  2.534784E-28  1.090899E-28  1.653260E-29  3.957834E-30  1.000000E-30  1.000000E-30
    148  5.220437120847E-02  4.207331E-28  4.273992E-28  2.449978E-28  1.066253E-28  1.636874E-29  3.968769E-30  1.000000E-30  1.000000E-30
    149  5.240275279905E-02  6.851083E-28  7.119436E-28  4.199184E-28  1.874910E-28  2.992724E-29  7.337130E-30  1.144105E-30  1.000000E-30
    150  5.258707116153E-02  6.870178E-28  7.305406E-28  4.384206E-28  1.969049E-28  3.018723E-29  7.231174E-30  1.140216E-30  1.000000E-30
    151  5.276353482958E-02  6.876463E-28  7.458837E-28  4.581185E-28  2.100207E-28  3.333642E-29  8.222010E-30  1.325226E-30  1.000000E-30
    152  5.293536770993E-02  6.988339E-28  7.726494E-28  4.854036E-28  2.268705E-28  3.701710E-29  9.319789E-30  1.531474E-30  1.000000E-30
    153  5.310288915571E-02  6.909739E-28  7.723983E-28  4.939338E-28  2.352170E-28  4.033789E-29  1.047648E-29  1.758627E-30  1.000000E-30
    154  5.325369291828E-02  6.516505E-28  7.412835E-28  4.831247E-28  2.335501E-28  4.076312E-29  1.071306E-29  1.828985E-30  1.000000E-30
    155  5.339308966526E-02  6.073488E-28  6.941215E-28  4.529984E-28  2.185215E-28  3.740281E-29  9.999738E-30  1.742436E-30  1.000000E-30
    156  5.362726198018E-02  1.089680E-27  1.286235E-27  8.778364E-28  4.418383E-28  8.088442E-29  2.258607E-29  4.090918E-30  1.000000E-30
    157  5.383816121000E-02  1.063062E-27  1.294643E-27  9.046597E-28  4.600545E-28  8.289218E-29  2.207323E-29  3.859932E-30  1.000000E-30
    158  5.403768730975E-02  1.047772E-27  1.304856E-27  9.369145E-28  4.876195E-28  9.100879E-29  2.485977E-29  4.504404E-30  1.000000E-30
    159  5.422986619970E-02  1.029526E-27  1.300803E-27  9.567127E-28  5.107289E-28  9.957286E-29  2.913755E-29  5.776833E-30  1.000000E-30
    160  5.440569294967E-02  9.802602E-28  1.262761E-27  9.486888E-28  5.150994E-28  1.024248E-28  3.040622E-29  6.155884E-30  1.000000E-30
    161  5.456994612052E-02  9.285354E-28  1.205021E-27  9.084109E-28  4.928139E-28  9.699206E-29  2.816048E-29  5.525452E-30  1.000000E-30
    162  5.485681963417E-02  1.728195E-27  2.335141E-27  1.865678E-27  1.069825E-27  2.276614E-28  7.092026E-29  1.539585E-29  1.860045E-30
    163  5.511708850657E-02  1.690301E-27  2.370404E-27  1.943515E-27  1.123707E-27  2.359679E-28  7.078937E-29  1.429387E-29  1.731261E-30
    164  5.536560227933E-02  1.657205E-27  2.374608E-27  2.022372E-27  1.217868E-27  2.736296E-28  8.832604E-29  2.023460E-29  2.589376E-30
    165  5.559867087093E-02  1.625277E-27  2.385481E-27  2.085871E-27  1.283063E-27  2.959771E-28  9.756156E-29  2.285995E-29  2.951988E-30
    166  5.582344501454E-02  1.599628E-27  2.375815E-27  2.086970E-27  1.280662E-27  2.914272E-28  9.426734E-29  2.130504E-29  2.827244E-30
    167  5.608267729631E-02  1.931382E-27  2.947928E-27  2.664808E-27  1.671015E-27  3.895265E-28  1.282932E-28  2.943031E-29  3.857699E-30
    168  5.632179590432E-02  1.868138E-27  2.960676E-27  2.805171E-27  1.831411E-27  4.491466E-28  1.537515E-28  3.720721E-29  5.123761E-30
    169  5.658568452696E-02  2.124968E-27  3.431397E-27  3.307263E-27  2.183133E-27  5.404616E-28  1.858908E-28  4.512048E-29  6.212522E-30
    170  5.682194908758E-02  1.953946E-27  3.241035E-27  3.238550E-27  2.208088E-27  5.705336E-28  2.030157E-28  5.176871E-29  7.421442E-30
    171  5.707748662895E-02  2.199486E-27  3.757980E-27  3.867568E-27  2.692589E-27  7.105230E-28  2.563409E-28  6.647156E-29  9.504876E-30
    172  5.730159219632E-02  1.978076E-27  3.466708E-27  3.691766E-27  2.649655E-27  7.278462E-28  2.708949E-28  7.336208E-29  1.084575E-29
    173  5.769211250520E-02  3.666833E-27  6.772703E-27  7.768641E-27  5.973769E-27  1.805599E-27  7.249019E-28  2.191647E-28  3.534232E-29
    174  5.804755660481E-02  3.415133E-27  6.650788E-27  8.037077E-27  6.374037E-27  1.950953E-27  7.779783E-28  2.240525E-28  3.253169E-29
    175  5.837706807704E-02  3.327702E-27  6.615602E-27  8.248273E-27  6.772526E-27  2.209997E-27  9.371503E-28  3.041779E-28  5.102402E-29
    176  5.868213309337E-02  3.188450E-27  6.560219E-27  8.470906E-27  7.136078E-27  2.399481E-27  1.040884E-27  3.501532E-28  6.058149E-29
    177  5.897372529375E-02  3.129261E-27  6.646344E-27  8.886862E-27  7.687455E-27  2.663149E-27  1.179393E-27  4.075307E-28  7.170897E-29
    178  5.927019313219E-02  3.258447E-27  7.171040E-27  9.989325E-27  8.920151E-27  3.201332E-27  1.451037E-27  5.151964E-28  9.223410E-29
    179  5.955970264735E-02  3.249706E-27  7.398743E-27  1.071314E-26  9.860573E-27  3.666915E-27  1.704259E-27  6.248511E-28  1.142637E-28
