 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                lu171         lu172         lu173         lu174         lu175         lu176         lu177         lu178
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.006246E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.186815E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  2.370149E-30  1.155042E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  2.832480E-30  1.451489E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.795106E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  2.389036E-30  1.352133E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  5.181568E-30  3.350824E-30  2.252431E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  6.046216E-30  3.743114E-30  2.468483E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  4.764470E-30  3.248707E-30  2.430182E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  4.717875E-30  3.266084E-30  2.724129E-30  1.188858E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  3.637746E-30  2.654925E-30  2.123562E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  3.721814E-30  2.748268E-30  2.246010E-30  1.009497E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  4.792261E-30  3.612537E-30  2.960931E-30  1.352349E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  5.426135E-30  4.356866E-30  3.767469E-30  1.770581E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  3.044217E-30  2.419402E-30  2.171273E-30  1.060344E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  3.868060E-30  3.076616E-30  2.776580E-30  1.377193E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  4.592395E-30  3.959467E-30  3.810761E-30  1.941382E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  4.605703E-30  4.040915E-30  3.962514E-30  2.064115E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  5.420438E-30  4.869630E-30  5.136815E-30  2.844750E-30  1.256248E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  5.506168E-30  5.102235E-30  5.531264E-30  3.081891E-30  1.385913E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  6.756003E-30  6.120155E-30  6.438912E-30  3.765596E-30  1.765780E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  6.203841E-30  5.926965E-30  6.542044E-30  3.956686E-30  1.909873E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  6.711975E-30  6.567298E-30  7.444189E-30  4.387013E-30  2.212456E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  7.023412E-30  7.305358E-30  8.833636E-30  5.422225E-30  2.641359E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  6.211987E-30  6.382657E-30  7.688047E-30  4.837435E-30  2.562727E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  5.079544E-30  5.305285E-30  6.510046E-30  4.199943E-30  2.230562E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  5.004062E-30  5.365785E-30  6.810571E-30  4.493369E-30  2.476799E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  4.178375E-30  4.560944E-30  5.841999E-30  3.925483E-30  2.166288E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  3.650122E-30  4.060981E-30  5.286849E-30  3.619228E-30  2.032637E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  6.552228E-30  7.686553E-30  1.035494E-29  7.420224E-30  4.325694E-30  1.020335E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  5.534911E-30  6.471254E-30  9.158915E-30  6.589978E-30  3.829830E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  6.707565E-30  8.278965E-30  1.178291E-29  8.864510E-30  5.352747E-30  1.306408E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  5.957238E-30  7.450350E-30  1.111376E-29  8.570764E-30  5.270700E-30  1.312154E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  6.760272E-30  8.774511E-30  1.315026E-29  1.031455E-29  6.631481E-30  1.696313E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  5.880650E-30  7.643133E-30  1.164599E-29  9.138696E-30  5.977906E-30  1.563215E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  6.893551E-30  9.050109E-30  1.450669E-29  1.179877E-29  7.849301E-30  2.085642E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  6.874817E-30  9.590768E-30  1.555286E-29  1.294262E-29  9.158533E-30  2.565678E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  6.999859E-30  1.001116E-29  1.667305E-29  1.416371E-29  1.028511E-29  2.857277E-30  1.050770E-30  1.000000E-30
     99  4.384703699487E-02  6.892573E-30  1.011266E-29  1.733988E-29  1.509130E-29  1.118062E-29  3.324686E-30  1.272854E-30  1.000000E-30
    100  4.408801045744E-02  7.401718E-30  1.105373E-29  1.941626E-29  1.724133E-29  1.285597E-29  3.762952E-30  1.454789E-30  1.000000E-30
    101  4.430336182063E-02  6.544873E-30  1.012847E-29  1.843708E-29  1.687315E-29  1.304249E-29  3.915836E-30  1.548940E-30  1.000000E-30
    102  4.453208602613E-02  7.071459E-30  1.108306E-29  2.054921E-29  1.911501E-29  1.485377E-29  4.593989E-30  1.866997E-30  1.000000E-30
    103  4.474836808964E-02  6.539999E-30  1.020168E-29  1.964616E-29  1.895688E-29  1.506257E-29  4.843209E-30  2.027680E-30  1.000000E-30
    104  4.497736119052E-02  6.813441E-30  1.097343E-29  2.182203E-29  2.162823E-29  1.774606E-29  5.689645E-30  2.482733E-30  1.000000E-30
    105  4.517199675598E-02  5.708924E-30  9.717870E-30  1.976472E-29  1.989002E-29  1.678475E-29  5.486408E-30  2.425999E-30  1.000000E-30
    106  4.536038532241E-02  5.503564E-30  9.537710E-30  1.978696E-29  2.024989E-29  1.733904E-29  5.793222E-30  2.525973E-30  1.000000E-30
    107  4.552484255766E-02  4.822718E-30  8.409794E-30  1.820561E-29  1.943958E-29  1.723934E-29  5.881917E-30  2.727426E-30  1.000000E-30
    108  4.581275722245E-02  8.278911E-30  1.499420E-29  3.291464E-29  3.545471E-29  3.203763E-29  1.144736E-29  5.511234E-30  1.000000E-30
    109  4.603616864208E-02  6.335293E-30  1.146769E-29  2.657467E-29  3.028984E-29  2.886753E-29  1.032842E-29  4.842450E-30  1.000000E-30
    110  4.624194314299E-02  5.725910E-30  1.069248E-29  2.553062E-29  2.984742E-29  2.938824E-29  1.077142E-29  5.324780E-30  1.000000E-30
    111  4.641297951594E-02  4.710411E-30  9.030389E-30  2.194207E-29  2.596378E-29  2.574711E-29  9.610638E-30  4.715009E-30  1.000000E-30
    112  4.656990459822E-02  4.223250E-30  8.227047E-30  2.044012E-29  2.467074E-29  2.505802E-29  9.525277E-30  4.810317E-30  1.000000E-30
    113  4.671253119976E-02  3.784736E-30  7.601311E-30  1.925904E-29  2.359120E-29  2.433165E-29  9.399928E-30  4.823395E-30  1.000000E-30
    114  4.684580987606E-02  3.502530E-30  7.158182E-30  1.838851E-29  2.279321E-29  2.382124E-29  9.312213E-30  4.860380E-30  1.000000E-30
    115  4.697520204195E-02  3.344597E-30  6.914049E-30  1.806920E-29  2.273729E-29  2.416926E-29  9.561995E-30  5.117300E-30  1.027837E-30
    116  4.709649788536E-02  3.096500E-30  6.483224E-30  1.720634E-29  2.193197E-29  2.362913E-29  9.473029E-30  5.138958E-30  1.044661E-30
    117  4.721637454993E-02  3.018751E-30  6.416554E-30  1.730764E-29  2.238081E-29  2.449589E-29  9.938390E-30  5.481557E-30  1.128444E-30
    118  4.732862910872E-02  2.797325E-30  5.995131E-30  1.636974E-29  2.139469E-29  2.368544E-29  9.712526E-30  5.419348E-30  1.128106E-30
    119  4.750539400184E-02  4.269513E-30  9.462112E-30  2.662304E-29  3.558619E-29  4.030697E-29  1.684318E-29  9.456423E-30  1.984127E-30
    120  4.767210524850E-02  4.008866E-30  8.992543E-30  2.506899E-29  3.339929E-29  3.778569E-29  1.599618E-29  9.189705E-30  1.964472E-30
    121  4.783406579930E-02  3.794274E-30  8.709725E-30  2.493158E-29  3.405215E-29  3.959178E-29  1.694437E-29  9.835047E-30  2.136903E-30
    122  4.799263518131E-02  3.631216E-30  8.473305E-30  2.475420E-29  3.440450E-29  4.076103E-29  1.771453E-29  1.048072E-29  2.390820E-30
    123  4.815339657435E-02  3.584334E-30  8.510532E-30  2.552361E-29  3.629056E-29  4.402685E-29  1.944189E-29  1.173017E-29  2.652823E-30
    124  4.832264594384E-02  3.659720E-30  8.892336E-30  2.742841E-29  3.987144E-29  4.945347E-29  2.224242E-29  1.357366E-29  3.040739E-30
    125  4.849826454798E-02  3.685574E-30  9.154507E-30  2.893365E-29  4.292157E-29  5.439507E-29  2.497101E-29  1.539966E-29  3.486677E-30
    126  4.867786870736E-02  3.654059E-30  9.267572E-30  3.000444E-29  4.542913E-29  5.886013E-29  2.759393E-29  1.726480E-29  4.046617E-30
    127  4.885872256535E-02  3.561693E-30  9.212350E-30  3.056356E-29  4.726391E-29  6.267787E-29  3.002664E-29  1.913458E-29  4.584325E-30
    128  4.903755607841E-02  3.399283E-30  8.979063E-30  3.057804E-29  4.837662E-29  6.579379E-29  3.224199E-29  2.099740E-29  5.004294E-30
    129  4.921259737621E-02  3.219354E-30  8.768752E-30  3.056830E-29  4.935627E-29  6.862762E-29  3.429207E-29  2.278805E-29  5.667543E-30
    130  4.938368810460E-02  3.054445E-30  8.423870E-30  2.994612E-29  4.919114E-29  6.975586E-29  3.548272E-29  2.407950E-29  6.086840E-30
    131  4.955132280349E-02  2.880629E-30  8.142247E-30  2.970976E-29  4.988529E-29  7.245068E-29  3.770008E-29  2.625679E-29  6.649523E-30
    132  4.971624312404E-02  2.733719E-30  7.933157E-30  2.955470E-29  5.050330E-29  7.477911E-29  3.958279E-29  2.811783E-29  7.279951E-30
    133  4.987811857735E-02  2.598489E-30  7.634906E-30  2.904809E-29  5.058914E-29  7.653290E-29  4.129784E-29  3.001770E-29  7.956580E-30
    134  5.003799836445E-02  2.476669E-30  7.421972E-30  2.886275E-29  5.121330E-29  7.907661E-29  4.346570E-29  3.229415E-29  8.706306E-30
    135  5.019682549602E-02  2.372408E-30  7.226216E-30  2.876301E-29  5.204778E-29  8.213925E-29  4.603726E-29  3.499196E-29  9.590367E-30
    136  5.035511419132E-02  2.272737E-30  7.131913E-30  2.900961E-29  5.345861E-29  8.608578E-29  4.911843E-29  3.809792E-29  1.062559E-29
    137  5.051299755300E-02  2.202163E-30  6.915827E-30  2.871766E-29  5.391679E-29  8.864620E-29  5.149896E-29  4.075021E-29  1.163383E-29
    138  5.067010535678E-02  2.107896E-30  6.771768E-30  2.875968E-29  5.506085E-29  9.252936E-29  5.479646E-29  4.431671E-29  1.288463E-29
    139  5.082726902819E-02  2.036583E-30  6.618057E-30  2.872389E-29  5.604435E-29  9.618422E-29  5.799823E-29  4.785749E-29  1.414092E-29
    140  5.098506829486E-02  1.965666E-30  6.498744E-30  2.885615E-29  5.739541E-29  1.006167E-28  6.179894E-29  5.206568E-29  1.556600E-29
    141  5.114361869269E-02  1.891148E-30  6.385952E-30  2.902016E-29  5.883843E-29  1.053142E-28  6.585420E-29  5.658209E-29  1.713258E-29
    142  5.130328078870E-02  1.820534E-30  6.281082E-30  2.922124E-29  6.040184E-29  1.104007E-28  7.029492E-29  6.160872E-29  1.893778E-29
    143  5.146205644840E-02  1.726541E-30  6.099232E-30  2.900992E-29  6.110461E-29  1.140805E-28  7.392850E-29  6.602702E-29  2.061342E-29
    144  5.162089365231E-02  1.641558E-30  5.946236E-30  2.897283E-29  6.221995E-29  1.186174E-28  7.828184E-29  7.133902E-29  2.263802E-29
    145  5.177902725711E-02  1.548435E-30  5.779300E-30  2.881801E-29  6.303391E-29  1.226341E-28  8.232821E-29  7.642441E-29  2.469190E-29
    146  5.193558292952E-02  1.477527E-30  5.534421E-30  2.844848E-29  6.301528E-29  1.240202E-28  8.442544E-29  8.010483E-29  2.728132E-29
    147  5.207655208218E-02  1.249213E-30  4.851069E-30  2.564421E-29  5.800254E-29  1.165518E-28  8.070120E-29  7.798136E-29  2.693250E-29
    148  5.220437120847E-02  1.116811E-30  4.310493E-30  2.309293E-29  5.300506E-29  1.082124E-28  7.592018E-29  7.437740E-29  2.597072E-29
    149  5.240275279905E-02  1.625741E-30  6.475570E-30  3.559454E-29  8.336113E-29  1.745282E-28  1.252044E-28  1.258014E-28  4.504559E-29
    150  5.258707116153E-02  1.406540E-30  5.813265E-30  3.246475E-29  7.818167E-29  1.693101E-28  1.241923E-28  1.266009E-28  4.475736E-29
    151  5.276353482958E-02  1.262565E-30  5.382387E-30  3.086018E-29  7.579917E-29  1.676879E-28  1.254670E-28  1.309482E-28  4.752397E-29
    152  5.293536770993E-02  1.191477E-30  5.071928E-30  2.967610E-29  7.436981E-29  1.681975E-28  1.283184E-28  1.369201E-28  5.080701E-29
    153  5.310288915571E-02  1.074890E-30  4.754110E-30  2.893676E-29  7.356264E-29  1.687215E-28  1.305402E-28  1.420712E-28  5.426244E-29
    154  5.325369291828E-02  1.000000E-30  4.127915E-30  2.568815E-29  6.669984E-29  1.565091E-28  1.233982E-28  1.370284E-28  5.335821E-29
    155  5.339308966526E-02  1.000000E-30  3.787955E-30  2.341404E-29  6.103857E-29  1.444226E-28  1.143213E-28  1.270492E-28  4.905005E-29
    156  5.362726198018E-02  1.317240E-30  5.982800E-30  3.886114E-29  1.049331E-28  2.573577E-28  2.106752E-28  2.440702E-28  9.874705E-29
    157  5.383816121000E-02  1.059714E-30  5.079514E-30  3.380790E-29  9.445051E-29  2.414748E-28  2.037892E-28  2.418511E-28  9.850312E-29
    158  5.403768730975E-02  1.000000E-30  4.557202E-30  3.133850E-29  8.997043E-29  2.365390E-28  2.045442E-28  2.496900E-28  1.048453E-28
    159  5.422986619970E-02  1.000000E-30  4.236444E-30  3.014529E-29  8.754609E-29  2.332887E-28  2.046838E-28  2.553223E-28  1.099691E-28
    160  5.440569294967E-02  1.000000E-30  3.676164E-30  2.712866E-29  8.077893E-29  2.210732E-28  1.981816E-28  2.528126E-28  1.109910E-28
    161  5.456994612052E-02  1.000000E-30  3.381080E-30  2.474782E-29  7.432091E-29  2.061121E-28  1.862421E-28  2.387171E-28  1.046549E-28
    162  5.485681963417E-02  1.014119E-30  5.433625E-30  4.213422E-29  1.314623E-28  3.806089E-28  3.582473E-28  4.840716E-28  2.240658E-28
    163  5.511708850657E-02  1.000000E-30  4.440039E-30  3.577124E-29  1.173912E-28  3.586391E-28  3.508835E-28  4.882672E-28  2.294664E-28
    164  5.536560227933E-02  1.000000E-30  4.089024E-30  3.404519E-29  1.130096E-28  3.510399E-28  3.505027E-28  5.041154E-28  2.464450E-28
    165  5.559867087093E-02  1.000000E-30  3.533370E-30  3.100185E-29  1.062743E-28  3.412576E-28  3.496812E-28  5.164989E-28  2.583295E-28
    166  5.582344501454E-02  1.000000E-30  3.269725E-30  2.871940E-29  1.004486E-28  3.305694E-28  3.439588E-28  5.129802E-28  2.568799E-28
    167  5.608267729631E-02  1.000000E-30  3.422264E-30  3.153603E-29  1.148065E-28  3.927900E-28  4.209654E-28  6.464260E-28  3.316470E-28
    168  5.632179590432E-02  1.000000E-30  2.886036E-30  2.774848E-29  1.044443E-28  3.728647E-28  4.151934E-28  6.671514E-28  3.570981E-28
    169  5.658568452696E-02  1.000000E-30  2.952770E-30  2.948208E-29  1.141576E-28  4.196338E-28  4.771459E-28  7.809337E-28  4.235579E-28
    170  5.682194908758E-02  1.000000E-30  2.522709E-30  2.551428E-29  1.006497E-28  3.800823E-28  4.435272E-28  7.503094E-28  4.203136E-28
    171  5.707748662895E-02  1.000000E-30  2.442774E-30  2.592200E-29  1.065404E-28  4.200281E-28  5.062395E-28  8.832634E-28  5.069495E-28
    172  5.730159219632E-02  1.000000E-30  2.016515E-30  2.203942E-29  9.237110E-29  3.738952E-28  4.621238E-28  8.323896E-28  4.927122E-28
    173  5.769211250520E-02  1.000000E-30  2.982999E-30  3.594225E-29  1.586810E-28  6.797688E-28  8.829654E-28  1.690833E-27  1.063567E-27
    174  5.804755660481E-02  1.000000E-30  2.408107E-30  2.939425E-29  1.343484E-28  6.050086E-28  8.259241E-28  1.679160E-27  1.112298E-27
    175  5.837706807704E-02  1.000000E-30  1.948741E-30  2.612629E-29  1.256716E-28  5.888521E-28  8.225357E-28  1.705089E-27  1.151251E-27
    176  5.868213309337E-02  1.000000E-30  1.566696E-30  2.227782E-29  1.120607E-28  5.522862E-28  8.025569E-28  1.728927E-27  1.201887E-27
    177  5.897372529375E-02  1.000000E-30  1.317895E-30  1.972502E-29  1.031851E-28  5.312062E-28  7.999854E-28  1.792362E-27  1.287941E-27
    178  5.927019313219E-02  1.000000E-30  1.179271E-30  1.850064E-29  1.002777E-28  5.407841E-28  8.469780E-28  1.980913E-27  1.476912E-27
    179  5.955970264735E-02  1.000000E-30  1.003337E-30  1.659212E-29  9.354918E-29  5.274400E-28  8.562336E-28  2.080781E-27  1.602886E-27
