 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ho161         ho162         ho163         ho164         ho165         ho166         ho167         ho168
     63  3.448472684867E-02  2.808573E-30  1.296361E-30  1.038216E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.017675E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  3.510098E-30  1.646423E-30  1.393928E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  7.289723E-30  3.553501E-30  3.201518E-30  1.203225E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  8.404019E-30  4.285053E-30  4.350141E-30  1.745125E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  6.960923E-30  3.801991E-30  3.878465E-30  1.594854E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  8.941851E-30  5.103656E-30  5.459577E-30  2.331372E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  6.436888E-30  3.688817E-30  4.169139E-30  1.864091E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  6.315415E-30  3.758654E-30  4.510529E-30  2.084663E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  7.505504E-30  4.708423E-30  5.842324E-30  2.829563E-30  1.089487E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  8.405340E-30  5.329101E-30  6.674965E-30  3.189567E-30  1.244754E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  5.400487E-30  3.440264E-30  4.417454E-30  2.204848E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  6.176238E-30  4.118754E-30  5.514093E-30  2.809643E-30  1.157543E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  8.005074E-30  5.351852E-30  7.153611E-30  3.793137E-30  1.614211E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  7.850674E-30  5.428013E-30  7.545976E-30  4.130564E-30  1.806781E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  9.707616E-30  6.720154E-30  9.589690E-30  5.353039E-30  2.481543E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  9.971004E-30  7.071992E-30  1.042249E-29  5.923582E-30  2.778726E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  1.149895E-29  8.413765E-30  1.306377E-29  7.479140E-30  3.602847E-30  1.060341E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  1.133001E-29  8.449111E-30  1.345957E-29  7.953489E-30  4.013833E-30  1.218348E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  1.128256E-29  8.656359E-30  1.463289E-29  8.946995E-30  4.454585E-30  1.360896E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  1.190876E-29  9.845430E-30  1.735358E-29  1.137548E-29  6.077059E-30  1.918881E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  1.056981E-29  8.824886E-30  1.612873E-29  1.070829E-29  5.688316E-30  1.821520E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  8.853133E-30  7.466472E-30  1.392845E-29  9.410317E-30  5.134726E-30  1.683869E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  8.723810E-30  7.551192E-30  1.452027E-29  1.006067E-29  5.641139E-30  1.887220E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  7.290514E-30  6.330749E-30  1.233790E-29  8.639316E-30  4.923148E-30  1.675767E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  6.254638E-30  5.497024E-30  1.090724E-29  7.751274E-30  4.499408E-30  1.555522E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  1.077765E-29  9.665663E-30  1.960284E-29  1.410699E-29  8.480095E-30  3.089261E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  9.775721E-30  9.291426E-30  1.945518E-29  1.449053E-29  9.162609E-30  3.424530E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  1.111026E-29  1.056029E-29  2.266062E-29  1.712054E-29  1.098342E-29  4.119973E-30  1.178840E-30  1.000000E-30
     93  4.251598135750E-02  1.045458E-29  1.035845E-29  2.294828E-29  1.779498E-29  1.180535E-29  4.541419E-30  1.327658E-30  1.000000E-30
     94  4.274368410830E-02  1.136111E-29  1.127266E-29  2.566201E-29  2.030900E-29  1.353987E-29  5.245536E-30  1.561907E-30  1.000000E-30
     95  4.294191711445E-02  9.981006E-30  9.904013E-30  2.375910E-29  1.976914E-29  1.348924E-29  5.382720E-30  1.647177E-30  1.000000E-30
     96  4.316569238790E-02  1.140703E-29  1.182910E-29  2.861902E-29  2.408610E-29  1.722802E-29  7.014078E-30  2.180713E-30  1.000000E-30
     97  4.339365876136E-02  1.168725E-29  1.238615E-29  3.082924E-29  2.619341E-29  1.875421E-29  7.948722E-30  2.556595E-30  1.000000E-30
     98  4.362382833621E-02  1.184802E-29  1.283614E-29  3.296377E-29  2.874686E-29  2.112026E-29  9.176842E-30  3.146122E-30  1.000000E-30
     99  4.384703699487E-02  1.154132E-29  1.284159E-29  3.391857E-29  3.022648E-29  2.276918E-29  1.008536E-29  3.517073E-30  1.000000E-30
    100  4.408801045744E-02  1.232516E-29  1.391665E-29  3.814408E-29  3.509155E-29  2.726837E-29  1.213964E-29  4.243450E-30  1.000000E-30
    101  4.430336182063E-02  1.083878E-29  1.274422E-29  3.576463E-29  3.342373E-29  2.659516E-29  1.221688E-29  4.393347E-30  1.000000E-30
    102  4.453208602613E-02  1.144002E-29  1.353945E-29  3.942328E-29  3.805789E-29  3.123855E-29  1.443792E-29  5.211492E-30  1.000000E-30
    103  4.474836808964E-02  1.077819E-29  1.297564E-29  3.907000E-29  3.875843E-29  3.279649E-29  1.547996E-29  5.749294E-30  1.080178E-30
    104  4.497736119052E-02  1.122832E-29  1.395030E-29  4.363477E-29  4.459916E-29  3.903526E-29  1.895220E-29  7.082801E-30  1.345520E-30
    105  4.517199675598E-02  9.445097E-30  1.225696E-29  3.891458E-29  4.006299E-29  3.548556E-29  1.761591E-29  6.965321E-30  1.366024E-30
    106  4.536038532241E-02  9.013857E-30  1.186583E-29  3.879833E-29  4.095781E-29  3.724025E-29  1.873689E-29  7.614535E-30  1.524423E-30
    107  4.552484255766E-02  7.741399E-30  1.013484E-29  3.471698E-29  3.834192E-29  3.676160E-29  1.934201E-29  7.959081E-30  1.610805E-30
    108  4.581275722245E-02  1.318318E-29  1.811805E-29  6.381243E-29  7.140570E-29  6.903974E-29  3.638875E-29  1.560630E-29  3.307246E-30
    109  4.603616864208E-02  9.878879E-30  1.361670E-29  5.050562E-29  5.943548E-29  6.122831E-29  3.423479E-29  1.471488E-29  3.096729E-30
    110  4.624194314299E-02  8.936692E-30  1.274045E-29  4.798853E-29  5.702381E-29  5.977428E-29  3.419620E-29  1.533493E-29  3.347246E-30
    111  4.641297951594E-02  7.357473E-30  1.057963E-29  4.107901E-29  5.007926E-29  5.371075E-29  3.106632E-29  1.397130E-29  3.049810E-30
    112  4.656990459822E-02  6.643956E-30  9.725265E-30  3.837431E-29  4.732061E-29  5.146395E-29  3.024472E-29  1.397102E-29  3.118992E-30
    113  4.671253119976E-02  5.921172E-30  8.821323E-30  3.566823E-29  4.476699E-29  4.958781E-29  2.955404E-29  1.387682E-29  3.151223E-30
    114  4.684580987606E-02  5.434730E-30  8.256973E-30  3.404010E-29  4.330652E-29  4.868336E-29  2.936155E-29  1.401819E-29  3.239691E-30
    115  4.697520204195E-02  5.192600E-30  8.021493E-30  3.361303E-29  4.327605E-29  4.929811E-29  3.006904E-29  1.462626E-29  3.412864E-30
    116  4.709649788536E-02  4.770808E-30  7.499726E-30  3.205747E-29  4.188176E-29  4.846513E-29  2.990247E-29  1.470303E-29  3.457263E-30
    117  4.721637454993E-02  4.636849E-30  7.380763E-30  3.200396E-29  4.226419E-29  4.951477E-29  3.088422E-29  1.547521E-29  3.714811E-30
    118  4.732862910872E-02  4.265187E-30  6.852860E-30  3.027595E-29  4.056617E-29  4.828625E-29  3.046786E-29  1.541325E-29  3.740693E-30
    119  4.750539400184E-02  6.550601E-30  1.073231E-29  4.846967E-29  6.618900E-29  8.079968E-29  5.211306E-29  2.723941E-29  6.747648E-30
    120  4.767210524850E-02  5.967325E-30  1.000898E-29  4.636389E-29  6.448314E-29  7.985984E-29  5.141826E-29  2.600170E-29  6.386363E-30
    121  4.783406579930E-02  5.644729E-30  9.660430E-30  4.587321E-29  6.508287E-29  8.251403E-29  5.429260E-29  2.829600E-29  6.994007E-30
    122  4.799263518131E-02  5.392861E-30  9.377235E-30  4.548101E-29  6.561741E-29  8.484143E-29  5.674730E-29  3.016778E-29  7.644009E-30
    123  4.815339657435E-02  5.307549E-30  9.380073E-30  4.663146E-29  6.859942E-29  9.080352E-29  6.197789E-29  3.386256E-29  8.762720E-30
    124  4.832264594384E-02  5.392712E-30  9.729111E-30  4.974265E-29  7.484795E-29  1.016696E-28  7.092665E-29  3.983622E-29  1.047891E-29
    125  4.849826454798E-02  5.391459E-30  9.940341E-30  5.220348E-29  8.015469E-29  1.114239E-28  7.913583E-29  4.531645E-29  1.218960E-29
    126  4.867786870736E-02  5.313653E-30  9.991668E-30  5.383520E-29  8.431266E-29  1.199171E-28  8.673624E-29  5.072272E-29  1.386287E-29
    127  4.885872256535E-02  5.152181E-30  9.853363E-30  5.446619E-29  8.705096E-29  1.267801E-28  9.348072E-29  5.591044E-29  1.549474E-29
    128  4.903755607841E-02  4.924612E-30  9.525618E-30  5.410024E-29  8.836433E-29  1.319862E-28  9.933786E-29  6.084483E-29  1.712682E-29
    129  4.921259737621E-02  4.619510E-30  9.132382E-30  5.337593E-29  8.910696E-29  1.364218E-28  1.047054E-28  6.556075E-29  1.874300E-29
    130  4.938368810460E-02  4.334913E-30  8.796784E-30  5.277021E-29  8.987033E-29  1.407500E-28  1.100003E-28  7.030947E-29  2.042867E-29
    131  4.955132280349E-02  4.110313E-30  8.473540E-30  5.198886E-29  9.015768E-29  1.442431E-28  1.147046E-28  7.481428E-29  2.208995E-29
    132  4.971624312404E-02  3.874936E-30  8.141082E-30  5.126433E-29  9.069152E-29  1.485426E-28  1.203961E-28  8.028153E-29  2.412281E-29
    133  4.987811857735E-02  3.652727E-30  7.845030E-30  5.059469E-29  9.113931E-29  1.524252E-28  1.256203E-28  8.537232E-29  2.610046E-29
    134  5.003799836445E-02  3.482305E-30  7.582565E-30  5.003884E-29  9.177692E-29  1.567542E-28  1.314517E-28  9.118240E-29  2.844305E-29
    135  5.019682549602E-02  3.316809E-30  7.342894E-30  4.965697E-29  9.286885E-29  1.622096E-28  1.385617E-28  9.821332E-29  3.127455E-29
    136  5.035511419132E-02  3.179716E-30  7.220906E-30  4.997100E-29  9.515531E-29  1.696612E-28  1.473263E-28  1.064372E-28  3.451083E-29
    137  5.051299755300E-02  3.045595E-30  7.021308E-30  4.964643E-29  9.613168E-29  1.748187E-28  1.542211E-28  1.134632E-28  3.741474E-29
    138  5.067010535678E-02  2.928559E-30  6.791248E-30  4.918605E-29  9.713976E-29  1.807532E-28  1.624014E-28  1.221153E-28  4.109867E-29
    139  5.082726902819E-02  2.808696E-30  6.647304E-30  4.928686E-29  9.922101E-29  1.887487E-28  1.725831E-28  1.324652E-28  4.539539E-29
    140  5.098506829486E-02  2.713094E-30  6.513465E-30  4.938037E-29  1.012125E-28  1.966556E-28  1.828731E-28  1.430956E-28  4.987789E-29
    141  5.114361869269E-02  2.616515E-30  6.358056E-30  4.938429E-29  1.031550E-28  2.049290E-28  1.939573E-28  1.548534E-28  5.495042E-29
    142  5.130328078870E-02  2.511197E-30  6.235827E-30  4.965952E-29  1.056959E-28  2.146304E-28  2.066939E-28  1.683117E-28  6.076748E-29
    143  5.146205644840E-02  2.380937E-30  6.013083E-30  4.912326E-29  1.065895E-28  2.213430E-28  2.169152E-28  1.801330E-28  6.608981E-29
    144  5.162089365231E-02  2.247067E-30  5.877360E-30  4.925482E-29  1.088776E-28  2.310599E-28  2.303637E-28  1.951023E-28  7.281416E-29
    145  5.177902725711E-02  2.130968E-30  5.657967E-30  4.864797E-29  1.095044E-28  2.373312E-28  2.405304E-28  2.075171E-28  7.863443E-29
    146  5.193558292952E-02  2.063563E-30  5.537128E-30  4.793932E-29  1.085245E-28  2.375554E-28  2.432279E-28  2.132213E-28  8.235740E-29
    147  5.207655208218E-02  1.744643E-30  4.826743E-30  4.317734E-29  9.970393E-29  2.230463E-28  2.322191E-28  2.073645E-28  8.129771E-29
    148  5.220437120847E-02  1.558132E-30  4.280709E-30  3.889347E-29  9.116602E-29  2.074559E-28  2.188484E-28  1.983132E-28  7.866743E-29
    149  5.240275279905E-02  2.258076E-30  6.459342E-30  6.011945E-29  1.438266E-28  3.358550E-28  3.619095E-28  3.367291E-28  1.367318E-28
    150  5.258707116153E-02  1.902965E-30  5.610139E-30  5.464998E-29  1.354919E-28  3.287683E-28  3.636995E-28  3.461893E-28  1.421009E-28
    151  5.276353482958E-02  1.723618E-30  5.195815E-30  5.193848E-29  1.311563E-28  3.253877E-28  3.665910E-28  3.567552E-28  1.494207E-28
    152  5.293536770993E-02  1.645077E-30  4.899909E-30  4.994973E-29  1.286214E-28  3.267386E-28  3.752320E-28  3.737197E-28  1.596681E-28
    153  5.310288915571E-02  1.503282E-30  4.692343E-30  4.872846E-29  1.265461E-28  3.254611E-28  3.780672E-28  3.829392E-28  1.663804E-28
    154  5.325369291828E-02  1.317260E-30  4.066786E-30  4.333391E-29  1.149993E-28  3.030765E-28  3.587326E-28  3.710901E-28  1.639565E-28
    155  5.339308966526E-02  1.159099E-30  3.677298E-30  3.946085E-29  1.056140E-28  2.813221E-28  3.350961E-28  3.479423E-28  1.536521E-28
    156  5.362726198018E-02  1.828846E-30  5.878901E-30  6.580189E-29  1.815157E-28  5.013191E-28  6.163053E-28  6.683235E-28  3.074673E-28
    157  5.383816121000E-02  1.479159E-30  4.869965E-30  5.703085E-29  1.639776E-28  4.740215E-28  6.011604E-28  6.696027E-28  3.127116E-28
    158  5.403768730975E-02  1.281129E-30  4.382799E-30  5.325405E-29  1.566448E-28  4.659591E-28  6.051851E-28  6.944136E-28  3.326644E-28
    159  5.422986619970E-02  1.211530E-30  4.177914E-30  5.128579E-29  1.521695E-28  4.584999E-28  6.027889E-28  7.049865E-28  3.444639E-28
    160  5.440569294967E-02  1.000000E-30  3.625322E-30  4.636462E-29  1.410017E-28  4.368438E-28  5.863543E-28  7.015551E-28  3.489005E-28
    161  5.456994612052E-02  1.000000E-30  3.267106E-30  4.222931E-29  1.302281E-28  4.101040E-28  5.561733E-28  6.706406E-28  3.344545E-28
    162  5.485681963417E-02  1.380513E-30  5.327498E-30  7.265685E-29  2.318602E-28  7.630010E-28  1.075349E-27  1.367622E-27  7.166680E-28
    163  5.511708850657E-02  1.100610E-30  4.285688E-30  6.184331E-29  2.077581E-28  7.232699E-28  1.059808E-27  1.395324E-27  7.453934E-28
    164  5.536560227933E-02  1.031283E-30  4.049181E-30  5.917093E-29  2.007832E-28  7.111021E-28  1.060965E-27  1.441059E-27  7.959001E-28
    165  5.559867087093E-02  1.000000E-30  3.520106E-30  5.415737E-29  1.895391E-28  6.947674E-28  1.062740E-27  1.483218E-27  8.367040E-28
    166  5.582344501454E-02  1.000000E-30  3.174886E-30  5.017548E-29  1.802744E-28  6.798004E-28  1.058132E-27  1.495293E-27  8.470308E-28
    167  5.608267729631E-02  1.000000E-30  3.343289E-30  5.546851E-29  2.069468E-28  8.116932E-28  1.299257E-27  1.892126E-27  1.097010E-27
    168  5.632179590432E-02  1.000000E-30  2.850206E-30  4.907706E-29  1.894023E-28  7.779495E-28  1.293781E-27  1.978175E-27  1.195182E-27
    169  5.658568452696E-02  1.000000E-30  2.887300E-30  5.246543E-29  2.084703E-28  8.815990E-28  1.494500E-27  2.326387E-27  1.422063E-27
    170  5.682194908758E-02  1.000000E-30  2.489889E-30  4.566877E-29  1.850851E-28  8.070482E-28  1.405150E-27  2.267341E-27  1.430600E-27
    171  5.707748662895E-02  1.000000E-30  2.415800E-30  4.676180E-29  1.973305E-28  8.984050E-28  1.612021E-27  2.683998E-27  1.732462E-27
    172  5.730159219632E-02  1.000000E-30  2.006396E-30  3.995596E-29  1.720251E-28  8.071757E-28  1.486577E-27  2.562901E-27  1.705340E-27
    173  5.769211250520E-02  1.000000E-30  3.037899E-30  6.591662E-29  2.986669E-28  1.488262E-27  2.874360E-27  5.272922E-27  3.707117E-27
    174  5.804755660481E-02  1.000000E-30  2.448217E-30  5.484030E-29  2.549443E-28  1.333063E-27  2.706489E-27  5.343299E-27  3.999190E-27
    175  5.837706807704E-02  1.000000E-30  2.034284E-30  4.918232E-29  2.416133E-28  1.317185E-27  2.721377E-27  5.419213E-27  4.081440E-27
    176  5.868213309337E-02  1.000000E-30  1.650512E-30  4.224530E-29  2.170614E-28  1.249838E-27  2.688030E-27  5.584494E-27  4.327034E-27
    177  5.897372529375E-02  1.000000E-30  1.395212E-30  3.760865E-29  2.006812E-28  1.214669E-27  2.715732E-27  5.902669E-27  4.735445E-27
    178  5.927019313219E-02  1.000000E-30  1.251740E-30  3.536239E-29  1.962957E-28  1.250143E-27  2.905603E-27  6.608687E-27  5.491541E-27
    179  5.955970264735E-02  1.000000E-30  1.071802E-30  3.193693E-29  1.844057E-28  1.230835E-27  2.961730E-27  7.014131E-27  6.015707E-27
