 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                mn59          mn60          mn61          mn62          mn63          mn64          mn65          mn66 
     46  2.807329513827E-02  7.841100E-28  1.172328E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  5.550610E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.523509E-25  3.797082E-27  2.969073E-28  3.318239E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  3.497911E-25  8.939159E-27  7.313627E-28  8.527778E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  8.588315E-25  2.247778E-26  1.898772E-27  2.262043E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.221929E-24  3.228274E-26  2.761982E-27  3.319020E-29  1.259571E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.723680E-24  4.595985E-26  3.981486E-27  4.825141E-29  1.847502E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  3.807604E-24  1.037114E-25  9.247545E-27  1.142867E-28  4.494859E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  9.517361E-24  2.657627E-25  2.450884E-26  3.099026E-28  1.257612E-29  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  2.191413E-23  6.261390E-25  5.956646E-26  7.692761E-28  3.213408E-29  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  5.289646E-23  1.548949E-24  1.523358E-25  2.012327E-27  8.669723E-29  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.173562E-22  3.514838E-24  3.563881E-25  4.806654E-27  2.130560E-28  1.967174E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.592199E-22  4.810035E-24  4.934486E-25  6.708369E-27  3.006024E-28  2.762611E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  2.031532E-22  6.179909E-24  6.399499E-25  8.755713E-27  3.957815E-28  3.657977E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  4.420968E-22  1.375129E-23  1.467522E-24  2.049423E-26  9.527129E-28  8.964629E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.766867E-21  5.724362E-23  6.457503E-24  9.366977E-26  4.588319E-27  4.465151E-29  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  6.460262E-21  2.173023E-22  2.578062E-23  3.869709E-25  1.985610E-26  1.990209E-28  3.595059E-30  1.000000E-30
     63  3.448472684867E-02  1.333901E-20  4.585686E-22  5.603021E-23  8.580509E-25  4.524837E-26  4.615011E-28  8.513833E-30  1.000000E-30
     64  3.459225947862E-02  1.716991E-20  5.947096E-22  7.340550E-23  1.131934E-24  6.025872E-26  6.183188E-28  1.150600E-29  1.000000E-30
     65  3.468161085917E-02  2.119704E-20  7.388235E-22  9.197191E-23  1.426465E-24  7.654182E-26  7.893774E-28  1.479525E-29  1.000000E-30
     66  3.501586344154E-02  4.660166E-20  1.663059E-21  2.137313E-22  3.387656E-24  1.872522E-25  1.968010E-27  3.789437E-29  1.000000E-30
     67  3.563385967804E-02  1.995789E-19  7.449592E-21  1.017886E-21  1.682435E-23  9.853869E-25  1.074741E-26  2.182965E-28  1.000000E-30
     68  3.619390900501E-02  7.379606E-19  2.863717E-20  4.122486E-21  7.058924E-23  4.337579E-24  4.876732E-26  1.034240E-27  1.988386E-30
     69  3.661379630041E-02  1.973423E-18  7.892927E-20  1.183663E-20  2.083947E-22  1.330314E-23  1.532343E-25  3.364808E-27  6.693487E-30
     70  3.704099468238E-02  5.371700E-18  2.215662E-19  3.464022E-20  6.273662E-22  4.163017E-23  4.914411E-25  1.117863E-26  2.263140E-29
     71  3.731378163516E-02  1.016624E-17  4.277035E-19  6.867665E-20  1.266478E-21  8.613644E-23  1.032772E-24  2.402013E-26  4.917075E-29
     72  3.757630769329E-02  1.873645E-17  8.035487E-19  1.324285E-19  2.485698E-21  1.732109E-22  2.108963E-24  5.014927E-26  1.038021E-28
     73  3.788075418501E-02  3.791618E-17  1.662715E-18  2.824067E-19  5.410325E-21  3.877307E-22  4.805405E-24  1.172295E-25  2.457663E-28
     74  3.819794660071E-02  7.861566E-17  3.528680E-18  6.185246E-19  1.210573E-20  8.933785E-22  1.127946E-23  2.826312E-25  6.004800E-28
     75  3.838080203158E-02  1.193166E-16  5.427894E-18  9.688724E-19  1.919784E-20  1.440924E-21  1.838802E-23  4.679220E-25  1.001824E-27
     76  3.859219912978E-02  1.933196E-16  8.932774E-18  1.628564E-18  3.273522E-20  2.505805E-21  3.237691E-23  8.388287E-25  1.812050E-27
     77  3.884096228080E-02  3.397522E-16  1.599096E-17  2.989037E-18  6.110633E-20  4.787405E-21  6.276980E-23  1.661096E-24  3.626324E-27
     78  3.907668434759E-02  5.771194E-16  2.764246E-17  5.290871E-18  1.099146E-19  8.803272E-21  1.170398E-22  3.160264E-24  6.968462E-27
     79  3.934936577490E-02  1.059497E-15  5.178904E-17  1.018934E-17  2.156614E-19  1.772072E-20  2.394308E-22  6.618033E-24  1.476322E-26
     80  3.961640452516E-02  1.908847E-15  9.518683E-17  1.924103E-17  4.147685E-19  3.494906E-20  4.797486E-22  1.356885E-23  3.061542E-26
     81  3.991996766101E-02  3.700134E-15  1.887640E-16  3.935300E-17  8.662227E-19  7.511465E-20  1.049904E-21  3.048403E-23  6.968001E-26
     82  4.019473378510E-02  6.686656E-15  3.482507E-16  7.466578E-17  1.674976E-18  1.490802E-19  2.118187E-21  6.298487E-23  1.456762E-25
     83  4.046928694587E-02  1.200896E-14  6.385192E-16  1.407914E-16  3.218783E-18  2.940409E-19  4.246741E-21  1.293173E-22  3.026278E-25
     84  4.074955599116E-02  2.169654E-14  1.178429E-15  2.674488E-16  6.234927E-18  5.850626E-19  8.593562E-21  2.681880E-22  6.352633E-25
     85  4.099011663524E-02  3.581283E-14  1.981104E-15  4.609295E-16  1.092745E-17  1.049358E-18  1.563853E-20  4.984812E-22  1.193143E-24
     86  4.118445936105E-02  5.343497E-14  3.000027E-15  7.121491E-16  1.711377E-17  1.674368E-18  2.524681E-20  8.186003E-22  1.975906E-24
     87  4.137235583218E-02  7.837670E-14  4.464023E-15  1.080519E-15  2.631010E-17  2.621130E-18  3.997381E-20  1.317759E-21  3.206800E-24
     88  4.152714488067E-02  1.071349E-13  6.174732E-15  1.518810E-15  3.738588E-17  3.780575E-18  5.819841E-20  1.944945E-21  4.765001E-24
     89  4.165981986900E-02  1.397599E-13  8.137510E-15  2.029422E-15  5.042265E-17  5.164710E-18  8.014773E-20  2.710112E-21  6.678057E-24
     90  4.188596337322E-02  2.189329E-13  1.297125E-14  3.312192E-15  8.361652E-17  8.754602E-18  1.377368E-19  4.751882E-21  1.182532E-23
     91  4.208159634323E-02  3.214496E-13  1.933463E-14  5.039123E-15  1.289825E-16  1.376355E-17  2.191371E-19  7.692965E-21  1.930877E-23
     92  4.230932596557E-02  5.008047E-13  3.065813E-14  8.183632E-15  2.128768E-16  2.322576E-17  3.749663E-19  1.343389E-20  3.405619E-23
     93  4.251598135750E-02  7.467489E-13  4.645277E-14  1.267225E-14  3.345074E-16  3.724054E-17  6.088715E-19  2.222126E-20  5.684627E-23
     94  4.274368410830E-02  1.156209E-12  7.320962E-14  2.045739E-14  5.488365E-16  6.248081E-17  1.035903E-18  3.858722E-20  9.970754E-23
     95  4.294191711445E-02  1.688314E-12  1.085670E-13  3.098045E-14  8.429864E-16  9.785406E-17  1.642241E-18  6.227415E-20  1.623249E-22
     96  4.316569238790E-02  2.584899E-12  1.691578E-13  4.943111E-14  1.366744E-15  1.621892E-16  2.759712E-18  1.067849E-19  2.811128E-22
     97  4.339365876136E-02  3.986016E-12  2.655598E-13  7.951058E-14  2.234719E-15  2.712412E-16  4.680766E-18  1.849041E-19  4.917108E-22
     98  4.362382833621E-02  6.170057E-12  4.185854E-13  1.284496E-13  3.670510E-15  4.557999E-16  7.978548E-18  3.218415E-19  8.646609E-22
     99  4.384703699487E-02  9.424537E-12  6.507485E-13  2.045318E-13  5.939541E-15  7.541314E-16  1.338485E-17  5.510295E-19  1.495188E-21
    100  4.408801045744E-02  1.488555E-11  1.047649E-12  3.379349E-13  9.986309E-15  1.298822E-15  2.340075E-17  9.848532E-19  2.701257E-21
    101  4.430336182063E-02  2.239360E-11  1.603292E-12  5.293439E-13  1.588920E-14  2.111623E-15  3.855955E-17  1.655250E-18  4.584001E-21
    102  4.453208602613E-02  3.449466E-11  2.515181E-12  8.512821E-13  2.598215E-14  3.533270E-15  6.544966E-17  2.869416E-18  8.028476E-21
    103  4.474836808964E-02  5.170603E-11  3.835998E-12  1.329257E-12  4.121664E-14  5.728589E-15  1.075647E-16  4.811061E-18  1.359274E-20
    104  4.497736119052E-02  7.887795E-11  5.960496E-12  2.117778E-12  6.677778E-14  9.498836E-15  1.809448E-16  8.266893E-18  2.359903E-20
    105  4.517199675598E-02  1.121355E-10  8.607559E-12  3.124233E-12  9.993192E-14  1.449836E-14  2.795895E-16  1.300704E-17  3.745845E-20
    106  4.536038532241E-02  1.563456E-10  1.218521E-11  4.515355E-12  1.464462E-13  2.165800E-14  4.226566E-16  2.001139E-17  5.812384E-20
    107  4.552484255766E-02  2.073448E-10  1.637663E-11  6.179534E-12  2.028676E-13  3.050956E-14  6.016215E-16  2.892605E-17  8.464585E-20
    108  4.581275722245E-02  3.329939E-10  2.692370E-11  1.048834E-11  3.517419E-13  5.448117E-14  1.094127E-15  5.404592E-17  1.602380E-19
    109  4.603616864208E-02  4.713567E-10  3.881097E-11  1.549865E-11  5.284619E-13  8.375240E-14  1.706047E-15  8.606434E-17  2.577819E-19
    110  4.624194314299E-02  6.387543E-10  5.348650E-11  2.185432E-11  7.566725E-13  1.224877E-13  2.528030E-15  1.300319E-16  3.931528E-19
    111  4.641297951594E-02  8.125608E-10  6.900045E-11  2.873677E-11  1.007739E-12  1.660341E-13  3.464411E-15  1.811024E-16  5.518669E-19
    112  4.656990459822E-02  1.003849E-09  8.634972E-11  3.659942E-11  1.298605E-12  2.174577E-13  4.583173E-15  2.431775E-16  7.463750E-19
    113  4.671253119976E-02  1.207326E-09  1.050784E-10  4.525559E-11  1.622977E-12  2.758211E-13  5.866612E-15  3.155216E-16  9.747783E-19
    114  4.684580987606E-02  1.425648E-09  1.254503E-10  5.484449E-11  1.986613E-12  3.423231E-13  7.343609E-15  4.000001E-16  1.243361E-18
    115  4.697520204195E-02  1.666119E-09  1.481852E-10  6.573392E-11  2.404308E-12  4.199087E-13  9.083195E-15  5.008948E-16  1.566281E-18
    116  4.709649788536E-02  1.919274E-09  1.724214E-10  7.753771E-11  2.862038E-12  5.062028E-13  1.103562E-14  6.156511E-16  1.935910E-18
    117  4.721637454993E-02  2.198007E-09  1.994319E-10  9.090607E-11  3.385918E-12  6.063926E-13  1.332231E-14  7.517894E-16  2.377105E-18
    118  4.732862910872E-02  2.486726E-09  2.277383E-10  1.051344E-10  3.949161E-12  7.156034E-13  1.583586E-14  9.032898E-16  2.870984E-18
    119  4.750539400184E-02  3.000631E-09  2.788690E-10  1.313425E-10  4.999955E-12  9.229208E-13  2.065820E-14  1.198515E-15  3.840585E-18
    120  4.767210524850E-02  3.558163E-09  3.353052E-10  1.609388E-10  6.204429E-12  1.165436E-12  2.636945E-14  1.554585E-15  5.020225E-18
    121  4.783406579930E-02  4.175051E-09  3.987889E-10  1.949670E-10  7.609145E-12  1.453812E-12  3.324140E-14  1.990535E-15  6.476528E-18
    122  4.799263518131E-02  4.858444E-09  4.702553E-10  2.340979E-10  9.247072E-12  1.796478E-12  4.150145E-14  2.523494E-15  8.271329E-18
    123  4.815339657435E-02  5.640074E-09  5.533090E-10  2.805467E-10  1.121827E-11  2.216689E-12  5.174709E-14  3.195799E-15  1.055364E-17
    124  4.832264594384E-02  6.569480E-09  6.537048E-10  3.379331E-10  1.368854E-11  2.753602E-12  6.499351E-14  4.080275E-15  1.358123E-17
    125  4.849826454798E-02  7.661673E-09  7.737259E-10  4.081147E-10  1.675469E-11  3.433633E-12  8.197841E-14  5.235145E-15  1.756873E-17
    126  4.867786870736E-02  8.928004E-09  9.153562E-10  4.928881E-10  2.051514E-11  4.285147E-12  1.035167E-13  6.727192E-15  2.276642E-17
    127  4.885872256535E-02  1.037248E-08  1.079818E-09  5.936810E-10  2.505562E-11  5.335126E-12  1.304167E-13  8.626228E-15  2.944171E-17
    128  4.903755607841E-02  1.198586E-08  1.266802E-09  7.110066E-10  3.042261E-11  6.602493E-12  1.633024E-13  1.099196E-14  3.783240E-17
    129  4.921259737621E-02  1.376158E-08  1.476230E-09  8.454906E-10  3.666803E-11  8.107968E-12  2.028587E-13  1.389077E-14  4.820483E-17
    130  4.938368810460E-02  1.570340E-08  1.709200E-09  9.985193E-10  4.388037E-11  9.881896E-12  2.500431E-13  1.741184E-14  6.091300E-17
    131  4.955132280349E-02  1.782157E-08  1.967630E-09  1.172083E-09  5.217979E-11  1.196389E-11  3.060904E-13  2.166926E-14  7.640913E-17
    132  4.971624312404E-02  2.013103E-08  2.254102E-09  1.368734E-09  6.171810E-11  1.440360E-11  3.725473E-13  2.680640E-14  9.526331E-17
    133  4.987811857735E-02  2.263200E-08  2.569444E-09  1.589927E-09  7.259850E-11  1.724037E-11  4.507240E-13  3.295443E-14  1.180130E-16
    134  5.003799836445E-02  2.534644E-08  2.917293E-09  1.839202E-09  8.503152E-11  2.054389E-11  5.428138E-13  4.032079E-14  1.454917E-16
    135  5.019682549602E-02  2.829715E-08  3.301600E-09  2.120545E-09  9.925954E-11  2.439627E-11  6.514379E-13  4.915804E-14  1.787230E-16
    136  5.035511419132E-02  3.150237E-08  3.725932E-09  2.437917E-09  1.155339E-10  2.888665E-11  7.795073E-13  5.975508E-14  2.188929E-16
    137  5.051299755300E-02  3.497265E-08  4.193008E-09  2.794889E-09  1.340963E-10  3.410636E-11  9.300957E-13  7.242874E-14  2.673224E-16
    138  5.067010535678E-02  3.870365E-08  4.703667E-09  3.193782E-09  1.551323E-10  4.013547E-11  1.106050E-12  8.749155E-14  3.253473E-16
    139  5.082726902819E-02  4.271574E-08  5.262269E-09  3.639894E-09  1.789954E-10  4.710764E-11  1.311901E-12  1.054182E-13  3.949660E-16
    140  5.098506829486E-02  4.702241E-08  5.872528E-09  4.138422E-09  2.060513E-10  5.516852E-11  1.552711E-12  1.267560E-13  4.785134E-16
    141  5.114361869269E-02  5.161987E-08  6.535992E-09  4.693190E-09  2.366092E-10  6.445591E-11  1.833499E-12  1.520786E-13  5.784900E-16
    142  5.130328078870E-02  5.650313E-08  7.254284E-09  5.308478E-09  2.710217E-10  7.513056E-11  2.160197E-12  1.820756E-13  6.979272E-16
    143  5.146205644840E-02  6.158007E-08  8.016178E-09  5.977651E-09  3.090400E-10  8.717258E-11  2.533362E-12  2.169707E-13  8.380635E-16
    144  5.162089365231E-02  6.683443E-08  8.821571E-09  6.703702E-09  3.509625E-10  1.007384E-10  2.959117E-12  2.575296E-13  1.002368E-15
    145  5.177902725711E-02  7.218028E-08  9.659776E-09  7.480311E-09  3.965637E-10  1.158233E-10  3.438748E-12  3.040946E-13  1.192678E-15
    146  5.193558292952E-02  7.751126E-08  1.051642E-08  8.297398E-09  4.453876E-10  1.323460E-10  3.971125E-12  3.567882E-13  1.409976E-15
    147  5.207655208218E-02  8.226932E-08  1.130087E-08  9.068025E-09  4.922459E-10  1.485629E-10  4.500494E-12  4.101767E-13  1.632059E-15
    148  5.220437120847E-02  8.648208E-08  1.201373E-08  9.788851E-09  5.368171E-10  1.643196E-10  5.021163E-12  4.636158E-13  1.856154E-15
    149  5.240275279905E-02  9.267203E-08  1.310040E-08  1.093155E-08  6.090542E-10  1.905702E-10  5.902308E-12  5.560930E-13  2.247937E-15
    150  5.258707116153E-02  9.783495E-08  1.405700E-08  1.199286E-08  6.781154E-10  2.165633E-10  6.792061E-12  6.520782E-13  2.659688E-15
    151  5.276353482958E-02  1.020317E-07  1.489050E-08  1.297714E-08  7.442275E-10  2.423854E-10  7.693963E-12  7.521213E-13  3.094236E-15
    152  5.293536770993E-02  1.052263E-07  1.559224E-08  1.387371E-08  8.067059E-10  2.678103E-10  8.601406E-12  8.557687E-13  3.550295E-15
    153  5.310288915571E-02  1.073347E-07  1.614290E-08  1.465786E-08  8.638727E-10  2.922001E-10  9.492972E-12  9.608641E-13  4.019088E-15
    154  5.325369291828E-02  1.082784E-07  1.650464E-08  1.526280E-08  9.105301E-10  3.132168E-10  1.028149E-11  1.056950E-12  4.453760E-15
    155  5.339308966526E-02  1.082910E-07  1.671275E-08  1.571905E-08  9.483650E-10  3.313624E-10  1.098172E-11  1.145270E-12  4.859019E-15
    156  5.362726198018E-02  1.063964E-07  1.676700E-08  1.622557E-08  9.976395E-10  3.578480E-10  1.205183E-11  1.287598E-12  5.525989E-15
    157  5.383816121000E-02  1.026768E-07  1.648908E-08  1.637262E-08  1.024057E-09  3.761437E-10  1.285358E-11  1.403590E-12  6.086675E-15
    158  5.403768730975E-02  9.757097E-08  1.595207E-08  1.623084E-08  1.031796E-09  3.876105E-10  1.342927E-11  1.497154E-12  6.556639E-15
    159  5.422986619970E-02  9.144632E-08  1.521131E-08  1.584622E-08  1.023250E-09  3.928417E-10  1.379283E-11  1.568760E-12  6.935822E-15
    160  5.440569294967E-02  8.504690E-08  1.437265E-08  1.529947E-08  1.002230E-09  3.925086E-10  1.395020E-11  1.616019E-12  7.207228E-15
    161  5.456994612052E-02  7.859733E-08  1.348106E-08  1.464344E-08  9.722321E-10  3.879207E-10  1.394536E-11  1.643421E-12  7.389382E-15
    162  5.485681963417E-02  6.680891E-08  1.176020E-08  1.323394E-08  8.995417E-10  3.708002E-10  1.359839E-11  1.651328E-12  7.531356E-15
    163  5.511708850657E-02  5.620032E-08  1.012920E-08  1.177148E-08  8.174427E-10  3.471040E-10  1.296268E-11  1.617743E-12  7.474429E-15
    164  5.536560227933E-02  4.664903E-08  8.600223E-09  1.030788E-08  7.306478E-10  3.192031E-10  1.213021E-11  1.554076E-12  7.270107E-15
    165  5.559867087093E-02  3.849030E-08  7.248660E-09  8.943578E-09  6.462854E-10  2.899961E-10  1.120213E-11  1.470980E-12  6.962233E-15
    166  5.582344501454E-02  3.148974E-08  6.053579E-09  7.681609E-09  5.655396E-10  2.604112E-10  1.021970E-11  1.374340E-12  6.578675E-15
    167  5.608267729631E-02  2.456558E-08  4.836185E-09  6.339174E-09  4.768749E-10  2.262458E-10  9.042701E-12  1.250020E-12  6.062133E-15
    168  5.632179590432E-02  1.925921E-08  3.875915E-09  5.235268E-09  4.017645E-10  1.959550E-10  7.965608E-12  1.129558E-12  5.544435E-15
    169  5.658568452696E-02  1.451741E-08  2.993662E-09  4.180107E-09  3.279460E-10  1.649193E-10  6.830595E-12  9.963136E-13  4.956107E-15
    170  5.682194908758E-02  1.114805E-08  2.349689E-09  3.380193E-09  2.704961E-10  1.398165E-10  5.888990E-12  8.810063E-13  4.435354E-15
    171  5.707748662895E-02  8.294167E-09  1.790140E-09  2.659855E-09  2.174751E-10  1.158086E-10  4.967444E-12  7.638352E-13  3.895749E-15
    172  5.730159219632E-02  6.352120E-09  1.399882E-09  2.139959E-09  1.783048E-10  9.746913E-11  4.248293E-12  6.692265E-13  3.452440E-15
    173  5.769211250520E-02  3.934902E-09  8.993293E-10  1.444684E-09  1.244074E-10  7.118525E-11  3.190570E-12  5.242485E-13  2.758972E-15
    174  5.804755660481E-02  2.515539E-09  5.944317E-10  9.992844E-10  8.868793E-11  5.291230E-11  2.432870E-12  4.154425E-13  2.226477E-15
    175  5.837706807704E-02  1.652872E-09  4.029181E-10  7.066796E-10  6.451209E-11  4.002277E-11  1.884695E-12  3.336474E-13  1.818797E-15
    176  5.868213309337E-02  1.119419E-09  2.808666E-10  5.123689E-10  4.801248E-11  3.088596E-11  1.487023E-12  2.722132E-13  1.507563E-15
    177  5.897372529375E-02  7.738461E-10  1.996065E-10  3.781120E-10  3.633038E-11  2.419635E-11  1.189921E-12  2.249197E-13  1.264632E-15
    178  5.927019313219E-02  5.360747E-10  1.422325E-10  2.799822E-10  2.759785E-11  1.904252E-11  9.569419E-13  1.868901E-13  1.067139E-15
    179  5.955970264735E-02  3.797527E-10  1.035814E-10  2.117213E-10  2.139842E-11  1.528590E-11  7.846124E-13  1.582209E-13  9.171932E-16
