 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                xe135         xe136         xe137         xe138         xe139         xe140         xe141         xe142
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.391361E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.006997E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.600725E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  2.090574E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.424165E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.985882E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  2.759935E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  2.985850E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  4.926907E-30  1.362328E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  5.606384E-30  1.595677E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  7.955460E-30  2.463310E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  8.489965E-30  2.636625E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  1.275511E-29  3.968896E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  1.359426E-29  4.618692E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  1.630706E-29  5.420580E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.472637E-29  5.031564E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  1.675016E-29  5.872592E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  1.483776E-29  5.313516E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  1.398129E-29  5.109667E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  2.574653E-29  9.629868E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  2.497495E-29  1.020957E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  3.403852E-29  1.338932E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  3.543160E-29  1.464678E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  4.577458E-29  1.887648E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  5.210152E-29  2.353790E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  6.576972E-29  3.096419E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  6.872270E-29  3.104384E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  8.123256E-29  3.796991E-29  1.083038E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  9.150925E-29  4.415390E-29  1.271960E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  1.141323E-28  5.645434E-29  1.643964E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  1.163946E-28  5.987393E-29  1.762423E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  1.419970E-28  7.464763E-29  2.270990E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  1.594073E-28  8.754282E-29  2.676958E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  1.974964E-28  1.123630E-28  3.369678E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  1.739933E-28  1.002212E-28  3.191388E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  1.909435E-28  1.128427E-28  3.507935E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  1.980381E-28  1.233418E-28  3.948194E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  3.643589E-28  2.257894E-28  7.229420E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  3.682169E-28  2.481415E-28  8.145235E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  3.661945E-28  2.554246E-28  8.531674E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  3.325777E-28  2.358718E-28  7.891668E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  3.213763E-28  2.305982E-28  7.816060E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  3.124856E-28  2.273393E-28  7.761990E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  3.089580E-28  2.279474E-28  7.826767E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  3.165589E-28  2.369353E-28  8.191698E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  3.167577E-28  2.411770E-28  8.395174E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  3.292262E-28  2.540563E-28  8.861477E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  3.262774E-28  2.560183E-28  8.988800E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  5.535442E-28  4.474896E-28  1.586104E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  5.906242E-28  4.858111E-28  1.725240E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  6.163512E-28  5.186270E-28  1.853857E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  6.469185E-28  5.566308E-28  2.004024E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    123  4.815339657435E-02  7.003172E-28  6.173484E-28  2.242261E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    124  4.832264594384E-02  7.902959E-28  7.153440E-28  2.629477E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    125  4.849826454798E-02  8.803032E-28  8.160757E-28  3.036867E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    126  4.867786870736E-02  9.694279E-28  9.201572E-28  3.465645E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    127  4.885872256535E-02  1.044282E-27  1.013830E-27  3.860562E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    128  4.903755607841E-02  1.106470E-27  1.100037E-27  4.237596E-29  1.056421E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    129  4.921259737621E-02  1.153680E-27  1.174332E-27  4.575473E-29  1.157736E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    130  4.938368810460E-02  1.200315E-27  1.251670E-27  4.934674E-29  1.267071E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    131  4.955132280349E-02  1.246296E-27  1.331386E-27  5.310460E-29  1.383536E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    132  4.971624312404E-02  1.298479E-27  1.420676E-27  5.732639E-29  1.515168E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    133  4.987811857735E-02  1.348563E-27  1.509618E-27  6.155726E-29  1.650609E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    134  5.003799836445E-02  1.406338E-27  1.610846E-27  6.640674E-29  1.806127E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    135  5.019682549602E-02  1.472084E-27  1.724422E-27  7.183557E-29  1.981726E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    136  5.035511419132E-02  1.543645E-27  1.849034E-27  7.780794E-29  2.177299E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    137  5.051299755300E-02  1.617943E-27  1.981630E-27  8.422367E-29  2.328655E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    138  5.067010535678E-02  1.690350E-27  2.116979E-27  9.086816E-29  2.605607E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    139  5.082726902819E-02  1.773763E-27  2.272348E-27  9.854536E-29  2.879601E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    140  5.098506829486E-02  1.867916E-27  2.447683E-27  1.072312E-28  3.219978E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    141  5.114361869269E-02  1.966513E-27  2.635085E-27  1.165877E-28  3.610478E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    142  5.130328078870E-02  2.071936E-27  2.839419E-27  1.268249E-28  3.821390E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    143  5.146205644840E-02  2.151678E-27  3.013892E-27  1.358630E-28  4.274469E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    144  5.162089365231E-02  2.246969E-27  3.220882E-27  1.466266E-28  4.683484E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    145  5.177902725711E-02  2.336449E-27  3.424876E-27  1.573934E-28  5.119599E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    146  5.193558292952E-02  2.329230E-27  3.461772E-27  1.601529E-28  5.383274E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    147  5.207655208218E-02  2.203041E-27  3.345427E-27  1.561397E-28  5.286640E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    148  5.220437120847E-02  2.072046E-27  3.200842E-27  1.504533E-28  5.136936E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    149  5.240275279905E-02  3.360289E-27  5.349673E-27  2.550008E-28  8.888957E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    150  5.258707116153E-02  3.322771E-27  5.460844E-27  2.632682E-28  9.186963E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    151  5.276353482958E-02  3.312694E-27  5.591230E-27  2.727092E-28  9.687031E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    152  5.293536770993E-02  3.356659E-27  5.806703E-27  2.862740E-28  1.034588E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    153  5.310288915571E-02  3.331582E-27  5.847916E-27  2.902844E-28  1.062983E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    154  5.325369291828E-02  3.130041E-27  5.622000E-27  2.817239E-28  1.045850E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    155  5.339308966526E-02  2.910677E-27  5.281505E-27  2.652526E-28  1.020120E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    156  5.362726198018E-02  5.248862E-27  9.961577E-27  5.109627E-28  2.018563E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    157  5.383816121000E-02  4.964226E-27  9.777779E-27  5.090634E-28  1.976421E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    158  5.403768730975E-02  4.868878E-27  9.899616E-27  5.228945E-28  2.072939E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    159  5.422986619970E-02  4.839063E-27  9.989247E-27  5.313167E-28  2.245785E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    160  5.440569294967E-02  4.610921E-27  9.773545E-27  5.255021E-28  2.256526E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    161  5.456994612052E-02  4.345477E-27  9.359500E-27  5.057598E-28  2.127045E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    162  5.485681963417E-02  8.154051E-27  1.851483E-26  1.025387E-27  4.583280E-29  1.087226E-30  1.000000E-30  1.000000E-30  1.000000E-30
    163  5.511708850657E-02  7.646296E-27  1.828402E-26  1.034724E-27  4.673844E-29  1.127862E-30  1.000000E-30  1.000000E-30  1.000000E-30
    164  5.536560227933E-02  7.614409E-27  1.856548E-26  1.060852E-27  4.984038E-29  1.217505E-30  1.000000E-30  1.000000E-30  1.000000E-30
    165  5.559867087093E-02  7.451837E-27  1.877187E-26  1.086837E-27  5.207772E-29  1.290209E-30  1.000000E-30  1.000000E-30  1.000000E-30
    166  5.582344501454E-02  7.308554E-27  1.888960E-26  1.103026E-27  5.253071E-29  1.324238E-30  1.000000E-30  1.000000E-30  1.000000E-30
    167  5.608267729631E-02  8.714203E-27  2.330932E-26  1.380736E-27  6.752981E-29  1.722499E-30  1.000000E-30  1.000000E-30  1.000000E-30
    168  5.632179590432E-02  8.378692E-27  2.359929E-26  1.430217E-27  7.248981E-29  1.872809E-30  1.000000E-30  1.000000E-30  1.000000E-30
    169  5.658568452696E-02  9.488397E-27  2.740745E-26  1.677563E-27  8.638111E-29  2.322668E-30  1.000000E-30  1.000000E-30  1.000000E-30
    170  5.682194908758E-02  8.781223E-27  2.640741E-26  1.645657E-27  8.722048E-29  2.374717E-30  1.000000E-30  1.000000E-30  1.000000E-30
    171  5.707748662895E-02  9.731626E-27  3.033462E-26  1.918516E-27  1.042438E-28  2.924455E-30  1.000000E-30  1.000000E-30  1.000000E-30
    172  5.730159219632E-02  8.808160E-27  2.858057E-26  1.840021E-27  1.027901E-28  2.880139E-30  1.000000E-30  1.000000E-30  1.000000E-30
    173  5.769211250520E-02  1.648384E-26  5.649264E-26  3.719380E-27  2.157870E-28  6.281154E-30  1.000000E-30  1.000000E-30  1.000000E-30
    174  5.804755660481E-02  1.448447E-26  5.283667E-26  3.600001E-27  2.238283E-28  6.602740E-30  1.000000E-30  1.000000E-30  1.000000E-30
    175  5.837706807704E-02  1.466980E-26  5.577880E-26  3.843654E-27  2.401051E-28  7.139073E-30  1.000000E-30  1.000000E-30  1.000000E-30
    176  5.868213309337E-02  1.398202E-26  5.608462E-26  3.952908E-27  2.557390E-28  7.735601E-30  1.000000E-30  1.000000E-30  1.000000E-30
    177  5.897372529375E-02  1.370264E-26  5.803146E-26  4.184095E-27  2.802556E-28  8.486808E-30  1.000000E-30  1.000000E-30  1.000000E-30
    178  5.927019313219E-02  1.422196E-26  6.341453E-26  4.671154E-27  3.233235E-28  1.000137E-29  1.000000E-30  1.000000E-30  1.000000E-30
    179  5.955970264735E-02  1.407322E-26  6.574589E-26  4.938962E-27  3.525666E-28  1.126959E-29  1.000000E-30  1.000000E-30  1.000000E-30
