 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                tb163         tb164         tb165         tb166         tb167         tb168         tb169         tb170
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  1.064344E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  1.179649E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  1.467410E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  1.753837E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  2.261321E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  2.277184E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  2.467893E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  2.873424E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  5.622585E-30  1.170097E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  5.840905E-30  1.233769E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  6.329646E-30  1.371956E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  5.810059E-30  1.275703E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  6.077097E-30  1.358224E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  6.020418E-30  1.363130E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  6.113489E-30  1.399147E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  6.448402E-30  1.492088E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  6.603791E-30  1.545687E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  7.077467E-30  1.676517E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  7.226260E-30  1.730320E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  1.327453E-29  3.297421E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  1.265692E-29  3.053305E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  1.403905E-29  3.545199E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  1.543374E-29  3.900472E-30  1.004524E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    123  4.815339657435E-02  1.758502E-29  4.521908E-30  1.183666E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    124  4.832264594384E-02  2.074815E-29  5.319191E-30  1.406582E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    125  4.849826454798E-02  2.408505E-29  6.397633E-30  1.730812E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    126  4.867786870736E-02  2.781050E-29  7.407589E-30  2.029624E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    127  4.885872256535E-02  3.164827E-29  8.680781E-30  2.524874E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    128  4.903755607841E-02  3.534110E-29  9.833666E-30  2.797940E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    129  4.921259737621E-02  3.877847E-29  1.096166E-29  3.116339E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    130  4.938368810460E-02  4.220871E-29  1.222809E-29  3.650358E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    131  4.955132280349E-02  4.567162E-29  1.347787E-29  4.038773E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    132  4.971624312404E-02  5.005074E-29  1.505675E-29  4.627879E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    133  4.987811857735E-02  5.475804E-29  1.667916E-29  5.194411E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    134  5.003799836445E-02  5.957942E-29  1.836535E-29  5.817338E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    135  5.019682549602E-02  6.497391E-29  2.033495E-29  6.618071E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    136  5.035511419132E-02  7.136053E-29  2.269931E-29  7.379635E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    137  5.051299755300E-02  7.799255E-29  2.520595E-29  8.427717E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    138  5.067010535678E-02  8.480930E-29  2.794124E-29  9.508422E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    139  5.082726902819E-02  9.291826E-29  3.125282E-29  1.082870E-29  1.145604E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    140  5.098506829486E-02  1.026633E-28  3.522151E-29  1.255058E-29  1.348333E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    141  5.114361869269E-02  1.125239E-28  3.927345E-29  1.422260E-29  1.547700E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    142  5.130328078870E-02  1.232131E-28  4.380941E-29  1.607379E-29  1.770613E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    143  5.146205644840E-02  1.341644E-28  4.854274E-29  1.804084E-29  2.012059E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    144  5.162089365231E-02  1.463288E-28  5.385437E-29  2.031695E-29  2.289983E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    145  5.177902725711E-02  1.584360E-28  5.930268E-29  2.273795E-29  2.576389E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    146  5.193558292952E-02  1.646651E-28  6.284973E-29  2.561724E-29  3.015357E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    147  5.207655208218E-02  1.615884E-28  6.263795E-29  2.585981E-29  3.072753E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    148  5.220437120847E-02  1.564312E-28  6.130982E-29  2.560706E-29  3.081333E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    149  5.240275279905E-02  2.687786E-28  1.078407E-28  4.645554E-29  5.726841E-30  1.037376E-30  1.000000E-30  1.000000E-30  1.000000E-30
    150  5.258707116153E-02  2.807090E-28  1.137251E-28  4.804539E-29  5.844509E-30  1.072974E-30  1.000000E-30  1.000000E-30  1.000000E-30
    151  5.276353482958E-02  2.940560E-28  1.217511E-28  5.305918E-29  6.709274E-30  1.259394E-30  1.000000E-30  1.000000E-30  1.000000E-30
    152  5.293536770993E-02  3.126013E-28  1.319696E-28  5.897445E-29  7.481762E-30  1.423412E-30  1.000000E-30  1.000000E-30  1.000000E-30
    153  5.310288915571E-02  3.208629E-28  1.374849E-28  6.324450E-29  8.379703E-30  1.632018E-30  1.000000E-30  1.000000E-30  1.000000E-30
    154  5.325369291828E-02  3.145060E-28  1.368410E-28  6.403674E-29  8.587698E-30  1.699459E-30  1.000000E-30  1.000000E-30  1.000000E-30
    155  5.339308966526E-02  2.971078E-28  1.292381E-28  5.994964E-29  8.113423E-30  1.631478E-30  1.000000E-30  1.000000E-30  1.000000E-30
    156  5.362726198018E-02  5.802043E-28  2.625800E-28  1.287119E-28  1.796247E-29  3.882278E-30  1.000000E-30  1.000000E-30  1.000000E-30
    157  5.383816121000E-02  5.933014E-28  2.732720E-28  1.347401E-28  1.850068E-29  3.788804E-30  1.000000E-30  1.000000E-30  1.000000E-30
    158  5.403768730975E-02  6.205011E-28  2.932339E-28  1.494239E-28  2.102620E-29  4.499349E-30  1.000000E-30  1.000000E-30  1.000000E-30
    159  5.422986619970E-02  6.344962E-28  3.046878E-28  1.592933E-28  2.370566E-29  5.311934E-30  1.000000E-30  1.000000E-30  1.000000E-30
    160  5.440569294967E-02  6.357090E-28  3.105478E-28  1.653494E-28  2.493100E-29  5.747834E-30  1.000000E-30  1.000000E-30  1.000000E-30
    161  5.456994612052E-02  6.162687E-28  3.021101E-28  1.605365E-28  2.374995E-29  5.340701E-30  1.000000E-30  1.000000E-30  1.000000E-30
    162  5.485681963417E-02  1.274532E-27  6.547128E-28  3.704334E-28  5.840775E-29  1.436049E-29  1.000000E-30  1.000000E-30  1.000000E-30
    163  5.511708850657E-02  1.326694E-27  6.990983E-28  4.018700E-28  6.294240E-29  1.504466E-29  1.000000E-30  1.000000E-30  1.000000E-30
    164  5.536560227933E-02  1.379622E-27  7.464681E-28  4.476370E-28  7.383302E-29  1.921695E-29  1.186304E-30  1.000000E-30  1.000000E-30
    165  5.559867087093E-02  1.436540E-27  7.933640E-28  4.866121E-28  8.171904E-29  2.174851E-29  1.365808E-30  1.000000E-30  1.000000E-30
    166  5.582344501454E-02  1.475604E-27  8.195076E-28  5.013826E-28  8.313925E-29  2.133661E-29  1.351263E-30  1.000000E-30  1.000000E-30
    167  5.608267729631E-02  1.885961E-27  1.071921E-27  6.730857E-28  1.140511E-28  2.992407E-29  1.925824E-30  1.000000E-30  1.000000E-30
    168  5.632179590432E-02  2.010943E-27  1.190044E-27  7.841835E-28  1.382998E-28  3.814659E-29  2.577684E-30  1.000000E-30  1.000000E-30
    169  5.658568452696E-02  2.382009E-27  1.425373E-27  9.482194E-28  1.683278E-28  4.667199E-29  3.152857E-30  1.000000E-30  1.000000E-30
    170  5.682194908758E-02  2.371397E-27  1.464064E-27  1.012498E-27  1.855941E-28  5.360612E-29  3.654467E-30  1.000000E-30  1.000000E-30
    171  5.707748662895E-02  2.829036E-27  1.785412E-27  1.263334E-27  2.357468E-28  6.960705E-29  4.806547E-30  1.000000E-30  1.000000E-30
    172  5.730159219632E-02  2.753096E-27  1.791500E-27  1.316088E-27  2.532583E-28  7.752947E-29  5.516610E-30  1.000000E-30  1.000000E-30
    173  5.769211250520E-02  5.742061E-27  3.892352E-27  3.012254E-27  6.071349E-28  1.984030E-28  1.491022E-29  1.602030E-30  1.000000E-30
    174  5.804755660481E-02  5.880767E-27  4.318896E-27  3.693074E-27  8.056442E-28  2.869578E-28  2.258259E-29  2.505912E-30  1.000000E-30
    175  5.837706807704E-02  6.162212E-27  4.482299E-27  3.790752E-27  8.256146E-28  2.988533E-28  2.464101E-29  2.826409E-30  1.000000E-30
    176  5.868213309337E-02  6.500901E-27  4.898182E-27  4.275428E-27  9.469933E-28  3.444358E-28  2.849909E-29  3.466214E-30  1.000000E-30
    177  5.897372529375E-02  7.046878E-27  5.498758E-27  4.983717E-27  1.135081E-27  4.251631E-28  3.551900E-29  4.508349E-30  1.000000E-30
    178  5.927019313219E-02  8.054140E-27  6.497464E-27  6.107298E-27  1.430152E-27  5.525893E-28  4.692412E-29  6.059147E-30  1.000000E-30
    179  5.955970264735E-02  8.682999E-27  7.227108E-27  7.039896E-27  1.695444E-27  6.768446E-28  5.875661E-29  7.684487E-30  1.000000E-30
