 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                pb206         pb207         pb208         pb209         pb210         pb211         pb212         pb213
     32  8.026631019591E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  8.451616658664E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  9.803471762980E-03  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  1.116687552369E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  1.219012310682E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  1.314647137106E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  1.431720408173E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  1.545287753035E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  1.716820108076E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  1.871872199221E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  2.131412024987E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  2.288535686070E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  1.063106E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  1.463877E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  1.763527E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  2.399103E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  3.346525E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  3.186495E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  3.045345E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  3.533404E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  3.305749E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  3.209541E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  6.173427E-30  1.724943E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  6.938433E-30  1.984083E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  9.194384E-30  2.622899E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  1.059439E-29  3.344774E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.274565E-29  3.974847E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  1.431612E-29  4.479946E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  2.014182E-29  6.689005E-30  1.072419E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  2.110723E-29  7.316297E-30  1.202466E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  2.526117E-29  9.148802E-30  1.536977E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  2.908629E-29  1.069638E-29  1.844738E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  3.723250E-29  1.347814E-29  2.344112E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  3.976106E-29  1.502471E-29  2.793520E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  4.924355E-29  1.863756E-29  3.471463E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  5.756556E-29  2.261217E-29  4.598774E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  7.284584E-29  2.955312E-29  5.990960E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  6.680191E-29  2.778340E-29  5.722592E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  7.426385E-29  3.135003E-29  6.759192E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  7.959326E-29  3.580121E-29  7.868437E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  1.516638E-28  6.765372E-29  1.588308E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  1.551214E-28  7.441797E-29  1.722529E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  1.607223E-28  7.975731E-29  1.953044E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  1.494402E-28  7.501509E-29  1.830763E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  1.474087E-28  7.524036E-29  1.921255E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  1.465959E-28  7.578670E-29  1.971151E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  1.460743E-28  7.640878E-29  2.024814E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  1.528779E-28  8.085422E-29  2.185905E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  1.536180E-28  8.243947E-29  2.260155E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  1.615518E-28  8.773902E-29  2.448960E-29  1.004840E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  1.619309E-28  8.922410E-29  2.522874E-29  1.041387E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  2.833149E-28  1.604358E-28  4.685566E-29  1.937464E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  2.951747E-28  1.681977E-28  4.724684E-29  1.990984E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  3.179134E-28  1.857400E-28  5.420430E-29  2.297484E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  3.395576E-28  2.024873E-28  6.045313E-29  2.571885E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    123  4.815339657435E-02  3.768824E-28  2.299521E-28  7.068238E-29  3.052755E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    124  4.832264594384E-02  4.355890E-28  2.719753E-28  8.606159E-29  3.797468E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    125  4.849826454798E-02  4.941269E-28  3.149725E-28  1.017378E-28  4.462414E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    126  4.867786870736E-02  5.541473E-28  3.609307E-28  1.192987E-28  5.266423E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    127  4.885872256535E-02  6.112206E-28  4.068163E-28  1.375296E-28  6.136428E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    128  4.903755607841E-02  6.589255E-28  4.480552E-28  1.548883E-28  6.948734E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    129  4.921259737621E-02  7.004079E-28  4.869915E-28  1.725732E-28  7.754931E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    130  4.938368810460E-02  7.413512E-28  5.273948E-28  1.918659E-28  8.793721E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    131  4.955132280349E-02  7.864728E-28  5.728449E-28  2.140662E-28  9.900520E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    132  4.971624312404E-02  8.363902E-28  6.232327E-28  2.388576E-28  1.114001E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    133  4.987811857735E-02  8.859773E-28  6.744358E-28  2.644475E-28  1.251767E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    134  5.003799836445E-02  9.396928E-28  7.299941E-28  2.928011E-28  1.400847E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    135  5.019682549602E-02  9.983178E-28  7.915563E-28  3.247263E-28  1.565026E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    136  5.035511419132E-02  1.061977E-27  8.596898E-28  3.608314E-28  1.743337E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    137  5.051299755300E-02  1.130703E-27  9.354035E-28  4.020443E-28  1.951455E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    138  5.067010535678E-02  1.202813E-27  1.016447E-27  4.470153E-28  2.185456E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    139  5.082726902819E-02  1.285033E-27  1.108608E-27  4.985767E-28  2.454973E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    140  5.098506829486E-02  1.373739E-27  1.209465E-27  5.560502E-28  2.765706E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    141  5.114361869269E-02  1.466711E-27  1.318219E-27  6.197768E-28  3.120724E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    142  5.130328078870E-02  1.568805E-27  1.440552E-27  6.932715E-28  3.534717E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    143  5.146205644840E-02  1.657534E-27  1.553091E-27  7.636225E-28  3.932190E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    144  5.162089365231E-02  1.754205E-27  1.678199E-27  8.441508E-28  4.399224E-29  1.081454E-30  1.000000E-30  1.000000E-30  1.000000E-30
    145  5.177902725711E-02  1.849216E-27  1.807300E-27  9.303718E-28  4.899077E-29  1.214354E-30  1.000000E-30  1.000000E-30  1.000000E-30
    146  5.193558292952E-02  1.853146E-27  1.836417E-27  9.688039E-28  5.217513E-29  1.301582E-30  1.000000E-30  1.000000E-30  1.000000E-30
    147  5.207655208218E-02  1.764803E-27  1.783767E-27  9.607922E-28  5.221904E-29  1.314157E-30  1.000000E-30  1.000000E-30  1.000000E-30
    148  5.220437120847E-02  1.668381E-27  1.712005E-27  9.368430E-28  5.121360E-29  1.300129E-30  1.000000E-30  1.000000E-30  1.000000E-30
    149  5.240275279905E-02  2.740222E-27  2.896681E-27  1.646242E-27  9.128017E-29  2.283813E-30  1.000000E-30  1.000000E-30  1.000000E-30
    150  5.258707116153E-02  2.832998E-27  3.070402E-27  1.761491E-27  9.692293E-29  2.597975E-30  1.000000E-30  1.000000E-30  1.000000E-30
    151  5.276353482958E-02  2.866589E-27  3.182812E-27  1.874443E-27  1.043550E-28  2.687115E-30  1.000000E-30  1.000000E-30  1.000000E-30
    152  5.293536770993E-02  2.933028E-27  3.336528E-27  2.020354E-27  1.138706E-28  3.006380E-30  1.000000E-30  1.000000E-30  1.000000E-30
    153  5.310288915571E-02  2.875620E-27  3.324939E-27  2.075284E-27  1.190608E-28  3.230000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    154  5.325369291828E-02  2.717196E-27  3.207083E-27  2.045775E-27  1.183681E-28  3.239562E-30  1.000000E-30  1.000000E-30  1.000000E-30
    155  5.339308966526E-02  2.566977E-27  3.033884E-27  1.925876E-27  1.107485E-28  3.115344E-30  1.000000E-30  1.000000E-30  1.000000E-30
    156  5.362726198018E-02  4.573916E-27  5.666117E-27  3.847198E-27  2.282835E-28  6.548056E-30  1.000000E-30  1.000000E-30  1.000000E-30
    157  5.383816121000E-02  4.635411E-27  5.915466E-27  4.033602E-27  2.377498E-28  6.710818E-30  1.000000E-30  1.000000E-30  1.000000E-30
    158  5.403768730975E-02  4.605549E-27  6.053701E-27  4.266008E-27  2.553154E-28  7.173239E-30  1.000000E-30  1.000000E-30  1.000000E-30
    159  5.422986619970E-02  4.425823E-27  5.958997E-27  4.395278E-27  2.691902E-28  7.905915E-30  1.000000E-30  1.000000E-30  1.000000E-30
    160  5.440569294967E-02  4.228360E-27  5.820036E-27  4.397186E-27  2.719077E-28  8.067442E-30  1.000000E-30  1.000000E-30  1.000000E-30
    161  5.456994612052E-02  4.050329E-27  5.587205E-27  4.193832E-27  2.578634E-28  7.755648E-30  1.000000E-30  1.000000E-30  1.000000E-30
    162  5.485681963417E-02  7.423472E-27  1.088751E-26  8.946070E-27  5.724165E-28  1.760977E-29  1.000000E-30  1.000000E-30  1.000000E-30
    163  5.511708850657E-02  7.609210E-27  1.152889E-26  9.387804E-27  5.925628E-28  1.770548E-29  1.000000E-30  1.000000E-30  1.000000E-30
    164  5.536560227933E-02  7.211556E-27  1.139090E-26  1.002916E-26  6.586894E-28  2.124935E-29  1.000000E-30  1.000000E-30  1.000000E-30
    165  5.559867087093E-02  7.039561E-27  1.140762E-26  1.035861E-26  6.893926E-28  2.251125E-29  1.000000E-30  1.000000E-30  1.000000E-30
    166  5.582344501454E-02  7.016123E-27  1.139208E-26  1.019195E-26  6.718741E-28  2.133716E-29  1.000000E-30  1.000000E-30  1.000000E-30
    167  5.608267729631E-02  8.497755E-27  1.427295E-26  1.320027E-26  8.814289E-28  2.829386E-29  1.000000E-30  1.000000E-30  1.000000E-30
    168  5.632179590432E-02  8.169286E-27  1.442362E-26  1.417159E-26  9.701669E-28  3.210795E-29  1.000000E-30  1.000000E-30  1.000000E-30
    169  5.658568452696E-02  9.253584E-27  1.663375E-26  1.655987E-26  1.138309E-27  3.777360E-29  1.000000E-30  1.000000E-30  1.000000E-30
    170  5.682194908758E-02  8.410108E-27  1.563568E-26  1.627606E-26  1.140428E-27  3.875671E-29  1.000000E-30  1.000000E-30  1.000000E-30
    171  5.707748662895E-02  9.474485E-27  1.827521E-26  1.964856E-26  1.392816E-27  4.797735E-29  1.000000E-30  1.000000E-30  1.000000E-30
    172  5.730159219632E-02  8.398023E-27  1.668525E-26  1.868175E-26  1.347702E-27  4.741103E-29  1.000000E-30  1.000000E-30  1.000000E-30
    173  5.769211250520E-02  1.486566E-26  3.202994E-26  4.081797E-26  3.118812E-27  1.185293E-28  1.739437E-30  1.000000E-30  1.000000E-30
    174  5.804755660481E-02  1.474660E-26  3.368081E-26  4.187823E-26  3.106557E-27  1.101685E-28  1.691239E-30  1.000000E-30  1.000000E-30
    175  5.837706807704E-02  1.327738E-26  3.184697E-26  4.452006E-26  3.513447E-27  1.381202E-28  2.120295E-30  1.000000E-30  1.000000E-30
    176  5.868213309337E-02  1.251918E-26  3.094435E-26  4.506666E-26  3.625386E-27  1.463657E-28  2.288683E-30  1.000000E-30  1.000000E-30
    177  5.897372529375E-02  1.211620E-26  3.094431E-26  4.657350E-26  3.796428E-27  1.555320E-28  2.456279E-30  1.000000E-30  1.000000E-30
    178  5.927019313219E-02  1.241536E-26  3.274734E-26  5.097849E-26  4.212430E-27  1.752814E-28  2.923224E-30  1.000000E-30  1.000000E-30
    179  5.955970264735E-02  1.221214E-26  3.364100E-26  5.477661E-26  4.606185E-27  1.954090E-28  3.335235E-30  1.000000E-30  1.000000E-30
