 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                cu78          cu79          cu80          cu81          cu82          cu83          cu84          cu85 
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  1.839940E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  4.812536E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  1.256170E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  3.349476E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  7.754878E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.522614E-28  1.273245E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  2.920194E-28  2.487883E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  4.986337E-28  4.299583E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  7.882384E-28  6.867630E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  1.718140E-27  1.523693E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  3.367431E-27  3.032705E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  7.368965E-27  6.756731E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  1.500514E-26  1.398547E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  3.286421E-26  3.118931E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  6.507086E-26  6.273498E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  1.409611E-25  1.383457E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  3.109406E-25  3.108185E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  6.930506E-25  7.057164E-27  1.695093E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  1.513387E-24  1.569039E-26  3.755136E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  3.531748E-24  3.733665E-26  8.974819E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  7.567071E-24  8.140882E-26  1.964507E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  1.704923E-23  1.868668E-25  4.528069E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  3.677825E-23  4.103025E-25  9.981452E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  8.278300E-23  9.410221E-25  2.298788E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  1.641139E-22  1.895564E-24  4.647041E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  3.159425E-22  3.706283E-24  9.117396E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  5.549335E-22  6.598617E-24  1.628127E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  1.452102E-21  1.768099E-23  4.385516E-27  2.302218E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  2.989875E-21  3.709034E-23  9.237733E-27  4.897111E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  5.690466E-21  7.181409E-23  1.795397E-26  9.609207E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  9.559418E-21  1.223758E-22  3.069126E-26  1.655765E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  1.519131E-20  1.970412E-22  4.956011E-26  2.693356E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  2.290637E-20  3.006811E-22  7.582707E-26  4.148405E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  3.333872E-20  4.425425E-22  1.118774E-25  6.159013E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  4.763919E-20  6.392832E-22  1.620019E-25  8.972793E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  6.615231E-20  8.968250E-22  2.277769E-25  1.268809E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  9.099768E-20  1.246184E-21  3.172115E-25  1.777013E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  1.220796E-19  1.687758E-21  4.305082E-25  2.424524E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  1.922591E-19  2.697933E-21  6.904381E-25  3.920995E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  2.924991E-19  4.163068E-21  1.068700E-24  6.117473E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  4.364782E-19  6.298370E-21  1.621743E-24  9.355153E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  6.418547E-19  9.387822E-21  2.424399E-24  1.409172E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    123  4.815339657435E-02  9.436548E-19  1.399252E-20  3.624437E-24  2.122975E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    124  4.832264594384E-02  1.408023E-18  2.118238E-20  5.504215E-24  3.250354E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    125  4.849826454798E-02  2.121166E-18  3.239461E-20  8.445470E-24  5.029606E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    126  4.867786870736E-02  3.208674E-18  4.976454E-20  1.301777E-23  7.820178E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    127  4.885872256535E-02  4.844460E-18  7.631283E-20  2.003054E-23  1.213892E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    128  4.903755607841E-02  7.249278E-18  1.159694E-19  3.054239E-23  1.867096E-26  1.195398E-30  1.000000E-30  1.000000E-30  1.000000E-30
    129  4.921259737621E-02  1.071463E-17  1.740181E-19  4.598218E-23  2.835046E-26  1.819238E-30  1.000000E-30  1.000000E-30  1.000000E-30
    130  4.938368810460E-02  1.564447E-17  2.578764E-19  6.836162E-23  4.250267E-26  2.730884E-30  1.000000E-30  1.000000E-30  1.000000E-30
    131  4.955132280349E-02  2.259942E-17  3.779761E-19  1.005182E-22  6.301133E-26  4.053741E-30  1.000000E-30  1.000000E-30  1.000000E-30
    132  4.971624312404E-02  3.236103E-17  5.490556E-19  1.464725E-22  9.256614E-26  5.962569E-30  1.000000E-30  1.000000E-30  1.000000E-30
    133  4.987811857735E-02  4.591150E-17  7.900226E-19  2.114054E-22  1.346723E-25  8.685520E-30  1.000000E-30  1.000000E-30  1.000000E-30
    134  5.003799836445E-02  6.470414E-17  1.129045E-18  3.030470E-22  1.945827E-25  1.256474E-29  1.000000E-30  1.000000E-30  1.000000E-30
    135  5.019682549602E-02  9.076097E-17  1.605875E-18  4.323411E-22  2.797947E-25  1.808919E-29  1.000000E-30  1.000000E-30  1.000000E-30
    136  5.035511419132E-02  1.268493E-16  2.275754E-18  6.145450E-22  4.008505E-25  2.594733E-29  1.000000E-30  1.000000E-30  1.000000E-30
    137  5.051299755300E-02  1.766852E-16  3.214091E-18  8.705604E-22  5.723263E-25  3.709242E-29  1.000000E-30  1.000000E-30  1.000000E-30
    138  5.067010535678E-02  2.450550E-16  4.519851E-18  1.227928E-21  8.136274E-25  5.279558E-29  1.000000E-30  1.000000E-30  1.000000E-30
    139  5.082726902819E-02  3.389827E-16  6.339493E-18  1.727483E-21  1.153678E-24  7.495303E-29  1.000000E-30  1.000000E-30  1.000000E-30
    140  5.098506829486E-02  4.681394E-16  8.877784E-18  2.426509E-21  1.633403E-24  1.062514E-28  1.000000E-30  1.000000E-30  1.000000E-30
    141  5.114361869269E-02  6.454236E-16  1.241272E-17  3.403070E-21  2.309130E-24  1.503942E-28  1.000000E-30  1.000000E-30  1.000000E-30
    142  5.130328078870E-02  8.887131E-16  1.733529E-17  4.767307E-21  3.260993E-24  2.126569E-28  1.000000E-30  1.000000E-30  1.000000E-30
    143  5.146205644840E-02  1.216872E-15  2.407349E-17  6.640697E-21  4.579089E-24  2.989885E-28  1.000000E-30  1.000000E-30  1.000000E-30
    144  5.162089365231E-02  1.659467E-15  3.329674E-17  9.213228E-21  6.404366E-24  4.186967E-28  1.000000E-30  1.000000E-30  1.000000E-30
    145  5.177902725711E-02  2.249665E-15  4.577985E-17  1.270621E-20  8.903740E-24  5.828318E-28  1.000000E-30  1.000000E-30  1.000000E-30
    146  5.193558292952E-02  3.025879E-15  6.244256E-17  1.738371E-20  1.227902E-23  8.047814E-28  1.000000E-30  1.000000E-30  1.000000E-30
    147  5.207655208218E-02  3.933873E-15  8.221051E-17  2.294983E-20  1.632778E-23  1.071353E-27  1.000000E-30  1.000000E-30  1.000000E-30
    148  5.220437120847E-02  4.970335E-15  1.050676E-16  2.940369E-20  2.105675E-23  1.383066E-27  1.000000E-30  1.000000E-30  1.000000E-30
    149  5.240275279905E-02  7.086428E-15  1.524965E-16  4.284264E-20  3.099518E-23  2.039116E-27  1.000000E-30  1.000000E-30  1.000000E-30
    150  5.258707116153E-02  9.752185E-15  2.133724E-16  6.016145E-20  4.393955E-23  2.895020E-27  1.000000E-30  1.000000E-30  1.000000E-30
    151  5.276353482958E-02  1.310807E-14  2.913982E-16  8.244552E-20  6.076585E-23  4.009390E-27  1.118341E-30  1.000000E-30  1.000000E-30
    152  5.293536770993E-02  1.730583E-14  3.907384E-16  1.109250E-19  8.248676E-23  5.450187E-27  1.533340E-30  1.000000E-30  1.000000E-30
    153  5.310288915571E-02  2.245491E-14  5.147456E-16  1.466104E-19  1.099749E-22  7.276388E-27  2.062047E-30  1.000000E-30  1.000000E-30
    154  5.325369291828E-02  2.813010E-14  6.537245E-16  1.867475E-19  1.411855E-22  9.352973E-27  2.668009E-30  1.000000E-30  1.000000E-30
    155  5.339308966526E-02  3.436524E-14  8.088069E-16  2.316846E-19  1.764364E-22  1.170161E-26  3.358358E-30  1.000000E-30  1.000000E-30
    156  5.362726198018E-02  4.725440E-14  1.136156E-15  3.269628E-19  2.520630E-22  1.674967E-26  4.856781E-30  1.000000E-30  1.000000E-30
    157  5.383816121000E-02  6.172126E-14  1.512856E-15  4.371890E-19  3.407886E-22  2.268514E-26  6.639147E-30  1.000000E-30  1.000000E-30
    158  5.403768730975E-02  7.810931E-14  1.949837E-15  5.657004E-19  4.456152E-22  2.971234E-26  8.772619E-30  1.000000E-30  1.000000E-30
    159  5.422986619970E-02  9.647939E-14  2.451260E-15  7.138944E-19  5.680819E-22  3.793887E-26  1.129716E-29  1.000000E-30  1.000000E-30
    160  5.440569294967E-02  1.155390E-13  2.983364E-15  8.719054E-19  7.003036E-22  4.683810E-26  1.405634E-29  1.000000E-30  1.000000E-30
    161  5.456994612052E-02  1.352639E-13  3.545955E-15  1.039722E-18  8.423998E-22  5.641967E-26  1.705601E-29  1.000000E-30  1.000000E-30
    162  5.485681963417E-02  1.739602E-13  4.682731E-15  1.380918E-18  1.136035E-21  7.627004E-26  2.335376E-29  1.000000E-30  1.000000E-30
    163  5.511708850657E-02  2.134007E-13  5.884726E-15  1.744452E-18  1.455209E-21  9.791451E-26  3.033329E-29  1.000000E-30  1.000000E-30
    164  5.536560227933E-02  2.543891E-13  7.179138E-15  2.138820E-18  1.808161E-21  1.219215E-25  3.819595E-29  1.000000E-30  1.000000E-30
    165  5.559867087093E-02  2.952676E-13  8.515854E-15  2.548990E-18  2.182140E-21  1.474325E-25  4.667731E-29  1.000000E-30  1.000000E-30
    166  5.582344501454E-02  3.364213E-13  9.908912E-15  2.979454E-18  2.581824E-21  1.747745E-25  5.590093E-29  1.000000E-30  1.000000E-30
    167  5.608267729631E-02  3.853997E-13  1.163083E-14  3.515604E-18  3.089543E-21  2.096138E-25  6.783995E-29  1.000000E-30  1.000000E-30
    168  5.632179590432E-02  4.314971E-13  1.331819E-14  4.045218E-18  3.601544E-21  2.448599E-25  8.011794E-29  1.000000E-30  1.000000E-30
    169  5.658568452696E-02  4.828607E-13  1.527918E-14  4.665840E-18  4.214422E-21  2.871900E-25  9.511295E-29  1.000000E-30  1.000000E-30
    170  5.682194908758E-02  5.288821E-13  1.711377E-14  5.251346E-18  4.805146E-21  3.281256E-25  1.098595E-28  1.000000E-30  1.000000E-30
    171  5.707748662895E-02  5.783754E-13  1.917458E-14  5.914565E-18  5.488668E-21  3.756482E-25  1.272653E-28  1.000000E-30  1.000000E-30
    172  5.730159219632E-02  6.213425E-13  2.104304E-14  6.520849E-18  6.126681E-21  4.201500E-25  1.438305E-28  1.000000E-30  1.000000E-30
    173  5.769211250520E-02  6.944638E-13  2.441223E-14  7.625975E-18  7.321861E-21  5.038674E-25  1.756584E-28  1.000000E-30  1.000000E-30
    174  5.804755660481E-02  7.592768E-13  2.761487E-14  8.690020E-18  8.510258E-21  5.875245E-25  2.082585E-28  1.000000E-30  1.000000E-30
    175  5.837706807704E-02  8.180845E-13  3.071472E-14  9.732030E-18  9.708676E-21  6.722702E-25  2.420323E-28  1.000000E-30  1.000000E-30
    176  5.868213309337E-02  8.710915E-13  3.368490E-14  1.074138E-17  1.090162E-20  7.569850E-25  2.765050E-28  1.000000E-30  1.000000E-30
    177  5.897372529375E-02  9.206579E-13  3.662336E-14  1.174995E-17  1.212369E-20  8.441050E-25  3.126378E-28  1.000000E-30  1.000000E-30
    178  5.927019313219E-02  9.701161E-13  3.972076E-14  1.282337E-17  1.345607E-20  9.394458E-25  3.529171E-28  1.000000E-30  1.000000E-30
    179  5.955970264735E-02  1.017528E-12  4.285718E-14  1.392070E-17  1.485093E-20  1.039628E-24  3.960202E-28  1.000000E-30  1.000000E-30
