 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                sn127         sn128         sn129         sn130         sn131         sn132         sn133         sn134
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  1.597366E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  1.647051E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  2.367463E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  3.052953E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  3.862832E-30  1.097403E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  5.505547E-30  1.589223E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  8.094513E-30  2.371291E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  8.153940E-30  2.389597E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  1.030293E-29  3.273972E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  1.257428E-29  4.060801E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  1.664840E-29  5.385444E-30  1.238775E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  1.994623E-29  6.950305E-30  1.617860E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  2.565457E-29  8.976395E-30  2.206833E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  3.517218E-29  1.222778E-29  2.888518E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  4.882201E-29  1.760046E-29  4.530553E-30  1.226672E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  4.524401E-29  1.715710E-29  4.481509E-30  1.241691E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    106  4.536038532241E-02  5.344471E-29  1.999358E-29  5.158989E-30  1.463967E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    107  4.552484255766E-02  6.855138E-29  2.779626E-29  7.490341E-30  2.146879E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    108  4.581275722245E-02  1.250049E-28  5.033699E-29  1.442989E-29  4.473092E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    109  4.603616864208E-02  1.693207E-28  7.252381E-29  2.053701E-29  6.184998E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    110  4.624194314299E-02  1.933842E-28  8.563886E-29  2.481045E-29  8.002351E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    111  4.641297951594E-02  1.865735E-28  8.311492E-29  2.412397E-29  7.876782E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    112  4.656990459822E-02  1.908818E-28  8.710586E-29  2.638608E-29  8.703842E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    113  4.671253119976E-02  1.944063E-28  8.983041E-29  2.761975E-29  9.330379E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    114  4.684580987606E-02  2.029345E-28  9.472877E-29  2.956156E-29  1.014107E-29  1.098943E-30  1.000000E-30  1.000000E-30  1.000000E-30
    115  4.697520204195E-02  2.187296E-28  1.030288E-28  3.262400E-29  1.123760E-29  1.233573E-30  1.000000E-30  1.000000E-30  1.000000E-30
    116  4.709649788536E-02  2.328732E-28  1.110666E-28  3.549737E-29  1.234528E-29  1.371470E-30  1.000000E-30  1.000000E-30  1.000000E-30
    117  4.721637454993E-02  2.541761E-28  1.226307E-28  3.955288E-29  1.403516E-29  1.575457E-30  1.000000E-30  1.000000E-30  1.000000E-30
    118  4.732862910872E-02  2.690189E-28  1.315099E-28  4.283806E-29  1.545499E-29  1.753383E-30  1.000000E-30  1.000000E-30  1.000000E-30
    119  4.750539400184E-02  5.156868E-28  2.611390E-28  8.760191E-29  3.316440E-29  3.889371E-30  1.000000E-30  1.000000E-30  1.000000E-30
    120  4.767210524850E-02  5.541884E-28  2.736100E-28  8.784387E-29  3.042709E-29  3.485372E-30  1.000000E-30  1.000000E-30  1.000000E-30
    121  4.783406579930E-02  6.357514E-28  3.224712E-28  1.072274E-28  3.942501E-29  4.562669E-30  1.000000E-30  1.000000E-30  1.000000E-30
    122  4.799263518131E-02  7.268036E-28  3.768202E-28  1.277410E-28  4.805451E-29  5.537171E-30  1.000000E-30  1.000000E-30  1.000000E-30
    123  4.815339657435E-02  8.668897E-28  4.603922E-28  1.593774E-28  6.177943E-29  7.397158E-30  1.000000E-30  1.000000E-30  1.000000E-30
    124  4.832264594384E-02  1.076242E-27  5.852538E-28  2.066840E-28  8.217344E-29  1.011896E-29  1.210081E-30  1.000000E-30  1.000000E-30
    125  4.849826454798E-02  1.303272E-27  7.217005E-28  2.586192E-28  1.044574E-28  1.312639E-29  1.596386E-30  1.000000E-30  1.000000E-30
    126  4.867786870736E-02  1.562170E-27  8.822369E-28  3.213896E-28  1.322611E-28  1.674571E-29  2.082367E-30  1.000000E-30  1.000000E-30
    127  4.885872256535E-02  1.844483E-27  1.063352E-27  3.942234E-28  1.655053E-28  2.103060E-29  2.518269E-30  1.000000E-30  1.000000E-30
    128  4.903755607841E-02  2.134218E-27  1.257115E-27  4.748404E-28  2.037438E-28  2.651257E-29  3.269670E-30  1.000000E-30  1.000000E-30
    129  4.921259737621E-02  2.444540E-27  1.473748E-27  5.681986E-28  2.498182E-28  3.360240E-29  4.326130E-30  1.000000E-30  1.000000E-30
    130  4.938368810460E-02  2.789951E-27  1.722406E-27  6.781413E-28  3.056730E-28  4.228164E-29  5.430404E-30  1.000000E-30  1.000000E-30
    131  4.955132280349E-02  3.180527E-27  2.010180E-27  8.079714E-28  3.732074E-28  5.295520E-29  7.200279E-30  1.000000E-30  1.000000E-30
    132  4.971624312404E-02  3.625667E-27  2.344928E-27  9.617603E-28  4.549557E-28  6.610072E-29  9.234135E-30  1.000000E-30  1.000000E-30
    133  4.987811857735E-02  4.101809E-27  2.712010E-27  1.133993E-27  5.487754E-28  8.147880E-29  1.160843E-29  1.000000E-30  1.000000E-30
    134  5.003799836445E-02  4.661217E-27  3.150704E-27  1.343127E-27  6.649721E-28  1.007791E-28  1.502808E-29  1.000000E-30  1.000000E-30
    135  5.019682549602E-02  5.317492E-27  3.673233E-27  1.595722E-27  8.077173E-28  1.247772E-28  1.877307E-29  1.000000E-30  1.000000E-30
    136  5.035511419132E-02  6.069688E-27  4.282646E-27  1.894912E-27  9.799583E-28  1.542160E-28  2.345286E-29  1.000000E-30  1.000000E-30
    137  5.051299755300E-02  6.918565E-27  4.984545E-27  2.245650E-27  1.186144E-27  1.901134E-28  2.989576E-29  1.000000E-30  1.000000E-30
    138  5.067010535678E-02  7.838545E-27  5.761564E-27  2.641227E-27  1.423960E-27  2.323514E-28  3.774239E-29  1.000000E-30  1.000000E-30
    139  5.082726902819E-02  8.896357E-27  6.663674E-27  3.105858E-27  1.708066E-27  2.836640E-28  4.751006E-29  1.000000E-30  1.000000E-30
    140  5.098506829486E-02  1.012776E-26  7.724315E-27  3.657336E-27  2.050155E-27  3.463527E-28  5.976607E-29  1.000000E-30  1.000000E-30
    141  5.114361869269E-02  1.153649E-26  8.962813E-27  4.310887E-27  2.461123E-27  4.226242E-28  7.469469E-29  1.000000E-30  1.000000E-30
    142  5.130328078870E-02  1.317683E-26  1.043080E-26  5.097843E-27  2.965281E-27  5.173437E-28  9.341778E-29  1.000000E-30  1.000000E-30
    143  5.146205644840E-02  1.485528E-26  1.198406E-26  5.952602E-27  3.528922E-27  6.260609E-28  1.154842E-28  1.000000E-30  1.000000E-30
    144  5.162089365231E-02  1.681047E-26  1.381669E-26  6.973005E-27  4.211798E-27  7.595836E-28  1.430769E-28  1.000000E-30  1.000000E-30
    145  5.177902725711E-02  1.892694E-26  1.583844E-26  8.118899E-27  4.996612E-27  9.161174E-28  1.763054E-28  1.000000E-30  1.000000E-30
    146  5.193558292952E-02  2.076560E-26  1.767813E-26  9.188245E-27  5.740857E-27  1.066068E-27  2.089483E-28  1.000000E-30  1.000000E-30
    147  5.207655208218E-02  2.106607E-26  1.822085E-26  9.594046E-27  6.081362E-27  1.142957E-27  2.270169E-28  1.000000E-30  1.000000E-30
    148  5.220437120847E-02  2.137421E-26  1.878585E-26  1.002285E-26  6.447579E-27  1.226863E-27  2.469939E-28  1.000000E-30  1.000000E-30
    149  5.240275279905E-02  3.878787E-26  3.492056E-26  1.900843E-26  1.251349E-26  2.429098E-27  5.020455E-28  1.542419E-30  1.000000E-30
    150  5.258707116153E-02  4.058668E-26  3.759222E-26  2.100624E-26  1.429878E-26  2.862954E-27  6.183806E-28  1.896866E-30  1.000000E-30
    151  5.276353482958E-02  4.460765E-26  4.210558E-26  2.390177E-26  1.657088E-26  3.371150E-27  7.445745E-28  2.368967E-30  1.000000E-30
    152  5.293536770993E-02  4.976117E-26  4.791453E-26  2.764114E-26  1.950727E-26  4.027390E-27  9.036005E-28  2.832173E-30  1.000000E-30
    153  5.310288915571E-02  5.523604E-26  5.446034E-26  3.200087E-26  2.301549E-26  4.820526E-27  1.097153E-27  3.433131E-30  1.000000E-30
    154  5.325369291828E-02  5.579153E-26  5.601181E-26  3.341357E-26  2.445580E-26  5.199911E-27  1.206546E-27  3.822189E-30  1.000000E-30
    155  5.339308966526E-02  5.499386E-26  5.619392E-26  3.402275E-26  2.533322E-26  5.466509E-27  1.292480E-27  4.086047E-30  1.000000E-30
    156  5.362726198018E-02  1.143125E-25  1.197154E-25  7.383242E-26  5.601278E-26  1.226198E-26  2.946120E-27  9.324607E-30  1.000000E-30
    157  5.383816121000E-02  1.172934E-25  1.270983E-25  8.102314E-26  6.429729E-26  1.469367E-26  3.758756E-27  1.206487E-29  1.000000E-30
    158  5.403768730975E-02  1.290393E-25  1.432995E-25  9.317520E-26  7.557756E-26  1.758834E-26  4.599650E-27  1.471672E-29  1.000000E-30
    159  5.422986619970E-02  1.423201E-25  1.619775E-25  1.072864E-25  8.864515E-26  2.090810E-26  5.536719E-27  1.790582E-29  1.000000E-30
    160  5.440569294967E-02  1.469954E-25  1.712615E-25  1.157053E-25  9.787553E-26  2.356181E-26  6.409327E-27  2.075392E-29  1.000000E-30
    161  5.456994612052E-02  1.499509E-25  1.787408E-25  1.231659E-25  1.067170E-25  2.623978E-26  7.342451E-27  2.393161E-29  1.000000E-30
    162  5.485681963417E-02  3.256800E-25  4.018541E-25  2.842616E-25  2.529741E-25  6.347447E-26  1.814511E-26  5.936237E-29  1.000000E-30
    163  5.511708850657E-02  3.481823E-25  4.452682E-25  3.259687E-25  3.041876E-25  7.989870E-26  2.446358E-26  8.112029E-29  1.000000E-30
    164  5.536560227933E-02  3.921655E-25  5.175758E-25  3.878899E-25  3.703225E-25  9.884213E-26  3.066850E-26  1.019622E-28  1.000000E-30
    165  5.559867087093E-02  4.288446E-25  5.834634E-25  4.485570E-25  4.414452E-25  1.209715E-25  3.886906E-26  1.302538E-28  1.000000E-30
    166  5.582344501454E-02  4.764538E-25  6.708500E-25  5.311401E-25  5.418280E-25  1.532231E-25  5.133524E-26  1.733570E-28  1.000000E-30
    167  5.608267729631E-02  6.478337E-25  9.440763E-25  7.693671E-25  8.124024E-25  2.366707E-25  8.243054E-26  2.804462E-28  1.000000E-30
    168  5.632179590432E-02  6.819802E-25  1.021307E-24  8.511041E-25  9.224689E-25  2.747654E-25  9.847575E-26  3.369031E-28  1.000000E-30
    169  5.658568452696E-02  9.296452E-25  1.447461E-24  1.245941E-24  1.403387E-24  4.319921E-25  1.615773E-25  5.573861E-28  1.000000E-30
    170  5.682194908758E-02  9.999091E-25  1.604871E-24  1.416016E-24  1.641547E-24  5.177408E-25  1.997797E-25  6.933543E-28  1.223535E-30
    171  5.707748662895E-02  1.315730E-24  2.185962E-24  1.984743E-24  2.380447E-24  7.728753E-25  3.096090E-25  1.082525E-27  1.924961E-30
    172  5.730159219632E-02  1.447030E-24  2.475834E-24  2.302595E-24  2.840346E-24  9.442464E-25  3.897628E-25  1.370837E-27  2.563736E-30
    173  5.769211250520E-02  3.335157E-24  6.007353E-24  5.824617E-24  7.541969E-24  2.611472E-24  1.135724E-24  4.036364E-27  7.542012E-30
    174  5.804755660481E-02  4.813292E-24  9.091932E-24  9.172613E-24  1.246474E-23  4.499502E-24  2.067281E-24  7.428511E-27  1.418435E-29
    175  5.837706807704E-02  7.631773E-24  1.508552E-23  1.579388E-23  2.241830E-23  8.392958E-24  4.038135E-24  1.464536E-26  2.850786E-29
    176  5.868213309337E-02  1.294929E-23  2.668606E-23  2.891307E-23  4.275823E-23  1.657477E-23  8.343569E-24  3.053884E-26  6.059729E-29
    177  5.897372529375E-02  2.307024E-23  4.948054E-23  5.539216E-23  8.518080E-23  3.412871E-23  1.793155E-23  6.620779E-26  1.337912E-28
    178  5.927019313219E-02  4.338502E-23  9.691869E-23  1.121693E-22  1.794866E-22  7.436757E-23  4.080654E-23  1.520140E-25  3.129328E-28
    179  5.955970264735E-02  8.138606E-23  1.892132E-22  2.262348E-22  3.763849E-22  1.611543E-22  9.226516E-23  3.467274E-25  7.268621E-28
