 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                kr89          kr90          kr91          kr92          kr93          kr94          kr95          kr96 
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.139909E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  2.719988E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  6.303358E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  1.742294E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  4.735643E-29  2.187393E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  1.481549E-28  7.058552E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  4.139909E-28  2.018001E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  1.149131E-27  5.730555E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  3.250485E-27  1.659574E-28  2.473896E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  7.890853E-27  4.111947E-28  6.234973E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  1.604985E-26  8.501632E-28  1.304988E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  3.177358E-26  1.710002E-27  2.656251E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  5.558935E-26  3.031178E-27  4.754967E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  8.960756E-26  4.941414E-27  7.817195E-29  1.085359E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  2.013644E-25  1.131943E-26  1.816666E-28  2.565968E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  4.042383E-25  2.310647E-26  3.755159E-28  5.380307E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  9.074196E-25  5.288717E-26  8.721405E-28  1.270540E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  1.888501E-24  1.120348E-25  1.872275E-27  2.769204E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  4.235598E-24  2.562343E-25  4.345435E-27  6.535528E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  8.573220E-24  5.275511E-25  9.062007E-27  1.382941E-28  1.324178E-30  1.000000E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  1.910915E-23  1.198749E-24  2.089216E-26  3.241333E-28  3.152668E-30  1.000000E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  4.372130E-23  2.797547E-24  4.948878E-26  7.809275E-28  7.697031E-30  1.000000E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  1.022467E-22  6.674357E-24  1.198602E-25  1.924022E-27  1.921910E-29  1.000000E-30  1.000000E-30  1.000000E-30
     99  4.384703699487E-02  2.374553E-22  1.580437E-23  2.880062E-25  4.700707E-27  4.756941E-29  1.000000E-30  1.000000E-30  1.000000E-30
    100  4.408801045744E-02  6.049178E-22  4.111611E-23  7.612294E-25  1.264999E-26  1.298209E-28  2.295728E-30  1.000000E-30  1.000000E-30
    101  4.430336182063E-02  1.434351E-21  9.934893E-23  1.865735E-24  3.150983E-26  3.274650E-28  5.862790E-30  1.000000E-30  1.000000E-30
    102  4.453208602613E-02  3.692704E-21  2.609498E-22  4.975273E-24  8.548171E-26  9.003028E-28  1.645767E-29  1.000000E-30  1.000000E-30
    103  4.474836808964E-02  9.273850E-21  6.679822E-22  1.292085E-23  2.256622E-25  2.407089E-27  4.488251E-29  1.000000E-30  1.000000E-30
    104  4.497736119052E-02  2.512106E-20  1.846341E-21  3.626332E-23  6.443974E-25  6.966440E-27  1.326464E-28  1.000000E-30  1.000000E-30
    105  4.517199675598E-02  5.926668E-20  4.431431E-21  8.817418E-23  1.590094E-24  1.738705E-26  3.370171E-28  1.988984E-30  1.000000E-30
    106  4.536038532241E-02  1.364842E-19  1.037688E-20  2.090987E-22  3.825177E-24  4.229193E-26  8.340977E-28  4.960257E-30  1.000000E-30
    107  4.552484255766E-02  2.815802E-19  2.172203E-20  4.425516E-22  8.197426E-24  9.150787E-26  1.832209E-27  1.098083E-29  1.000000E-30
    108  4.581275722245E-02  9.773146E-19  7.733873E-20  1.606351E-21  3.041188E-23  3.452482E-25  7.098233E-27  4.312373E-29  1.000000E-30
    109  4.603616864208E-02  2.498950E-18  2.017378E-19  4.253995E-21  8.192753E-23  9.423833E-25  1.978119E-26  1.214614E-28  1.251216E-30
    110  4.624194314299E-02  5.757275E-18  4.734750E-19  1.012539E-20  1.981320E-22  2.307050E-24  4.937093E-26  3.061679E-28  3.222552E-30
    111  4.641297951594E-02  1.124217E-17  9.388984E-19  2.031461E-20  4.028048E-22  4.738070E-24  1.030377E-25  6.442635E-28  6.882688E-30
    112  4.656990459822E-02  2.036195E-17  1.724702E-18  3.771840E-20  7.570032E-22  8.987338E-24  1.983420E-25  1.249553E-27  1.353196E-29
    113  4.671253119976E-02  3.437688E-17  2.949408E-18  6.513365E-20  1.321702E-21  1.582434E-23  3.539336E-25  2.245111E-27  2.461617E-29
    114  4.684580987606E-02  5.533354E-17  4.804772E-18  1.070790E-19  2.195376E-21  2.649243E-23  6.000100E-25  3.830529E-27  4.248862E-29
    115  4.697520204195E-02  8.680913E-17  7.626444E-18  1.714772E-19  3.551114E-21  4.318181E-23  9.899875E-25  6.359707E-27  7.134177E-29
    116  4.709649788536E-02  1.310860E-16  1.164324E-17  2.639826E-19  5.518487E-21  6.758852E-23  1.567366E-24  1.012788E-26  1.148202E-28
    117  4.721637454993E-02  1.952507E-16  1.753167E-17  4.007808E-19  8.456626E-21  1.043117E-22  2.446530E-24  1.590060E-26  1.821631E-28
    118  4.732862910872E-02  2.814122E-16  2.552652E-17  5.880767E-19  1.251748E-20  1.554320E-22  3.684439E-24  2.407640E-26  2.785488E-28
    119  4.750539400184E-02  4.935574E-16  4.549159E-17  1.060847E-18  2.289243E-20  2.872393E-22  6.923302E-24  4.562773E-26  5.360654E-28
    120  4.767210524850E-02  8.271945E-16  7.741024E-17  1.826162E-18  3.992482E-20  5.059392E-22  1.238975E-23  8.231856E-26  9.814189E-28
    121  4.783406579930E-02  1.350314E-15  1.282466E-16  3.059662E-18  6.774713E-20  8.668238E-22  2.155810E-23  1.443685E-25  1.745949E-27
    122  4.799263518131E-02  2.160325E-15  2.081733E-16  5.021646E-18  1.125822E-19  1.454144E-21  3.671744E-23  2.477955E-25  3.039015E-27
    123  4.815339657435E-02  3.448432E-15  3.372251E-16  8.226388E-18  1.867763E-19  2.435657E-21  6.245517E-23  4.248145E-25  5.284587E-27
    124  4.832264594384E-02  5.593604E-15  5.555640E-16  1.371392E-17  3.155482E-19  4.156621E-21  1.083303E-22  7.429811E-25  9.382122E-27
    125  4.849826454798E-02  9.162444E-15  9.248401E-16  2.311211E-17  5.392207E-19  7.177800E-21  1.902580E-22  1.316167E-24  1.688135E-26
    126  4.867786870736E-02  1.505730E-14  1.545217E-15  3.910596E-17  9.254287E-19  1.245161E-20  3.358186E-22  2.343723E-24  3.054537E-26
    127  4.885872256535E-02  2.465034E-14  2.572272E-15  6.593290E-17  1.582819E-18  2.152820E-20  5.908608E-22  4.160586E-24  5.510612E-26
    128  4.903755607841E-02  3.987418E-14  4.230283E-15  1.098088E-16  2.673853E-18  3.675857E-20  1.026516E-21  7.292332E-24  9.814163E-26
    129  4.921259737621E-02  6.348466E-14  6.845281E-15  1.799027E-16  4.442115E-18  6.171065E-20  1.752885E-21  1.256060E-23  1.717135E-25
    130  4.938368810460E-02  9.952392E-14  1.090309E-14  2.900453E-16  7.260144E-18  1.018980E-19  2.943030E-21  2.126817E-23  2.952506E-25
    131  4.955132280349E-02  1.539277E-13  1.712824E-14  4.611103E-16  1.169780E-17  1.658397E-19  4.868818E-21  3.547890E-23  5.000071E-25
    132  4.971624312404E-02  2.354440E-13  2.660489E-14  7.246995E-16  1.862922E-17  2.667329E-19  7.958274E-21  5.846891E-23  8.363419E-25
    133  4.987811857735E-02  3.559885E-13  4.083920E-14  1.125370E-15  2.930723E-17  4.237192E-19  1.284439E-20  9.513050E-23  1.380781E-24
    134  5.003799836445E-02  5.337614E-13  6.215661E-14  1.732510E-15  4.570235E-17  6.671366E-19  2.054339E-20  1.533705E-22  2.258531E-24
    135  5.019682549602E-02  7.955227E-13  9.402895E-14  2.650935E-15  7.083043E-17  1.043868E-18  3.265093E-20  2.457044E-22  3.670693E-24
    136  5.035511419132E-02  1.180140E-12  1.415800E-13  4.037224E-15  1.092581E-16  1.625617E-18  5.164792E-20  3.917531E-22  5.937308E-24
    137  5.051299755300E-02  1.743144E-12  2.122545E-13  6.121814E-15  1.678022E-16  2.520542E-18  8.134120E-20  6.218847E-22  9.561485E-24
    138  5.067010535678E-02  2.561177E-12  3.165183E-13  9.233172E-15  2.563295E-16  3.886956E-18  1.274058E-19  9.817877E-22  1.531273E-23
    139  5.082726902819E-02  3.750582E-12  4.704444E-13  1.388042E-14  3.902953E-16  5.974816E-18  1.989228E-19  1.545076E-21  2.444663E-23
    140  5.098506829486E-02  5.480774E-12  6.978157E-13  2.082612E-14  5.931654E-16  9.167430E-18  3.100492E-19  2.427466E-21  3.896676E-23
    141  5.114361869269E-02  7.992426E-12  1.033023E-12  3.118789E-14  8.998451E-16  1.404117E-17  4.824547E-19  3.807670E-21  6.201757E-23
    142  5.130328078870E-02  1.163694E-11  1.527078E-12  4.664364E-14  1.363450E-15  2.148184E-17  7.499947E-19  5.967223E-21  9.862770E-23
    143  5.146205644840E-02  1.683220E-11  2.242486E-12  6.929450E-14  2.052056E-15  3.264359E-17  1.157960E-18  9.287635E-21  1.557682E-22
    144  5.162089365231E-02  2.423275E-11  3.277735E-12  1.024694E-13  3.074272E-15  4.937792E-17  1.779735E-18  1.439040E-20  2.449112E-22
    145  5.177902725711E-02  3.464950E-11  4.758097E-12  1.504853E-13  4.573884E-15  7.417239E-17  2.716285E-18  2.214060E-20  3.823589E-22
    146  5.193558292952E-02  4.910068E-11  6.844322E-12  2.189715E-13  6.741726E-15  1.103706E-16  4.106173E-18  3.373782E-20  5.911383E-22
    147  5.207655208218E-02  6.687049E-11  9.448235E-12  3.054346E-13  9.513672E-15  1.570900E-16  5.928065E-18  4.905893E-20  8.708867E-22
    148  5.220437120847E-02  8.808151E-11  1.259898E-11  4.111508E-13  1.294242E-14  2.153725E-16  8.233249E-18  6.858291E-20  1.232007E-21
    149  5.240275279905E-02  1.338315E-10  1.951325E-11  6.462380E-13  2.068067E-14  3.483412E-16  1.358833E-17  1.143537E-19  2.092712E-21
    150  5.258707116153E-02  1.952111E-10  2.897286E-11  9.727136E-13  3.160723E-14  5.383862E-16  2.139830E-17  1.817891E-19  3.384379E-21
    151  5.276353482958E-02  2.771570E-10  4.184294E-11  1.423357E-12  4.693351E-14  8.080909E-16  3.270023E-17  2.803379E-19  5.305790E-21
    152  5.293536770993E-02  3.856085E-10  5.919355E-11  2.039527E-12  6.822038E-14  1.186981E-15  4.888272E-17  4.227997E-19  8.131865E-21
    153  5.310288915571E-02  5.261165E-10  8.208615E-11  2.863904E-12  9.714305E-14  1.707581E-15  7.153776E-17  6.241252E-19  1.219411E-20
    154  5.325369291828E-02  6.890984E-10  1.091040E-10  3.849766E-12  1.322403E-13  2.346038E-15  9.981711E-17  8.776687E-19  1.739255E-20
    155  5.339308966526E-02  8.766540E-10  1.406969E-10  5.016710E-12  1.743481E-13  3.119526E-15  1.346407E-16  1.192447E-18  2.394247E-20
    156  5.362726198018E-02  1.288980E-09  2.116777E-10  7.682369E-12  2.723166E-13  4.943143E-15  2.185887E-16  1.959774E-18  4.023401E-20
    157  5.383816121000E-02  1.786423E-09  2.994783E-10  1.104288E-11  3.984313E-13  7.326249E-15  3.310904E-16  3.001134E-18  6.285242E-20
    158  5.403768730975E-02  2.389834E-09  4.085559E-10  1.529401E-11  5.611762E-13  1.044572E-14  4.819150E-16  4.413963E-18  9.420504E-20
    159  5.422986619970E-02  3.112635E-09  5.422754E-10  2.059766E-11  7.681575E-13  1.446805E-14  6.809313E-16  6.299789E-18  1.369305E-19
    160  5.440569294967E-02  3.912483E-09  6.935442E-10  2.669806E-11  1.010610E-12  1.924132E-14  9.223051E-16  8.611926E-18  1.903472E-19
    161  5.456994612052E-02  4.792676E-09  8.634690E-10  3.365808E-11  1.291964E-12  2.484778E-14  1.211619E-15  1.141139E-17  2.562074E-19
    162  5.485681963417E-02  6.678937E-09  1.238095E-09  4.933477E-11  1.940703E-12  3.799203E-14  1.909193E-15  1.825606E-17  4.213312E-19
    163  5.511708850657E-02  8.822598E-09  1.678282E-09  6.822289E-11  2.743996E-12  5.458573E-14  2.819001E-15  2.732896E-17  6.466869E-19
    164  5.536560227933E-02  1.130928E-08  2.205249E-09  9.137591E-11  3.754299E-12  7.583713E-14  4.020258E-15  3.949079E-17  9.570791E-19
    165  5.559867087093E-02  1.408101E-08  2.810471E-09  1.185707E-10  4.970232E-12  1.018561E-13  5.534175E-15  5.503949E-17  1.364271E-18
    166  5.582344501454E-02  1.720401E-08  3.512080E-09  1.507755E-10  6.443832E-12  1.339046E-13  7.450843E-15  7.499445E-17  1.899800E-18
    167  5.608267729631E-02  2.141079E-08  4.486363E-09  1.965265E-10  8.589569E-12  1.813853E-13  1.037492E-14  1.058836E-16  2.750719E-18
    168  5.632179590432E-02  2.592123E-08  5.564125E-09  2.483315E-10  1.108129E-11  2.375016E-13  1.393564E-14  1.440587E-16  3.830672E-18
    169  5.658568452696E-02  3.166740E-08  6.981591E-09  3.181040E-10  1.452448E-11  3.164466E-13  1.909971E-14  2.002647E-16  5.464382E-18
    170  5.682194908758E-02  3.755656E-08  8.480973E-09  3.936665E-10  1.834916E-11  4.056977E-13  2.511570E-14  2.667222E-16  7.448228E-18
    171  5.707748662895E-02  4.478552E-08  1.038004E-08  4.916298E-10  2.343379E-11  5.264365E-13  3.349978E-14  3.607130E-16  1.032918E-17
    172  5.730159219632E-02  5.191908E-08  1.231201E-08  5.935714E-10  2.885521E-11  6.573577E-13  4.285609E-14  4.671051E-16  1.367456E-17
    173  5.769211250520E-02  6.629993E-08  1.636462E-08  8.138324E-10  4.094856E-11  9.559164E-13  6.501716E-14  7.238860E-16  2.202675E-17
    174  5.804755660481E-02  8.178255E-08  2.093883E-08  1.071307E-09  5.562688E-11  1.327805E-12  9.387806E-14  1.065744E-15  3.359489E-17
    175  5.837706807704E-02  9.840834E-08  2.606905E-08  1.369537E-09  7.322660E-11  1.784424E-12  1.307944E-13  1.511960E-15  4.925343E-17
    176  5.868213309337E-02  1.159620E-07  3.170779E-08  1.707251E-09  9.380371E-11  2.330118E-12  1.766148E-13  2.076282E-15  6.973474E-17
    177  5.897372529375E-02  1.348777E-07  3.801792E-08  2.095911E-09  1.182069E-10  2.990716E-12  2.340950E-13  2.796805E-15  9.672762E-17
    178  5.927019313219E-02  1.564571E-07  4.548938E-08  2.568985E-09  1.488029E-10  3.835876E-12  3.102667E-13  3.768418E-15  1.342858E-16
    179  5.955970264735E-02  1.800342E-07  5.395955E-08  3.120198E-09  1.855157E-10  4.870540E-12  4.068349E-13  5.021728E-15  1.842661E-16
