 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                pt191         pt192         pt193         pt194         pt195         pt196         pt197         pt198
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  3.704099468238E-02  1.297064E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  3.757630769329E-02  1.049685E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  3.788075418501E-02  1.451750E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  3.819794660071E-02  1.741191E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  3.838080203158E-02  1.160067E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  3.859219912978E-02  1.512193E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  3.884096228080E-02  2.040852E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  3.907668434759E-02  2.241165E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  3.934936577490E-02  2.673592E-30  1.066295E-30  1.082062E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  3.961640452516E-02  3.086020E-30  1.263675E-30  1.309756E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  3.991996766101E-02  5.158859E-30  2.218384E-30  2.323511E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  4.019473378510E-02  5.203926E-30  2.308194E-30  2.491785E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  4.046928694587E-02  5.249409E-30  2.355105E-30  2.633504E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  4.074955599116E-02  6.472094E-30  3.233113E-30  3.845942E-30  1.145741E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  4.099011663524E-02  6.398500E-30  3.165835E-30  3.813841E-30  1.169077E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  4.118445936105E-02  5.897140E-30  2.969497E-30  3.656427E-30  1.149574E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  4.137235583218E-02  6.317379E-30  3.251114E-30  4.024471E-30  1.282831E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  4.152714488067E-02  5.680488E-30  2.971800E-30  3.765774E-30  1.228389E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  4.165981986900E-02  5.249815E-30  2.788054E-30  3.587224E-30  1.190647E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  4.188596337322E-02  9.731454E-30  5.229914E-30  6.931795E-30  2.404026E-30  1.689839E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  4.208159634323E-02  9.857415E-30  5.462530E-30  7.307672E-30  2.581520E-30  1.851717E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  4.230932596557E-02  1.226604E-29  7.065060E-30  9.802349E-30  3.533462E-30  2.573145E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  4.251598135750E-02  1.247760E-29  7.436334E-30  1.065597E-29  3.922146E-30  2.902591E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  4.274368410830E-02  1.612301E-29  9.730844E-30  1.392306E-29  5.187614E-30  3.925488E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  4.294191711445E-02  1.530364E-29  9.382908E-30  1.364716E-29  5.330331E-30  4.254423E-30  1.089523E-30  1.000000E-30  1.000000E-30
     96  4.316569238790E-02  1.982704E-29  1.284968E-29  1.965398E-29  7.887133E-30  6.374640E-30  1.659460E-30  1.000000E-30  1.000000E-30
     97  4.339365876136E-02  2.327851E-29  1.501456E-29  2.287818E-29  9.544703E-30  8.021801E-30  2.143428E-30  1.000000E-30  1.000000E-30
     98  4.362382833621E-02  2.644500E-29  1.754660E-29  2.739193E-29  1.170095E-29  1.020523E-29  2.817852E-30  1.244171E-30  1.000000E-30
     99  4.384703699487E-02  2.844336E-29  1.940998E-29  3.104554E-29  1.351648E-29  1.202756E-29  3.546696E-30  1.617452E-30  1.000000E-30
    100  4.408801045744E-02  3.371327E-29  2.385122E-29  3.945175E-29  1.751399E-29  1.562893E-29  4.604144E-30  2.130751E-30  1.000000E-30
    101  4.430336182063E-02  3.355063E-29  2.426198E-29  4.081288E-29  1.860252E-29  1.702348E-29  5.151414E-30  2.517053E-30  1.000000E-30
    102  4.453208602613E-02  3.853680E-29  2.892364E-29  5.031818E-29  2.351861E-29  2.180236E-29  6.728811E-30  3.396920E-30  1.000000E-30
    103  4.474836808964E-02  3.830514E-29  2.953400E-29  5.240533E-29  2.509903E-29  2.373589E-29  7.275237E-30  3.599442E-30  1.000000E-30
    104  4.497736119052E-02  4.595496E-29  3.664211E-29  6.703792E-29  3.324856E-29  3.242323E-29  1.025686E-29  5.232634E-30  1.000000E-30
    105  4.517199675598E-02  4.396511E-29  3.563664E-29  6.621532E-29  3.352030E-29  3.336534E-29  1.134844E-29  5.925893E-30  1.127453E-30
    106  4.536038532241E-02  4.560060E-29  3.804366E-29  7.244558E-29  3.763398E-29  3.824662E-29  1.306313E-29  7.000649E-30  1.362387E-30
    107  4.552484255766E-02  4.084738E-29  3.572996E-29  7.049308E-29  3.844992E-29  4.091869E-29  1.428089E-29  7.756515E-30  1.536279E-30
    108  4.581275722245E-02  8.235290E-29  7.337631E-29  1.471862E-28  8.084657E-29  8.607338E-29  3.049592E-29  1.725898E-29  3.594046E-30
    109  4.603616864208E-02  7.022474E-29  6.525130E-29  1.358641E-28  7.853007E-29  8.763763E-29  3.280098E-29  1.859945E-29  3.807766E-30
    110  4.624194314299E-02  6.933832E-29  6.593722E-29  1.402712E-28  8.340437E-29  9.568904E-29  3.731993E-29  2.228460E-29  4.928530E-30
    111  4.641297951594E-02  6.076308E-29  5.947392E-29  1.294054E-28  7.880641E-29  9.214994E-29  3.637011E-29  2.180107E-29  4.857750E-30
    112  4.656990459822E-02  5.751658E-29  5.708928E-29  1.257893E-28  7.774009E-29  9.212667E-29  3.716185E-29  2.291184E-29  5.115059E-30
    113  4.671253119976E-02  5.526173E-29  5.590417E-29  1.251100E-28  7.855190E-29  9.425068E-29  3.853162E-29  2.408785E-29  5.576155E-30
    114  4.684580987606E-02  5.372944E-29  5.525349E-29  1.253922E-28  7.993188E-29  9.711875E-29  4.022203E-29  2.547669E-29  6.038658E-30
    115  4.697520204195E-02  5.409530E-29  5.643903E-29  1.297428E-28  8.392874E-29  1.032220E-28  4.322170E-29  2.772605E-29  6.597522E-30
    116  4.709649788536E-02  5.204037E-29  5.535978E-29  1.292596E-28  8.508778E-29  1.061964E-28  4.516771E-29  2.933410E-29  7.070306E-30
    117  4.721637454993E-02  5.319735E-29  5.735652E-29  1.355010E-28  9.039192E-29  1.140733E-28  4.901414E-29  3.212700E-29  7.875754E-30
    118  4.732862910872E-02  5.165133E-29  5.674364E-29  1.361052E-28  9.235988E-29  1.182356E-28  5.160881E-29  3.423743E-29  8.501819E-30
    119  4.750539400184E-02  8.404670E-29  9.440283E-29  2.311913E-28  1.611498E-28  2.115114E-28  9.511423E-29  6.476287E-29  1.650410E-29
    120  4.767210524850E-02  8.359260E-29  9.730116E-29  2.446345E-28  1.744999E-28  2.320792E-28  1.043875E-28  6.993390E-29  1.740681E-29
    121  4.783406579930E-02  8.367674E-29  9.952329E-29  2.549187E-28  1.858931E-28  2.520477E-28  1.160324E-28  7.956601E-29  2.009458E-29
    122  4.799263518131E-02  8.433730E-29  1.027325E-28  2.684312E-28  2.005199E-28  2.775567E-28  1.309358E-28  9.176639E-29  2.368564E-29
    123  4.815339657435E-02  8.811632E-29  1.099122E-28  2.928414E-28  2.238094E-28  3.160087E-28  1.527703E-28  1.094426E-28  2.905369E-29
    124  4.832264594384E-02  9.559602E-29  1.218140E-28  3.307301E-28  2.586771E-28  3.727601E-28  1.845146E-28  1.351257E-28  3.706250E-29
    125  4.849826454798E-02  1.022597E-28  1.336401E-28  3.704784E-28  2.967221E-28  4.360419E-28  2.204413E-28  1.642441E-28  4.602204E-29
    126  4.867786870736E-02  1.076019E-28  1.444121E-28  4.091518E-28  3.358489E-28  5.035416E-28  2.600781E-28  1.971687E-28  5.641438E-29
    127  4.885872256535E-02  1.114124E-28  1.536494E-28  4.450470E-28  3.745000E-28  5.729364E-28  3.023667E-28  2.332680E-28  6.811102E-29
    128  4.903755607841E-02  1.132729E-28  1.599916E-28  4.724338E-28  4.062544E-28  6.325834E-28  3.402639E-28  2.665064E-28  7.918076E-29
    129  4.921259737621E-02  1.127402E-28  1.628501E-28  4.900438E-28  4.309361E-28  6.839555E-28  3.760384E-28  3.002471E-28  9.133850E-29
    130  4.938368810460E-02  1.118374E-28  1.656981E-28  5.092198E-28  4.590566E-28  7.440996E-28  4.190748E-28  3.416695E-28  1.066082E-28
    131  4.955132280349E-02  1.107216E-28  1.678139E-28  5.256376E-28  4.847770E-28  8.012411E-28  4.614778E-28  3.835614E-28  1.224105E-28
    132  4.971624312404E-02  1.101434E-28  1.711843E-28  5.474926E-28  5.175846E-28  8.736015E-28  5.153956E-28  4.372907E-28  1.430568E-28
    133  4.987811857735E-02  1.094417E-28  1.738071E-28  5.658174E-28  5.461023E-28  9.377928E-28  5.641175E-28  4.865016E-28  1.620470E-28
    134  5.003799836445E-02  1.085687E-28  1.767381E-28  5.871535E-28  5.803604E-28  1.016702E-27  6.256039E-28  5.500123E-28  1.875239E-28
    135  5.019682549602E-02  1.087141E-28  1.807939E-28  6.113638E-28  6.171585E-28  1.100529E-27  6.910490E-28  6.180792E-28  2.149523E-28
    136  5.035511419132E-02  1.087304E-28  1.849995E-28  6.373689E-28  6.576658E-28  1.194372E-27  7.656660E-28  6.968813E-28  2.473959E-28
    137  5.051299755300E-02  1.083783E-28  1.885858E-28  6.617844E-28  6.978267E-28  1.290403E-27  8.443499E-28  7.818521E-28  2.831448E-28
    138  5.067010535678E-02  1.081879E-28  1.923221E-28  6.868863E-28  7.396325E-28  1.391946E-27  9.293011E-28  8.752987E-28  3.232571E-28
    139  5.082726902819E-02  1.078121E-28  1.960288E-28  7.132229E-28  7.851154E-28  1.505053E-27  1.026283E-27  9.840820E-28  3.709899E-28
    140  5.098506829486E-02  1.075425E-28  2.000522E-28  7.417247E-28  8.351590E-28  1.631598E-27  1.137011E-27  1.110408E-27  4.275029E-28
    141  5.114361869269E-02  1.072432E-28  2.041745E-28  7.716098E-28  8.888942E-28  1.770014E-27  1.260672E-27  1.253913E-27  4.929550E-28
    142  5.130328078870E-02  1.072343E-28  2.090300E-28  8.053188E-28  9.491718E-28  1.926107E-27  1.401611E-27  1.419228E-27  5.693813E-28
    143  5.146205644840E-02  1.058400E-28  2.113437E-28  8.300362E-28  1.000323E-27  2.066774E-27  1.534362E-27  1.579246E-27  6.452468E-28
    144  5.162089365231E-02  1.048541E-28  2.140729E-28  8.560939E-28  1.054202E-27  2.217327E-27  1.680144E-27  1.759178E-27  7.330953E-28
    145  5.177902725711E-02  1.031322E-28  2.151881E-28  8.758769E-28  1.101496E-27  2.357545E-27  1.822564E-27  1.940696E-27  8.246585E-28
    146  5.193558292952E-02  1.029180E-28  2.148277E-28  8.756883E-28  1.105980E-27  2.382701E-27  1.866206E-27  2.018899E-27  8.801783E-28
    147  5.207655208218E-02  9.058490E-29  1.938696E-28  8.063842E-28  1.042685E-27  2.288990E-27  1.830255E-27  2.013233E-27  8.941860E-28
    148  5.220437120847E-02  8.122727E-29  1.771848E-28  7.480920E-28  9.840907E-28  2.190215E-27  1.778025E-27  1.979851E-27  8.914010E-28
    149  5.240275279905E-02  1.239275E-28  2.765458E-28  1.189566E-27  1.603091E-27  3.647589E-27  3.049056E-27  3.489863E-27  1.628871E-27
    150  5.258707116153E-02  1.087595E-28  2.572402E-28  1.157240E-27  1.635407E-27  3.845280E-27  3.302316E-27  3.830827E-27  1.791804E-27
    151  5.276353482958E-02  1.016050E-28  2.456862E-28  1.126788E-27  1.632741E-27  3.921955E-27  3.453298E-27  4.089782E-27  1.958955E-27
    152  5.293536770993E-02  9.663859E-29  2.389632E-28  1.116061E-27  1.654133E-27  4.050783E-27  3.651468E-27  4.413849E-27  2.167692E-27
    153  5.310288915571E-02  9.408191E-29  2.327775E-28  1.088682E-27  1.620785E-27  3.997941E-27  3.659042E-27  4.506291E-27  2.282002E-27
    154  5.325369291828E-02  8.184474E-29  2.082246E-28  9.955432E-28  1.520153E-27  3.824430E-27  3.575899E-27  4.478750E-27  2.311098E-27
    155  5.339308966526E-02  7.423291E-29  1.922596E-28  9.314882E-28  1.439476E-27  3.645624E-27  3.419499E-27  4.280058E-27  2.197123E-27
    156  5.362726198018E-02  1.203450E-28  3.199874E-28  1.582455E-27  2.520212E-27  6.582631E-27  6.467901E-27  8.486282E-27  4.655132E-27
    157  5.383816121000E-02  9.810029E-29  2.793209E-28  1.459078E-27  2.466302E-27  6.708818E-27  6.807518E-27  9.055970E-27  4.953027E-27
    158  5.403768730975E-02  8.904194E-29  2.591849E-28  1.381636E-27  2.403214E-27  6.705334E-27  7.018466E-27  9.585434E-27  5.410450E-27
    159  5.422986619970E-02  8.522692E-29  2.490148E-28  1.330689E-27  2.326958E-27  6.548651E-27  6.986498E-27  9.771645E-27  5.739973E-27
    160  5.440569294967E-02  7.418117E-29  2.237426E-28  1.225552E-27  2.204105E-27  6.336293E-27  6.915375E-27  9.844335E-27  5.899153E-27
    161  5.456994612052E-02  6.638039E-29  2.052203E-28  1.145301E-27  2.096917E-27  6.092521E-27  6.692862E-27  9.537797E-27  5.688871E-27
    162  5.485681963417E-02  1.091098E-28  3.481182E-28  1.989257E-27  3.770022E-27  1.135013E-26  1.317952E-26  1.988113E-26  1.286685E-26
    163  5.511708850657E-02  8.409403E-29  2.894737E-28  1.765372E-27  3.612908E-27  1.149218E-26  1.398378E-26  2.157146E-26  1.396758E-26
    164  5.536560227933E-02  8.021453E-29  2.761661E-28  1.681869E-27  3.453357E-27  1.109553E-26  1.386411E-26  2.213679E-26  1.522083E-26
    165  5.559867087093E-02  6.914357E-29  2.484081E-28  1.562603E-27  3.324655E-27  1.095911E-26  1.405913E-26  2.290329E-26  1.612763E-26
    166  5.582344501454E-02  6.055430E-29  2.275393E-28  1.481043E-27  3.260541E-27  1.097558E-26  1.427756E-26  2.333366E-26  1.630199E-26
    167  5.608267729631E-02  6.207878E-29  2.466822E-28  1.669981E-27  3.837376E-27  1.333067E-26  1.793096E-26  3.005354E-26  2.158860E-26
    168  5.632179590432E-02  5.151852E-29  2.120438E-28  1.481668E-27  3.557376E-27  1.284509E-26  1.816088E-26  3.180256E-26  2.413527E-26
    169  5.658568452696E-02  5.104130E-29  2.201046E-28  1.589829E-27  3.951275E-27  1.460771E-26  2.111232E-26  3.749264E-26  2.877852E-26
    170  5.682194908758E-02  4.293427E-29  1.878096E-28  1.377759E-27  3.510138E-27  1.329321E-26  1.988368E-26  3.646933E-26  2.924322E-26
    171  5.707748662895E-02  3.974942E-29  1.844714E-28  1.415251E-27  3.793853E-27  1.491059E-26  2.316633E-26  4.364984E-26  3.594466E-26
    172  5.730159219632E-02  3.262870E-29  1.538697E-28  1.198736E-27  3.289185E-27  1.321879E-26  2.120326E-26  4.116031E-26  3.528598E-26
    173  5.769211250520E-02  4.799189E-29  2.439268E-28  1.985514E-27  5.704229E-27  2.379910E-26  4.031796E-26  8.276563E-26  7.726130E-26
    174  5.804755660481E-02  3.649370E-29  1.870806E-28  1.562240E-27  4.764766E-27  2.116678E-26  3.897246E-26  8.539368E-26  8.470107E-26
    175  5.837706807704E-02  2.859659E-29  1.616323E-28  1.428770E-27  4.551226E-27  2.060479E-26  3.835585E-26  8.481678E-26  8.628719E-26
    176  5.868213309337E-02  2.183467E-29  1.299856E-28  1.202118E-27  4.064061E-27  1.927157E-26  3.765290E-26  8.602718E-26  9.020745E-26
    177  5.897372529375E-02  1.741998E-29  1.096276E-28  1.055366E-27  3.742914E-27  1.841868E-26  3.754707E-26  8.865048E-26  9.635577E-26
    178  5.927019313219E-02  1.480316E-29  9.779704E-29  9.764489E-28  3.627790E-27  1.854285E-26  3.960480E-26  9.712412E-26  1.103568E-25
    179  5.955970264735E-02  1.196269E-29  8.317429E-29  8.636358E-28  3.367346E-27  1.787224E-26  3.988250E-26  1.012298E-25  1.196948E-25
