 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                pm179         pm180         pm181         pm182         pm183         pm184         pm185         sm133
    360  1.656939516385E-01  3.054016E-19  3.633634E-22  1.933079E-21  9.979982E-23  3.652393E-22  2.947656E-23  4.120968E-22  1.000000E-30
    361  1.664404283242E-01  5.288451E-19  6.515869E-22  3.939702E-21  2.192358E-22  9.030825E-22  7.857940E-23  1.254634E-21  1.000000E-30
    362  1.671401020014E-01  8.707301E-19  1.108900E-21  7.565834E-21  4.519371E-22  2.081506E-21  1.944591E-22  3.519184E-21  1.000000E-30
    363  1.682228463170E-01  1.826898E-18  2.450355E-21  2.019626E-20  1.347686E-21  7.390408E-21  7.715817E-22  1.699627E-20  1.000000E-30
    364  1.688914277275E-01  2.831409E-18  3.922645E-21  3.636971E-20  2.600799E-21  1.590252E-20  1.779588E-21  4.426809E-20  1.000000E-30
    365  1.695862681704E-01  4.390655E-18  6.292973E-21  6.601683E-20  5.075511E-21  3.478600E-20  4.186447E-21  1.183846E-19  1.000000E-30
    366  1.708796298676E-01  9.400630E-18  1.436471E-20  1.899672E-19  1.673439E-20  1.420829E-19  1.960928E-20  7.064874E-19  1.000000E-30
    367  1.720689125062E-01  1.725820E-17  2.799950E-20  4.598553E-19  4.601662E-20  4.774302E-19  7.488036E-20  3.373162E-18  1.000000E-30
    368  1.730357271347E-01  2.529785E-17  4.312236E-20  8.470929E-19  9.429563E-20  1.157453E-18  2.021168E-19  1.095389E-17  1.000000E-30
    369  1.739185931198E-01  3.182743E-17  5.664616E-20  1.298161E-18  1.581740E-19  2.248906E-18  4.326634E-19  2.805669E-17  1.000000E-30
    370  1.748109107026E-01  4.382356E-17  8.487927E-20  2.383751E-18  3.069332E-19  4.376663E-18  8.231132E-19  5.398810E-17  1.000000E-30
    371  1.757092013639E-01  1.011232E-16  1.891402E-19  5.136507E-18  6.834442E-19  1.309117E-17  3.232375E-18  3.174114E-16  1.000000E-30
    372  1.765567714958E-01  4.167035E-17  8.424455E-20  3.528442E-18  6.451729E-19  1.622907E-17  4.353684E-18  4.745348E-16  1.000000E-30
    373  1.775373762473E-01  2.203498E-17  5.416670E-20  3.190155E-18  6.326746E-19  1.746071E-17  5.020157E-18  6.447580E-16  1.000000E-30
    374  1.784803688374E-01  1.975090E-17  4.707231E-20  2.725925E-18  5.585288E-19  1.755039E-17  5.601741E-18  8.816597E-16  1.000000E-30
    375  1.795112536071E-01  1.325543E-17  3.216213E-20  2.114391E-18  4.844472E-19  1.849339E-17  6.698649E-18  1.308658E-15  1.000000E-30
    376  1.804824008025E-01  8.769442E-18  2.227144E-20  1.706281E-18  4.400294E-19  2.015923E-17  8.203801E-18  1.958862E-15  1.000000E-30
    377  1.815169070317E-01  6.006079E-18  1.614156E-20  1.390791E-18  4.052820E-19  2.248448E-17  1.035693E-17  3.068994E-15  1.000000E-30
    378  1.825428215499E-01  4.605044E-18  1.305680E-20  1.144391E-18  3.757505E-19  2.520121E-17  1.314259E-17  4.833039E-15  1.000000E-30
    379  1.841355644659E-01  4.200352E-18  1.287970E-20  8.456972E-19  3.318847E-19  2.986433E-17  1.894011E-17  9.787288E-15  1.000000E-30
    380  1.856860183354E-01  5.524523E-18  1.834990E-20  6.357490E-19  2.899757E-19  3.448004E-17  2.654432E-17  1.921554E-14  1.000000E-30
    381  1.870847965371E-01  8.310425E-18  2.981979E-20  5.147314E-19  2.554218E-19  3.832347E-17  3.523903E-17  3.473785E-14  1.000000E-30
    382  1.883699545972E-01  1.256839E-17  4.856498E-20  4.646387E-19  2.303952E-19  4.132162E-17  4.482663E-17  5.889644E-14  1.000000E-30
    383  1.895671856375E-01  1.850368E-17  7.672655E-20  4.783043E-19  2.167905E-19  4.343961E-17  5.506802E-17  9.492183E-14  1.000000E-30
    384  1.907324824205E-01  2.673256E-17  1.188445E-19  5.586236E-19  2.173150E-19  4.478137E-17  6.615334E-17  1.490130E-13  1.000000E-30
    385  1.917913284253E-01  3.698083E-17  1.752638E-19  7.031108E-19  2.345039E-19  4.538384E-17  7.709736E-17  2.219468E-13  1.000000E-30
    386  1.928179034582E-01  5.018214E-17  2.531766E-19  9.257611E-19  2.713978E-19  4.533849E-17  8.822648E-17  3.233342E-13  1.000000E-30
    387  1.939781308337E-01  7.008134E-17  3.796763E-19  1.306249E-18  3.458535E-19  4.471143E-17  1.013929E-16  4.890767E-13  1.000000E-30
    388  1.950365569225E-01  9.409997E-17  5.442853E-19  1.811711E-18  4.541626E-19  4.361074E-17  1.135186E-16  7.062064E-13  1.000000E-30
    389  1.963061656501E-01  1.323497E-16  8.284869E-19  2.690918E-18  6.538820E-19  4.188465E-17  1.280452E-16  1.083885E-12  1.000000E-30
    390  1.975160386553E-01  1.808920E-16  1.221502E-18  3.908581E-18  9.410738E-19  4.002759E-17  1.414284E-16  1.610653E-12  1.000000E-30
    391  1.988970783448E-01  2.545282E-16  1.874898E-18  5.931976E-18  1.430022E-18  3.794792E-17  1.553550E-16  2.495458E-12  1.000000E-30
    392  2.001908516564E-01  3.453578E-16  2.760805E-18  8.675063E-18  2.103350E-18  3.650360E-17  1.667914E-16  3.709371E-12  1.000000E-30
    393  2.023233395230E-01  5.536396E-16  5.066584E-18  1.582810E-17  3.880832E-18  3.637051E-17  1.807059E-16  6.924731E-12  1.000000E-30
    394  2.035207364909E-01  7.097473E-16  7.007612E-18  2.187226E-17  5.392828E-18  3.829462E-17  1.855672E-16  9.677039E-12  1.000000E-30
    395  2.047171141817E-01  8.992853E-16  9.577600E-18  2.990817E-17  7.409183E-18  4.223779E-17  1.877391E-16  1.336795E-11  1.000000E-30
    396  2.061861175315E-01  1.184641E-15  1.384100E-17  4.331759E-17  1.078086E-17  5.076315E-17  1.874323E-16  1.957888E-11  1.000000E-30
    397  2.075162532616E-01  1.499939E-15  1.904691E-17  5.980892E-17  1.493210E-17  6.295056E-17  1.846757E-16  2.727367E-11  1.000000E-30
    398  2.088103947538E-01  1.865210E-15  2.566565E-17  8.093576E-17  2.025195E-17  7.994678E-17  1.799417E-16  3.718827E-11  1.000000E-30
    399  2.102374295066E-01  2.342461E-15  3.517858E-17  1.115659E-16  2.796299E-17  1.060202E-16  1.733262E-16  5.163338E-11  1.000000E-30
    400  2.116254943500E-01  2.889435E-15  4.718063E-17  1.505844E-16  3.777896E-17  1.405144E-16  1.666069E-16  7.010933E-11  1.000000E-30
    401  2.137594200207E-01  3.907758E-15  7.232804E-17  2.334232E-16  5.859029E-17  2.159708E-16  1.576542E-16  1.094886E-10  1.000000E-30
    402  2.149968302441E-01  4.606764E-15  9.148825E-17  2.973451E-16  7.462415E-17  2.752777E-16  1.547486E-16  1.399531E-10  1.000000E-30
    403  2.163578604848E-01  5.476343E-15  1.172589E-16  3.842259E-16  9.638695E-17  3.567347E-16  1.540568E-16  1.814137E-10  1.000000E-30
    404  2.188327022992E-01  7.355897E-15  1.793614E-16  5.970617E-16  1.495811E-16  5.588199E-16  1.633710E-16  2.830550E-10  1.000000E-30
    405  2.210861741802E-01  9.445069E-15  2.569291E-16  8.683544E-16  2.172011E-16  8.196803E-16  1.863288E-16  4.124872E-10  1.000000E-30
    406  2.231360986547E-01  1.170582E-14  3.488209E-16  1.195957E-15  2.986562E-16  1.138013E-15  2.218515E-16  5.683419E-10  1.000000E-30
    407  2.249661932162E-01  1.405669E-14  4.510916E-16  1.567075E-15  3.907354E-16  1.501967E-15  2.668512E-16  7.441502E-10  1.000000E-30
    408  2.266023391923E-01  1.646070E-14  5.609821E-16  1.972344E-15  4.911072E-16  1.902683E-15  3.186644E-16  9.351346E-10  1.000000E-30
    409  2.291569547831E-01  2.087418E-14  7.722671E-16  2.767558E-15  6.876522E-16  2.696991E-15  4.232154E-16  1.306731E-09  1.000000E-30
    410  2.305971902523E-01  2.376857E-14  9.151861E-16  3.315828E-15  8.229285E-16  3.249818E-15  4.958634E-16  1.560515E-09  1.000000E-30
    411  2.319348711247E-01  2.675380E-14  1.064796E-15  3.897696E-15  9.663347E-16  3.840487E-15  5.727137E-16  1.827746E-09  1.000000E-30
    412  2.335360820165E-01  3.074227E-14  1.266762E-15  4.694893E-15  1.162598E-15  4.655606E-15  6.771761E-16  2.190470E-09  1.000000E-30
    413  2.351317971316E-01  3.521352E-14  1.494504E-15  5.608541E-15  1.387293E-15  5.597192E-15  7.954694E-16  2.601539E-09  1.000000E-30
    414  2.376293164755E-01  4.332886E-14  1.908010E-15  7.303239E-15  1.803585E-15  7.361838E-15  1.010676E-15  3.351622E-09  1.000000E-30
    415  2.399259738388E-01  5.214833E-14  2.354333E-15  9.178879E-15  2.263819E-15  9.338520E-15  1.242890E-15  4.164191E-09  1.000000E-30
    416  2.420046682363E-01  6.139199E-14  2.816797E-15  1.116809E-14  2.751555E-15  1.145823E-14  1.483114E-15  5.007088E-09  1.000000E-30
    417  2.451201276448E-01  7.776942E-14  3.621348E-15  1.472843E-14  3.624026E-15  1.530344E-14  1.899914E-15  6.470788E-09  1.000000E-30
    418  2.467564269033E-01  8.770791E-14  4.100632E-15  1.690446E-14  4.157145E-15  1.768193E-14  2.147551E-15  7.338959E-09  1.000000E-30
    419  2.483354027874E-01  9.824681E-14  4.602078E-15  1.922191E-14  4.724922E-15  2.023602E-14  2.406159E-15  8.243034E-09  1.000000E-30
    420  2.499258654919E-01  1.098609E-13  5.147270E-15  2.178638E-14  5.353303E-15  2.308549E-14  2.686817E-15  9.220276E-09  1.000000E-30
    421  2.515152656983E-01  1.225233E-13  5.733662E-15  2.459416E-14  6.041491E-15  2.623098E-14  2.988145E-15  1.026412E-08  1.000000E-30
    422  2.542060864984E-01  1.465124E-13  6.824581E-15  2.994655E-14  7.354114E-15  3.229431E-14  3.547416E-15  1.218506E-08  1.000000E-30
    423  2.556901221114E-01  1.611856E-13  7.480564E-15  3.324163E-14  8.162801E-15  3.606704E-14  3.882980E-15  1.332693E-08  1.000000E-30
    424  2.570805114381E-01  1.759016E-13  8.130894E-15  3.656269E-14  8.978388E-15  3.989788E-14  4.215169E-15  1.444938E-08  1.000000E-30
    425  2.598984391343E-01  2.086920E-13  9.556153E-15  4.402314E-14  1.081263E-14  4.859915E-14  4.941686E-15  1.687736E-08  1.000000E-30
    426  2.622653138568E-01  2.393911E-13  1.086473E-14  5.108444E-14  1.255162E-14  5.694642E-14  5.607128E-15  1.906948E-08  1.000000E-30
    427  2.644885215151E-01  2.709223E-13  1.218660E-14  5.841532E-14  1.436015E-14  6.571670E-14  6.277990E-15  2.124851E-08  1.000000E-30
    428  2.667229470066E-01  3.053102E-13  1.360597E-14  6.650080E-14  1.635868E-14  7.550278E-14  6.997035E-15  2.354794E-08  1.000000E-30
    429  2.687894382327E-01  3.395944E-13  1.500079E-14  7.465503E-14  1.837838E-14  8.548245E-14  7.702521E-15  2.576508E-08  1.000000E-30
    430  2.709436570286E-01  3.779732E-13  1.654114E-14  8.389149E-14  2.067121E-14  9.690947E-14  8.480507E-15  2.816185E-08  1.000000E-30
    431  2.728595154549E-01  4.144772E-13  1.798801E-14  9.278027E-14  2.288281E-14  1.080196E-13  9.210395E-15  3.036145E-08  1.000000E-30
    432  2.763050324764E-01  4.861506E-13  2.078457E-14  1.105147E-13  2.730982E-14  1.304835E-13  1.061925E-14  3.446577E-08  1.000000E-30
    433  2.797281875476E-01  5.657792E-13  2.383421E-14  1.306296E-13  3.235365E-14  1.563831E-13  1.215356E-14  3.871958E-08  1.000000E-30
    434  2.831107064370E-01  6.537389E-13  2.714606E-14  1.533139E-13  3.806875E-14  1.860491E-13  1.381834E-14  4.308827E-08  1.000000E-30
    435  2.863632962154E-01  7.481173E-13  3.064529E-14  1.781503E-13  4.435649E-14  2.190060E-13  1.557652E-14  4.744464E-08  1.000000E-30
    436  2.894106333807E-01  8.463058E-13  3.423626E-14  2.044883E-13  5.105643E-14  2.544241E-13  1.738063E-14  5.166914E-08  1.000000E-30
    437  2.941185503109E-01  1.019079E-12  4.045485E-14  2.519440E-13  6.320348E-14  3.192665E-13  2.050587E-14  5.848407E-08  1.000000E-30
    438  2.983685787405E-01  1.200178E-12  4.686200E-14  3.030391E-13  7.637808E-14  3.903095E-13  2.372871E-14  6.495853E-08  1.000000E-30
    439  3.021949729112E-01  1.386681E-12  5.336431E-14  3.569349E-13  9.036947E-14  4.663835E-13  2.700355E-14  7.106823E-08  1.000000E-30
    440  3.059150641439E-01  1.592265E-12  6.043885E-14  4.176761E-13  1.062404E-13  5.532864E-13  3.057215E-14  7.727837E-08  1.000000E-30
    441  3.094680949786E-01  1.813944E-12  6.797611E-14  4.845628E-13  1.238276E-13  6.501821E-13  3.438116E-14  8.347173E-08  1.000000E-30
    442  3.127856926026E-01  2.046239E-12  7.578916E-14  5.560285E-13  1.427315E-13  7.548818E-13  3.833757E-14  8.949829E-08  1.000000E-30
    443  3.178598433803E-01  2.456362E-12  8.940954E-14  6.851828E-13  1.771474E-13  9.465966E-13  4.525464E-14  9.920275E-08  1.000000E-30
    444  3.224504526026E-01  2.895079E-12  1.037831E-13  8.269132E-13  2.152266E-13  1.159919E-12  5.258149E-14  1.085371E-07  1.000000E-30
    445  3.266870398371E-01  3.368822E-12  1.191250E-13  9.834022E-13  2.575806E-13  1.398219E-12  6.043165E-14  1.176750E-07  1.000000E-30
    446  3.305577136787E-01  3.870700E-12  1.352151E-13  1.152446E-12  3.036321E-13  1.658187E-12  6.869584E-14  1.265178E-07  1.000000E-30
    447  3.362681054783E-01  4.758251E-12  1.633466E-13  1.458067E-12  3.875182E-13  2.133265E-12  8.321551E-14  1.405529E-07  1.000000E-30
    448  3.414589872690E-01  5.754301E-12  1.945344E-13  1.809127E-12  4.846469E-13  2.684865E-12  9.940772E-14  1.545022E-07  1.000000E-30
    449  3.462773530350E-01  6.882429E-12  2.294797E-13  2.214772E-12  5.976501E-13  3.327779E-12  1.176562E-13  1.686384E-07  1.000000E-30
    450  3.508856189623E-01  8.189452E-12  2.695684E-13  2.693132E-12  7.317146E-13  4.091370E-12  1.387123E-13  1.833872E-07  1.000000E-30
    451  3.552628710565E-01  9.685061E-12  3.150186E-13  3.249244E-12  8.883991E-13  4.984317E-12  1.627244E-13  1.986537E-07  1.000000E-30
    452  3.595141079779E-01  1.142704E-11  3.674920E-13  3.906260E-12  1.074379E-12  6.044366E-12  1.906114E-13  2.147871E-07  1.000000E-30
    453  3.636744849418E-01  1.346710E-11  4.284224E-13  4.685744E-12  1.295934E-12  7.306892E-12  2.231894E-13  2.319477E-07  1.000000E-30
    454  3.676260234901E-01  1.577567E-11  4.968100E-13  5.578116E-12  1.550469E-12  8.756545E-12  2.599786E-13  2.496160E-07  1.000000E-30
    455  3.714655117309E-01  1.843462E-11  5.749603E-13  6.616550E-12  1.847534E-12  1.044703E-11  3.022782E-13  2.681624E-07  1.000000E-30
    456  3.752653942304E-01  2.154886E-11  6.657894E-13  7.844073E-12  2.199539E-12  1.244802E-11  3.517491E-13  2.879506E-07  1.000000E-30
    457  3.809506426681E-01  2.731354E-11  8.322953E-13  1.013979E-11  2.859386E-12  1.619253E-11  4.431888E-13  3.204191E-07  1.000000E-30
    458  3.865190953769E-01  3.458984E-11  1.040082E-12  1.306715E-11  3.702188E-12  2.096362E-11  5.584607E-13  3.558035E-07  1.000000E-30
    459  3.928522091207E-01  4.545988E-11  1.346740E-12  1.747716E-11  4.972332E-12  2.813164E-11  7.305274E-13  4.007054E-07  1.000000E-30
    460  3.991093841216E-01  5.983454E-11  1.747082E-12  2.334417E-11  6.659989E-12  3.762037E-11  9.580045E-13  4.502975E-07  1.000000E-30
    461  4.054183851758E-01  7.930661E-11  2.282410E-12  3.131488E-11  8.945671E-12  5.041809E-11  1.266220E-12  5.059149E-07  1.000000E-30
    462  4.147392755742E-01  1.212787E-10  3.417251E-12  4.847687E-11  1.383311E-11  7.762599E-11  1.931293E-12  5.990818E-07  1.000000E-30
    463  4.232199499949E-01  1.800896E-10  4.977957E-12  7.234543E-11  2.055254E-11  1.147777E-10  2.864925E-12  6.959187E-07  1.000000E-30
    464  4.316976825025E-01  2.696582E-10  7.311991E-12  1.082025E-10  3.049382E-11  1.693720E-10  4.290363E-12  8.047706E-07  1.000000E-30
    465  4.393401554526E-01  3.909153E-10  1.041660E-11  1.558339E-10  4.345863E-11  2.401149E-10  6.225526E-12  9.135293E-07  1.000000E-30
    466  4.465935084243E-01  5.597024E-10  1.466721E-11  2.206304E-10  6.073571E-11  3.338390E-10  8.926870E-12  1.026204E-06  1.000000E-30
    467  4.537106765818E-01  8.009586E-10  2.064399E-11  3.107670E-10  8.421569E-11  4.605274E-10  1.279946E-11  1.145703E-06  1.000000E-30
    468  4.602314649238E-01  1.118322E-09  2.838303E-11  4.258202E-10  1.134441E-10  6.174770E-10  1.790810E-11  1.262852E-06  1.000000E-30
    469  4.709552966107E-01  1.957916E-09  4.842493E-11  7.163312E-10  1.845195E-10  9.969786E-10  3.147179E-11  1.470854E-06  1.000000E-30
    470  4.769745726746E-01  2.696780E-09  6.572208E-11  9.601372E-10  2.419426E-10  1.302232E-09  4.344796E-11  1.595483E-06  1.000000E-30
    471  4.828178172001E-01  3.694392E-09  8.873561E-11  1.276687E-09  3.142425E-10  1.685477E-09  5.964894E-11  1.721434E-06  1.000000E-30
    472  4.927188450138E-01  6.349285E-09  1.487297E-10  2.070778E-09  4.875102E-10  2.601154E-09  1.028672E-10  1.944679E-06  1.000000E-30
    473  5.000000000000E-01  9.511371E-09  2.186670E-10  2.956064E-09  6.710443E-10  3.568902E-09  1.544289E-10  2.115266E-06  1.000000E-30
