 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                tb187         tb188         tb189         tb190         tb191         tb192         dy143         dy144
    180  5.987296131417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    181  6.018239261751E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    182  6.051941164510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    183  6.081686890997E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    184  6.107970107709E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    185  6.149099227918E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    186  6.184187848266E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    187  6.212841772032E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    188  6.241083345826E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    189  6.286334795077E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    190  6.324448148531E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    191  6.354755735680E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    192  6.382753282149E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    193  6.429792763326E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    194  6.470641913937E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    195  6.514351188605E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    196  6.551961572666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    197  6.614173306661E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    198  6.666431851744E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    199  6.714973898932E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    200  6.763365269933E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    201  6.810748363549E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    202  6.886988901479E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    203  6.932442343830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    204  6.977291475786E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    205  7.051837306122E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    206  7.120724846930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    207  7.185571854523E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    208  7.250556240022E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    209  7.308358088908E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    210  7.365083251161E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    211  7.420607479025E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    212  7.477269193766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    213  7.532671922740E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    214  7.590819975934E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    215  7.648106882397E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    216  7.706864365518E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    217  7.765097184480E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    218  7.824188421090E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    219  7.883216312169E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    220  7.934760137230E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    221  7.991019390762E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    222  8.044081450283E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    223  8.103419684334E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    224  8.158988408622E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    225  8.219791245697E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    226  8.273529679330E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    227  8.327310875316E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    228  8.381967664174E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    229  8.442137901789E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    230  8.496109010092E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    231  8.556251684447E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    232  8.609514523980E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    233  8.668730402486E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    234  8.725638446658E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    235  8.784892152766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    236  8.837914431516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    237  8.927467123273E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    238  9.009385267910E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    239  9.088007009323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    240  9.160938796651E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    241  9.231864750676E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    242  9.335415502949E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    243  9.429165011748E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    244  9.514750284226E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    245  9.592869681963E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    246  9.638259128200E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    247  9.686466198075E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    248  9.745016881397E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    249  9.798964068785E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    250  9.892639389759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    251  9.977784733458E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    252  1.005622893962E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    253  1.013070552067E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    254  1.019791947326E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    255  1.025982572428E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    256  1.032644197032E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    257  1.039121745974E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    258  1.045193471709E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    259  1.051181778144E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    260  1.056826419982E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    261  1.062431336111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    262  1.068146627648E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    263  1.073656177930E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    264  1.079139362418E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    265  1.084202130578E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    266  1.089957947327E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    267  1.095139929398E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    268  1.100036617482E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    269  1.105581599754E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    270  1.111738162549E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    271  1.117276452796E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    272  1.122547306619E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    273  1.128196390807E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    274  1.134172103791E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    275  1.139661173569E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    276  1.145721141816E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    277  1.151138636995E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    278  1.160623872824E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    279  1.166131253687E-01  1.105608E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    280  1.171578902390E-01  2.069207E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    281  1.179966344325E-01  5.399995E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    282  1.184626561866E-01  8.953015E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    283  1.189221956404E-01  1.463501E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    284  1.197605220964E-01  3.629867E-29  1.214387E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    285  1.205341475296E-01  8.191957E-29  2.968477E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    286  1.212540834288E-01  1.714849E-28  6.615302E-30  2.277305E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    287  1.219299358624E-01  3.380625E-28  1.383214E-29  5.195254E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    288  1.225766858039E-01  6.394662E-28  2.769184E-29  1.131217E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    289  1.231854533608E-01  1.153104E-27  5.269420E-29  2.331162E-29  1.233357E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    290  1.237219182154E-01  1.920654E-27  9.205490E-29  4.370940E-29  2.465747E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    291  1.242404039059E-01  3.124872E-27  1.568741E-28  7.978716E-29  4.733297E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    292  1.248086455930E-01  5.303816E-27  2.802135E-28  1.537410E-28  9.642377E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    293  1.253177247642E-01  8.459226E-27  4.679660E-28  2.749142E-28  1.812855E-29  1.174773E-30  1.000000E-30  1.000000E-30  1.000000E-30
    294  1.258810647447E-01  1.412346E-26  8.223743E-28  5.213100E-28  3.634956E-29  2.562688E-30  1.000000E-30  1.000000E-30  1.000000E-30
    295  1.264205598797E-01  2.292252E-26  1.402232E-27  9.564831E-28  7.037694E-29  5.323437E-30  1.000000E-30  1.000000E-30  1.000000E-30
    296  1.270317883483E-01  3.951983E-26  2.557443E-27  1.896596E-27  1.483706E-28  1.216396E-29  1.000000E-30  1.000000E-30  1.000000E-30
    297  1.275757308169E-01  6.365332E-26  4.332086E-27  3.462652E-27  2.861791E-28  2.521905E-29  1.000000E-30  1.000000E-30  1.000000E-30
    298  1.286048671531E-01  1.583829E-25  1.186634E-26  1.094189E-26  1.004278E-27  1.016153E-28  1.000000E-30  1.000000E-30  1.000000E-30
    299  1.290949488661E-01  2.394529E-25  1.878985E-26  1.855923E-26  1.791249E-27  1.935898E-28  1.000000E-30  1.000000E-30  1.000000E-30
    300  1.295345101683E-01  3.450815E-25  2.823060E-26  2.966784E-26  2.996507E-27  3.438265E-28  1.000000E-30  1.000000E-30  1.000000E-30
    301  1.303954523490E-01  7.098569E-25  6.304270E-26  7.485654E-26  8.268265E-27  1.067443E-27  1.000000E-30  1.000000E-30  1.000000E-30
    302  1.308549873199E-01  1.027998E-24  9.542665E-26  1.210234E-25  1.402809E-26  1.929890E-27  1.000000E-30  1.000000E-30  1.000000E-30
    303  1.312776310019E-01  1.438245E-24  1.390766E-25  1.874459E-25  2.271724E-26  3.314588E-27  1.000000E-30  1.000000E-30  1.000000E-30
    304  1.320787884157E-01  2.723329E-24  2.846898E-25  4.308789E-25  5.684691E-26  9.277037E-27  1.000000E-30  1.000000E-30  1.000000E-30
    305  1.327308179063E-01  4.507379E-24  5.023060E-25  8.361729E-25  1.182813E-25  2.116388E-26  1.000000E-30  1.000000E-30  1.000000E-30
    306  1.333821207310E-01  7.372616E-24  8.762310E-25  1.605426E-24  2.436075E-25  4.782543E-26  1.193867E-30  1.000000E-30  1.000000E-30
    307  1.339749669338E-01  1.139559E-23  1.436623E-24  2.873744E-24  4.650136E-25  9.938911E-26  2.475474E-30  1.000000E-30  1.000000E-30
    308  1.345530840576E-01  1.722631E-23  2.301077E-24  5.017195E-24  8.646944E-25  2.008807E-25  4.975803E-30  1.000000E-30  1.000000E-30
    309  1.351098094661E-01  2.533209E-23  3.579060E-24  8.484125E-24  1.554412E-24  3.915603E-25  9.647630E-30  1.000000E-30  1.000000E-30
    310  1.359304916944E-01  4.391264E-23  6.742958E-24  1.809377E-23  3.629613E-24  1.030785E-24  2.519963E-29  1.000000E-30  1.000000E-30
    311  1.363572082699E-01  5.727070E-23  9.186295E-24  2.630705E-23  5.534629E-24  1.674186E-24  4.076153E-29  1.000000E-30  1.000000E-30
    312  1.367788244083E-01  7.361070E-23  1.232954E-23  3.766254E-23  8.306418E-24  2.674763E-24  6.485989E-29  1.000000E-30  1.000000E-30
    313  1.375777712339E-01  1.151381E-22  2.094576E-23  7.236104E-23  1.746084E-23  6.333497E-24  1.524073E-28  1.000000E-30  1.000000E-30
    314  1.380438267916E-01  1.446376E-22  2.761915E-23  1.025671E-22  2.609437E-23  1.015330E-23  2.432291E-28  1.000000E-30  1.000000E-30
    315  1.384690951451E-01  1.743826E-22  3.481331E-23  1.381458E-22  3.689050E-23  1.530645E-23  3.651762E-28  1.000000E-30  1.000000E-30
    316  1.391087445178E-01  2.223022E-22  4.746901E-23  2.082555E-22  5.984438E-23  2.736730E-23  6.488983E-28  1.000000E-30  1.000000E-30
    317  1.397002518981E-01  2.642821E-22  6.007880E-23  2.893555E-22  8.901884E-23  4.456478E-23  1.050635E-27  1.000000E-30  1.000000E-30
    318  1.402705851668E-01  2.972038E-22  7.180119E-23  3.786303E-22  1.244581E-22  6.802259E-23  1.594838E-27  1.000000E-30  1.000000E-30
    319  1.408634912375E-01  3.191192E-22  8.215233E-23  4.763105E-22  1.677972E-22  1.005519E-22  2.343990E-27  1.000000E-30  1.000000E-30
    320  1.414089642241E-01  3.257662E-22  8.895161E-23  5.630785E-22  2.115050E-22  1.380039E-22  3.200062E-27  1.000000E-30  1.000000E-30
    321  1.419220762512E-01  3.205710E-22  9.254516E-23  6.365105E-22  2.540352E-22  1.796447E-22  4.144930E-27  1.000000E-30  1.000000E-30
    322  1.422771704232E-01  3.109497E-22  9.331229E-23  6.799711E-22  2.830741E-22  2.117199E-22  4.868169E-27  1.000000E-30  1.000000E-30
    323  1.426029315631E-01  2.988314E-22  9.293153E-23  7.142216E-22  3.091100E-22  2.434420E-22  5.579862E-27  1.000000E-30  1.000000E-30
    324  1.430135230101E-01  2.804869E-22  9.125297E-23  7.501666E-22  3.410217E-22  2.866976E-22  6.545101E-27  1.000000E-30  1.000000E-30
    325  1.434683796643E-01  2.573803E-22  8.804783E-23  7.801031E-22  3.745642E-22  3.386204E-22  7.696276E-27  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  2.270294E-22  8.267472E-23  8.040541E-22  4.132585E-22  4.089534E-22  9.243905E-27  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  1.987301E-22  7.667543E-23  8.129180E-22  4.449554E-22  4.787625E-22  1.076728E-26  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  1.681447E-22  6.930479E-23  8.108900E-22  4.769434E-22  5.646721E-22  1.262652E-26  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  1.409929E-22  6.196697E-23  7.978692E-22  5.032579E-22  6.538065E-22  1.453854E-26  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  1.153338E-22  5.430457E-23  7.749496E-22  5.268700E-22  7.562984E-22  1.671819E-26  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  9.456772E-23  4.749958E-23  7.464842E-22  5.445011E-22  8.582754E-22  1.886791E-26  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  7.379219E-23  4.006703E-23  7.072368E-22  5.615118E-22  9.906628E-22  2.163491E-26  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  5.769368E-23  3.373834E-23  6.652539E-22  5.725869E-22  1.124749E-21  2.441075E-26  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  3.888606E-23  2.552756E-23  5.981461E-22  5.838475E-22  1.355825E-21  2.914525E-26  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  3.095580E-23  2.164715E-23  5.573120E-22  5.826958E-22  1.482595E-21  3.170588E-26  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  2.449773E-23  1.824673E-23  5.161766E-22  5.780239E-22  1.611435E-21  3.428526E-26  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  1.812716E-23  1.461684E-23  4.654619E-22  5.682139E-22  1.776849E-21  3.756452E-26  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  1.347344E-23  1.172139E-23  4.179640E-22  5.541390E-22  1.933787E-21  4.063673E-26  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  1.006763E-23  9.417451E-24  3.742146E-22  5.368540E-22  2.080923E-21  4.348073E-26  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  7.695438E-24  7.684940E-24  3.366583E-22  5.185533E-22  2.209388E-21  4.593177E-26  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  5.710801E-24  6.124732E-24  2.983943E-22  4.966649E-22  2.345844E-21  4.850299E-26  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  4.778235E-24  5.343329E-24  2.770457E-22  4.825570E-22  2.421022E-21  4.989906E-26  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  4.040587E-24  4.697524E-24  2.581089E-22  4.689683E-22  2.488988E-21  5.115013E-26  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  2.763086E-24  3.506632E-24  2.195826E-22  4.388355E-22  2.643774E-21  5.397783E-26  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  1.976637E-24  2.706457E-24  1.897604E-22  4.118364E-22  2.768495E-21  5.621010E-26  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  1.422177E-24  2.095973E-24  1.639884E-22  3.855092E-22  2.882129E-21  5.820610E-26  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  8.679165E-25  1.426910E-24  1.314046E-22  3.478585E-22  3.045719E-21  6.103154E-26  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  5.464058E-25  9.937961E-25  1.063586E-22  3.141752E-22  3.181998E-21  6.331179E-26  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  3.493545E-25  6.996451E-25  8.644231E-23  2.834845E-22  3.299819E-21  6.522056E-26  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  2.328590E-25  5.085216E-25  7.147158E-23  2.574768E-22  3.395662E-21  6.671999E-26  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  1.576324E-25  3.739208E-25  5.943530E-23  2.342144E-22  3.479861E-21  6.799500E-26  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  1.082495E-25  2.779095E-25  4.970161E-23  2.134044E-22  3.554176E-21  6.908313E-26  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  7.158779E-26  2.004321E-25  4.078371E-23  1.923834E-22  3.630619E-21  7.016824E-26  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  4.591162E-26  1.410343E-25  3.294438E-23  1.718528E-22  3.706795E-21  7.121085E-26  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  3.014871E-26  1.010567E-25  2.688662E-23  1.541818E-22  3.772086E-21  7.206154E-26  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  1.865357E-26  6.905602E-26  2.130427E-23  1.360901E-22  3.842443E-21  7.294575E-26  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  1.172119E-26  4.775102E-26  1.699268E-23  1.204480E-22  3.904764E-21  7.368783E-26  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  5.716587E-27  2.697792E-26  1.197715E-23  9.974134E-23  4.005505E-21  7.490740E-26  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  3.839058E-27  1.967145E-26  9.861251E-24  8.972174E-23  4.051987E-21  7.540792E-26  1.000000E-30  1.000000E-30
