 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                v42           v43           v44           v45           v46           v47           v48           v49  
     44  2.437102778700E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.185263E-29  4.956768E-28
     45  2.666254430666E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.860045E-30  3.262254E-28  2.360615E-26
     46  2.807329513827E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.038578E-29  2.343053E-27  2.037589E-25
     47  2.946719119355E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.333342E-28  1.635364E-26  1.847045E-24
     48  2.982466835475E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.780402E-28  2.795740E-26  2.995514E-24
     49  3.017238950627E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.729040E-28  4.540866E-26  5.180713E-24
     50  3.052509122072E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.702086E-28  7.427835E-26  9.050758E-24
     51  3.066477686677E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.024687E-27  9.008059E-26  1.126582E-23
     52  3.080037159611E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.200701E-27  1.086325E-25  1.393562E-23
     53  3.111325257314E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.724554E-27  1.667910E-25  2.269547E-23
     54  3.147800645819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.606199E-27  2.725683E-25  3.974494E-23
     55  3.181357346897E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.198055E-30  3.776676E-27  4.245490E-25  6.599546E-23
     56  3.217197145871E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.685447E-30  5.563071E-27  6.755555E-25  1.124749E-22
     57  3.249951277145E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.269378E-30  7.868539E-27  1.025321E-24  1.817985E-22
     58  3.262595809504E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.539598E-30  8.981485E-27  1.202620E-24  2.184893E-22
     59  3.272641576722E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.777576E-30  9.979400E-27  1.365494E-24  2.529508E-22
     60  3.304841700500E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.683134E-30  1.394702E-26  2.045321E-24  4.033089E-22
     61  3.362823507679E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.016714E-30  2.524098E-26  4.188612E-24  9.241727E-22
     62  3.417743618412E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.418797E-30  4.396687E-26  8.198149E-24  2.013447E-21
     63  3.448472684867E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.203399E-29  5.986948E-26  1.190606E-23  3.105155E-21
     64  3.459225947862E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.310798E-29  6.672055E-26  1.356950E-23  3.613959E-21
     65  3.468161085917E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.407529E-29  7.302875E-26  1.513168E-23  4.101076E-21
     66  3.501586344154E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.833860E-29  1.024242E-25  2.274507E-23  6.581260E-21
     67  3.563385967804E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.971433E-29  1.918020E-25  4.829400E-23  1.575915E-20
     68  3.619390900501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.575298E-29  3.401878E-25  9.584381E-23  3.487438E-20
     69  3.661379630041E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.310162E-29  5.247385E-25  1.605624E-22  6.336416E-20
     70  3.704099468238E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.747447E-29  8.194950E-25  2.724072E-22  1.166921E-19
     71  3.731378163516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.075430E-28  1.090720E-24  3.819888E-22  1.723544E-19
     72  3.757630769329E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.309443E-28  1.437124E-24  5.289089E-22  2.507227E-19
     73  3.788075418501E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.640754E-28  1.979728E-24  7.712273E-22  3.868417E-19
     74  3.819794660071E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.067827E-28  2.764220E-24  1.141637E-21  6.067688E-19
     75  3.838080203158E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.358514E-28  3.350264E-24  1.430541E-21  7.857248E-19
     76  3.859219912978E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.744608E-28  4.188062E-24  1.858265E-21  1.059893E-18
     77  3.884096228080E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.272264E-28  5.443204E-24  2.525690E-21  1.504965E-18
     78  3.907668434759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.855338E-28  6.972697E-24  3.374005E-21  2.094073E-18
     79  3.934936577490E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.645550E-28  9.274869E-24  4.708682E-21  3.061057E-18
     80  3.961640452516E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.557900E-28  1.224675E-23  6.513027E-21  4.426970E-18
     81  3.991996766101E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.789034E-28  1.676413E-23  9.392603E-21  6.709876E-18
     82  4.019473378510E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.110810E-28  2.222775E-23  1.304746E-20  9.742518E-18
     83  4.046928694587E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.667210E-28  2.942092E-23  1.808504E-20  1.410634E-17
     84  4.074955599116E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.153607E-27  3.908425E-23  2.517140E-20  2.051702E-17
     85  4.099011663524E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.339569E-27  4.975208E-23  3.333288E-20  2.820354E-17
     86  4.118445936105E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.509243E-27  6.034921E-23  4.172870E-20  3.638071E-17
     87  4.137235583218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.691688E-27  7.261266E-23  5.174668E-20  4.643334E-17
     88  4.152714488067E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.856938E-27  8.445449E-23  6.168448E-20  5.667520E-17
     89  4.165981986900E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.010311E-27  9.603611E-23  7.162381E-20  6.715237E-17
     90  4.188596337322E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.299189E-27  1.192927E-22  9.214921E-20  8.942549E-17
     91  4.208159634323E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.580729E-27  1.436193E-22  1.143031E-19  1.142847E-16
     92  4.230932596557E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.951575E-27  1.778799E-22  1.464866E-19  1.516639E-16
     93  4.251598135750E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.335280E-27  2.156502E-22  1.830599E-19  1.956713E-16
     94  4.274368410830E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.818548E-27  2.660872E-22  2.333121E-19  2.583805E-16
     95  4.294191711445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.300426E-27  3.190517E-22  2.874563E-19  3.284179E-16
     96  4.316569238790E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.926589E-27  3.910885E-22  3.628147E-19  4.295191E-16
     97  4.339365876136E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.672664E-27  4.806637E-22  4.585450E-19  5.631297E-16
     98  4.362382833621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.560737E-27  5.913134E-22  5.789133E-19  7.381230E-16
     99  4.384703699487E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.579216E-27  7.221772E-22  7.231561E-19  9.566113E-16
    100  4.408801045744E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.887988E-27  8.948549E-22  9.151463E-19  1.260244E-15
    101  4.430336182063E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.027501E-26  1.082032E-21  1.124209E-18  1.605474E-15
    102  4.453208602613E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.199988E-26  1.319596E-21  1.389611E-18  2.063400E-15
    103  4.474836808964E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.387568E-26  1.583669E-21  1.683936E-18  2.595183E-15
    104  4.497736119052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.609750E-26  1.904933E-21  2.040913E-18  3.272764E-15
    105  4.517199675598E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.812364E-26  2.207764E-21  2.376958E-18  3.943637E-15
    106  4.536038532241E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.012440E-26  2.519311E-21  2.723627E-18  4.671472E-15
    107  4.552484255766E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.182488E-26  2.797866E-21  3.035920E-18  5.361697E-15
    108  4.581275722245E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.445125E-26  3.271114E-21  3.578179E-18  6.655480E-15
    109  4.603616864208E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.596582E-26  3.596805E-21  3.968553E-18  7.688963E-15
    110  4.624194314299E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.679374E-26  3.839615E-21  4.281630E-18  8.617931E-15
    111  4.641297951594E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.703786E-26  3.990865E-21  4.498454E-18  9.349134E-15
    112  4.656990459822E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.690390E-26  4.084600E-21  4.657119E-18  9.970201E-15
    113  4.671253119976E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.650001E-26  4.131146E-21  4.765496E-18  1.048309E-14
    114  4.684580987606E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.590205E-26  4.141815E-21  4.835236E-18  1.091172E-14
    115  4.697520204195E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.514284E-26  4.123202E-21  4.874079E-18  1.127721E-14
    116  4.709649788536E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.429534E-26  4.081608E-21  4.885500E-18  1.157249E-14
    117  4.721637454993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.335205E-26  4.019593E-21  4.874225E-18  1.181844E-14
    118  4.732862910872E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.239335E-26  3.944641E-21  4.844625E-18  1.200736E-14
    119  4.750539400184E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.078004E-26  3.798355E-21  4.764129E-18  1.222507E-14
    120  4.767210524850E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.919060E-26  3.634659E-21  4.654861E-18  1.234460E-14
    121  4.783406579930E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.762836E-26  3.457774E-21  4.522670E-18  1.238581E-14
    122  4.799263518131E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.611362E-26  3.272399E-21  4.372630E-18  1.235951E-14
    123  4.815339657435E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.461165E-26  3.075359E-21  4.202648E-18  1.226836E-14
    124  4.832264594384E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.310200E-26  2.864466E-21  4.010534E-18  1.211340E-14
    125  4.849826454798E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.163036E-26  2.646018E-21  3.801336E-18  1.189636E-14
    126  4.867786870736E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.023701E-26  2.426676E-21  3.581240E-18  1.162334E-14
    127  4.885872256535E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.954119E-27  2.212913E-21  3.357085E-18  1.130427E-14
    128  4.903755607841E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.805182E-27  2.010710E-21  3.136031E-18  1.095252E-14
    129  4.921259737621E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.793359E-27  1.823065E-21  2.922640E-18  1.057964E-14
    130  4.938368810460E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.907577E-27  1.650336E-21  2.718695E-18  1.019314E-14
    131  4.955132280349E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.132920E-27  1.491781E-21  2.524612E-18  9.797686E-15
    132  4.971624312404E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.454641E-27  1.346264E-21  2.340151E-18  9.396091E-15
    133  4.987811857735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.863482E-27  1.213475E-21  2.165991E-18  8.992815E-15
    134  5.003799836445E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.343478E-27  1.091202E-21  2.000202E-18  8.584958E-15
    135  5.019682549602E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.886957E-27  9.789555E-22  1.842879E-18  8.175747E-15
    136  5.035511419132E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.486181E-27  8.759433E-22  1.693644E-18  7.766083E-15
    137  5.051299755300E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.135030E-27  7.815989E-22  1.552367E-18  7.357284E-15
    138  5.067010535678E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.828859E-27  6.956189E-22  1.419277E-18  6.951724E-15
    139  5.082726902819E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.561189E-27  6.170471E-22  1.293538E-18  6.548481E-15
    140  5.098506829486E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.327054E-27  5.451854E-22  1.174606E-18  6.147183E-15
    141  5.114361869269E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.122817E-27  4.796131E-22  1.062326E-18  5.748586E-15
    142  5.130328078870E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.449360E-28  4.198400E-22  9.563779E-19  5.352819E-15
    143  5.146205644840E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.924295E-28  3.661858E-22  8.578978E-19  4.965760E-15
    144  5.162089365231E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.612731E-28  3.178654E-22  7.660360E-19  4.585966E-15
    145  5.177902725711E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.493767E-28  2.746851E-22  6.809892E-19  4.216167E-15
    146  5.193558292952E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.543347E-28  2.362616E-22  6.026082E-19  3.857693E-15
    147  5.207655208218E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.808683E-28  2.052106E-22  5.370799E-19  3.543514E-15
    148  5.220437120847E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.230858E-28  1.797868E-22  4.817425E-19  3.266722E-15
    149  5.240275279905E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.479487E-28  1.450883E-22  4.033298E-19  2.854080E-15
    150  5.258707116153E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.917337E-28  1.175829E-22  3.383536E-19  2.491270E-15
    151  5.276353482958E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.482685E-28  9.512245E-23  2.830110E-19  2.164718E-15
    152  5.293536770993E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.141637E-28  7.654424E-23  2.353308E-19  1.868217E-15
    153  5.310288915571E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.749600E-29  6.125196E-23  1.944957E-19  1.601177E-15
    154  5.325369291828E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.818351E-29  4.962931E-23  1.622799E-19  1.380479E-15
    155  5.339308966526E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.367696E-29  4.050813E-23  1.361259E-19  1.193686E-15
    156  5.362726198018E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.523206E-29  2.825667E-23  9.945712E-20  9.178609E-16
    157  5.383816121000E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.358502E-29  1.998728E-23  7.340398E-20  7.095012E-16
    158  5.403768730975E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.582694E-29  1.413199E-23  5.405755E-20  5.459798E-16
    159  5.422986619970E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.059972E-29  9.951842E-24  3.960407E-20  4.173412E-16
    160  5.440569294967E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.245145E-30  7.119769E-24  2.938434E-20  3.219350E-16
    161  5.456994612052E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.021125E-30  5.146673E-24  2.197873E-20  2.497309E-16
    162  5.485681963417E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.586731E-30  2.847705E-24  1.290509E-20  1.562604E-16
    163  5.511708850657E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.384448E-30  1.620349E-24  7.750895E-21  9.945524E-17
    164  5.536560227933E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.259258E-25  4.661755E-21  6.322681E-17
    165  5.559867087093E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.384782E-25  2.842782E-21  4.061585E-17
    166  5.582344501454E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.141368E-25  1.735628E-21  2.607963E-17
    167  5.608267729631E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.660141E-25  9.659407E-22  1.538390E-17
    168  5.632179590432E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.090339E-26  5.544443E-22  9.318453E-18
    169  5.658568452696E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.617728E-26  2.964060E-22  5.286116E-18
    170  5.682194908758E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.492198E-26  1.673486E-22  3.147564E-18
    171  5.707748662895E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.267595E-26  8.929701E-23  1.779140E-18
    172  5.730159219632E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.964185E-27  5.112191E-23  1.071354E-18
    173  5.769211250520E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.433680E-27  1.912800E-23  4.376846E-19
    174  5.804755660481E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.301061E-28  7.739015E-24  1.919283E-19
    175  5.837706807704E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.867890E-28  3.353514E-24  8.956370E-20
    176  5.868213309337E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.766587E-28  1.563217E-24  4.468608E-20
    177  5.897372529375E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.760080E-29  7.695137E-25  2.344092E-20
    178  5.927019313219E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.611627E-29  3.872538E-25  1.255679E-20
    179  5.955970264735E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.689931E-29  2.073472E-25  7.126860E-21
