 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                mn59          mn60          mn61          mn62          mn63          mn64          mn65          mn66 
     27  8.489118412102E-05  1.000115E-30  1.000102E-30  1.000130E-30  1.000281E-30  1.000254E-30  1.000000E-30  1.000000E-30  1.057896E-30
     28  9.570255892797E-05  1.000130E-30  1.000115E-30  1.000147E-30  1.000317E-30  1.000286E-30  1.000000E-30  1.000000E-30  1.065266E-30
     29  1.070853065563E-04  1.000145E-30  1.000129E-30  1.000164E-30  1.000354E-30  1.000320E-30  1.000000E-30  1.000000E-30  1.073024E-30
     30  1.190882425669E-04  1.000162E-30  1.000143E-30  1.000183E-30  1.000394E-30  1.000356E-30  1.000000E-30  1.000000E-30  1.081204E-30
     31  1.366291075688E-04  1.000185E-30  1.000164E-30  1.000210E-30  1.000452E-30  1.000409E-30  1.000000E-30  1.000000E-30  1.093155E-30
     32  1.695708820900E-04  1.000230E-30  1.000204E-30  1.000261E-30  1.000562E-30  1.000508E-30  1.000000E-30  1.000000E-30  1.115595E-30
     33  1.992873377730E-04  1.000270E-30  1.000240E-30  1.000307E-30  1.000660E-30  1.000598E-30  1.000000E-30  1.000000E-30  1.135830E-30
     34  2.264248739983E-04  1.000307E-30  1.000272E-30  1.000349E-30  1.000750E-30  1.000680E-30  1.000000E-30  1.000000E-30  1.154304E-30
     35  2.515933231106E-04  1.000341E-30  1.000303E-30  1.000387E-30  1.000834E-30  1.000756E-30  1.000000E-30  1.000000E-30  1.171433E-30
     36  2.753099894686E-04  1.000374E-30  1.000331E-30  1.000424E-30  1.000913E-30  1.000828E-30  1.000000E-30  1.000000E-30  1.187569E-30
     37  2.979926919870E-04  1.000405E-30  1.000358E-30  1.000459E-30  1.000989E-30  1.000897E-30  1.000000E-30  1.000000E-30  1.202998E-30
     38  3.199702121451E-04  1.000434E-30  1.000385E-30  1.000493E-30  1.001062E-30  1.000963E-30  1.000000E-30  1.000000E-30  1.217943E-30
     39  3.524429751724E-04  1.000479E-30  1.000424E-30  1.000544E-30  1.001170E-30  1.001062E-30  1.000000E-30  1.000000E-30  1.240019E-30
     40  3.836809895565E-04  1.000521E-30  1.000462E-30  1.000592E-30  1.001275E-30  1.001157E-30  1.000000E-30  1.000000E-30  1.261249E-30
     41  4.138876583201E-04  1.000562E-30  1.000498E-30  1.000639E-30  1.001376E-30  1.001249E-30  1.000000E-30  1.000000E-30  1.281770E-30
     42  4.432651277490E-04  1.000602E-30  1.000533E-30  1.000685E-30  1.001474E-30  1.001339E-30  1.000000E-30  1.000000E-30  1.301722E-30
     43  4.720041568584E-04  1.000641E-30  1.000568E-30  1.000730E-30  1.001570E-30  1.001427E-30  1.000000E-30  1.000000E-30  1.321235E-30
     44  5.002792532552E-04  1.000680E-30  1.000602E-30  1.000774E-30  1.001665E-30  1.001514E-30  1.000000E-30  1.000000E-30  1.340426E-30
     45  5.282472522620E-04  1.000718E-30  1.000636E-30  1.000818E-30  1.001759E-30  1.001600E-30  1.000000E-30  1.000000E-30  1.359403E-30
     46  5.560479783168E-04  1.000756E-30  1.000669E-30  1.000861E-30  1.001852E-30  1.001686E-30  1.000000E-30  1.000000E-30  1.378261E-30
     47  5.838060709037E-04  1.000794E-30  1.000702E-30  1.000905E-30  1.001945E-30  1.001771E-30  1.000000E-30  1.000000E-30  1.397084E-30
     48  6.116334118686E-04  1.000831E-30  1.000736E-30  1.000948E-30  1.002039E-30  1.001857E-30  1.000000E-30  1.000000E-30  1.415949E-30
     49  6.396318340541E-04  1.000870E-30  1.000770E-30  1.000992E-30  1.002133E-30  1.001944E-30  1.000000E-30  1.000000E-30  1.434923E-30
     50  6.678959636874E-04  1.000908E-30  1.000804E-30  1.001037E-30  1.002228E-30  1.002031E-30  1.000000E-30  1.000000E-30  1.454072E-30
     51  6.965161747902E-04  1.000947E-30  1.000838E-30  1.001082E-30  1.002325E-30  1.002120E-30  1.000000E-30  1.000000E-30  1.473457E-30
     52  7.255817382538E-04  1.000987E-30  1.000873E-30  1.001127E-30  1.002423E-30  1.002210E-30  1.000000E-30  1.000000E-30  1.493136E-30
     53  7.551843574001E-04  1.001027E-30  1.000909E-30  1.001174E-30  1.002523E-30  1.002302E-30  1.000000E-30  1.000000E-30  1.513173E-30
     54  7.854224313090E-04  1.001068E-30  1.000945E-30  1.001222E-30  1.002625E-30  1.002396E-30  1.000000E-30  1.000000E-30  1.533634E-30
     55  8.164066374138E-04  1.001111E-30  1.000983E-30  1.001271E-30  1.002730E-30  1.002493E-30  1.000000E-30  1.000000E-30  1.554592E-30
     56  8.482679080764E-04  1.001154E-30  1.001021E-30  1.001321E-30  1.002838E-30  1.002593E-30  1.000000E-30  1.000000E-30  1.576137E-30
     57  8.811699017317E-04  1.001199E-30  1.001061E-30  1.001373E-30  1.002949E-30  1.002696E-30  1.000000E-30  1.000000E-30  1.598377E-30
     58  9.153304977871E-04  1.001246E-30  1.001102E-30  1.001427E-30  1.003065E-30  1.002803E-30  1.000000E-30  1.000000E-30  1.621460E-30
     59  9.510634923056E-04  1.001295E-30  1.001145E-30  1.001484E-30  1.003186E-30  1.002916E-30  1.000000E-30  1.000000E-30  1.645596E-30
     60  9.888739022907E-04  1.001346E-30  1.001190E-30  1.001544E-30  1.003315E-30  1.003035E-30  1.000000E-30  1.000000E-30  1.671125E-30
     61  1.029744313280E-03  1.001402E-30  1.001240E-30  1.001609E-30  1.003454E-30  1.003164E-30  1.000000E-30  1.000000E-30  1.698708E-30
     62  1.076805333108E-03  1.001467E-30  1.001296E-30  1.001684E-30  1.003614E-30  1.003313E-30  1.000000E-30  1.000000E-30  1.730455E-30
     63  1.127478238084E-03  1.001536E-30  1.001357E-30  1.001765E-30  1.003787E-30  1.003474E-30  1.000000E-30  1.000000E-30  1.764619E-30
     64  1.179263354774E-03  1.001607E-30  1.001420E-30  1.001848E-30  1.003964E-30  1.003639E-30  1.000000E-30  1.000000E-30  1.799515E-30
     65  1.231720185468E-03  1.001679E-30  1.001483E-30  1.001932E-30  1.004144E-30  1.003806E-30  1.000000E-30  1.000000E-30  1.834843E-30
     66  1.284679788904E-03  1.001751E-30  1.001547E-30  1.002017E-30  1.004326E-30  1.003976E-30  1.000000E-30  1.000000E-30  1.870489E-30
     67  1.338068714676E-03  1.001825E-30  1.001611E-30  1.002103E-30  1.004509E-30  1.004147E-30  1.000000E-30  1.000000E-30  1.906403E-30
     68  1.391852718980E-03  1.001898E-30  1.001676E-30  1.002189E-30  1.004694E-30  1.004320E-30  1.000000E-30  1.000001E-30  1.942562E-30
     69  1.446014888479E-03  1.001973E-30  1.001742E-30  1.002277E-30  1.004880E-30  1.004495E-30  1.000000E-30  1.000003E-30  1.978955E-30
     70  1.500546342624E-03  1.002048E-30  1.001807E-30  1.002365E-30  1.005069E-30  1.004672E-30  1.000000E-30  1.000006E-30  2.015573E-30
     71  1.555442065896E-03  1.002123E-30  1.001874E-30  1.002454E-30  1.005258E-30  1.004850E-30  1.000000E-30  1.000011E-30  2.052415E-30
     72  1.610698967280E-03  1.002199E-30  1.001940E-30  1.002544E-30  1.005450E-30  1.005031E-30  1.000000E-30  1.000018E-30  2.089477E-30
     73  1.666314948699E-03  1.002275E-30  1.002007E-30  1.002634E-30  1.005642E-30  1.005212E-30  1.000000E-30  1.000026E-30  2.126757E-30
     74  1.722288445659E-03  1.002352E-30  1.002075E-30  1.002725E-30  1.005837E-30  1.005396E-30  1.000000E-30  1.000035E-30  2.164254E-30
     75  1.778618195039E-03  1.002430E-30  1.002143E-30  1.002817E-30  1.006033E-30  1.005581E-30  1.000000E-30  1.000046E-30  2.201967E-30
     76  1.835303663832E-03  1.002508E-30  1.002211E-30  1.002910E-30  1.006230E-30  1.005768E-30  1.000000E-30  1.000059E-30  2.239895E-30
     77  1.892344396716E-03  1.002587E-30  1.002280E-30  1.003004E-30  1.006429E-30  1.005957E-30  1.000000E-30  1.000073E-30  2.278037E-30
     78  1.949739812628E-03  1.002666E-30  1.002350E-30  1.003098E-30  1.006630E-30  1.006148E-30  1.000000E-30  1.000089E-30  2.316392E-30
     79  2.007489276907E-03  1.002745E-30  1.002419E-30  1.003193E-30  1.006832E-30  1.006340E-30  1.000000E-30  1.000107E-30  2.354961E-30
     80  2.065592139419E-03  1.002825E-30  1.002490E-30  1.003289E-30  1.007036E-30  1.006534E-30  1.000000E-30  1.000126E-30  2.393740E-30
     81  2.124047755162E-03  1.002906E-30  1.002560E-30  1.003386E-30  1.007241E-30  1.006730E-30  1.000000E-30  1.000147E-30  2.432731E-30
     82  2.182855495215E-03  1.002987E-30  1.002631E-30  1.003483E-30  1.007448E-30  1.006928E-30  1.000000E-30  1.000170E-30  2.471931E-30
     83  2.242014752368E-03  1.003069E-30  1.002703E-30  1.003582E-30  1.007657E-30  1.007127E-30  1.000000E-30  1.000195E-30  2.511341E-30
     84  2.301524943777E-03  1.003151E-30  1.002775E-30  1.003681E-30  1.007867E-30  1.007328E-30  1.000000E-30  1.000221E-30  2.550959E-30
     85  2.361385511936E-03  1.003234E-30  1.002847E-30  1.003780E-30  1.008079E-30  1.007532E-30  1.000000E-30  1.000249E-30  2.590784E-30
     86  2.421595924701E-03  1.003318E-30  1.002920E-30  1.003881E-30  1.008292E-30  1.007737E-30  1.000000E-30  1.000279E-30  2.630816E-30
     87  2.482155674804E-03  1.003401E-30  1.002993E-30  1.003982E-30  1.008507E-30  1.007943E-30  1.000000E-30  1.000311E-30  2.671055E-30
     88  2.543064279071E-03  1.003486E-30  1.003067E-30  1.004085E-30  1.008723E-30  1.008152E-30  1.000000E-30  1.000345E-30  2.711498E-30
     89  2.604321277494E-03  1.003571E-30  1.003141E-30  1.004188E-30  1.008942E-30  1.008363E-30  1.000000E-30  1.000381E-30  2.752146E-30
     90  2.665926232237E-03  1.003656E-30  1.003215E-30  1.004291E-30  1.009162E-30  1.008575E-30  1.000000E-30  1.000419E-30  2.792997E-30
     91  2.727878734382E-03  1.003742E-30  1.003290E-30  1.004396E-30  1.009383E-30  1.008789E-30  1.000000E-30  1.000459E-30  2.834051E-30
     92  2.790178404165E-03  1.003829E-30  1.003366E-30  1.004501E-30  1.009606E-30  1.009006E-30  1.000000E-30  1.000501E-30  2.875308E-30
     93  2.852824875480E-03  1.003916E-30  1.003442E-30  1.004608E-30  1.009831E-30  1.009224E-30  1.000000E-30  1.000545E-30  2.916766E-30
     94  2.915817796872E-03  1.004003E-30  1.003518E-30  1.004715E-30  1.010057E-30  1.009444E-30  1.000000E-30  1.000591E-30  2.958426E-30
     95  2.979156831833E-03  1.004091E-30  1.003595E-30  1.004823E-30  1.010285E-30  1.009666E-30  1.000000E-30  1.000639E-30  3.000285E-30
