 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                rh108         rh109         rh110         rh111         rh112         rh113         rh114         rh115
     27  8.489118412102E-05  1.000000E-30  1.000001E-30  1.000000E-30  1.000022E-30  1.000017E-30  1.000053E-30  1.000079E-30  1.000020E-30
     28  9.570255892797E-05  1.000000E-30  1.000001E-30  1.000000E-30  1.000025E-30  1.000019E-30  1.000059E-30  1.000089E-30  1.000023E-30
     29  1.070853065563E-04  1.000000E-30  1.000001E-30  1.000000E-30  1.000028E-30  1.000021E-30  1.000066E-30  1.000100E-30  1.000025E-30
     30  1.190882425669E-04  1.000000E-30  1.000001E-30  1.000000E-30  1.000031E-30  1.000023E-30  1.000074E-30  1.000111E-30  1.000028E-30
     31  1.366291075688E-04  1.000000E-30  1.000002E-30  1.000000E-30  1.000036E-30  1.000027E-30  1.000085E-30  1.000128E-30  1.000032E-30
     32  1.695708820900E-04  1.000000E-30  1.000002E-30  1.000000E-30  1.000045E-30  1.000033E-30  1.000105E-30  1.000158E-30  1.000040E-30
     33  1.992873377730E-04  1.000000E-30  1.000002E-30  1.000000E-30  1.000053E-30  1.000039E-30  1.000123E-30  1.000186E-30  1.000047E-30
     34  2.264248739983E-04  1.000000E-30  1.000003E-30  1.000000E-30  1.000060E-30  1.000044E-30  1.000140E-30  1.000211E-30  1.000054E-30
     35  2.515933231106E-04  1.000000E-30  1.000003E-30  1.000000E-30  1.000066E-30  1.000049E-30  1.000156E-30  1.000235E-30  1.000060E-30
     36  2.753099894686E-04  1.000000E-30  1.000003E-30  1.000000E-30  1.000073E-30  1.000054E-30  1.000170E-30  1.000257E-30  1.000065E-30
     37  2.979926919870E-04  1.000000E-30  1.000003E-30  1.000000E-30  1.000079E-30  1.000058E-30  1.000185E-30  1.000278E-30  1.000071E-30
     38  3.199702121451E-04  1.000000E-30  1.000004E-30  1.000000E-30  1.000084E-30  1.000062E-30  1.000198E-30  1.000299E-30  1.000076E-30
     39  3.524429751724E-04  1.000000E-30  1.000004E-30  1.000000E-30  1.000093E-30  1.000069E-30  1.000218E-30  1.000329E-30  1.000084E-30
     40  3.836809895565E-04  1.000000E-30  1.000004E-30  1.000000E-30  1.000101E-30  1.000075E-30  1.000238E-30  1.000358E-30  1.000091E-30
     41  4.138876583201E-04  1.000000E-30  1.000005E-30  1.000000E-30  1.000109E-30  1.000081E-30  1.000256E-30  1.000387E-30  1.000099E-30
     42  4.432651277490E-04  1.000000E-30  1.000005E-30  1.000000E-30  1.000117E-30  1.000087E-30  1.000275E-30  1.000414E-30  1.000106E-30
     43  4.720041568584E-04  1.000000E-30  1.000005E-30  1.000000E-30  1.000125E-30  1.000092E-30  1.000292E-30  1.000441E-30  1.000113E-30
     44  5.002792532552E-04  1.000000E-30  1.000006E-30  1.000000E-30  1.000132E-30  1.000098E-30  1.000310E-30  1.000467E-30  1.000119E-30
     45  5.282472522620E-04  1.000000E-30  1.000006E-30  1.000000E-30  1.000140E-30  1.000103E-30  1.000327E-30  1.000493E-30  1.000126E-30
     46  5.560479783168E-04  1.000000E-30  1.000006E-30  1.000000E-30  1.000147E-30  1.000109E-30  1.000345E-30  1.000519E-30  1.000133E-30
     47  5.838060709037E-04  1.000000E-30  1.000007E-30  1.000000E-30  1.000154E-30  1.000114E-30  1.000362E-30  1.000545E-30  1.000140E-30
     48  6.116334118686E-04  1.000000E-30  1.000007E-30  1.000000E-30  1.000162E-30  1.000120E-30  1.000379E-30  1.000571E-30  1.000146E-30
     49  6.396318340541E-04  1.000000E-30  1.000007E-30  1.000000E-30  1.000169E-30  1.000125E-30  1.000396E-30  1.000598E-30  1.000153E-30
     50  6.678959636874E-04  1.000000E-30  1.000008E-30  1.000000E-30  1.000176E-30  1.000131E-30  1.000414E-30  1.000624E-30  1.000160E-30
     51  6.965161747902E-04  1.000000E-30  1.000008E-30  1.000000E-30  1.000184E-30  1.000136E-30  1.000432E-30  1.000651E-30  1.000167E-30
     52  7.255817382538E-04  1.000000E-30  1.000008E-30  1.000000E-30  1.000192E-30  1.000142E-30  1.000450E-30  1.000678E-30  1.000174E-30
     53  7.551843574001E-04  1.000000E-30  1.000009E-30  1.000000E-30  1.000200E-30  1.000148E-30  1.000468E-30  1.000706E-30  1.000181E-30
     54  7.854224313090E-04  1.000000E-30  1.000009E-30  1.000000E-30  1.000208E-30  1.000154E-30  1.000487E-30  1.000734E-30  1.000188E-30
     55  8.164066374138E-04  1.000000E-30  1.000009E-30  1.000000E-30  1.000216E-30  1.000160E-30  1.000506E-30  1.000763E-30  1.000196E-30
     56  8.482679080764E-04  1.000000E-30  1.000010E-30  1.000000E-30  1.000224E-30  1.000166E-30  1.000526E-30  1.000793E-30  1.000204E-30
     57  8.811699017317E-04  1.000000E-30  1.000010E-30  1.000000E-30  1.000233E-30  1.000172E-30  1.000546E-30  1.000824E-30  1.000212E-30
     58  9.153304977871E-04  1.000000E-30  1.000010E-30  1.000000E-30  1.000242E-30  1.000179E-30  1.000568E-30  1.000856E-30  1.000220E-30
     59  9.510634923056E-04  1.000000E-30  1.000011E-30  1.000000E-30  1.000251E-30  1.000186E-30  1.000590E-30  1.000889E-30  1.000229E-30
     60  9.888739022907E-04  1.000000E-30  1.000011E-30  1.000000E-30  1.000261E-30  1.000193E-30  1.000613E-30  1.000925E-30  1.000238E-30
     61  1.029744313280E-03  1.000000E-30  1.000012E-30  1.000000E-30  1.000272E-30  1.000201E-30  1.000639E-30  1.000963E-30  1.000248E-30
     62  1.076805333108E-03  1.000000E-30  1.000012E-30  1.000000E-30  1.000285E-30  1.000211E-30  1.000668E-30  1.001007E-30  1.000260E-30
     63  1.127478238084E-03  1.000000E-30  1.000013E-30  1.000000E-30  1.000298E-30  1.000221E-30  1.000699E-30  1.001055E-30  1.000272E-30
     64  1.179263354774E-03  1.000000E-30  1.000013E-30  1.000000E-30  1.000312E-30  1.000231E-30  1.000732E-30  1.001103E-30  1.000285E-30
     65  1.231720185468E-03  1.000000E-30  1.000014E-30  1.000000E-30  1.000326E-30  1.000241E-30  1.000764E-30  1.001152E-30  1.000298E-30
     66  1.284679788904E-03  1.000000E-30  1.000015E-30  1.000000E-30  1.000340E-30  1.000251E-30  1.000797E-30  1.001202E-30  1.000311E-30
     67  1.338068714676E-03  1.000000E-30  1.000015E-30  1.000000E-30  1.000354E-30  1.000262E-30  1.000830E-30  1.001252E-30  1.000324E-30
     68  1.391852718980E-03  1.000000E-30  1.000016E-30  1.000000E-30  1.000368E-30  1.000272E-30  1.000864E-30  1.001303E-30  1.000338E-30
     69  1.446014888479E-03  1.000000E-30  1.000017E-30  1.000000E-30  1.000382E-30  1.000283E-30  1.000898E-30  1.001354E-30  1.000351E-30
     70  1.500546342624E-03  1.000000E-30  1.000017E-30  1.000000E-30  1.000397E-30  1.000294E-30  1.000932E-30  1.001405E-30  1.000365E-30
     71  1.555442065896E-03  1.000000E-30  1.000018E-30  1.000000E-30  1.000411E-30  1.000304E-30  1.000966E-30  1.001456E-30  1.000378E-30
     72  1.610698967280E-03  1.000000E-30  1.000018E-30  1.000000E-30  1.000426E-30  1.000315E-30  1.001000E-30  1.001508E-30  1.000392E-30
     73  1.666314948699E-03  1.000000E-30  1.000019E-30  1.000000E-30  1.000441E-30  1.000326E-30  1.001035E-30  1.001560E-30  1.000406E-30
     74  1.722288445659E-03  1.000000E-30  1.000020E-30  1.000000E-30  1.000456E-30  1.000337E-30  1.001070E-30  1.001613E-30  1.000420E-30
     75  1.778618195039E-03  1.000000E-30  1.000020E-30  1.000000E-30  1.000470E-30  1.000348E-30  1.001105E-30  1.001666E-30  1.000434E-30
     76  1.835303663832E-03  1.000000E-30  1.000021E-30  1.000000E-30  1.000486E-30  1.000359E-30  1.001140E-30  1.001719E-30  1.000449E-30
     77  1.892344396716E-03  1.000000E-30  1.000022E-30  1.000000E-30  1.000501E-30  1.000371E-30  1.001176E-30  1.001773E-30  1.000463E-30
     78  1.949739812628E-03  1.000000E-30  1.000022E-30  1.000000E-30  1.000516E-30  1.000382E-30  1.001212E-30  1.001827E-30  1.000477E-30
     79  2.007489276907E-03  1.000000E-30  1.000023E-30  1.000000E-30  1.000531E-30  1.000393E-30  1.001248E-30  1.001881E-30  1.000492E-30
     80  2.065592139419E-03  1.000000E-30  1.000024E-30  1.000000E-30  1.000547E-30  1.000405E-30  1.001284E-30  1.001936E-30  1.000507E-30
     81  2.124047755162E-03  1.000000E-30  1.000024E-30  1.000000E-30  1.000562E-30  1.000416E-30  1.001320E-30  1.001991E-30  1.000522E-30
     82  2.182855495215E-03  1.000000E-30  1.000025E-30  1.000000E-30  1.000578E-30  1.000428E-30  1.001357E-30  1.002046E-30  1.000537E-30
     83  2.242014752368E-03  1.000000E-30  1.000026E-30  1.000000E-30  1.000593E-30  1.000439E-30  1.001394E-30  1.002102E-30  1.000552E-30
     84  2.301524943777E-03  1.000000E-30  1.000026E-30  1.000000E-30  1.000609E-30  1.000451E-30  1.001431E-30  1.002158E-30  1.000567E-30
     85  2.361385511936E-03  1.000000E-30  1.000027E-30  1.000000E-30  1.000625E-30  1.000463E-30  1.001469E-30  1.002215E-30  1.000582E-30
     86  2.421595924701E-03  1.000000E-30  1.000028E-30  1.000000E-30  1.000641E-30  1.000475E-30  1.001506E-30  1.002271E-30  1.000598E-30
     87  2.482155674804E-03  1.000000E-30  1.000028E-30  1.000000E-30  1.000657E-30  1.000487E-30  1.001544E-30  1.002329E-30  1.000614E-30
     88  2.543064279071E-03  1.000000E-30  1.000029E-30  1.000000E-30  1.000673E-30  1.000499E-30  1.001582E-30  1.002386E-30  1.000629E-30
     89  2.604321277494E-03  1.000000E-30  1.000030E-30  1.000000E-30  1.000690E-30  1.000511E-30  1.001621E-30  1.002444E-30  1.000645E-30
     90  2.665926232237E-03  1.000000E-30  1.000031E-30  1.000000E-30  1.000706E-30  1.000523E-30  1.001659E-30  1.002502E-30  1.000661E-30
     91  2.727878734382E-03  1.000000E-30  1.000031E-30  1.000000E-30  1.000722E-30  1.000535E-30  1.001698E-30  1.002560E-30  1.000677E-30
     92  2.790178404165E-03  1.000000E-30  1.000032E-30  1.000000E-30  1.000739E-30  1.000547E-30  1.001737E-30  1.002619E-30  1.000693E-30
     93  2.852824875480E-03  1.000000E-30  1.000033E-30  1.000000E-30  1.000756E-30  1.000560E-30  1.001776E-30  1.002678E-30  1.000710E-30
     94  2.915817796872E-03  1.000000E-30  1.000033E-30  1.000000E-30  1.000772E-30  1.000572E-30  1.001816E-30  1.002738E-30  1.000726E-30
     95  2.979156831833E-03  1.000000E-30  1.000034E-30  1.000000E-30  1.000789E-30  1.000585E-30  1.001855E-30  1.002798E-30  1.000743E-30
