 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                pm155         pm156         pm157         pm158         pm159         pm160         pm161         pm162
     27  8.489118412102E-05  1.000005E-30  1.000009E-30  1.000024E-30  1.177673E-27  1.000025E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000006E-30  1.000010E-30  1.000027E-30  1.327486E-27  1.000028E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000007E-30  1.000011E-30  1.000030E-30  1.485205E-27  1.000031E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000007E-30  1.000012E-30  1.000033E-30  1.652196E-27  1.000035E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000008E-30  1.000014E-30  1.000038E-30  1.898962E-27  1.000040E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.000010E-30  1.000017E-30  1.000048E-30  2.359165E-27  1.000049E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.000012E-30  1.000020E-30  1.000056E-30  2.773111E-27  1.000058E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.000014E-30  1.000023E-30  1.000064E-30  3.150374E-27  1.000066E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.000015E-30  1.000025E-30  1.000071E-30  3.499810E-27  1.000073E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.000017E-30  1.000028E-30  1.000077E-30  3.828827E-27  1.000080E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.000018E-30  1.000030E-30  1.000084E-30  4.143348E-27  1.000086E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.000020E-30  1.000032E-30  1.000090E-30  4.454945E-27  1.000093E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.000022E-30  1.000035E-30  1.000099E-30  4.908385E-27  1.000102E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.000023E-30  1.000039E-30  1.000108E-30  5.344089E-27  1.000111E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.000025E-30  1.000042E-30  1.000116E-30  5.765026E-27  1.000120E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.000027E-30  1.000045E-30  1.000125E-30  6.174120E-27  1.000129E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.000029E-30  1.000047E-30  1.000133E-30  6.574115E-27  1.000137E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.000031E-30  1.000050E-30  1.000141E-30  6.967509E-27  1.000145E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.000032E-30  1.000053E-30  1.000149E-30  7.356537E-27  1.000154E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.000034E-30  1.000056E-30  1.000156E-30  7.743188E-27  1.000162E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.000036E-30  1.000059E-30  1.000164E-30  8.129232E-27  1.000170E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.000037E-30  1.000061E-30  1.000172E-30  8.516258E-27  1.000178E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.000039E-30  1.000064E-30  1.000180E-30  8.905712E-27  1.000186E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.000041E-30  1.000067E-30  1.000188E-30  9.298940E-27  1.000194E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.000043E-30  1.000070E-30  1.000196E-30  9.697232E-27  1.000203E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.000044E-30  1.000073E-30  1.000204E-30  1.010186E-26  1.000211E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.000046E-30  1.000076E-30  1.000213E-30  1.051415E-26  1.000220E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.000048E-30  1.000079E-30  1.000221E-30  1.093551E-26  1.000229E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.000050E-30  1.000082E-30  1.000230E-30  1.136755E-26  1.000238E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.000052E-30  1.000085E-30  1.000239E-30  1.181217E-26  1.000247E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.000054E-30  1.000089E-30  1.000248E-30  1.227175E-26  1.000257E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.000056E-30  1.000092E-30  1.000258E-30  1.274949E-26  1.000267E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.000058E-30  1.000096E-30  1.000268E-30  1.324998E-26  1.000277E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.000061E-30  1.000099E-30  1.000278E-30  1.378066E-26  1.000288E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.000063E-30  1.000104E-30  1.000290E-30  1.435601E-26  1.000301E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.000066E-30  1.000108E-30  1.000303E-30  1.502222E-26  1.000314E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.000069E-30  1.000113E-30  1.000318E-30  1.574152E-26  1.000329E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.000072E-30  1.000119E-30  1.000332E-30  1.647713E-26  1.000345E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.000075E-30  1.000124E-30  1.000347E-30  1.722260E-26  1.000360E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.000079E-30  1.000129E-30  1.000362E-30  1.797543E-26  1.000376E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.000082E-30  1.000135E-30  1.000377E-30  1.873455E-26  1.000391E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.000085E-30  1.000140E-30  1.000392E-30  1.949946E-26  1.000407E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.000089E-30  1.000146E-30  1.000408E-30  2.026989E-26  1.000423E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.000092E-30  1.000151E-30  1.000423E-30  2.104573E-26  1.000439E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.000095E-30  1.000157E-30  1.000439E-30  2.182688E-26  1.000456E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.000099E-30  1.000162E-30  1.000454E-30  2.261331E-26  1.000472E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.000102E-30  1.000168E-30  1.000470E-30  2.340499E-26  1.000489E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.000106E-30  1.000174E-30  1.000486E-30  2.420187E-26  1.000505E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.000109E-30  1.000179E-30  1.000502E-30  2.500396E-26  1.000522E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.000113E-30  1.000185E-30  1.000518E-30  2.581123E-26  1.000539E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.000116E-30  1.000191E-30  1.000534E-30  2.662368E-26  1.000556E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.000120E-30  1.000197E-30  1.000550E-30  2.744129E-26  1.000573E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.000123E-30  1.000203E-30  1.000567E-30  2.826405E-26  1.000590E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.000127E-30  1.000208E-30  1.000583E-30  2.909196E-26  1.000607E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.000130E-30  1.000214E-30  1.000600E-30  2.992499E-26  1.000625E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.000134E-30  1.000220E-30  1.000616E-30  3.076313E-26  1.000642E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.000138E-30  1.000226E-30  1.000633E-30  3.160638E-26  1.000660E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.000141E-30  1.000232E-30  1.000650E-30  3.245471E-26  1.000678E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.000145E-30  1.000238E-30  1.000667E-30  3.330813E-26  1.000696E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.000149E-30  1.000245E-30  1.000684E-30  3.416660E-26  1.000714E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.000152E-30  1.000251E-30  1.000702E-30  3.503013E-26  1.000732E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.000156E-30  1.000257E-30  1.000719E-30  3.589871E-26  1.000750E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.000160E-30  1.000263E-30  1.000736E-30  3.677231E-26  1.000769E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.000164E-30  1.000269E-30  1.000754E-30  3.765094E-26  1.000787E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.000167E-30  1.000276E-30  1.000771E-30  3.853458E-26  1.000806E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.000171E-30  1.000282E-30  1.000789E-30  3.942322E-26  1.000825E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.000175E-30  1.000288E-30  1.000807E-30  4.031685E-26  1.000844E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.000179E-30  1.000295E-30  1.000825E-30  4.121546E-26  1.000863E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.000183E-30  1.000301E-30  1.000843E-30  4.211905E-26  1.000882E-30  1.000000E-30  1.000000E-30  1.000000E-30
