 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                pt207         pt208         pt209         pt210         pt211         pt212         pt213         pt214
     27  8.489118412102E-05  1.000001E-30  1.000013E-30  1.000027E-30  1.000214E-30  1.000229E-30  1.000307E-30  1.000233E-30  1.000630E-30
     28  9.570255892797E-05  1.000001E-30  1.000015E-30  1.000030E-30  1.000241E-30  1.000259E-30  1.000346E-30  1.000263E-30  1.000710E-30
     29  1.070853065563E-04  1.000001E-30  1.000017E-30  1.000034E-30  1.000270E-30  1.000289E-30  1.000387E-30  1.000294E-30  1.000794E-30
     30  1.190882425669E-04  1.000002E-30  1.000019E-30  1.000037E-30  1.000300E-30  1.000322E-30  1.000430E-30  1.000327E-30  1.000883E-30
     31  1.366291075688E-04  1.000002E-30  1.000022E-30  1.000043E-30  1.000344E-30  1.000369E-30  1.000493E-30  1.000375E-30  1.001013E-30
     32  1.695708820900E-04  1.000002E-30  1.000027E-30  1.000053E-30  1.000427E-30  1.000458E-30  1.000612E-30  1.000466E-30  1.001257E-30
     33  1.992873377730E-04  1.000003E-30  1.000032E-30  1.000062E-30  1.000502E-30  1.000538E-30  1.000720E-30  1.000548E-30  1.001478E-30
     34  2.264248739983E-04  1.000003E-30  1.000036E-30  1.000071E-30  1.000570E-30  1.000612E-30  1.000818E-30  1.000622E-30  1.001679E-30
     35  2.515933231106E-04  1.000003E-30  1.000040E-30  1.000079E-30  1.000634E-30  1.000680E-30  1.000909E-30  1.000691E-30  1.001865E-30
     36  2.753099894686E-04  1.000004E-30  1.000044E-30  1.000086E-30  1.000693E-30  1.000744E-30  1.000994E-30  1.000757E-30  1.002041E-30
     37  2.979926919870E-04  1.000004E-30  1.000047E-30  1.000093E-30  1.000750E-30  1.000805E-30  1.001076E-30  1.000819E-30  1.002209E-30
     38  3.199702121451E-04  1.000004E-30  1.000051E-30  1.000100E-30  1.000806E-30  1.000864E-30  1.001155E-30  1.000879E-30  1.002372E-30
     39  3.524429751724E-04  1.000005E-30  1.000056E-30  1.000110E-30  1.000888E-30  1.000952E-30  1.001273E-30  1.000969E-30  1.002613E-30
     40  3.836809895565E-04  1.000005E-30  1.000061E-30  1.000120E-30  1.000966E-30  1.001037E-30  1.001385E-30  1.001054E-30  1.002844E-30
     41  4.138876583201E-04  1.000006E-30  1.000066E-30  1.000130E-30  1.001042E-30  1.001118E-30  1.001495E-30  1.001137E-30  1.003068E-30
     42  4.432651277490E-04  1.000006E-30  1.000070E-30  1.000139E-30  1.001116E-30  1.001198E-30  1.001601E-30  1.001218E-30  1.003286E-30
     43  4.720041568584E-04  1.000006E-30  1.000075E-30  1.000148E-30  1.001189E-30  1.001275E-30  1.001704E-30  1.001297E-30  1.003498E-30
     44  5.002792532552E-04  1.000007E-30  1.000079E-30  1.000157E-30  1.001260E-30  1.001352E-30  1.001806E-30  1.001375E-30  1.003708E-30
     45  5.282472522620E-04  1.000007E-30  1.000084E-30  1.000166E-30  1.001330E-30  1.001427E-30  1.001907E-30  1.001452E-30  1.003915E-30
     46  5.560479783168E-04  1.000007E-30  1.000088E-30  1.000174E-30  1.001400E-30  1.001502E-30  1.002008E-30  1.001528E-30  1.004121E-30
     47  5.838060709037E-04  1.000008E-30  1.000093E-30  1.000183E-30  1.001470E-30  1.001577E-30  1.002108E-30  1.001604E-30  1.004326E-30
     48  6.116334118686E-04  1.000008E-30  1.000097E-30  1.000192E-30  1.001540E-30  1.001652E-30  1.002208E-30  1.001681E-30  1.004532E-30
     49  6.396318340541E-04  1.000009E-30  1.000101E-30  1.000201E-30  1.001611E-30  1.001728E-30  1.002309E-30  1.001758E-30  1.004740E-30
     50  6.678959636874E-04  1.000009E-30  1.000106E-30  1.000209E-30  1.001682E-30  1.001805E-30  1.002411E-30  1.001836E-30  1.004949E-30
     51  6.965161747902E-04  1.000009E-30  1.000111E-30  1.000218E-30  1.001754E-30  1.001882E-30  1.002515E-30  1.001914E-30  1.005161E-30
     52  7.255817382538E-04  1.000010E-30  1.000115E-30  1.000228E-30  1.001827E-30  1.001960E-30  1.002620E-30  1.001994E-30  1.005376E-30
     53  7.551843574001E-04  1.000010E-30  1.000120E-30  1.000237E-30  1.001902E-30  1.002040E-30  1.002726E-30  1.002076E-30  1.005595E-30
     54  7.854224313090E-04  1.000011E-30  1.000125E-30  1.000246E-30  1.001978E-30  1.002122E-30  1.002836E-30  1.002159E-30  1.005819E-30
     55  8.164066374138E-04  1.000011E-30  1.000130E-30  1.000256E-30  1.002056E-30  1.002206E-30  1.002947E-30  1.002244E-30  1.006048E-30
     56  8.482679080764E-04  1.000011E-30  1.000135E-30  1.000266E-30  1.002136E-30  1.002292E-30  1.003062E-30  1.002332E-30  1.006284E-30
     57  8.811699017317E-04  1.000012E-30  1.000140E-30  1.000276E-30  1.002219E-30  1.002381E-30  1.003181E-30  1.002422E-30  1.006528E-30
     58  9.153304977871E-04  1.000012E-30  1.000145E-30  1.000287E-30  1.002305E-30  1.002473E-30  1.003304E-30  1.002516E-30  1.006780E-30
     59  9.510634923056E-04  1.000013E-30  1.000151E-30  1.000298E-30  1.002395E-30  1.002570E-30  1.003433E-30  1.002614E-30  1.007045E-30
     60  9.888739022907E-04  1.000013E-30  1.000157E-30  1.000310E-30  1.002490E-30  1.002672E-30  1.003570E-30  1.002718E-30  1.007324E-30
     61  1.029744313280E-03  1.000014E-30  1.000163E-30  1.000323E-30  1.002593E-30  1.002782E-30  1.003717E-30  1.002831E-30  1.007627E-30
     62  1.076805333108E-03  1.000014E-30  1.000171E-30  1.000338E-30  1.002712E-30  1.002910E-30  1.003887E-30  1.002960E-30  1.007975E-30
     63  1.127478238084E-03  1.000015E-30  1.000179E-30  1.000354E-30  1.002839E-30  1.003047E-30  1.004070E-30  1.003099E-30  1.008350E-30
     64  1.179263354774E-03  1.000016E-30  1.000187E-30  1.000370E-30  1.002970E-30  1.003186E-30  1.004257E-30  1.003242E-30  1.008733E-30
     65  1.231720185468E-03  1.000017E-30  1.000195E-30  1.000387E-30  1.003102E-30  1.003328E-30  1.004446E-30  1.003386E-30  1.009120E-30
     66  1.284679788904E-03  1.000017E-30  1.000204E-30  1.000404E-30  1.003235E-30  1.003471E-30  1.004637E-30  1.003532E-30  1.009512E-30
     67  1.338068714676E-03  1.000018E-30  1.000212E-30  1.000420E-30  1.003370E-30  1.003616E-30  1.004829E-30  1.003679E-30  1.009907E-30
     68  1.391852718980E-03  1.000019E-30  1.000221E-30  1.000437E-30  1.003505E-30  1.003761E-30  1.005023E-30  1.003826E-30  1.010304E-30
     69  1.446014888479E-03  1.000019E-30  1.000229E-30  1.000454E-30  1.003642E-30  1.003908E-30  1.005219E-30  1.003975E-30  1.010704E-30
     70  1.500546342624E-03  1.000020E-30  1.000238E-30  1.000472E-30  1.003779E-30  1.004055E-30  1.005415E-30  1.004125E-30  1.011107E-30
     71  1.555442065896E-03  1.000021E-30  1.000247E-30  1.000489E-30  1.003917E-30  1.004203E-30  1.005613E-30  1.004276E-30  1.011513E-30
     72  1.610698967280E-03  1.000022E-30  1.000256E-30  1.000506E-30  1.004056E-30  1.004353E-30  1.005813E-30  1.004428E-30  1.011921E-30
     73  1.666314948699E-03  1.000022E-30  1.000264E-30  1.000524E-30  1.004196E-30  1.004503E-30  1.006013E-30  1.004582E-30  1.012332E-30
     74  1.722288445659E-03  1.000023E-30  1.000273E-30  1.000542E-30  1.004337E-30  1.004654E-30  1.006215E-30  1.004736E-30  1.012745E-30
     75  1.778618195039E-03  1.000024E-30  1.000282E-30  1.000560E-30  1.004479E-30  1.004807E-30  1.006418E-30  1.004891E-30  1.013161E-30
     76  1.835303663832E-03  1.000025E-30  1.000291E-30  1.000577E-30  1.004622E-30  1.004960E-30  1.006623E-30  1.005046E-30  1.013579E-30
     77  1.892344396716E-03  1.000025E-30  1.000300E-30  1.000596E-30  1.004765E-30  1.005114E-30  1.006828E-30  1.005203E-30  1.014000E-30
     78  1.949739812628E-03  1.000026E-30  1.000309E-30  1.000614E-30  1.004910E-30  1.005269E-30  1.007035E-30  1.005361E-30  1.014424E-30
     79  2.007489276907E-03  1.000027E-30  1.000319E-30  1.000632E-30  1.005055E-30  1.005426E-30  1.007243E-30  1.005520E-30  1.014850E-30
     80  2.065592139419E-03  1.000028E-30  1.000328E-30  1.000650E-30  1.005202E-30  1.005583E-30  1.007453E-30  1.005680E-30  1.015279E-30
     81  2.124047755162E-03  1.000029E-30  1.000337E-30  1.000669E-30  1.005349E-30  1.005741E-30  1.007663E-30  1.005841E-30  1.015710E-30
     82  2.182855495215E-03  1.000029E-30  1.000346E-30  1.000688E-30  1.005497E-30  1.005900E-30  1.007875E-30  1.006003E-30  1.016144E-30
     83  2.242014752368E-03  1.000030E-30  1.000356E-30  1.000706E-30  1.005646E-30  1.006060E-30  1.008089E-30  1.006166E-30  1.016580E-30
     84  2.301524943777E-03  1.000031E-30  1.000365E-30  1.000725E-30  1.005796E-30  1.006221E-30  1.008303E-30  1.006330E-30  1.017019E-30
     85  2.361385511936E-03  1.000032E-30  1.000375E-30  1.000744E-30  1.005947E-30  1.006383E-30  1.008519E-30  1.006494E-30  1.017460E-30
     86  2.421595924701E-03  1.000033E-30  1.000384E-30  1.000763E-30  1.006098E-30  1.006545E-30  1.008736E-30  1.006660E-30  1.017904E-30
     87  2.482155674804E-03  1.000033E-30  1.000394E-30  1.000783E-30  1.006251E-30  1.006709E-30  1.008954E-30  1.006827E-30  1.018350E-30
     88  2.543064279071E-03  1.000034E-30  1.000404E-30  1.000802E-30  1.006404E-30  1.006874E-30  1.009173E-30  1.006995E-30  1.018799E-30
     89  2.604321277494E-03  1.000035E-30  1.000413E-30  1.000821E-30  1.006558E-30  1.007040E-30  1.009394E-30  1.007163E-30  1.019250E-30
     90  2.665926232237E-03  1.000036E-30  1.000423E-30  1.000841E-30  1.006713E-30  1.007206E-30  1.009616E-30  1.007333E-30  1.019704E-30
     91  2.727878734382E-03  1.000037E-30  1.000433E-30  1.000861E-30  1.006869E-30  1.007374E-30  1.009839E-30  1.007504E-30  1.020160E-30
     92  2.790178404165E-03  1.000038E-30  1.000443E-30  1.000881E-30  1.007026E-30  1.007542E-30  1.010064E-30  1.007675E-30  1.020619E-30
     93  2.852824875480E-03  1.000038E-30  1.000453E-30  1.000900E-30  1.007184E-30  1.007712E-30  1.010289E-30  1.007848E-30  1.021080E-30
     94  2.915817796872E-03  1.000039E-30  1.000463E-30  1.000921E-30  1.007343E-30  1.007882E-30  1.010516E-30  1.008021E-30  1.021544E-30
