 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                pd92          pd93          pd94          pd95          pd96          pd97          pd98          pd99 
     27  8.489118412102E-05  1.000000E-30  1.000588E-30  1.000167E-30  1.000029E-30  1.000012E-30  1.000002E-30  1.000001E-30  1.000000E-30
     28  9.570255892797E-05  1.000000E-30  1.000663E-30  1.000189E-30  1.000033E-30  1.000013E-30  1.000002E-30  1.000001E-30  1.000000E-30
     29  1.070853065563E-04  1.000000E-30  1.000742E-30  1.000211E-30  1.000037E-30  1.000015E-30  1.000002E-30  1.000001E-30  1.000001E-30
     30  1.190882425669E-04  1.000000E-30  1.000825E-30  1.000235E-30  1.000041E-30  1.000017E-30  1.000003E-30  1.000002E-30  1.000001E-30
     31  1.366291075688E-04  1.000000E-30  1.000947E-30  1.000270E-30  1.000047E-30  1.000019E-30  1.000003E-30  1.000002E-30  1.000001E-30
     32  1.695708820900E-04  1.000000E-30  1.001175E-30  1.000334E-30  1.000059E-30  1.000024E-30  1.000004E-30  1.000002E-30  1.000001E-30
     33  1.992873377730E-04  1.000000E-30  1.001381E-30  1.000393E-30  1.000069E-30  1.000028E-30  1.000005E-30  1.000003E-30  1.000001E-30
     34  2.264248739983E-04  1.000000E-30  1.001569E-30  1.000447E-30  1.000079E-30  1.000031E-30  1.000005E-30  1.000003E-30  1.000001E-30
     35  2.515933231106E-04  1.000000E-30  1.001744E-30  1.000496E-30  1.000087E-30  1.000035E-30  1.000006E-30  1.000004E-30  1.000001E-30
     36  2.753099894686E-04  1.000000E-30  1.001908E-30  1.000543E-30  1.000096E-30  1.000038E-30  1.000006E-30  1.000004E-30  1.000001E-30
     37  2.979926919870E-04  1.000000E-30  1.002065E-30  1.000588E-30  1.000103E-30  1.000041E-30  1.000007E-30  1.000004E-30  1.000002E-30
     38  3.199702121451E-04  1.000000E-30  1.002218E-30  1.000631E-30  1.000111E-30  1.000044E-30  1.000007E-30  1.000004E-30  1.000002E-30
     39  3.524429751724E-04  1.000000E-30  1.002443E-30  1.000695E-30  1.000122E-30  1.000049E-30  1.000008E-30  1.000005E-30  1.000002E-30
     40  3.836809895565E-04  1.000000E-30  1.002659E-30  1.000757E-30  1.000133E-30  1.000053E-30  1.000009E-30  1.000005E-30  1.000002E-30
     41  4.138876583201E-04  1.000000E-30  1.002869E-30  1.000816E-30  1.000144E-30  1.000058E-30  1.000010E-30  1.000006E-30  1.000002E-30
     42  4.432651277490E-04  1.000000E-30  1.003072E-30  1.000874E-30  1.000154E-30  1.000062E-30  1.000010E-30  1.000006E-30  1.000002E-30
     43  4.720041568584E-04  1.000000E-30  1.003271E-30  1.000931E-30  1.000164E-30  1.000066E-30  1.000011E-30  1.000007E-30  1.000002E-30
     44  5.002792532552E-04  1.000000E-30  1.003467E-30  1.000987E-30  1.000174E-30  1.000070E-30  1.000012E-30  1.000007E-30  1.000003E-30
     45  5.282472522620E-04  1.000000E-30  1.003661E-30  1.001042E-30  1.000184E-30  1.000073E-30  1.000012E-30  1.000007E-30  1.000003E-30
     46  5.560479783168E-04  1.000000E-30  1.003854E-30  1.001097E-30  1.000193E-30  1.000077E-30  1.000013E-30  1.000008E-30  1.000003E-30
     47  5.838060709037E-04  1.000000E-30  1.004046E-30  1.001152E-30  1.000203E-30  1.000081E-30  1.000013E-30  1.000008E-30  1.000003E-30
     48  6.116334118686E-04  1.000000E-30  1.004239E-30  1.001207E-30  1.000213E-30  1.000085E-30  1.000014E-30  1.000009E-30  1.000003E-30
     49  6.396318340541E-04  1.000000E-30  1.004433E-30  1.001262E-30  1.000223E-30  1.000089E-30  1.000015E-30  1.000009E-30  1.000003E-30
     50  6.678959636874E-04  1.000000E-30  1.004629E-30  1.001317E-30  1.000232E-30  1.000093E-30  1.000015E-30  1.000009E-30  1.000003E-30
     51  6.965161747902E-04  1.000000E-30  1.004827E-30  1.001374E-30  1.000243E-30  1.000097E-30  1.000016E-30  1.000010E-30  1.000004E-30
     52  7.255817382538E-04  1.000000E-30  1.005029E-30  1.001431E-30  1.000253E-30  1.000101E-30  1.000017E-30  1.000010E-30  1.000004E-30
     53  7.551843574001E-04  1.000000E-30  1.005234E-30  1.001490E-30  1.000263E-30  1.000105E-30  1.000017E-30  1.000011E-30  1.000004E-30
     54  7.854224313090E-04  1.000000E-30  1.005443E-30  1.001549E-30  1.000274E-30  1.000109E-30  1.000018E-30  1.000011E-30  1.000004E-30
     55  8.164066374138E-04  1.000000E-30  1.005658E-30  1.001610E-30  1.000284E-30  1.000113E-30  1.000019E-30  1.000011E-30  1.000004E-30
     56  8.482679080764E-04  1.000000E-30  1.005879E-30  1.001673E-30  1.000296E-30  1.000118E-30  1.000020E-30  1.000012E-30  1.000004E-30
     57  8.811699017317E-04  1.000000E-30  1.006107E-30  1.001738E-30  1.000307E-30  1.000122E-30  1.000020E-30  1.000012E-30  1.000004E-30
     58  9.153304977871E-04  1.000000E-30  1.006343E-30  1.001806E-30  1.000319E-30  1.000127E-30  1.000021E-30  1.000013E-30  1.000005E-30
     59  9.510634923056E-04  1.000000E-30  1.006591E-30  1.001876E-30  1.000332E-30  1.000132E-30  1.000022E-30  1.000013E-30  1.000005E-30
     60  9.888739022907E-04  1.000000E-30  1.006853E-30  1.001951E-30  1.000345E-30  1.000137E-30  1.000023E-30  1.000014E-30  1.000005E-30
     61  1.029744313280E-03  1.000000E-30  1.007136E-30  1.002031E-30  1.000359E-30  1.000143E-30  1.000024E-30  1.000014E-30  1.000005E-30
     62  1.076805333108E-03  1.000000E-30  1.007462E-30  1.002124E-30  1.000376E-30  1.000150E-30  1.000025E-30  1.000015E-30  1.000005E-30
     63  1.127478238084E-03  1.000000E-30  1.007813E-30  1.002224E-30  1.000394E-30  1.000157E-30  1.000026E-30  1.000016E-30  1.000006E-30
     64  1.179263354774E-03  1.000000E-30  1.008172E-30  1.002326E-30  1.000412E-30  1.000164E-30  1.000027E-30  1.000016E-30  1.000006E-30
     65  1.231720185468E-03  1.000000E-30  1.008535E-30  1.002430E-30  1.000430E-30  1.000171E-30  1.000028E-30  1.000017E-30  1.000006E-30
     66  1.284679788904E-03  1.000000E-30  1.008902E-30  1.002534E-30  1.000449E-30  1.000179E-30  1.000030E-30  1.000018E-30  1.000006E-30
     67  1.338068714676E-03  1.000000E-30  1.009272E-30  1.002639E-30  1.000468E-30  1.000186E-30  1.000031E-30  1.000019E-30  1.000007E-30
     68  1.391852718980E-03  1.000000E-30  1.009645E-30  1.002745E-30  1.000487E-30  1.000193E-30  1.000032E-30  1.000019E-30  1.000007E-30
     69  1.446014888479E-03  1.000000E-30  1.010020E-30  1.002852E-30  1.000506E-30  1.000201E-30  1.000033E-30  1.000020E-30  1.000007E-30
     70  1.500546342624E-03  1.000000E-30  1.010398E-30  1.002960E-30  1.000525E-30  1.000209E-30  1.000035E-30  1.000021E-30  1.000008E-30
     71  1.555442065896E-03  1.000000E-30  1.010778E-30  1.003068E-30  1.000545E-30  1.000216E-30  1.000036E-30  1.000022E-30  1.000008E-30
     72  1.610698967280E-03  1.000000E-30  1.011161E-30  1.003177E-30  1.000564E-30  1.000224E-30  1.000037E-30  1.000022E-30  1.000008E-30
     73  1.666314948699E-03  1.000000E-30  1.011546E-30  1.003287E-30  1.000584E-30  1.000232E-30  1.000038E-30  1.000023E-30  1.000008E-30
     74  1.722288445659E-03  1.000000E-30  1.011934E-30  1.003397E-30  1.000604E-30  1.000239E-30  1.000040E-30  1.000024E-30  1.000009E-30
     75  1.778618195039E-03  1.000000E-30  1.012324E-30  1.003508E-30  1.000624E-30  1.000247E-30  1.000041E-30  1.000025E-30  1.000009E-30
     76  1.835303663832E-03  1.000000E-30  1.012716E-30  1.003620E-30  1.000644E-30  1.000255E-30  1.000042E-30  1.000026E-30  1.000009E-30
     77  1.892344396716E-03  1.000000E-30  1.013112E-30  1.003733E-30  1.000664E-30  1.000263E-30  1.000044E-30  1.000026E-30  1.000010E-30
     78  1.949739812628E-03  1.000000E-30  1.013509E-30  1.003846E-30  1.000684E-30  1.000271E-30  1.000045E-30  1.000027E-30  1.000010E-30
     79  2.007489276907E-03  1.000000E-30  1.013909E-30  1.003960E-30  1.000705E-30  1.000279E-30  1.000046E-30  1.000028E-30  1.000010E-30
     80  2.065592139419E-03  1.000000E-30  1.014311E-30  1.004074E-30  1.000726E-30  1.000287E-30  1.000048E-30  1.000029E-30  1.000010E-30
     81  2.124047755162E-03  1.000000E-30  1.014716E-30  1.004190E-30  1.000746E-30  1.000295E-30  1.000049E-30  1.000030E-30  1.000011E-30
     82  2.182855495215E-03  1.000000E-30  1.015123E-30  1.004306E-30  1.000767E-30  1.000303E-30  1.000050E-30  1.000030E-30  1.000011E-30
     83  2.242014752368E-03  1.000000E-30  1.015533E-30  1.004422E-30  1.000789E-30  1.000312E-30  1.000052E-30  1.000031E-30  1.000011E-30
     84  2.301524943777E-03  1.000000E-30  1.015945E-30  1.004540E-30  1.000810E-30  1.000320E-30  1.000053E-30  1.000032E-30  1.000012E-30
     85  2.361385511936E-03  1.000000E-30  1.016360E-30  1.004658E-30  1.000831E-30  1.000328E-30  1.000054E-30  1.000033E-30  1.000012E-30
     86  2.421595924701E-03  1.000000E-30  1.016777E-30  1.004776E-30  1.000853E-30  1.000337E-30  1.000056E-30  1.000034E-30  1.000012E-30
     87  2.482155674804E-03  1.000000E-30  1.017196E-30  1.004896E-30  1.000874E-30  1.000345E-30  1.000057E-30  1.000035E-30  1.000013E-30
     88  2.543064279071E-03  1.000000E-30  1.017618E-30  1.005016E-30  1.000896E-30  1.000354E-30  1.000059E-30  1.000035E-30  1.000013E-30
     89  2.604321277494E-03  1.000000E-30  1.018042E-30  1.005137E-30  1.000918E-30  1.000362E-30  1.000060E-30  1.000036E-30  1.000013E-30
     90  2.665926232237E-03  1.000000E-30  1.018468E-30  1.005258E-30  1.000940E-30  1.000371E-30  1.000061E-30  1.000037E-30  1.000013E-30
     91  2.727878734382E-03  1.000000E-30  1.018897E-30  1.005381E-30  1.000962E-30  1.000379E-30  1.000063E-30  1.000038E-30  1.000014E-30
     92  2.790178404165E-03  1.000000E-30  1.019329E-30  1.005503E-30  1.000985E-30  1.000388E-30  1.000064E-30  1.000039E-30  1.000014E-30
     93  2.852824875480E-03  1.000000E-30  1.019762E-30  1.005627E-30  1.001007E-30  1.000397E-30  1.000066E-30  1.000040E-30  1.000014E-30
     94  2.915817796872E-03  1.000000E-30  1.020198E-30  1.005751E-30  1.001030E-30  1.000405E-30  1.000067E-30  1.000041E-30  1.000015E-30
     95  2.979156831833E-03  1.000000E-30  1.020637E-30  1.005876E-30  1.001053E-30  1.000414E-30  1.000069E-30  1.000042E-30  1.000015E-30
