 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                bi227         bi228         bi229         bi230         bi231         bi232         bi233         bi234
     27  8.489118412102E-05  1.000164E-30  1.000122E-30  1.000204E-30  1.000201E-30  1.000466E-30  1.000230E-30  1.000303E-30  1.000579E-30
     28  9.570255892797E-05  1.000185E-30  1.000137E-30  1.000230E-30  1.000227E-30  1.000525E-30  1.000260E-30  1.000341E-30  1.000653E-30
     29  1.070853065563E-04  1.000207E-30  1.000153E-30  1.000257E-30  1.000254E-30  1.000588E-30  1.000291E-30  1.000382E-30  1.000731E-30
     30  1.190882425669E-04  1.000230E-30  1.000171E-30  1.000286E-30  1.000282E-30  1.000654E-30  1.000323E-30  1.000425E-30  1.000813E-30
     31  1.366291075688E-04  1.000264E-30  1.000196E-30  1.000328E-30  1.000324E-30  1.000750E-30  1.000371E-30  1.000487E-30  1.000932E-30
     32  1.695708820900E-04  1.000328E-30  1.000243E-30  1.000408E-30  1.000402E-30  1.000931E-30  1.000460E-30  1.000605E-30  1.001157E-30
     33  1.992873377730E-04  1.000386E-30  1.000285E-30  1.000479E-30  1.000473E-30  1.001094E-30  1.000541E-30  1.000711E-30  1.001360E-30
     34  2.264248739983E-04  1.000438E-30  1.000324E-30  1.000544E-30  1.000537E-30  1.001243E-30  1.000615E-30  1.000808E-30  1.001546E-30
     35  2.515933231106E-04  1.000487E-30  1.000360E-30  1.000605E-30  1.000597E-30  1.001381E-30  1.000683E-30  1.000898E-30  1.001718E-30
     36  2.753099894686E-04  1.000533E-30  1.000394E-30  1.000662E-30  1.000654E-30  1.001511E-30  1.000747E-30  1.000983E-30  1.001880E-30
     37  2.979926919870E-04  1.000577E-30  1.000427E-30  1.000717E-30  1.000708E-30  1.001636E-30  1.000809E-30  1.001064E-30  1.002035E-30
     38  3.199702121451E-04  1.000619E-30  1.000458E-30  1.000769E-30  1.000760E-30  1.001756E-30  1.000869E-30  1.001143E-30  1.002186E-30
     39  3.524429751724E-04  1.000682E-30  1.000505E-30  1.000848E-30  1.000837E-30  1.001935E-30  1.000957E-30  1.001259E-30  1.002408E-30
     40  3.836809895565E-04  1.000743E-30  1.000550E-30  1.000923E-30  1.000911E-30  1.002106E-30  1.001042E-30  1.001371E-30  1.002622E-30
     41  4.138876583201E-04  1.000801E-30  1.000593E-30  1.000995E-30  1.000983E-30  1.002272E-30  1.001124E-30  1.001480E-30  1.002829E-30
     42  4.432651277490E-04  1.000858E-30  1.000635E-30  1.001066E-30  1.001053E-30  1.002433E-30  1.001204E-30  1.001585E-30  1.003030E-30
     43  4.720041568584E-04  1.000914E-30  1.000676E-30  1.001135E-30  1.001122E-30  1.002591E-30  1.001282E-30  1.001688E-30  1.003227E-30
     44  5.002792532552E-04  1.000968E-30  1.000717E-30  1.001203E-30  1.001189E-30  1.002747E-30  1.001359E-30  1.001790E-30  1.003421E-30
     45  5.282472522620E-04  1.001022E-30  1.000757E-30  1.001271E-30  1.001256E-30  1.002900E-30  1.001435E-30  1.001891E-30  1.003613E-30
     46  5.560479783168E-04  1.001076E-30  1.000797E-30  1.001338E-30  1.001322E-30  1.003053E-30  1.001511E-30  1.001991E-30  1.003803E-30
     47  5.838060709037E-04  1.001130E-30  1.000837E-30  1.001405E-30  1.001388E-30  1.003205E-30  1.001586E-30  1.002091E-30  1.003994E-30
     48  6.116334118686E-04  1.001184E-30  1.000877E-30  1.001472E-30  1.001455E-30  1.003358E-30  1.001662E-30  1.002191E-30  1.004185E-30
     49  6.396318340541E-04  1.001238E-30  1.000917E-30  1.001539E-30  1.001521E-30  1.003512E-30  1.001738E-30  1.002292E-30  1.004377E-30
     50  6.678959636874E-04  1.001293E-30  1.000958E-30  1.001607E-30  1.001589E-30  1.003667E-30  1.001815E-30  1.002394E-30  1.004571E-30
     51  6.965161747902E-04  1.001348E-30  1.000999E-30  1.001676E-30  1.001657E-30  1.003825E-30  1.001893E-30  1.002497E-30  1.004768E-30
     52  7.255817382538E-04  1.001405E-30  1.001040E-30  1.001746E-30  1.001727E-30  1.003984E-30  1.001973E-30  1.002602E-30  1.004967E-30
     53  7.551843574001E-04  1.001462E-30  1.001083E-30  1.001817E-30  1.001797E-30  1.004147E-30  1.002053E-30  1.002709E-30  1.005171E-30
     54  7.854224313090E-04  1.001521E-30  1.001126E-30  1.001890E-30  1.001870E-30  1.004313E-30  1.002136E-30  1.002818E-30  1.005379E-30
     55  8.164066374138E-04  1.001581E-30  1.001171E-30  1.001965E-30  1.001944E-30  1.004483E-30  1.002220E-30  1.002930E-30  1.005592E-30
     56  8.482679080764E-04  1.001642E-30  1.001217E-30  1.002042E-30  1.002020E-30  1.004659E-30  1.002307E-30  1.003045E-30  1.005811E-30
     57  8.811699017317E-04  1.001706E-30  1.001264E-30  1.002121E-30  1.002099E-30  1.004839E-30  1.002397E-30  1.003164E-30  1.006038E-30
     58  9.153304977871E-04  1.001772E-30  1.001313E-30  1.002203E-30  1.002180E-30  1.005027E-30  1.002490E-30  1.003288E-30  1.006273E-30
     59  9.510634923056E-04  1.001842E-30  1.001364E-30  1.002290E-30  1.002266E-30  1.005224E-30  1.002587E-30  1.003417E-30  1.006519E-30
     60  9.888739022907E-04  1.001915E-30  1.001419E-30  1.002381E-30  1.002357E-30  1.005431E-30  1.002691E-30  1.003554E-30  1.006780E-30
     61  1.029744313280E-03  1.001994E-30  1.001477E-30  1.002479E-30  1.002454E-30  1.005656E-30  1.002802E-30  1.003703E-30  1.007062E-30
     62  1.076805333108E-03  1.002085E-30  1.001545E-30  1.002593E-30  1.002567E-30  1.005915E-30  1.002931E-30  1.003874E-30  1.007387E-30
     63  1.127478238084E-03  1.002183E-30  1.001618E-30  1.002715E-30  1.002689E-30  1.006194E-30  1.003069E-30  1.004058E-30  1.007736E-30
     64  1.179263354774E-03  1.002284E-30  1.001693E-30  1.002840E-30  1.002813E-30  1.006478E-30  1.003211E-30  1.004246E-30  1.008094E-30
     65  1.231720185468E-03  1.002386E-30  1.001768E-30  1.002967E-30  1.002939E-30  1.006767E-30  1.003354E-30  1.004437E-30  1.008457E-30
     66  1.284679788904E-03  1.002488E-30  1.001844E-30  1.003094E-30  1.003066E-30  1.007058E-30  1.003499E-30  1.004630E-30  1.008823E-30
     67  1.338068714676E-03  1.002592E-30  1.001921E-30  1.003223E-30  1.003195E-30  1.007352E-30  1.003645E-30  1.004825E-30  1.009192E-30
     68  1.391852718980E-03  1.002696E-30  1.001999E-30  1.003353E-30  1.003324E-30  1.007648E-30  1.003792E-30  1.005022E-30  1.009565E-30
     69  1.446014888479E-03  1.002801E-30  1.002077E-30  1.003484E-30  1.003454E-30  1.007946E-30  1.003940E-30  1.005220E-30  1.009940E-30
     70  1.500546342624E-03  1.002907E-30  1.002155E-30  1.003616E-30  1.003586E-30  1.008246E-30  1.004089E-30  1.005419E-30  1.010318E-30
     71  1.555442065896E-03  1.003013E-30  1.002234E-30  1.003748E-30  1.003718E-30  1.008548E-30  1.004240E-30  1.005621E-30  1.010698E-30
     72  1.610698967280E-03  1.003121E-30  1.002314E-30  1.003882E-30  1.003851E-30  1.008852E-30  1.004391E-30  1.005823E-30  1.011082E-30
     73  1.666314948699E-03  1.003228E-30  1.002394E-30  1.004016E-30  1.003985E-30  1.009158E-30  1.004543E-30  1.006027E-30  1.011468E-30
     74  1.722288445659E-03  1.003337E-30  1.002475E-30  1.004152E-30  1.004120E-30  1.009467E-30  1.004697E-30  1.006233E-30  1.011857E-30
     75  1.778618195039E-03  1.003446E-30  1.002556E-30  1.004288E-30  1.004256E-30  1.009777E-30  1.004851E-30  1.006440E-30  1.012249E-30
     76  1.835303663832E-03  1.003556E-30  1.002638E-30  1.004425E-30  1.004393E-30  1.010089E-30  1.005007E-30  1.006649E-30  1.012643E-30
     77  1.892344396716E-03  1.003667E-30  1.002720E-30  1.004563E-30  1.004531E-30  1.010403E-30  1.005163E-30  1.006860E-30  1.013040E-30
     78  1.949739812628E-03  1.003778E-30  1.002803E-30  1.004702E-30  1.004670E-30  1.010719E-30  1.005321E-30  1.007071E-30  1.013440E-30
     79  2.007489276907E-03  1.003891E-30  1.002886E-30  1.004842E-30  1.004810E-30  1.011037E-30  1.005480E-30  1.007285E-30  1.013843E-30
     80  2.065592139419E-03  1.004003E-30  1.002970E-30  1.004982E-30  1.004950E-30  1.011357E-30  1.005639E-30  1.007500E-30  1.014248E-30
     81  2.124047755162E-03  1.004117E-30  1.003055E-30  1.005124E-30  1.005092E-30  1.011679E-30  1.005800E-30  1.007716E-30  1.014656E-30
     82  2.182855495215E-03  1.004231E-30  1.003140E-30  1.005266E-30  1.005235E-30  1.012003E-30  1.005962E-30  1.007934E-30  1.015067E-30
     83  2.242014752368E-03  1.004346E-30  1.003225E-30  1.005409E-30  1.005378E-30  1.012329E-30  1.006124E-30  1.008154E-30  1.015481E-30
     84  2.301524943777E-03  1.004462E-30  1.003311E-30  1.005554E-30  1.005523E-30  1.012657E-30  1.006288E-30  1.008375E-30  1.015897E-30
     85  2.361385511936E-03  1.004578E-30  1.003398E-30  1.005699E-30  1.005668E-30  1.012987E-30  1.006453E-30  1.008597E-30  1.016316E-30
     86  2.421595924701E-03  1.004695E-30  1.003485E-30  1.005844E-30  1.005815E-30  1.013319E-30  1.006619E-30  1.008822E-30  1.016738E-30
     87  2.482155674804E-03  1.004812E-30  1.003572E-30  1.005991E-30  1.005962E-30  1.013653E-30  1.006786E-30  1.009047E-30  1.017162E-30
     88  2.543064279071E-03  1.004931E-30  1.003660E-30  1.006139E-30  1.006110E-30  1.013989E-30  1.006954E-30  1.009275E-30  1.017589E-30
     89  2.604321277494E-03  1.005050E-30  1.003749E-30  1.006288E-30  1.006259E-30  1.014327E-30  1.007122E-30  1.009503E-30  1.018019E-30
     90  2.665926232237E-03  1.005170E-30  1.003838E-30  1.006437E-30  1.006409E-30  1.014667E-30  1.007292E-30  1.009734E-30  1.018452E-30
     91  2.727878734382E-03  1.005290E-30  1.003928E-30  1.006587E-30  1.006561E-30  1.015009E-30  1.007463E-30  1.009966E-30  1.018887E-30
     92  2.790178404165E-03  1.005411E-30  1.004018E-30  1.006738E-30  1.006713E-30  1.015352E-30  1.007635E-30  1.010199E-30  1.019326E-30
     93  2.852824875480E-03  1.005533E-30  1.004109E-30  1.006890E-30  1.006866E-30  1.015698E-30  1.007808E-30  1.010434E-30  1.019766E-30
     94  2.915817796872E-03  1.005655E-30  1.004200E-30  1.007043E-30  1.007019E-30  1.016046E-30  1.007982E-30  1.010671E-30  1.020210E-30
