 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                cl37          cl38          cl39          cl40          cl41          cl42          cl43          cl44 
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.000005E-30  1.000006E-30  1.000028E-30  1.000049E-30  1.000191E-30  1.000484E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.000006E-30  1.000007E-30  1.000032E-30  1.000056E-30  1.000215E-30  1.000545E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.000006E-30  1.000008E-30  1.000035E-30  1.000062E-30  1.000241E-30  1.000610E-30
     30  1.190882425669E-04  1.000000E-30  1.000000E-30  1.000007E-30  1.000008E-30  1.000039E-30  1.000069E-30  1.000268E-30  1.000679E-30
     31  1.366291075688E-04  1.000000E-30  1.000000E-30  1.000008E-30  1.000010E-30  1.000045E-30  1.000080E-30  1.000308E-30  1.000779E-30
     32  1.695708820900E-04  1.000000E-30  1.000000E-30  1.000010E-30  1.000012E-30  1.000056E-30  1.000099E-30  1.000382E-30  1.000967E-30
     33  1.992873377730E-04  1.000000E-30  1.000000E-30  1.000012E-30  1.000014E-30  1.000066E-30  1.000116E-30  1.000449E-30  1.001137E-30
     34  2.264248739983E-04  1.000001E-30  1.000000E-30  1.000014E-30  1.000016E-30  1.000075E-30  1.000132E-30  1.000510E-30  1.001292E-30
     35  2.515933231106E-04  1.000001E-30  1.000000E-30  1.000015E-30  1.000018E-30  1.000083E-30  1.000147E-30  1.000567E-30  1.001436E-30
     36  2.753099894686E-04  1.000001E-30  1.000000E-30  1.000017E-30  1.000019E-30  1.000091E-30  1.000161E-30  1.000621E-30  1.001571E-30
     37  2.979926919870E-04  1.000001E-30  1.000000E-30  1.000018E-30  1.000021E-30  1.000099E-30  1.000174E-30  1.000672E-30  1.001701E-30
     38  3.199702121451E-04  1.000001E-30  1.000000E-30  1.000019E-30  1.000022E-30  1.000106E-30  1.000187E-30  1.000722E-30  1.001827E-30
     39  3.524429751724E-04  1.000001E-30  1.000000E-30  1.000021E-30  1.000025E-30  1.000117E-30  1.000206E-30  1.000795E-30  1.002013E-30
     40  3.836809895565E-04  1.000001E-30  1.000000E-30  1.000023E-30  1.000027E-30  1.000127E-30  1.000224E-30  1.000866E-30  1.002192E-30
     41  4.138876583201E-04  1.000001E-30  1.000000E-30  1.000025E-30  1.000029E-30  1.000137E-30  1.000242E-30  1.000935E-30  1.002365E-30
     42  4.432651277490E-04  1.000001E-30  1.000000E-30  1.000027E-30  1.000031E-30  1.000147E-30  1.000259E-30  1.001001E-30  1.002534E-30
     43  4.720041568584E-04  1.000001E-30  1.000000E-30  1.000028E-30  1.000033E-30  1.000156E-30  1.000276E-30  1.001066E-30  1.002699E-30
     44  5.002792532552E-04  1.000001E-30  1.000000E-30  1.000030E-30  1.000035E-30  1.000166E-30  1.000292E-30  1.001131E-30  1.002861E-30
     45  5.282472522620E-04  1.000001E-30  1.000000E-30  1.000032E-30  1.000037E-30  1.000175E-30  1.000309E-30  1.001194E-30  1.003022E-30
     46  5.560479783168E-04  1.000001E-30  1.000000E-30  1.000033E-30  1.000039E-30  1.000184E-30  1.000325E-30  1.001257E-30  1.003181E-30
     47  5.838060709037E-04  1.000001E-30  1.000000E-30  1.000035E-30  1.000041E-30  1.000193E-30  1.000342E-30  1.001320E-30  1.003341E-30
     48  6.116334118686E-04  1.000001E-30  1.000000E-30  1.000037E-30  1.000043E-30  1.000202E-30  1.000358E-30  1.001384E-30  1.003501E-30
     49  6.396318340541E-04  1.000001E-30  1.000000E-30  1.000038E-30  1.000045E-30  1.000212E-30  1.000374E-30  1.001447E-30  1.003662E-30
     50  6.678959636874E-04  1.000002E-30  1.000000E-30  1.000040E-30  1.000047E-30  1.000221E-30  1.000391E-30  1.001512E-30  1.003825E-30
     51  6.965161747902E-04  1.000002E-30  1.000000E-30  1.000042E-30  1.000049E-30  1.000231E-30  1.000408E-30  1.001577E-30  1.003990E-30
     52  7.255817382538E-04  1.000002E-30  1.000000E-30  1.000044E-30  1.000051E-30  1.000240E-30  1.000425E-30  1.001643E-30  1.004157E-30
     53  7.551843574001E-04  1.000002E-30  1.000000E-30  1.000045E-30  1.000053E-30  1.000250E-30  1.000442E-30  1.001711E-30  1.004328E-30
     54  7.854224313090E-04  1.000002E-30  1.000000E-30  1.000047E-30  1.000055E-30  1.000260E-30  1.000460E-30  1.001780E-30  1.004503E-30
     55  8.164066374138E-04  1.000002E-30  1.000000E-30  1.000049E-30  1.000057E-30  1.000270E-30  1.000478E-30  1.001850E-30  1.004682E-30
     56  8.482679080764E-04  1.000002E-30  1.000000E-30  1.000051E-30  1.000060E-30  1.000281E-30  1.000497E-30  1.001923E-30  1.004866E-30
     57  8.811699017317E-04  1.000002E-30  1.000000E-30  1.000053E-30  1.000062E-30  1.000292E-30  1.000517E-30  1.001998E-30  1.005056E-30
     58  9.153304977871E-04  1.000002E-30  1.000000E-30  1.000055E-30  1.000064E-30  1.000303E-30  1.000537E-30  1.002076E-30  1.005253E-30
     59  9.510634923056E-04  1.000002E-30  1.000000E-30  1.000057E-30  1.000067E-30  1.000315E-30  1.000558E-30  1.002158E-30  1.005460E-30
     60  9.888739022907E-04  1.000002E-30  1.000000E-30  1.000059E-30  1.000070E-30  1.000328E-30  1.000580E-30  1.002245E-30  1.005679E-30
     61  1.029744313280E-03  1.000002E-30  1.000000E-30  1.000062E-30  1.000073E-30  1.000341E-30  1.000605E-30  1.002338E-30  1.005916E-30
     62  1.076805333108E-03  1.000002E-30  1.000000E-30  1.000065E-30  1.000076E-30  1.000357E-30  1.000632E-30  1.002446E-30  1.006189E-30
     63  1.127478238084E-03  1.000003E-30  1.000000E-30  1.000068E-30  1.000079E-30  1.000374E-30  1.000662E-30  1.002563E-30  1.006483E-30
     64  1.179263354774E-03  1.000003E-30  1.000000E-30  1.000071E-30  1.000083E-30  1.000391E-30  1.000693E-30  1.002681E-30  1.006784E-30
     65  1.231720185468E-03  1.000003E-30  1.000000E-30  1.000074E-30  1.000087E-30  1.000409E-30  1.000724E-30  1.002802E-30  1.007088E-30
     66  1.284679788904E-03  1.000003E-30  1.000000E-30  1.000077E-30  1.000091E-30  1.000426E-30  1.000756E-30  1.002924E-30  1.007397E-30
     67  1.338068714676E-03  1.000003E-30  1.000000E-30  1.000081E-30  1.000094E-30  1.000444E-30  1.000787E-30  1.003047E-30  1.007708E-30
     68  1.391852718980E-03  1.000003E-30  1.000000E-30  1.000084E-30  1.000098E-30  1.000462E-30  1.000819E-30  1.003171E-30  1.008021E-30
     69  1.446014888479E-03  1.000003E-30  1.000000E-30  1.000087E-30  1.000102E-30  1.000480E-30  1.000852E-30  1.003296E-30  1.008337E-30
     70  1.500546342624E-03  1.000003E-30  1.000000E-30  1.000090E-30  1.000106E-30  1.000498E-30  1.000884E-30  1.003422E-30  1.008655E-30
     71  1.555442065896E-03  1.000004E-30  1.000000E-30  1.000094E-30  1.000110E-30  1.000516E-30  1.000917E-30  1.003549E-30  1.008976E-30
     72  1.610698967280E-03  1.000004E-30  1.000000E-30  1.000097E-30  1.000114E-30  1.000535E-30  1.000950E-30  1.003677E-30  1.009300E-30
     73  1.666314948699E-03  1.000004E-30  1.000000E-30  1.000100E-30  1.000118E-30  1.000554E-30  1.000983E-30  1.003806E-30  1.009625E-30
     74  1.722288445659E-03  1.000004E-30  1.000000E-30  1.000104E-30  1.000122E-30  1.000572E-30  1.001017E-30  1.003936E-30  1.009953E-30
     75  1.778618195039E-03  1.000004E-30  1.000000E-30  1.000107E-30  1.000126E-30  1.000591E-30  1.001050E-30  1.004067E-30  1.010284E-30
     76  1.835303663832E-03  1.000004E-30  1.000000E-30  1.000111E-30  1.000130E-30  1.000610E-30  1.001084E-30  1.004198E-30  1.010617E-30
     77  1.892344396716E-03  1.000004E-30  1.000000E-30  1.000114E-30  1.000134E-30  1.000629E-30  1.001119E-30  1.004331E-30  1.010952E-30
     78  1.949739812628E-03  1.000004E-30  1.000000E-30  1.000117E-30  1.000138E-30  1.000648E-30  1.001153E-30  1.004465E-30  1.011290E-30
     79  2.007489276907E-03  1.000005E-30  1.000000E-30  1.000121E-30  1.000142E-30  1.000668E-30  1.001188E-30  1.004600E-30  1.011630E-30
     80  2.065592139419E-03  1.000005E-30  1.000000E-30  1.000124E-30  1.000146E-30  1.000687E-30  1.001223E-30  1.004735E-30  1.011972E-30
     81  2.124047755162E-03  1.000005E-30  1.000000E-30  1.000128E-30  1.000150E-30  1.000707E-30  1.001258E-30  1.004872E-30  1.012317E-30
     82  2.182855495215E-03  1.000005E-30  1.000000E-30  1.000132E-30  1.000154E-30  1.000726E-30  1.001293E-30  1.005009E-30  1.012665E-30
     83  2.242014752368E-03  1.000005E-30  1.000000E-30  1.000135E-30  1.000159E-30  1.000746E-30  1.001329E-30  1.005148E-30  1.013014E-30
     84  2.301524943777E-03  1.000005E-30  1.000000E-30  1.000139E-30  1.000163E-30  1.000766E-30  1.001365E-30  1.005288E-30  1.013367E-30
     85  2.361385511936E-03  1.000005E-30  1.000000E-30  1.000142E-30  1.000167E-30  1.000786E-30  1.001401E-30  1.005428E-30  1.013721E-30
     86  2.421595924701E-03  1.000006E-30  1.000000E-30  1.000146E-30  1.000171E-30  1.000807E-30  1.001437E-30  1.005570E-30  1.014078E-30
     87  2.482155674804E-03  1.000006E-30  1.000000E-30  1.000150E-30  1.000176E-30  1.000827E-30  1.001474E-30  1.005712E-30  1.014438E-30
     88  2.543064279071E-03  1.000006E-30  1.000000E-30  1.000153E-30  1.000180E-30  1.000847E-30  1.001511E-30  1.005856E-30  1.014800E-30
     89  2.604321277494E-03  1.000006E-30  1.000000E-30  1.000157E-30  1.000184E-30  1.000868E-30  1.001548E-30  1.006000E-30  1.015164E-30
     90  2.665926232237E-03  1.000006E-30  1.000000E-30  1.000161E-30  1.000189E-30  1.000889E-30  1.001585E-30  1.006146E-30  1.015531E-30
     91  2.727878734382E-03  1.000006E-30  1.000000E-30  1.000164E-30  1.000193E-30  1.000909E-30  1.001623E-30  1.006292E-30  1.015900E-30
     92  2.790178404165E-03  1.000006E-30  1.000000E-30  1.000168E-30  1.000198E-30  1.000930E-30  1.001661E-30  1.006439E-30  1.016272E-30
     93  2.852824875480E-03  1.000007E-30  1.000000E-30  1.000172E-30  1.000202E-30  1.000952E-30  1.001699E-30  1.006588E-30  1.016646E-30
     94  2.915817796872E-03  1.000007E-30  1.000000E-30  1.000176E-30  1.000207E-30  1.000973E-30  1.001737E-30  1.006737E-30  1.017022E-30
     95  2.979156831833E-03  1.000007E-30  1.000000E-30  1.000180E-30  1.000211E-30  1.000994E-30  1.001776E-30  1.006888E-30  1.017401E-30
