 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ge64          ge65          ge66          ge67          ge68          ge69          ge70          ge71 
     27  8.489118412102E-05  1.000799E-30  1.000458E-30  1.000615E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000901E-30  1.000516E-30  1.000693E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.001008E-30  1.000578E-30  1.000775E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.001121E-30  1.000643E-30  1.000862E-30  1.000002E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.001286E-30  1.000737E-30  1.000989E-30  1.000002E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.001596E-30  1.000915E-30  1.001228E-30  1.000003E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.001876E-30  1.001076E-30  1.001444E-30  1.000003E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.002132E-30  1.001222E-30  1.001641E-30  1.000004E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.002368E-30  1.001358E-30  1.001824E-30  1.000004E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.002592E-30  1.001486E-30  1.001996E-30  1.000004E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.002805E-30  1.001609E-30  1.002160E-30  1.000005E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.003012E-30  1.001728E-30  1.002320E-30  1.000005E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.003318E-30  1.001903E-30  1.002556E-30  1.000006E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.003612E-30  1.002072E-30  1.002783E-30  1.000006E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.003896E-30  1.002236E-30  1.003003E-30  1.000007E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.004173E-30  1.002395E-30  1.003217E-30  1.000007E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.004443E-30  1.002551E-30  1.003426E-30  1.000007E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.004710E-30  1.002704E-30  1.003632E-30  1.000008E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.004973E-30  1.002855E-30  1.003836E-30  1.000008E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.005235E-30  1.003006E-30  1.004039E-30  1.000009E-30  1.000003E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.005496E-30  1.003156E-30  1.004241E-30  1.000009E-30  1.000003E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.005758E-30  1.003307E-30  1.004444E-30  1.000010E-30  1.000003E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.006021E-30  1.003459E-30  1.004648E-30  1.000010E-30  1.000003E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.006287E-30  1.003612E-30  1.004855E-30  1.000011E-30  1.000003E-30  1.000001E-30  1.000001E-30  1.000000E-30
     51  6.965161747902E-04  1.006557E-30  1.003767E-30  1.005064E-30  1.000011E-30  1.000003E-30  1.000001E-30  1.000001E-30  1.000000E-30
     52  7.255817382538E-04  1.006830E-30  1.003925E-30  1.005276E-30  1.000011E-30  1.000003E-30  1.000001E-30  1.000001E-30  1.000000E-30
     53  7.551843574001E-04  1.007109E-30  1.004086E-30  1.005492E-30  1.000012E-30  1.000003E-30  1.000001E-30  1.000001E-30  1.000000E-30
     54  7.854224313090E-04  1.007394E-30  1.004250E-30  1.005714E-30  1.000012E-30  1.000004E-30  1.000001E-30  1.000001E-30  1.000000E-30
     55  8.164066374138E-04  1.007685E-30  1.004418E-30  1.005940E-30  1.000013E-30  1.000004E-30  1.000001E-30  1.000001E-30  1.000000E-30
     56  8.482679080764E-04  1.007985E-30  1.004591E-30  1.006173E-30  1.000013E-30  1.000004E-30  1.000001E-30  1.000001E-30  1.000000E-30
     57  8.811699017317E-04  1.008295E-30  1.004770E-30  1.006414E-30  1.000014E-30  1.000004E-30  1.000001E-30  1.000001E-30  1.000000E-30
     58  9.153304977871E-04  1.008617E-30  1.004955E-30  1.006665E-30  1.000014E-30  1.000004E-30  1.000001E-30  1.000001E-30  1.000000E-30
     59  9.510634923056E-04  1.008953E-30  1.005150E-30  1.006926E-30  1.000015E-30  1.000004E-30  1.000001E-30  1.000001E-30  1.000000E-30
     60  9.888739022907E-04  1.009309E-30  1.005355E-30  1.007204E-30  1.000016E-30  1.000005E-30  1.000001E-30  1.000001E-30  1.000000E-30
     61  1.029744313280E-03  1.009694E-30  1.005578E-30  1.007503E-30  1.000016E-30  1.000005E-30  1.000001E-30  1.000001E-30  1.000000E-30
     62  1.076805333108E-03  1.010137E-30  1.005834E-30  1.007849E-30  1.000017E-30  1.000005E-30  1.000001E-30  1.000001E-30  1.000000E-30
     63  1.127478238084E-03  1.010614E-30  1.006109E-30  1.008221E-30  1.000018E-30  1.000005E-30  1.000001E-30  1.000001E-30  1.000000E-30
     64  1.179263354774E-03  1.011101E-30  1.006391E-30  1.008602E-30  1.000019E-30  1.000005E-30  1.000001E-30  1.000001E-30  1.000000E-30
     65  1.231720185468E-03  1.011595E-30  1.006677E-30  1.008988E-30  1.000019E-30  1.000006E-30  1.000001E-30  1.000001E-30  1.000000E-30
     66  1.284679788904E-03  1.012094E-30  1.006966E-30  1.009378E-30  1.000020E-30  1.000006E-30  1.000001E-30  1.000001E-30  1.000000E-30
     67  1.338068714676E-03  1.012596E-30  1.007257E-30  1.009771E-30  1.000021E-30  1.000006E-30  1.000001E-30  1.000001E-30  1.000000E-30
     68  1.391852718980E-03  1.013103E-30  1.007551E-30  1.010167E-30  1.000022E-30  1.000006E-30  1.000001E-30  1.000001E-30  1.000000E-30
     69  1.446014888479E-03  1.013612E-30  1.007846E-30  1.010567E-30  1.000023E-30  1.000007E-30  1.000001E-30  1.000001E-30  1.000000E-30
     70  1.500546342624E-03  1.014126E-30  1.008144E-30  1.010970E-30  1.000024E-30  1.000007E-30  1.000001E-30  1.000001E-30  1.000000E-30
     71  1.555442065896E-03  1.014643E-30  1.008444E-30  1.011375E-30  1.000025E-30  1.000007E-30  1.000001E-30  1.000001E-30  1.000000E-30
     72  1.610698967280E-03  1.015163E-30  1.008746E-30  1.011784E-30  1.000025E-30  1.000007E-30  1.000001E-30  1.000001E-30  1.000000E-30
     73  1.666314948699E-03  1.015686E-30  1.009050E-30  1.012195E-30  1.000026E-30  1.000008E-30  1.000001E-30  1.000001E-30  1.000000E-30
     74  1.722288445659E-03  1.016213E-30  1.009356E-30  1.012610E-30  1.000027E-30  1.000008E-30  1.000001E-30  1.000001E-30  1.000000E-30
     75  1.778618195039E-03  1.016743E-30  1.009665E-30  1.013027E-30  1.000028E-30  1.000008E-30  1.000001E-30  1.000001E-30  1.000000E-30
     76  1.835303663832E-03  1.017277E-30  1.009975E-30  1.013448E-30  1.000029E-30  1.000008E-30  1.000001E-30  1.000001E-30  1.000000E-30
     77  1.892344396716E-03  1.017814E-30  1.010288E-30  1.013871E-30  1.000030E-30  1.000009E-30  1.000001E-30  1.000001E-30  1.000000E-30
     78  1.949739812628E-03  1.018354E-30  1.010602E-30  1.014298E-30  1.000031E-30  1.000009E-30  1.000001E-30  1.000001E-30  1.000000E-30
     79  2.007489276907E-03  1.018898E-30  1.010919E-30  1.014727E-30  1.000032E-30  1.000009E-30  1.000002E-30  1.000002E-30  1.000000E-30
     80  2.065592139419E-03  1.019445E-30  1.011238E-30  1.015159E-30  1.000033E-30  1.000009E-30  1.000002E-30  1.000002E-30  1.000000E-30
     81  2.124047755162E-03  1.019995E-30  1.011559E-30  1.015595E-30  1.000034E-30  1.000010E-30  1.000002E-30  1.000002E-30  1.000000E-30
     82  2.182855495215E-03  1.020549E-30  1.011882E-30  1.016033E-30  1.000034E-30  1.000010E-30  1.000002E-30  1.000002E-30  1.000000E-30
     83  2.242014752368E-03  1.021106E-30  1.012207E-30  1.016474E-30  1.000035E-30  1.000010E-30  1.000002E-30  1.000002E-30  1.000000E-30
     84  2.301524943777E-03  1.021666E-30  1.012534E-30  1.016918E-30  1.000036E-30  1.000011E-30  1.000002E-30  1.000002E-30  1.000000E-30
     85  2.361385511936E-03  1.022229E-30  1.012864E-30  1.017365E-30  1.000037E-30  1.000011E-30  1.000002E-30  1.000002E-30  1.000000E-30
     86  2.421595924701E-03  1.022796E-30  1.013195E-30  1.017816E-30  1.000038E-30  1.000011E-30  1.000002E-30  1.000002E-30  1.000000E-30
     87  2.482155674804E-03  1.023366E-30  1.013529E-30  1.018269E-30  1.000039E-30  1.000011E-30  1.000002E-30  1.000002E-30  1.000000E-30
     88  2.543064279071E-03  1.023940E-30  1.013864E-30  1.018725E-30  1.000040E-30  1.000012E-30  1.000002E-30  1.000002E-30  1.000000E-30
     89  2.604321277494E-03  1.024516E-30  1.014202E-30  1.019184E-30  1.000041E-30  1.000012E-30  1.000002E-30  1.000002E-30  1.000000E-30
     90  2.665926232237E-03  1.025096E-30  1.014542E-30  1.019646E-30  1.000042E-30  1.000012E-30  1.000002E-30  1.000002E-30  1.000000E-30
     91  2.727878734382E-03  1.025679E-30  1.014884E-30  1.020111E-30  1.000043E-30  1.000012E-30  1.000002E-30  1.000002E-30  1.000000E-30
     92  2.790178404165E-03  1.026266E-30  1.015228E-30  1.020579E-30  1.000044E-30  1.000013E-30  1.000002E-30  1.000002E-30  1.000000E-30
     93  2.852824875480E-03  1.026856E-30  1.015574E-30  1.021051E-30  1.000045E-30  1.000013E-30  1.000002E-30  1.000002E-30  1.000000E-30
     94  2.915817796872E-03  1.027449E-30  1.015922E-30  1.021525E-30  1.000046E-30  1.000013E-30  1.000002E-30  1.000002E-30  1.000000E-30
     95  2.979156831833E-03  1.028045E-30  1.016273E-30  1.022002E-30  1.000047E-30  1.000014E-30  1.000002E-30  1.000002E-30  1.000000E-30
