 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                y79           y80           y81           y82           y83           y84           y85           y86  
     27  8.489118412102E-05  1.001047E-30  1.000011E-30  1.000010E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.001180E-30  1.000012E-30  1.000011E-30  1.000000E-30  1.000001E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.001320E-30  1.000014E-30  1.000012E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.001468E-30  1.000015E-30  1.000014E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.001685E-30  1.000017E-30  1.000016E-30  1.000000E-30  1.000002E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.002091E-30  1.000022E-30  1.000020E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.002457E-30  1.000025E-30  1.000023E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.002792E-30  1.000029E-30  1.000026E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.003102E-30  1.000032E-30  1.000029E-30  1.000000E-30  1.000004E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.003395E-30  1.000035E-30  1.000032E-30  1.000000E-30  1.000004E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.003674E-30  1.000038E-30  1.000035E-30  1.000000E-30  1.000004E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.003945E-30  1.000041E-30  1.000037E-30  1.000000E-30  1.000005E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.004346E-30  1.000045E-30  1.000041E-30  1.000000E-30  1.000005E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.004731E-30  1.000049E-30  1.000045E-30  1.000000E-30  1.000006E-30  1.000000E-30  1.000001E-30  1.000000E-30
     41  4.138876583201E-04  1.005104E-30  1.000053E-30  1.000048E-30  1.000000E-30  1.000006E-30  1.000000E-30  1.000001E-30  1.000000E-30
     42  4.432651277490E-04  1.005466E-30  1.000057E-30  1.000052E-30  1.000000E-30  1.000007E-30  1.000000E-30  1.000001E-30  1.000000E-30
     43  4.720041568584E-04  1.005820E-30  1.000061E-30  1.000055E-30  1.000000E-30  1.000007E-30  1.000000E-30  1.000001E-30  1.000000E-30
     44  5.002792532552E-04  1.006169E-30  1.000064E-30  1.000058E-30  1.000000E-30  1.000008E-30  1.000000E-30  1.000001E-30  1.000000E-30
     45  5.282472522620E-04  1.006514E-30  1.000068E-30  1.000061E-30  1.000000E-30  1.000008E-30  1.000000E-30  1.000001E-30  1.000000E-30
     46  5.560479783168E-04  1.006856E-30  1.000071E-30  1.000065E-30  1.000000E-30  1.000008E-30  1.000000E-30  1.000001E-30  1.000000E-30
     47  5.838060709037E-04  1.007199E-30  1.000075E-30  1.000068E-30  1.000000E-30  1.000009E-30  1.000000E-30  1.000001E-30  1.000000E-30
     48  6.116334118686E-04  1.007542E-30  1.000079E-30  1.000071E-30  1.000000E-30  1.000009E-30  1.000000E-30  1.000001E-30  1.000000E-30
     49  6.396318340541E-04  1.007887E-30  1.000082E-30  1.000074E-30  1.000000E-30  1.000010E-30  1.000000E-30  1.000001E-30  1.000000E-30
     50  6.678959636874E-04  1.008236E-30  1.000086E-30  1.000078E-30  1.000000E-30  1.000010E-30  1.000000E-30  1.000001E-30  1.000000E-30
     51  6.965161747902E-04  1.008588E-30  1.000090E-30  1.000081E-30  1.000000E-30  1.000010E-30  1.000000E-30  1.000001E-30  1.000000E-30
     52  7.255817382538E-04  1.008947E-30  1.000093E-30  1.000084E-30  1.000000E-30  1.000011E-30  1.000000E-30  1.000001E-30  1.000000E-30
     53  7.551843574001E-04  1.009312E-30  1.000097E-30  1.000088E-30  1.000000E-30  1.000011E-30  1.000000E-30  1.000001E-30  1.000000E-30
     54  7.854224313090E-04  1.009685E-30  1.000101E-30  1.000091E-30  1.000000E-30  1.000012E-30  1.000000E-30  1.000001E-30  1.000000E-30
     55  8.164066374138E-04  1.010067E-30  1.000105E-30  1.000095E-30  1.000000E-30  1.000012E-30  1.000000E-30  1.000001E-30  1.000000E-30
     56  8.482679080764E-04  1.010460E-30  1.000109E-30  1.000099E-30  1.000000E-30  1.000013E-30  1.000000E-30  1.000001E-30  1.000000E-30
     57  8.811699017317E-04  1.010865E-30  1.000113E-30  1.000102E-30  1.000000E-30  1.000013E-30  1.000000E-30  1.000001E-30  1.000000E-30
     58  9.153304977871E-04  1.011287E-30  1.000118E-30  1.000106E-30  1.000000E-30  1.000014E-30  1.000000E-30  1.000001E-30  1.000000E-30
     59  9.510634923056E-04  1.011727E-30  1.000123E-30  1.000111E-30  1.000000E-30  1.000014E-30  1.000000E-30  1.000001E-30  1.000000E-30
     60  9.888739022907E-04  1.012193E-30  1.000127E-30  1.000115E-30  1.000000E-30  1.000015E-30  1.000000E-30  1.000001E-30  1.000000E-30
     61  1.029744313280E-03  1.012697E-30  1.000133E-30  1.000120E-30  1.000000E-30  1.000015E-30  1.000000E-30  1.000001E-30  1.000000E-30
     62  1.076805333108E-03  1.013278E-30  1.000139E-30  1.000125E-30  1.000000E-30  1.000016E-30  1.000000E-30  1.000002E-30  1.000000E-30
     63  1.127478238084E-03  1.013902E-30  1.000146E-30  1.000131E-30  1.000000E-30  1.000017E-30  1.000000E-30  1.000002E-30  1.000000E-30
     64  1.179263354774E-03  1.014541E-30  1.000152E-30  1.000137E-30  1.000000E-30  1.000018E-30  1.000000E-30  1.000002E-30  1.000000E-30
     65  1.231720185468E-03  1.015188E-30  1.000159E-30  1.000143E-30  1.000000E-30  1.000019E-30  1.000000E-30  1.000002E-30  1.000000E-30
     66  1.284679788904E-03  1.015841E-30  1.000166E-30  1.000149E-30  1.000000E-30  1.000019E-30  1.000000E-30  1.000002E-30  1.000000E-30
     67  1.338068714676E-03  1.016499E-30  1.000173E-30  1.000156E-30  1.000000E-30  1.000020E-30  1.000000E-30  1.000002E-30  1.000000E-30
     68  1.391852718980E-03  1.017162E-30  1.000180E-30  1.000162E-30  1.000000E-30  1.000021E-30  1.000000E-30  1.000002E-30  1.000000E-30
     69  1.446014888479E-03  1.017830E-30  1.000187E-30  1.000168E-30  1.000000E-30  1.000022E-30  1.000000E-30  1.000002E-30  1.000000E-30
     70  1.500546342624E-03  1.018502E-30  1.000194E-30  1.000174E-30  1.000000E-30  1.000023E-30  1.000000E-30  1.000002E-30  1.000000E-30
     71  1.555442065896E-03  1.019179E-30  1.000202E-30  1.000181E-30  1.000000E-30  1.000023E-30  1.000000E-30  1.000002E-30  1.000000E-30
     72  1.610698967280E-03  1.019860E-30  1.000209E-30  1.000187E-30  1.000000E-30  1.000024E-30  1.000000E-30  1.000002E-30  1.000000E-30
     73  1.666314948699E-03  1.020546E-30  1.000216E-30  1.000194E-30  1.000000E-30  1.000025E-30  1.000000E-30  1.000002E-30  1.000000E-30
     74  1.722288445659E-03  1.021236E-30  1.000224E-30  1.000200E-30  1.000000E-30  1.000026E-30  1.000000E-30  1.000002E-30  1.000000E-30
     75  1.778618195039E-03  1.021931E-30  1.000231E-30  1.000207E-30  1.000000E-30  1.000027E-30  1.000000E-30  1.000002E-30  1.000000E-30
     76  1.835303663832E-03  1.022630E-30  1.000239E-30  1.000213E-30  1.000000E-30  1.000028E-30  1.000000E-30  1.000003E-30  1.000000E-30
     77  1.892344396716E-03  1.023333E-30  1.000246E-30  1.000220E-30  1.000000E-30  1.000028E-30  1.000000E-30  1.000003E-30  1.000000E-30
     78  1.949739812628E-03  1.024041E-30  1.000254E-30  1.000227E-30  1.000000E-30  1.000029E-30  1.000000E-30  1.000003E-30  1.000000E-30
     79  2.007489276907E-03  1.024753E-30  1.000261E-30  1.000233E-30  1.000000E-30  1.000030E-30  1.000000E-30  1.000003E-30  1.000000E-30
     80  2.065592139419E-03  1.025469E-30  1.000269E-30  1.000240E-30  1.000000E-30  1.000031E-30  1.000000E-30  1.000003E-30  1.000000E-30
     81  2.124047755162E-03  1.026190E-30  1.000277E-30  1.000247E-30  1.000000E-30  1.000032E-30  1.000000E-30  1.000003E-30  1.000000E-30
     82  2.182855495215E-03  1.026915E-30  1.000285E-30  1.000254E-30  1.000000E-30  1.000033E-30  1.000000E-30  1.000003E-30  1.000000E-30
     83  2.242014752368E-03  1.027644E-30  1.000293E-30  1.000261E-30  1.000000E-30  1.000034E-30  1.000000E-30  1.000003E-30  1.000000E-30
     84  2.301524943777E-03  1.028378E-30  1.000300E-30  1.000268E-30  1.000000E-30  1.000035E-30  1.000000E-30  1.000003E-30  1.000000E-30
     85  2.361385511936E-03  1.029116E-30  1.000308E-30  1.000275E-30  1.000000E-30  1.000036E-30  1.000000E-30  1.000003E-30  1.000000E-30
     86  2.421595924701E-03  1.029859E-30  1.000317E-30  1.000282E-30  1.000000E-30  1.000036E-30  1.000000E-30  1.000003E-30  1.000000E-30
     87  2.482155674804E-03  1.030605E-30  1.000325E-30  1.000289E-30  1.000000E-30  1.000037E-30  1.000000E-30  1.000003E-30  1.000000E-30
     88  2.543064279071E-03  1.031356E-30  1.000333E-30  1.000296E-30  1.000000E-30  1.000038E-30  1.000000E-30  1.000004E-30  1.000000E-30
     89  2.604321277494E-03  1.032111E-30  1.000341E-30  1.000303E-30  1.000000E-30  1.000039E-30  1.000000E-30  1.000004E-30  1.000000E-30
     90  2.665926232237E-03  1.032871E-30  1.000349E-30  1.000310E-30  1.000000E-30  1.000040E-30  1.000000E-30  1.000004E-30  1.000000E-30
     91  2.727878734382E-03  1.033635E-30  1.000358E-30  1.000317E-30  1.000000E-30  1.000041E-30  1.000000E-30  1.000004E-30  1.000000E-30
     92  2.790178404165E-03  1.034403E-30  1.000366E-30  1.000325E-30  1.000000E-30  1.000042E-30  1.000000E-30  1.000004E-30  1.000000E-30
     93  2.852824875480E-03  1.035175E-30  1.000374E-30  1.000332E-30  1.000000E-30  1.000043E-30  1.000000E-30  1.000004E-30  1.000000E-30
     94  2.915817796872E-03  1.035952E-30  1.000383E-30  1.000339E-30  1.000000E-30  1.000044E-30  1.000000E-30  1.000004E-30  1.000000E-30
     95  2.979156831833E-03  1.036733E-30  1.000392E-30  1.000347E-30  1.000000E-30  1.000045E-30  1.000000E-30  1.000004E-30  1.000000E-30
