 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ho169         ho170         ho171         ho172         ho173         ho174         ho175         ho176
     27  8.489118412102E-05  1.000001E-30  1.000000E-30  1.000041E-30  1.000005E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000001E-30  1.000000E-30  1.000047E-30  1.000006E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000002E-30  1.000000E-30  1.000052E-30  1.000007E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000002E-30  1.000001E-30  1.000058E-30  1.000007E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000002E-30  1.000001E-30  1.000067E-30  1.000008E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.000003E-30  1.000001E-30  1.000083E-30  1.000010E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.000003E-30  1.000001E-30  1.000097E-30  1.000012E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.000003E-30  1.000001E-30  1.000110E-30  1.000014E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.000004E-30  1.000001E-30  1.000123E-30  1.000016E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.000004E-30  1.000001E-30  1.000134E-30  1.000017E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.000005E-30  1.000001E-30  1.000145E-30  1.000018E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.000005E-30  1.000001E-30  1.000156E-30  1.000020E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.000005E-30  1.000002E-30  1.000172E-30  1.000022E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.000006E-30  1.000002E-30  1.000187E-30  1.000024E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.000006E-30  1.000002E-30  1.000202E-30  1.000026E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.000007E-30  1.000002E-30  1.000216E-30  1.000027E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.000007E-30  1.000002E-30  1.000230E-30  1.000029E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.000008E-30  1.000002E-30  1.000244E-30  1.000031E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.000008E-30  1.000002E-30  1.000257E-30  1.000033E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.000009E-30  1.000003E-30  1.000271E-30  1.000034E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.000009E-30  1.000003E-30  1.000285E-30  1.000036E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.000009E-30  1.000003E-30  1.000298E-30  1.000038E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.000010E-30  1.000003E-30  1.000312E-30  1.000040E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.000010E-30  1.000003E-30  1.000326E-30  1.000041E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.000011E-30  1.000003E-30  1.000340E-30  1.000043E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.000011E-30  1.000003E-30  1.000354E-30  1.000045E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.000012E-30  1.000004E-30  1.000368E-30  1.000047E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.000012E-30  1.000004E-30  1.000383E-30  1.000049E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.000013E-30  1.000004E-30  1.000398E-30  1.000050E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.000013E-30  1.000004E-30  1.000413E-30  1.000052E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.000014E-30  1.000004E-30  1.000430E-30  1.000054E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.000014E-30  1.000004E-30  1.000446E-30  1.000057E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.000015E-30  1.000004E-30  1.000464E-30  1.000059E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.000015E-30  1.000005E-30  1.000482E-30  1.000061E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.000016E-30  1.000005E-30  1.000502E-30  1.000064E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.000017E-30  1.000005E-30  1.000525E-30  1.000067E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.000017E-30  1.000005E-30  1.000550E-30  1.000070E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.000018E-30  1.000005E-30  1.000575E-30  1.000073E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.000019E-30  1.000006E-30  1.000600E-30  1.000076E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.000020E-30  1.000006E-30  1.000626E-30  1.000079E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.000021E-30  1.000006E-30  1.000652E-30  1.000083E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.000021E-30  1.000006E-30  1.000678E-30  1.000086E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.000022E-30  1.000007E-30  1.000705E-30  1.000089E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.000023E-30  1.000007E-30  1.000731E-30  1.000093E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.000024E-30  1.000007E-30  1.000758E-30  1.000096E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.000025E-30  1.000007E-30  1.000785E-30  1.000100E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.000026E-30  1.000008E-30  1.000812E-30  1.000103E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.000026E-30  1.000008E-30  1.000840E-30  1.000106E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.000027E-30  1.000008E-30  1.000867E-30  1.000110E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.000028E-30  1.000009E-30  1.000895E-30  1.000113E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.000029E-30  1.000009E-30  1.000922E-30  1.000117E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.000030E-30  1.000009E-30  1.000950E-30  1.000120E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.000031E-30  1.000009E-30  1.000979E-30  1.000124E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.000032E-30  1.000010E-30  1.001007E-30  1.000128E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.000033E-30  1.000010E-30  1.001035E-30  1.000131E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.000033E-30  1.000010E-30  1.001064E-30  1.000135E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.000034E-30  1.000010E-30  1.001093E-30  1.000139E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.000035E-30  1.000011E-30  1.001122E-30  1.000142E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.000036E-30  1.000011E-30  1.001151E-30  1.000146E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.000037E-30  1.000011E-30  1.001180E-30  1.000150E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.000038E-30  1.000012E-30  1.001210E-30  1.000153E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.000039E-30  1.000012E-30  1.001240E-30  1.000157E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.000040E-30  1.000012E-30  1.001269E-30  1.000161E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.000041E-30  1.000012E-30  1.001299E-30  1.000165E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.000042E-30  1.000013E-30  1.001330E-30  1.000169E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.000043E-30  1.000013E-30  1.001360E-30  1.000172E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.000044E-30  1.000013E-30  1.001391E-30  1.000176E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.000045E-30  1.000014E-30  1.001421E-30  1.000180E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.000046E-30  1.000014E-30  1.001452E-30  1.000184E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
