 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                xe135         xe136         xe137         xe138         xe139         xe140         xe141         xe142
     27  8.489118412102E-05  1.000000E-30  1.000001E-30  1.000002E-30  1.000009E-30  1.000024E-30  1.000064E-30  1.000103E-30  1.000247E-30
     28  9.570255892797E-05  1.000000E-30  1.000001E-30  1.000002E-30  1.000011E-30  1.000027E-30  1.000072E-30  1.000116E-30  1.000279E-30
     29  1.070853065563E-04  1.000000E-30  1.000001E-30  1.000003E-30  1.000012E-30  1.000031E-30  1.000081E-30  1.000130E-30  1.000312E-30
     30  1.190882425669E-04  1.000000E-30  1.000001E-30  1.000003E-30  1.000013E-30  1.000034E-30  1.000090E-30  1.000144E-30  1.000347E-30
     31  1.366291075688E-04  1.000000E-30  1.000001E-30  1.000003E-30  1.000015E-30  1.000039E-30  1.000103E-30  1.000166E-30  1.000398E-30
     32  1.695708820900E-04  1.000000E-30  1.000001E-30  1.000004E-30  1.000019E-30  1.000049E-30  1.000128E-30  1.000205E-30  1.000494E-30
     33  1.992873377730E-04  1.000000E-30  1.000002E-30  1.000005E-30  1.000022E-30  1.000057E-30  1.000150E-30  1.000241E-30  1.000580E-30
     34  2.264248739983E-04  1.000000E-30  1.000002E-30  1.000006E-30  1.000025E-30  1.000065E-30  1.000171E-30  1.000274E-30  1.000659E-30
     35  2.515933231106E-04  1.000000E-30  1.000002E-30  1.000006E-30  1.000028E-30  1.000072E-30  1.000190E-30  1.000305E-30  1.000733E-30
     36  2.753099894686E-04  1.000000E-30  1.000002E-30  1.000007E-30  1.000030E-30  1.000079E-30  1.000208E-30  1.000334E-30  1.000802E-30
     37  2.979926919870E-04  1.000000E-30  1.000002E-30  1.000008E-30  1.000033E-30  1.000085E-30  1.000225E-30  1.000361E-30  1.000868E-30
     38  3.199702121451E-04  1.000000E-30  1.000003E-30  1.000008E-30  1.000035E-30  1.000092E-30  1.000242E-30  1.000388E-30  1.000932E-30
     39  3.524429751724E-04  1.000000E-30  1.000003E-30  1.000009E-30  1.000039E-30  1.000101E-30  1.000266E-30  1.000427E-30  1.001027E-30
     40  3.836809895565E-04  1.000000E-30  1.000003E-30  1.000010E-30  1.000042E-30  1.000110E-30  1.000290E-30  1.000465E-30  1.001118E-30
     41  4.138876583201E-04  1.000000E-30  1.000003E-30  1.000010E-30  1.000046E-30  1.000119E-30  1.000313E-30  1.000502E-30  1.001206E-30
     42  4.432651277490E-04  1.000000E-30  1.000004E-30  1.000011E-30  1.000049E-30  1.000127E-30  1.000335E-30  1.000537E-30  1.001291E-30
     43  4.720041568584E-04  1.000000E-30  1.000004E-30  1.000012E-30  1.000052E-30  1.000135E-30  1.000357E-30  1.000572E-30  1.001375E-30
     44  5.002792532552E-04  1.000000E-30  1.000004E-30  1.000013E-30  1.000055E-30  1.000143E-30  1.000378E-30  1.000607E-30  1.001458E-30
     45  5.282472522620E-04  1.000000E-30  1.000004E-30  1.000013E-30  1.000058E-30  1.000151E-30  1.000399E-30  1.000641E-30  1.001539E-30
     46  5.560479783168E-04  1.000000E-30  1.000005E-30  1.000014E-30  1.000061E-30  1.000159E-30  1.000420E-30  1.000674E-30  1.001620E-30
     47  5.838060709037E-04  1.000000E-30  1.000005E-30  1.000015E-30  1.000064E-30  1.000167E-30  1.000441E-30  1.000708E-30  1.001701E-30
     48  6.116334118686E-04  1.000000E-30  1.000005E-30  1.000015E-30  1.000068E-30  1.000175E-30  1.000462E-30  1.000742E-30  1.001782E-30
     49  6.396318340541E-04  1.000000E-30  1.000005E-30  1.000016E-30  1.000071E-30  1.000183E-30  1.000483E-30  1.000776E-30  1.001864E-30
     50  6.678959636874E-04  1.000000E-30  1.000006E-30  1.000017E-30  1.000074E-30  1.000192E-30  1.000505E-30  1.000810E-30  1.001946E-30
     51  6.965161747902E-04  1.000000E-30  1.000006E-30  1.000018E-30  1.000077E-30  1.000200E-30  1.000526E-30  1.000845E-30  1.002030E-30
     52  7.255817382538E-04  1.000000E-30  1.000006E-30  1.000018E-30  1.000080E-30  1.000208E-30  1.000548E-30  1.000880E-30  1.002115E-30
     53  7.551843574001E-04  1.000000E-30  1.000006E-30  1.000019E-30  1.000083E-30  1.000217E-30  1.000571E-30  1.000916E-30  1.002201E-30
     54  7.854224313090E-04  1.000000E-30  1.000007E-30  1.000020E-30  1.000087E-30  1.000225E-30  1.000593E-30  1.000953E-30  1.002289E-30
     55  8.164066374138E-04  1.000000E-30  1.000007E-30  1.000021E-30  1.000090E-30  1.000234E-30  1.000617E-30  1.000991E-30  1.002380E-30
     56  8.482679080764E-04  1.000000E-30  1.000007E-30  1.000021E-30  1.000094E-30  1.000243E-30  1.000641E-30  1.001029E-30  1.002473E-30
     57  8.811699017317E-04  1.000000E-30  1.000007E-30  1.000022E-30  1.000097E-30  1.000253E-30  1.000666E-30  1.001069E-30  1.002569E-30
     58  9.153304977871E-04  1.000000E-30  1.000008E-30  1.000023E-30  1.000101E-30  1.000263E-30  1.000692E-30  1.001111E-30  1.002668E-30
     59  9.510634923056E-04  1.000000E-30  1.000008E-30  1.000024E-30  1.000105E-30  1.000273E-30  1.000719E-30  1.001154E-30  1.002773E-30
     60  9.888739022907E-04  1.000000E-30  1.000008E-30  1.000025E-30  1.000109E-30  1.000284E-30  1.000747E-30  1.001200E-30  1.002883E-30
     61  1.029744313280E-03  1.000000E-30  1.000009E-30  1.000026E-30  1.000114E-30  1.000295E-30  1.000778E-30  1.001250E-30  1.003002E-30
     62  1.076805333108E-03  1.000000E-30  1.000009E-30  1.000027E-30  1.000119E-30  1.000309E-30  1.000814E-30  1.001307E-30  1.003140E-30
     63  1.127478238084E-03  1.000000E-30  1.000009E-30  1.000028E-30  1.000125E-30  1.000323E-30  1.000852E-30  1.001369E-30  1.003288E-30
     64  1.179263354774E-03  1.000000E-30  1.000010E-30  1.000030E-30  1.000130E-30  1.000338E-30  1.000891E-30  1.001432E-30  1.003439E-30
     65  1.231720185468E-03  1.000000E-30  1.000010E-30  1.000031E-30  1.000136E-30  1.000353E-30  1.000931E-30  1.001496E-30  1.003592E-30
     66  1.284679788904E-03  1.000000E-30  1.000011E-30  1.000032E-30  1.000142E-30  1.000369E-30  1.000971E-30  1.001560E-30  1.003747E-30
     67  1.338068714676E-03  1.000000E-30  1.000011E-30  1.000034E-30  1.000148E-30  1.000384E-30  1.001011E-30  1.001625E-30  1.003903E-30
     68  1.391852718980E-03  1.000000E-30  1.000012E-30  1.000035E-30  1.000154E-30  1.000399E-30  1.001052E-30  1.001691E-30  1.004061E-30
     69  1.446014888479E-03  1.000000E-30  1.000012E-30  1.000037E-30  1.000160E-30  1.000415E-30  1.001093E-30  1.001757E-30  1.004219E-30
     70  1.500546342624E-03  1.000000E-30  1.000012E-30  1.000038E-30  1.000166E-30  1.000431E-30  1.001134E-30  1.001823E-30  1.004378E-30
     71  1.555442065896E-03  1.000000E-30  1.000013E-30  1.000039E-30  1.000172E-30  1.000446E-30  1.001176E-30  1.001890E-30  1.004539E-30
     72  1.610698967280E-03  1.000000E-30  1.000013E-30  1.000041E-30  1.000178E-30  1.000462E-30  1.001218E-30  1.001957E-30  1.004701E-30
     73  1.666314948699E-03  1.000000E-30  1.000014E-30  1.000042E-30  1.000184E-30  1.000478E-30  1.001260E-30  1.002025E-30  1.004863E-30
     74  1.722288445659E-03  1.000000E-30  1.000014E-30  1.000044E-30  1.000190E-30  1.000494E-30  1.001302E-30  1.002093E-30  1.005027E-30
     75  1.778618195039E-03  1.000000E-30  1.000015E-30  1.000045E-30  1.000196E-30  1.000511E-30  1.001345E-30  1.002162E-30  1.005192E-30
     76  1.835303663832E-03  1.000000E-30  1.000015E-30  1.000046E-30  1.000203E-30  1.000527E-30  1.001388E-30  1.002231E-30  1.005358E-30
     77  1.892344396716E-03  1.000000E-30  1.000016E-30  1.000048E-30  1.000209E-30  1.000543E-30  1.001431E-30  1.002301E-30  1.005525E-30
     78  1.949739812628E-03  1.000000E-30  1.000016E-30  1.000049E-30  1.000215E-30  1.000560E-30  1.001474E-30  1.002371E-30  1.005693E-30
     79  2.007489276907E-03  1.000000E-30  1.000017E-30  1.000051E-30  1.000222E-30  1.000577E-30  1.001518E-30  1.002442E-30  1.005862E-30
     80  2.065592139419E-03  1.000000E-30  1.000017E-30  1.000052E-30  1.000228E-30  1.000593E-30  1.001562E-30  1.002512E-30  1.006032E-30
     81  2.124047755162E-03  1.000000E-30  1.000018E-30  1.000054E-30  1.000235E-30  1.000610E-30  1.001607E-30  1.002584E-30  1.006203E-30
     82  2.182855495215E-03  1.000000E-30  1.000018E-30  1.000055E-30  1.000241E-30  1.000627E-30  1.001651E-30  1.002656E-30  1.006376E-30
     83  2.242014752368E-03  1.000000E-30  1.000019E-30  1.000057E-30  1.000248E-30  1.000644E-30  1.001696E-30  1.002728E-30  1.006549E-30
     84  2.301524943777E-03  1.000000E-30  1.000019E-30  1.000058E-30  1.000254E-30  1.000661E-30  1.001741E-30  1.002801E-30  1.006724E-30
     85  2.361385511936E-03  1.000000E-30  1.000020E-30  1.000060E-30  1.000261E-30  1.000678E-30  1.001786E-30  1.002874E-30  1.006899E-30
     86  2.421595924701E-03  1.000000E-30  1.000020E-30  1.000061E-30  1.000268E-30  1.000696E-30  1.001832E-30  1.002948E-30  1.007076E-30
     87  2.482155674804E-03  1.000000E-30  1.000021E-30  1.000063E-30  1.000274E-30  1.000713E-30  1.001878E-30  1.003022E-30  1.007253E-30
     88  2.543064279071E-03  1.000000E-30  1.000021E-30  1.000064E-30  1.000281E-30  1.000731E-30  1.001924E-30  1.003096E-30  1.007432E-30
     89  2.604321277494E-03  1.000000E-30  1.000022E-30  1.000066E-30  1.000288E-30  1.000748E-30  1.001971E-30  1.003171E-30  1.007612E-30
     90  2.665926232237E-03  1.000000E-30  1.000022E-30  1.000067E-30  1.000295E-30  1.000766E-30  1.002017E-30  1.003247E-30  1.007793E-30
     91  2.727878734382E-03  1.000000E-30  1.000023E-30  1.000069E-30  1.000301E-30  1.000784E-30  1.002064E-30  1.003322E-30  1.007974E-30
     92  2.790178404165E-03  1.000000E-30  1.000023E-30  1.000071E-30  1.000308E-30  1.000802E-30  1.002112E-30  1.003399E-30  1.008157E-30
     93  2.852824875480E-03  1.000000E-30  1.000024E-30  1.000072E-30  1.000315E-30  1.000820E-30  1.002159E-30  1.003475E-30  1.008341E-30
     94  2.915817796872E-03  1.000000E-30  1.000024E-30  1.000074E-30  1.000322E-30  1.000838E-30  1.002207E-30  1.003553E-30  1.008526E-30
     95  2.979156831833E-03  1.000000E-30  1.000025E-30  1.000075E-30  1.000329E-30  1.000857E-30  1.002255E-30  1.003630E-30  1.008712E-30
