 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                tl211         tl212         tl213         tl214         tl215         tl216         tl217         tl218
     27  8.489118412102E-05  1.000000E-30  1.000001E-30  1.000004E-30  1.000010E-30  1.000231E-30  1.000072E-30  1.000071E-30  1.000253E-30
     28  9.570255892797E-05  1.000000E-30  1.000002E-30  1.000004E-30  1.000011E-30  1.000261E-30  1.000082E-30  1.000080E-30  1.000285E-30
     29  1.070853065563E-04  1.000000E-30  1.000002E-30  1.000004E-30  1.000013E-30  1.000292E-30  1.000091E-30  1.000090E-30  1.000319E-30
     30  1.190882425669E-04  1.000000E-30  1.000002E-30  1.000005E-30  1.000014E-30  1.000325E-30  1.000102E-30  1.000100E-30  1.000354E-30
     31  1.366291075688E-04  1.000000E-30  1.000002E-30  1.000006E-30  1.000016E-30  1.000372E-30  1.000117E-30  1.000115E-30  1.000406E-30
     32  1.695708820900E-04  1.000000E-30  1.000003E-30  1.000007E-30  1.000020E-30  1.000462E-30  1.000145E-30  1.000142E-30  1.000505E-30
     33  1.992873377730E-04  1.000000E-30  1.000003E-30  1.000008E-30  1.000024E-30  1.000543E-30  1.000170E-30  1.000167E-30  1.000593E-30
     34  2.264248739983E-04  1.000001E-30  1.000004E-30  1.000009E-30  1.000027E-30  1.000617E-30  1.000193E-30  1.000190E-30  1.000674E-30
     35  2.515933231106E-04  1.000001E-30  1.000004E-30  1.000010E-30  1.000030E-30  1.000686E-30  1.000215E-30  1.000211E-30  1.000749E-30
     36  2.753099894686E-04  1.000001E-30  1.000005E-30  1.000011E-30  1.000033E-30  1.000751E-30  1.000235E-30  1.000231E-30  1.000819E-30
     37  2.979926919870E-04  1.000001E-30  1.000005E-30  1.000012E-30  1.000036E-30  1.000812E-30  1.000254E-30  1.000250E-30  1.000887E-30
     38  3.199702121451E-04  1.000001E-30  1.000005E-30  1.000013E-30  1.000038E-30  1.000872E-30  1.000273E-30  1.000268E-30  1.000952E-30
     39  3.524429751724E-04  1.000001E-30  1.000006E-30  1.000015E-30  1.000042E-30  1.000961E-30  1.000301E-30  1.000296E-30  1.001049E-30
     40  3.836809895565E-04  1.000001E-30  1.000006E-30  1.000016E-30  1.000046E-30  1.001046E-30  1.000328E-30  1.000322E-30  1.001142E-30
     41  4.138876583201E-04  1.000001E-30  1.000007E-30  1.000017E-30  1.000049E-30  1.001128E-30  1.000353E-30  1.000347E-30  1.001231E-30
     42  4.432651277490E-04  1.000001E-30  1.000007E-30  1.000018E-30  1.000053E-30  1.001208E-30  1.000378E-30  1.000372E-30  1.001319E-30
     43  4.720041568584E-04  1.000001E-30  1.000008E-30  1.000020E-30  1.000056E-30  1.001287E-30  1.000403E-30  1.000396E-30  1.001404E-30
     44  5.002792532552E-04  1.000001E-30  1.000008E-30  1.000021E-30  1.000060E-30  1.001364E-30  1.000427E-30  1.000420E-30  1.001489E-30
     45  5.282472522620E-04  1.000001E-30  1.000009E-30  1.000022E-30  1.000063E-30  1.001440E-30  1.000451E-30  1.000443E-30  1.001572E-30
     46  5.560479783168E-04  1.000001E-30  1.000009E-30  1.000023E-30  1.000066E-30  1.001516E-30  1.000475E-30  1.000466E-30  1.001654E-30
     47  5.838060709037E-04  1.000001E-30  1.000010E-30  1.000024E-30  1.000070E-30  1.001592E-30  1.000498E-30  1.000490E-30  1.001737E-30
     48  6.116334118686E-04  1.000001E-30  1.000010E-30  1.000025E-30  1.000073E-30  1.001667E-30  1.000522E-30  1.000513E-30  1.001820E-30
     49  6.396318340541E-04  1.000001E-30  1.000010E-30  1.000027E-30  1.000076E-30  1.001744E-30  1.000546E-30  1.000536E-30  1.001903E-30
     50  6.678959636874E-04  1.000002E-30  1.000011E-30  1.000028E-30  1.000080E-30  1.001821E-30  1.000570E-30  1.000560E-30  1.001987E-30
     51  6.965161747902E-04  1.000002E-30  1.000011E-30  1.000029E-30  1.000083E-30  1.001899E-30  1.000595E-30  1.000584E-30  1.002072E-30
     52  7.255817382538E-04  1.000002E-30  1.000012E-30  1.000030E-30  1.000087E-30  1.001978E-30  1.000620E-30  1.000608E-30  1.002159E-30
     53  7.551843574001E-04  1.000002E-30  1.000012E-30  1.000031E-30  1.000090E-30  1.002059E-30  1.000645E-30  1.000633E-30  1.002247E-30
     54  7.854224313090E-04  1.000002E-30  1.000013E-30  1.000033E-30  1.000094E-30  1.002141E-30  1.000671E-30  1.000659E-30  1.002337E-30
     55  8.164066374138E-04  1.000002E-30  1.000013E-30  1.000034E-30  1.000097E-30  1.002226E-30  1.000697E-30  1.000685E-30  1.002429E-30
     56  8.482679080764E-04  1.000002E-30  1.000014E-30  1.000035E-30  1.000101E-30  1.002313E-30  1.000724E-30  1.000711E-30  1.002524E-30
     57  8.811699017317E-04  1.000002E-30  1.000014E-30  1.000037E-30  1.000105E-30  1.002402E-30  1.000752E-30  1.000739E-30  1.002622E-30
     58  9.153304977871E-04  1.000002E-30  1.000015E-30  1.000038E-30  1.000109E-30  1.002495E-30  1.000782E-30  1.000768E-30  1.002724E-30
     59  9.510634923056E-04  1.000002E-30  1.000016E-30  1.000040E-30  1.000114E-30  1.002593E-30  1.000812E-30  1.000798E-30  1.002830E-30
     60  9.888739022907E-04  1.000002E-30  1.000016E-30  1.000041E-30  1.000118E-30  1.002696E-30  1.000844E-30  1.000829E-30  1.002943E-30
     61  1.029744313280E-03  1.000002E-30  1.000017E-30  1.000043E-30  1.000123E-30  1.002807E-30  1.000879E-30  1.000864E-30  1.003064E-30
     62  1.076805333108E-03  1.000002E-30  1.000018E-30  1.000045E-30  1.000129E-30  1.002936E-30  1.000920E-30  1.000903E-30  1.003204E-30
     63  1.127478238084E-03  1.000003E-30  1.000019E-30  1.000047E-30  1.000135E-30  1.003074E-30  1.000963E-30  1.000946E-30  1.003355E-30
     64  1.179263354774E-03  1.000003E-30  1.000019E-30  1.000049E-30  1.000141E-30  1.003215E-30  1.001007E-30  1.000989E-30  1.003509E-30
     65  1.231720185468E-03  1.000003E-30  1.000020E-30  1.000051E-30  1.000147E-30  1.003358E-30  1.001052E-30  1.001033E-30  1.003665E-30
     66  1.284679788904E-03  1.000003E-30  1.000021E-30  1.000054E-30  1.000153E-30  1.003502E-30  1.001097E-30  1.001078E-30  1.003823E-30
     67  1.338068714676E-03  1.000003E-30  1.000022E-30  1.000056E-30  1.000160E-30  1.003648E-30  1.001143E-30  1.001122E-30  1.003982E-30
     68  1.391852718980E-03  1.000003E-30  1.000023E-30  1.000058E-30  1.000166E-30  1.003794E-30  1.001189E-30  1.001168E-30  1.004142E-30
     69  1.446014888479E-03  1.000003E-30  1.000024E-30  1.000060E-30  1.000173E-30  1.003942E-30  1.001235E-30  1.001213E-30  1.004303E-30
     70  1.500546342624E-03  1.000003E-30  1.000025E-30  1.000063E-30  1.000179E-30  1.004091E-30  1.001282E-30  1.001259E-30  1.004466E-30
     71  1.555442065896E-03  1.000004E-30  1.000026E-30  1.000065E-30  1.000186E-30  1.004240E-30  1.001329E-30  1.001305E-30  1.004629E-30
     72  1.610698967280E-03  1.000004E-30  1.000026E-30  1.000067E-30  1.000192E-30  1.004391E-30  1.001376E-30  1.001351E-30  1.004794E-30
     73  1.666314948699E-03  1.000004E-30  1.000027E-30  1.000069E-30  1.000199E-30  1.004543E-30  1.001424E-30  1.001398E-30  1.004959E-30
     74  1.722288445659E-03  1.000004E-30  1.000028E-30  1.000072E-30  1.000206E-30  1.004695E-30  1.001471E-30  1.001445E-30  1.005126E-30
     75  1.778618195039E-03  1.000004E-30  1.000029E-30  1.000074E-30  1.000213E-30  1.004849E-30  1.001520E-30  1.001492E-30  1.005294E-30
     76  1.835303663832E-03  1.000004E-30  1.000030E-30  1.000076E-30  1.000219E-30  1.005003E-30  1.001568E-30  1.001540E-30  1.005462E-30
     77  1.892344396716E-03  1.000004E-30  1.000031E-30  1.000079E-30  1.000226E-30  1.005159E-30  1.001617E-30  1.001588E-30  1.005632E-30
     78  1.949739812628E-03  1.000004E-30  1.000032E-30  1.000081E-30  1.000233E-30  1.005315E-30  1.001666E-30  1.001636E-30  1.005803E-30
     79  2.007489276907E-03  1.000005E-30  1.000033E-30  1.000084E-30  1.000240E-30  1.005473E-30  1.001715E-30  1.001685E-30  1.005975E-30
     80  2.065592139419E-03  1.000005E-30  1.000034E-30  1.000086E-30  1.000247E-30  1.005631E-30  1.001765E-30  1.001733E-30  1.006148E-30
     81  2.124047755162E-03  1.000005E-30  1.000035E-30  1.000089E-30  1.000254E-30  1.005790E-30  1.001815E-30  1.001783E-30  1.006322E-30
     82  2.182855495215E-03  1.000005E-30  1.000036E-30  1.000091E-30  1.000261E-30  1.005951E-30  1.001865E-30  1.001832E-30  1.006497E-30
     83  2.242014752368E-03  1.000005E-30  1.000037E-30  1.000093E-30  1.000268E-30  1.006112E-30  1.001916E-30  1.001882E-30  1.006673E-30
     84  2.301524943777E-03  1.000005E-30  1.000038E-30  1.000096E-30  1.000275E-30  1.006274E-30  1.001967E-30  1.001932E-30  1.006851E-30
     85  2.361385511936E-03  1.000005E-30  1.000039E-30  1.000098E-30  1.000282E-30  1.006437E-30  1.002018E-30  1.001982E-30  1.007029E-30
     86  2.421595924701E-03  1.000006E-30  1.000040E-30  1.000101E-30  1.000290E-30  1.006602E-30  1.002070E-30  1.002033E-30  1.007208E-30
     87  2.482155674804E-03  1.000006E-30  1.000041E-30  1.000103E-30  1.000297E-30  1.006767E-30  1.002121E-30  1.002083E-30  1.007389E-30
     88  2.543064279071E-03  1.000006E-30  1.000042E-30  1.000106E-30  1.000304E-30  1.006933E-30  1.002173E-30  1.002135E-30  1.007570E-30
     89  2.604321277494E-03  1.000006E-30  1.000043E-30  1.000109E-30  1.000311E-30  1.007100E-30  1.002226E-30  1.002186E-30  1.007752E-30
     90  2.665926232237E-03  1.000006E-30  1.000044E-30  1.000111E-30  1.000319E-30  1.007268E-30  1.002279E-30  1.002238E-30  1.007936E-30
     91  2.727878734382E-03  1.000006E-30  1.000045E-30  1.000114E-30  1.000326E-30  1.007437E-30  1.002332E-30  1.002290E-30  1.008121E-30
     92  2.790178404165E-03  1.000006E-30  1.000046E-30  1.000116E-30  1.000334E-30  1.007606E-30  1.002385E-30  1.002342E-30  1.008306E-30
     93  2.852824875480E-03  1.000006E-30  1.000047E-30  1.000119E-30  1.000341E-30  1.007777E-30  1.002439E-30  1.002395E-30  1.008493E-30
     94  2.915817796872E-03  1.000007E-30  1.000048E-30  1.000122E-30  1.000349E-30  1.007949E-30  1.002493E-30  1.002448E-30  1.008680E-30
