 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                au216         au217         au218         au219         au220         au221         au222         au223
     27  8.489118412102E-05  1.000165E-30  1.000482E-30  1.000175E-30  1.000264E-30  1.000483E-30  1.000362E-30  1.000203E-30  1.000481E-30
     28  9.570255892797E-05  1.000186E-30  1.000543E-30  1.000197E-30  1.000298E-30  1.000545E-30  1.000409E-30  1.000229E-30  1.000543E-30
     29  1.070853065563E-04  1.000209E-30  1.000608E-30  1.000221E-30  1.000333E-30  1.000609E-30  1.000457E-30  1.000257E-30  1.000607E-30
     30  1.190882425669E-04  1.000232E-30  1.000676E-30  1.000245E-30  1.000371E-30  1.000678E-30  1.000508E-30  1.000285E-30  1.000675E-30
     31  1.366291075688E-04  1.000266E-30  1.000775E-30  1.000281E-30  1.000425E-30  1.000778E-30  1.000583E-30  1.000328E-30  1.000775E-30
     32  1.695708820900E-04  1.000331E-30  1.000962E-30  1.000349E-30  1.000528E-30  1.000965E-30  1.000724E-30  1.000407E-30  1.000962E-30
     33  1.992873377730E-04  1.000389E-30  1.001131E-30  1.000411E-30  1.000620E-30  1.001134E-30  1.000851E-30  1.000478E-30  1.001131E-30
     34  2.264248739983E-04  1.000442E-30  1.001285E-30  1.000467E-30  1.000705E-30  1.001289E-30  1.000967E-30  1.000544E-30  1.001285E-30
     35  2.515933231106E-04  1.000491E-30  1.001428E-30  1.000519E-30  1.000783E-30  1.001432E-30  1.001075E-30  1.000604E-30  1.001429E-30
     36  2.753099894686E-04  1.000537E-30  1.001563E-30  1.000568E-30  1.000857E-30  1.001568E-30  1.001176E-30  1.000662E-30  1.001564E-30
     37  2.979926919870E-04  1.000582E-30  1.001692E-30  1.000614E-30  1.000928E-30  1.001697E-30  1.001273E-30  1.000716E-30  1.001693E-30
     38  3.199702121451E-04  1.000625E-30  1.001817E-30  1.000660E-30  1.000997E-30  1.001822E-30  1.001367E-30  1.000770E-30  1.001818E-30
     39  3.524429751724E-04  1.000688E-30  1.002001E-30  1.000727E-30  1.001098E-30  1.002007E-30  1.001506E-30  1.000848E-30  1.002004E-30
     40  3.836809895565E-04  1.000750E-30  1.002179E-30  1.000791E-30  1.001195E-30  1.002186E-30  1.001640E-30  1.000924E-30  1.002182E-30
     41  4.138876583201E-04  1.000809E-30  1.002350E-30  1.000854E-30  1.001290E-30  1.002358E-30  1.001770E-30  1.000997E-30  1.002354E-30
     42  4.432651277490E-04  1.000867E-30  1.002517E-30  1.000915E-30  1.001381E-30  1.002526E-30  1.001895E-30  1.001068E-30  1.002522E-30
     43  4.720041568584E-04  1.000923E-30  1.002681E-30  1.000974E-30  1.001471E-30  1.002690E-30  1.002019E-30  1.001138E-30  1.002687E-30
     44  5.002792532552E-04  1.000979E-30  1.002841E-30  1.001033E-30  1.001560E-30  1.002851E-30  1.002140E-30  1.001207E-30  1.002848E-30
     45  5.282472522620E-04  1.001034E-30  1.003000E-30  1.001091E-30  1.001647E-30  1.003011E-30  1.002260E-30  1.001275E-30  1.003008E-30
     46  5.560479783168E-04  1.001088E-30  1.003158E-30  1.001148E-30  1.001734E-30  1.003169E-30  1.002379E-30  1.001342E-30  1.003168E-30
     47  5.838060709037E-04  1.001143E-30  1.003316E-30  1.001206E-30  1.001821E-30  1.003328E-30  1.002498E-30  1.001410E-30  1.003327E-30
     48  6.116334118686E-04  1.001198E-30  1.003475E-30  1.001263E-30  1.001908E-30  1.003487E-30  1.002617E-30  1.001478E-30  1.003486E-30
     49  6.396318340541E-04  1.001253E-30  1.003634E-30  1.001321E-30  1.001995E-30  1.003647E-30  1.002737E-30  1.001546E-30  1.003647E-30
     50  6.678959636874E-04  1.001309E-30  1.003795E-30  1.001380E-30  1.002084E-30  1.003808E-30  1.002859E-30  1.001615E-30  1.003809E-30
     51  6.965161747902E-04  1.001365E-30  1.003958E-30  1.001439E-30  1.002173E-30  1.003972E-30  1.002982E-30  1.001685E-30  1.003974E-30
     52  7.255817382538E-04  1.001423E-30  1.004123E-30  1.001500E-30  1.002264E-30  1.004138E-30  1.003107E-30  1.001756E-30  1.004141E-30
     53  7.551843574001E-04  1.001481E-30  1.004291E-30  1.001561E-30  1.002357E-30  1.004308E-30  1.003234E-30  1.001829E-30  1.004311E-30
     54  7.854224313090E-04  1.001541E-30  1.004464E-30  1.001624E-30  1.002452E-30  1.004481E-30  1.003364E-30  1.001903E-30  1.004485E-30
     55  8.164066374138E-04  1.001602E-30  1.004640E-30  1.001688E-30  1.002549E-30  1.004658E-30  1.003497E-30  1.001979E-30  1.004664E-30
     56  8.482679080764E-04  1.001665E-30  1.004821E-30  1.001755E-30  1.002649E-30  1.004840E-30  1.003634E-30  1.002057E-30  1.004847E-30
     57  8.811699017317E-04  1.001730E-30  1.005009E-30  1.001823E-30  1.002752E-30  1.005029E-30  1.003775E-30  1.002138E-30  1.005037E-30
     58  9.153304977871E-04  1.001798E-30  1.005203E-30  1.001894E-30  1.002859E-30  1.005224E-30  1.003922E-30  1.002222E-30  1.005234E-30
     59  9.510634923056E-04  1.001869E-30  1.005407E-30  1.001968E-30  1.002971E-30  1.005429E-30  1.004076E-30  1.002310E-30  1.005440E-30
     60  9.888739022907E-04  1.001944E-30  1.005622E-30  1.002047E-30  1.003090E-30  1.005645E-30  1.004239E-30  1.002403E-30  1.005659E-30
     61  1.029744313280E-03  1.002025E-30  1.005855E-30  1.002132E-30  1.003218E-30  1.005880E-30  1.004415E-30  1.002504E-30  1.005895E-30
     62  1.076805333108E-03  1.002119E-30  1.006123E-30  1.002230E-30  1.003366E-30  1.006149E-30  1.004618E-30  1.002621E-30  1.006168E-30
     63  1.127478238084E-03  1.002220E-30  1.006412E-30  1.002336E-30  1.003525E-30  1.006440E-30  1.004836E-30  1.002746E-30  1.006461E-30
     64  1.179263354774E-03  1.002323E-30  1.006708E-30  1.002444E-30  1.003688E-30  1.006737E-30  1.005059E-30  1.002875E-30  1.006762E-30
     65  1.231720185468E-03  1.002427E-30  1.007007E-30  1.002554E-30  1.003853E-30  1.007038E-30  1.005286E-30  1.003005E-30  1.007066E-30
     66  1.284679788904E-03  1.002533E-30  1.007309E-30  1.002664E-30  1.004020E-30  1.007342E-30  1.005514E-30  1.003137E-30  1.007374E-30
     67  1.338068714676E-03  1.002640E-30  1.007613E-30  1.002776E-30  1.004188E-30  1.007649E-30  1.005745E-30  1.003270E-30  1.007685E-30
     68  1.391852718980E-03  1.002747E-30  1.007920E-30  1.002888E-30  1.004358E-30  1.007958E-30  1.005977E-30  1.003404E-30  1.007998E-30
     69  1.446014888479E-03  1.002856E-30  1.008230E-30  1.003002E-30  1.004528E-30  1.008269E-30  1.006211E-30  1.003540E-30  1.008314E-30
     70  1.500546342624E-03  1.002965E-30  1.008541E-30  1.003116E-30  1.004700E-30  1.008583E-30  1.006447E-30  1.003677E-30  1.008633E-30
     71  1.555442065896E-03  1.003075E-30  1.008854E-30  1.003231E-30  1.004874E-30  1.008898E-30  1.006685E-30  1.003814E-30  1.008954E-30
     72  1.610698967280E-03  1.003186E-30  1.009170E-30  1.003347E-30  1.005048E-30  1.009216E-30  1.006924E-30  1.003953E-30  1.009277E-30
     73  1.666314948699E-03  1.003298E-30  1.009488E-30  1.003464E-30  1.005224E-30  1.009537E-30  1.007165E-30  1.004093E-30  1.009603E-30
     74  1.722288445659E-03  1.003411E-30  1.009808E-30  1.003581E-30  1.005401E-30  1.009859E-30  1.007407E-30  1.004235E-30  1.009931E-30
     75  1.778618195039E-03  1.003524E-30  1.010130E-30  1.003700E-30  1.005579E-30  1.010184E-30  1.007651E-30  1.004377E-30  1.010262E-30
     76  1.835303663832E-03  1.003639E-30  1.010454E-30  1.003819E-30  1.005758E-30  1.010510E-30  1.007897E-30  1.004520E-30  1.010595E-30
     77  1.892344396716E-03  1.003754E-30  1.010780E-30  1.003939E-30  1.005939E-30  1.010839E-30  1.008145E-30  1.004665E-30  1.010931E-30
     78  1.949739812628E-03  1.003870E-30  1.011109E-30  1.004060E-30  1.006121E-30  1.011170E-30  1.008394E-30  1.004811E-30  1.011269E-30
     79  2.007489276907E-03  1.003987E-30  1.011439E-30  1.004181E-30  1.006304E-30  1.011504E-30  1.008645E-30  1.004958E-30  1.011609E-30
     80  2.065592139419E-03  1.004104E-30  1.011772E-30  1.004304E-30  1.006488E-30  1.011839E-30  1.008898E-30  1.005106E-30  1.011953E-30
     81  2.124047755162E-03  1.004223E-30  1.012106E-30  1.004427E-30  1.006674E-30  1.012177E-30  1.009152E-30  1.005255E-30  1.012298E-30
     82  2.182855495215E-03  1.004343E-30  1.012443E-30  1.004551E-30  1.006861E-30  1.012517E-30  1.009408E-30  1.005406E-30  1.012646E-30
     83  2.242014752368E-03  1.004463E-30  1.012782E-30  1.004676E-30  1.007048E-30  1.012859E-30  1.009665E-30  1.005558E-30  1.012997E-30
     84  2.301524943777E-03  1.004584E-30  1.013123E-30  1.004802E-30  1.007238E-30  1.013203E-30  1.009925E-30  1.005710E-30  1.013350E-30
     85  2.361385511936E-03  1.004706E-30  1.013466E-30  1.004929E-30  1.007428E-30  1.013549E-30  1.010186E-30  1.005864E-30  1.013706E-30
     86  2.421595924701E-03  1.004829E-30  1.013811E-30  1.005056E-30  1.007620E-30  1.013898E-30  1.010448E-30  1.006020E-30  1.014064E-30
     87  2.482155674804E-03  1.004953E-30  1.014158E-30  1.005185E-30  1.007813E-30  1.014249E-30  1.010712E-30  1.006176E-30  1.014424E-30
     88  2.543064279071E-03  1.005077E-30  1.014508E-30  1.005314E-30  1.008007E-30  1.014602E-30  1.010978E-30  1.006334E-30  1.014787E-30
     89  2.604321277494E-03  1.005202E-30  1.014859E-30  1.005444E-30  1.008202E-30  1.014957E-30  1.011246E-30  1.006493E-30  1.015153E-30
     90  2.665926232237E-03  1.005329E-30  1.015212E-30  1.005575E-30  1.008399E-30  1.015314E-30  1.011515E-30  1.006652E-30  1.015521E-30
     91  2.727878734382E-03  1.005456E-30  1.015568E-30  1.005706E-30  1.008596E-30  1.015673E-30  1.011786E-30  1.006814E-30  1.015892E-30
     92  2.790178404165E-03  1.005584E-30  1.015926E-30  1.005839E-30  1.008795E-30  1.016035E-30  1.012059E-30  1.006976E-30  1.016265E-30
     93  2.852824875480E-03  1.005713E-30  1.016286E-30  1.005972E-30  1.008996E-30  1.016399E-30  1.012333E-30  1.007140E-30  1.016641E-30
     94  2.915817796872E-03  1.005843E-30  1.016647E-30  1.006106E-30  1.009197E-30  1.016765E-30  1.012609E-30  1.007305E-30  1.017019E-30
