 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                pr152         pr153         pr154         pr155         pr156         pr157         pr158         pr159
     27  8.489118412102E-05  1.000026E-30  1.000013E-30  1.000042E-30  1.000145E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000029E-30  1.000015E-30  1.000047E-30  1.000164E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000033E-30  1.000017E-30  1.000052E-30  1.000183E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000036E-30  1.000019E-30  1.000058E-30  1.000204E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000042E-30  1.000022E-30  1.000067E-30  1.000234E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.000052E-30  1.000027E-30  1.000083E-30  1.000290E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.000061E-30  1.000032E-30  1.000098E-30  1.000341E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.000069E-30  1.000036E-30  1.000111E-30  1.000388E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.000077E-30  1.000040E-30  1.000123E-30  1.000431E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.000084E-30  1.000044E-30  1.000135E-30  1.000471E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.000091E-30  1.000047E-30  1.000146E-30  1.000510E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.000097E-30  1.000051E-30  1.000157E-30  1.000548E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.000107E-30  1.000056E-30  1.000173E-30  1.000604E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.000117E-30  1.000061E-30  1.000188E-30  1.000657E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.000126E-30  1.000066E-30  1.000203E-30  1.000709E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.000135E-30  1.000070E-30  1.000217E-30  1.000759E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.000144E-30  1.000075E-30  1.000231E-30  1.000808E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.000152E-30  1.000079E-30  1.000245E-30  1.000857E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.000161E-30  1.000084E-30  1.000259E-30  1.000905E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.000169E-30  1.000088E-30  1.000273E-30  1.000952E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.000178E-30  1.000093E-30  1.000286E-30  1.001000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.000186E-30  1.000097E-30  1.000300E-30  1.001048E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.000195E-30  1.000102E-30  1.000314E-30  1.001096E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.000203E-30  1.000106E-30  1.000328E-30  1.001144E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.000212E-30  1.000111E-30  1.000342E-30  1.001193E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.000221E-30  1.000115E-30  1.000356E-30  1.001243E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.000230E-30  1.000120E-30  1.000371E-30  1.001294E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.000239E-30  1.000125E-30  1.000386E-30  1.001345E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.000248E-30  1.000130E-30  1.000401E-30  1.001398E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.000258E-30  1.000135E-30  1.000417E-30  1.001453E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.000268E-30  1.000140E-30  1.000433E-30  1.001509E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.000279E-30  1.000145E-30  1.000450E-30  1.001568E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.000289E-30  1.000151E-30  1.000468E-30  1.001629E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.000301E-30  1.000157E-30  1.000486E-30  1.001694E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.000313E-30  1.000164E-30  1.000506E-30  1.001764E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.000328E-30  1.000171E-30  1.000530E-30  1.001845E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.000343E-30  1.000179E-30  1.000555E-30  1.001932E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.000359E-30  1.000187E-30  1.000580E-30  1.002021E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.000375E-30  1.000196E-30  1.000606E-30  1.002111E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.000391E-30  1.000204E-30  1.000633E-30  1.002201E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.000407E-30  1.000213E-30  1.000659E-30  1.002293E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.000424E-30  1.000221E-30  1.000686E-30  1.002385E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.000440E-30  1.000230E-30  1.000713E-30  1.002478E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.000457E-30  1.000239E-30  1.000740E-30  1.002572E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.000473E-30  1.000247E-30  1.000767E-30  1.002666E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.000490E-30  1.000256E-30  1.000795E-30  1.002761E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.000507E-30  1.000265E-30  1.000822E-30  1.002856E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.000524E-30  1.000274E-30  1.000850E-30  1.002952E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.000541E-30  1.000283E-30  1.000878E-30  1.003049E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.000559E-30  1.000292E-30  1.000907E-30  1.003146E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.000576E-30  1.000301E-30  1.000935E-30  1.003244E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.000594E-30  1.000310E-30  1.000964E-30  1.003343E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.000611E-30  1.000319E-30  1.000993E-30  1.003442E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.000629E-30  1.000329E-30  1.001022E-30  1.003542E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.000647E-30  1.000338E-30  1.001051E-30  1.003642E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.000665E-30  1.000348E-30  1.001080E-30  1.003743E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.000683E-30  1.000357E-30  1.001110E-30  1.003845E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.000701E-30  1.000366E-30  1.001140E-30  1.003947E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.000719E-30  1.000376E-30  1.001170E-30  1.004050E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.000737E-30  1.000386E-30  1.001200E-30  1.004153E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.000756E-30  1.000395E-30  1.001230E-30  1.004257E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.000774E-30  1.000405E-30  1.001261E-30  1.004362E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.000793E-30  1.000415E-30  1.001292E-30  1.004467E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.000812E-30  1.000425E-30  1.001323E-30  1.004573E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.000831E-30  1.000435E-30  1.001354E-30  1.004679E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.000850E-30  1.000445E-30  1.001385E-30  1.004786E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.000869E-30  1.000455E-30  1.001417E-30  1.004894E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.000888E-30  1.000465E-30  1.001448E-30  1.005002E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.000907E-30  1.000475E-30  1.001480E-30  1.005111E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
