 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                tc85          tc86          tc87          tc88          tc89          tc90          tc91          tc92 
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.000877E-30  1.000040E-30  1.000035E-30  1.000000E-30  1.000006E-30  1.000000E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.000988E-30  1.000045E-30  1.000039E-30  1.000000E-30  1.000007E-30  1.000000E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.001106E-30  1.000050E-30  1.000044E-30  1.000000E-30  1.000007E-30  1.000000E-30
     30  1.190882425669E-04  1.000000E-30  1.000000E-30  1.001230E-30  1.000055E-30  1.000049E-30  1.000000E-30  1.000008E-30  1.000000E-30
     31  1.366291075688E-04  1.000000E-30  1.000000E-30  1.001411E-30  1.000064E-30  1.000056E-30  1.000000E-30  1.000009E-30  1.000000E-30
     32  1.695708820900E-04  1.000000E-30  1.000000E-30  1.001751E-30  1.000079E-30  1.000069E-30  1.000000E-30  1.000012E-30  1.000000E-30
     33  1.992873377730E-04  1.000000E-30  1.000000E-30  1.002058E-30  1.000093E-30  1.000081E-30  1.000000E-30  1.000014E-30  1.000000E-30
     34  2.264248739983E-04  1.000000E-30  1.000000E-30  1.002339E-30  1.000105E-30  1.000092E-30  1.000000E-30  1.000016E-30  1.000000E-30
     35  2.515933231106E-04  1.000000E-30  1.000000E-30  1.002598E-30  1.000117E-30  1.000103E-30  1.000000E-30  1.000017E-30  1.000000E-30
     36  2.753099894686E-04  1.000000E-30  1.000000E-30  1.002843E-30  1.000128E-30  1.000112E-30  1.000000E-30  1.000019E-30  1.000000E-30
     37  2.979926919870E-04  1.000000E-30  1.000000E-30  1.003078E-30  1.000139E-30  1.000122E-30  1.000000E-30  1.000021E-30  1.000000E-30
     38  3.199702121451E-04  1.000000E-30  1.000000E-30  1.003305E-30  1.000149E-30  1.000131E-30  1.000000E-30  1.000022E-30  1.000000E-30
     39  3.524429751724E-04  1.000000E-30  1.000000E-30  1.003640E-30  1.000164E-30  1.000144E-30  1.000000E-30  1.000024E-30  1.000000E-30
     40  3.836809895565E-04  1.000000E-30  1.000000E-30  1.003963E-30  1.000179E-30  1.000157E-30  1.000000E-30  1.000027E-30  1.000000E-30
     41  4.138876583201E-04  1.000000E-30  1.000000E-30  1.004274E-30  1.000193E-30  1.000169E-30  1.000000E-30  1.000029E-30  1.000000E-30
     42  4.432651277490E-04  1.000000E-30  1.000000E-30  1.004578E-30  1.000206E-30  1.000181E-30  1.000000E-30  1.000031E-30  1.000000E-30
     43  4.720041568584E-04  1.000000E-30  1.000000E-30  1.004875E-30  1.000220E-30  1.000193E-30  1.000000E-30  1.000033E-30  1.000000E-30
     44  5.002792532552E-04  1.000000E-30  1.000000E-30  1.005167E-30  1.000233E-30  1.000205E-30  1.000000E-30  1.000035E-30  1.000000E-30
     45  5.282472522620E-04  1.000000E-30  1.000000E-30  1.005455E-30  1.000246E-30  1.000216E-30  1.000000E-30  1.000037E-30  1.000000E-30
     46  5.560479783168E-04  1.000000E-30  1.000000E-30  1.005743E-30  1.000259E-30  1.000227E-30  1.000000E-30  1.000039E-30  1.000000E-30
     47  5.838060709037E-04  1.000000E-30  1.000000E-30  1.006029E-30  1.000272E-30  1.000239E-30  1.000000E-30  1.000041E-30  1.000000E-30
     48  6.116334118686E-04  1.000000E-30  1.000000E-30  1.006317E-30  1.000285E-30  1.000250E-30  1.000000E-30  1.000043E-30  1.000000E-30
     49  6.396318340541E-04  1.000000E-30  1.000000E-30  1.006606E-30  1.000298E-30  1.000262E-30  1.000000E-30  1.000044E-30  1.000000E-30
     50  6.678959636874E-04  1.000000E-30  1.000000E-30  1.006898E-30  1.000311E-30  1.000273E-30  1.000000E-30  1.000046E-30  1.000000E-30
     51  6.965161747902E-04  1.000000E-30  1.000000E-30  1.007193E-30  1.000324E-30  1.000285E-30  1.000000E-30  1.000048E-30  1.000000E-30
     52  7.255817382538E-04  1.000000E-30  1.000000E-30  1.007493E-30  1.000338E-30  1.000297E-30  1.000000E-30  1.000050E-30  1.000000E-30
     53  7.551843574001E-04  1.000000E-30  1.000000E-30  1.007799E-30  1.000351E-30  1.000309E-30  1.000000E-30  1.000052E-30  1.000000E-30
     54  7.854224313090E-04  1.000000E-30  1.000000E-30  1.008111E-30  1.000366E-30  1.000322E-30  1.000000E-30  1.000055E-30  1.000000E-30
     55  8.164066374138E-04  1.000000E-30  1.000000E-30  1.008431E-30  1.000380E-30  1.000334E-30  1.000000E-30  1.000057E-30  1.000000E-30
     56  8.482679080764E-04  1.000000E-30  1.000000E-30  1.008760E-30  1.000395E-30  1.000347E-30  1.000000E-30  1.000059E-30  1.000000E-30
     57  8.811699017317E-04  1.000000E-30  1.000000E-30  1.009100E-30  1.000410E-30  1.000361E-30  1.000000E-30  1.000061E-30  1.000000E-30
     58  9.153304977871E-04  1.000000E-30  1.000000E-30  1.009452E-30  1.000426E-30  1.000375E-30  1.000000E-30  1.000064E-30  1.000000E-30
     59  9.510634923056E-04  1.000000E-30  1.000000E-30  1.009821E-30  1.000443E-30  1.000390E-30  1.000000E-30  1.000066E-30  1.000000E-30
     60  9.888739022907E-04  1.000000E-30  1.000000E-30  1.010212E-30  1.000460E-30  1.000405E-30  1.000000E-30  1.000069E-30  1.000000E-30
     61  1.029744313280E-03  1.000000E-30  1.000000E-30  1.010634E-30  1.000479E-30  1.000422E-30  1.000000E-30  1.000072E-30  1.000000E-30
     62  1.076805333108E-03  1.000000E-30  1.000000E-30  1.011120E-30  1.000501E-30  1.000441E-30  1.000000E-30  1.000075E-30  1.000000E-30
     63  1.127478238084E-03  1.000000E-30  1.000000E-30  1.011643E-30  1.000525E-30  1.000462E-30  1.000000E-30  1.000078E-30  1.000001E-30
     64  1.179263354774E-03  1.000000E-30  1.000000E-30  1.012178E-30  1.000549E-30  1.000484E-30  1.000000E-30  1.000082E-30  1.000001E-30
     65  1.231720185468E-03  1.000000E-30  1.000000E-30  1.012719E-30  1.000573E-30  1.000505E-30  1.000000E-30  1.000086E-30  1.000001E-30
     66  1.284679788904E-03  1.000000E-30  1.000000E-30  1.013266E-30  1.000598E-30  1.000527E-30  1.000000E-30  1.000089E-30  1.000001E-30
     67  1.338068714676E-03  1.000000E-30  1.000000E-30  1.013817E-30  1.000623E-30  1.000549E-30  1.000000E-30  1.000093E-30  1.000001E-30
     68  1.391852718980E-03  1.000000E-30  1.000000E-30  1.014372E-30  1.000648E-30  1.000571E-30  1.000000E-30  1.000097E-30  1.000001E-30
     69  1.446014888479E-03  1.000000E-30  1.000000E-30  1.014931E-30  1.000673E-30  1.000594E-30  1.000000E-30  1.000100E-30  1.000001E-30
     70  1.500546342624E-03  1.000000E-30  1.000000E-30  1.015494E-30  1.000698E-30  1.000616E-30  1.000000E-30  1.000104E-30  1.000001E-30
     71  1.555442065896E-03  1.000000E-30  1.000000E-30  1.016061E-30  1.000724E-30  1.000639E-30  1.000000E-30  1.000108E-30  1.000001E-30
     72  1.610698967280E-03  1.000000E-30  1.000000E-30  1.016632E-30  1.000750E-30  1.000662E-30  1.000000E-30  1.000112E-30  1.000001E-30
     73  1.666314948699E-03  1.000000E-30  1.000000E-30  1.017206E-30  1.000775E-30  1.000685E-30  1.000000E-30  1.000116E-30  1.000001E-30
     74  1.722288445659E-03  1.000000E-30  1.000000E-30  1.017783E-30  1.000801E-30  1.000708E-30  1.000000E-30  1.000120E-30  1.000001E-30
     75  1.778618195039E-03  1.000000E-30  1.000000E-30  1.018365E-30  1.000828E-30  1.000732E-30  1.000000E-30  1.000124E-30  1.000001E-30
     76  1.835303663832E-03  1.000000E-30  1.000000E-30  1.018950E-30  1.000854E-30  1.000755E-30  1.000000E-30  1.000128E-30  1.000001E-30
     77  1.892344396716E-03  1.000000E-30  1.000000E-30  1.019539E-30  1.000881E-30  1.000779E-30  1.000000E-30  1.000132E-30  1.000001E-30
     78  1.949739812628E-03  1.000000E-30  1.000000E-30  1.020131E-30  1.000907E-30  1.000803E-30  1.000000E-30  1.000135E-30  1.000001E-30
     79  2.007489276907E-03  1.000000E-30  1.000000E-30  1.020727E-30  1.000934E-30  1.000827E-30  1.000000E-30  1.000140E-30  1.000001E-30
     80  2.065592139419E-03  1.000000E-30  1.000000E-30  1.021327E-30  1.000961E-30  1.000851E-30  1.000000E-30  1.000144E-30  1.000001E-30
     81  2.124047755162E-03  1.000000E-30  1.000000E-30  1.021930E-30  1.000988E-30  1.000875E-30  1.000000E-30  1.000148E-30  1.000001E-30
     82  2.182855495215E-03  1.000000E-30  1.000000E-30  1.022537E-30  1.001016E-30  1.000899E-30  1.000000E-30  1.000152E-30  1.000001E-30
     83  2.242014752368E-03  1.000000E-30  1.000000E-30  1.023148E-30  1.001043E-30  1.000924E-30  1.000000E-30  1.000156E-30  1.000001E-30
     84  2.301524943777E-03  1.000000E-30  1.000000E-30  1.023762E-30  1.001071E-30  1.000949E-30  1.000000E-30  1.000160E-30  1.000001E-30
     85  2.361385511936E-03  1.000000E-30  1.000000E-30  1.024380E-30  1.001099E-30  1.000974E-30  1.000000E-30  1.000164E-30  1.000001E-30
     86  2.421595924701E-03  1.000000E-30  1.000000E-30  1.025001E-30  1.001127E-30  1.000999E-30  1.000000E-30  1.000168E-30  1.000001E-30
     87  2.482155674804E-03  1.000000E-30  1.000000E-30  1.025626E-30  1.001155E-30  1.001024E-30  1.000000E-30  1.000172E-30  1.000001E-30
     88  2.543064279071E-03  1.000000E-30  1.000000E-30  1.026255E-30  1.001183E-30  1.001050E-30  1.000000E-30  1.000177E-30  1.000001E-30
     89  2.604321277494E-03  1.000000E-30  1.000000E-30  1.026887E-30  1.001212E-30  1.001075E-30  1.000000E-30  1.000181E-30  1.000001E-30
     90  2.665926232237E-03  1.000000E-30  1.000000E-30  1.027523E-30  1.001240E-30  1.001101E-30  1.000000E-30  1.000185E-30  1.000001E-30
     91  2.727878734382E-03  1.000000E-30  1.000000E-30  1.028162E-30  1.001269E-30  1.001127E-30  1.000000E-30  1.000190E-30  1.000001E-30
     92  2.790178404165E-03  1.000000E-30  1.000000E-30  1.028805E-30  1.001298E-30  1.001153E-30  1.000000E-30  1.000194E-30  1.000001E-30
     93  2.852824875480E-03  1.000000E-30  1.000000E-30  1.029452E-30  1.001327E-30  1.001179E-30  1.000000E-30  1.000198E-30  1.000001E-30
     94  2.915817796872E-03  1.000000E-30  1.000000E-30  1.030102E-30  1.001357E-30  1.001205E-30  1.000000E-30  1.000203E-30  1.000001E-30
     95  2.979156831833E-03  1.000000E-30  1.000000E-30  1.030755E-30  1.001386E-30  1.001232E-30  1.000000E-30  1.000207E-30  1.000001E-30
