 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                au208         au209         au210         au211         au212         au213         au214         au215
     27  8.489118412102E-05  1.000000E-30  1.000002E-30  1.000000E-30  1.000019E-30  1.000077E-30  1.000157E-30  1.000084E-30  1.000224E-30
     28  9.570255892797E-05  1.000000E-30  1.000002E-30  1.000000E-30  1.000021E-30  1.000087E-30  1.000177E-30  1.000094E-30  1.000253E-30
     29  1.070853065563E-04  1.000000E-30  1.000002E-30  1.000000E-30  1.000023E-30  1.000097E-30  1.000198E-30  1.000106E-30  1.000283E-30
     30  1.190882425669E-04  1.000000E-30  1.000003E-30  1.000000E-30  1.000026E-30  1.000108E-30  1.000220E-30  1.000118E-30  1.000315E-30
     31  1.366291075688E-04  1.000000E-30  1.000003E-30  1.000000E-30  1.000030E-30  1.000124E-30  1.000252E-30  1.000135E-30  1.000361E-30
     32  1.695708820900E-04  1.000000E-30  1.000004E-30  1.000000E-30  1.000037E-30  1.000154E-30  1.000313E-30  1.000167E-30  1.000448E-30
     33  1.992873377730E-04  1.000000E-30  1.000004E-30  1.000000E-30  1.000044E-30  1.000181E-30  1.000368E-30  1.000197E-30  1.000527E-30
     34  2.264248739983E-04  1.000000E-30  1.000005E-30  1.000000E-30  1.000050E-30  1.000206E-30  1.000418E-30  1.000224E-30  1.000599E-30
     35  2.515933231106E-04  1.000000E-30  1.000006E-30  1.000000E-30  1.000055E-30  1.000228E-30  1.000465E-30  1.000249E-30  1.000666E-30
     36  2.753099894686E-04  1.000000E-30  1.000006E-30  1.000000E-30  1.000060E-30  1.000250E-30  1.000508E-30  1.000272E-30  1.000728E-30
     37  2.979926919870E-04  1.000000E-30  1.000007E-30  1.000000E-30  1.000065E-30  1.000270E-30  1.000550E-30  1.000295E-30  1.000788E-30
     38  3.199702121451E-04  1.000000E-30  1.000007E-30  1.000000E-30  1.000070E-30  1.000290E-30  1.000591E-30  1.000316E-30  1.000847E-30
     39  3.524429751724E-04  1.000000E-30  1.000008E-30  1.000000E-30  1.000077E-30  1.000320E-30  1.000651E-30  1.000349E-30  1.000933E-30
     40  3.836809895565E-04  1.000000E-30  1.000008E-30  1.000000E-30  1.000084E-30  1.000348E-30  1.000709E-30  1.000379E-30  1.001016E-30
     41  4.138876583201E-04  1.000000E-30  1.000009E-30  1.000000E-30  1.000091E-30  1.000376E-30  1.000764E-30  1.000409E-30  1.001096E-30
     42  4.432651277490E-04  1.000000E-30  1.000010E-30  1.000000E-30  1.000097E-30  1.000402E-30  1.000819E-30  1.000439E-30  1.001173E-30
     43  4.720041568584E-04  1.000000E-30  1.000010E-30  1.000000E-30  1.000103E-30  1.000429E-30  1.000872E-30  1.000467E-30  1.001250E-30
     44  5.002792532552E-04  1.000000E-30  1.000011E-30  1.000000E-30  1.000110E-30  1.000454E-30  1.000924E-30  1.000495E-30  1.001325E-30
     45  5.282472522620E-04  1.000000E-30  1.000012E-30  1.000000E-30  1.000116E-30  1.000480E-30  1.000976E-30  1.000523E-30  1.001399E-30
     46  5.560479783168E-04  1.000000E-30  1.000012E-30  1.000000E-30  1.000122E-30  1.000505E-30  1.001027E-30  1.000551E-30  1.001473E-30
     47  5.838060709037E-04  1.000000E-30  1.000013E-30  1.000000E-30  1.000128E-30  1.000530E-30  1.001079E-30  1.000578E-30  1.001546E-30
     48  6.116334118686E-04  1.000000E-30  1.000014E-30  1.000000E-30  1.000134E-30  1.000556E-30  1.001130E-30  1.000606E-30  1.001620E-30
     49  6.396318340541E-04  1.000000E-30  1.000014E-30  1.000000E-30  1.000140E-30  1.000581E-30  1.001182E-30  1.000634E-30  1.001695E-30
     50  6.678959636874E-04  1.000000E-30  1.000015E-30  1.000000E-30  1.000146E-30  1.000607E-30  1.001234E-30  1.000662E-30  1.001770E-30
     51  6.965161747902E-04  1.000000E-30  1.000015E-30  1.000000E-30  1.000153E-30  1.000633E-30  1.001287E-30  1.000691E-30  1.001846E-30
     52  7.255817382538E-04  1.000000E-30  1.000016E-30  1.000000E-30  1.000159E-30  1.000659E-30  1.001341E-30  1.000720E-30  1.001923E-30
     53  7.551843574001E-04  1.000000E-30  1.000017E-30  1.000000E-30  1.000165E-30  1.000686E-30  1.001396E-30  1.000749E-30  1.002002E-30
     54  7.854224313090E-04  1.000000E-30  1.000017E-30  1.000000E-30  1.000172E-30  1.000714E-30  1.001452E-30  1.000780E-30  1.002082E-30
     55  8.164066374138E-04  1.000000E-30  1.000018E-30  1.000000E-30  1.000179E-30  1.000742E-30  1.001509E-30  1.000811E-30  1.002164E-30
     56  8.482679080764E-04  1.000000E-30  1.000019E-30  1.000000E-30  1.000186E-30  1.000771E-30  1.001568E-30  1.000842E-30  1.002249E-30
     57  8.811699017317E-04  1.000000E-30  1.000019E-30  1.000000E-30  1.000193E-30  1.000801E-30  1.001629E-30  1.000875E-30  1.002337E-30
     58  9.153304977871E-04  1.000000E-30  1.000020E-30  1.000000E-30  1.000201E-30  1.000832E-30  1.001692E-30  1.000910E-30  1.002427E-30
     59  9.510634923056E-04  1.000000E-30  1.000021E-30  1.000000E-30  1.000208E-30  1.000864E-30  1.001758E-30  1.000945E-30  1.002523E-30
     60  9.888739022907E-04  1.000000E-30  1.000022E-30  1.000000E-30  1.000217E-30  1.000899E-30  1.001828E-30  1.000983E-30  1.002623E-30
     61  1.029744313280E-03  1.000000E-30  1.000023E-30  1.000000E-30  1.000226E-30  1.000936E-30  1.001904E-30  1.001024E-30  1.002732E-30
     62  1.076805333108E-03  1.000000E-30  1.000024E-30  1.000000E-30  1.000236E-30  1.000979E-30  1.001991E-30  1.001072E-30  1.002857E-30
     63  1.127478238084E-03  1.000000E-30  1.000025E-30  1.000000E-30  1.000247E-30  1.001025E-30  1.002085E-30  1.001122E-30  1.002992E-30
     64  1.179263354774E-03  1.000000E-30  1.000026E-30  1.000000E-30  1.000259E-30  1.001072E-30  1.002181E-30  1.001175E-30  1.003130E-30
     65  1.231720185468E-03  1.000000E-30  1.000027E-30  1.000000E-30  1.000270E-30  1.001120E-30  1.002278E-30  1.001227E-30  1.003270E-30
     66  1.284679788904E-03  1.000000E-30  1.000028E-30  1.000000E-30  1.000282E-30  1.001168E-30  1.002376E-30  1.001281E-30  1.003412E-30
     67  1.338068714676E-03  1.000000E-30  1.000030E-30  1.000000E-30  1.000293E-30  1.001217E-30  1.002475E-30  1.001335E-30  1.003554E-30
     68  1.391852718980E-03  1.000000E-30  1.000031E-30  1.000000E-30  1.000305E-30  1.001266E-30  1.002575E-30  1.001389E-30  1.003698E-30
     69  1.446014888479E-03  1.000000E-30  1.000032E-30  1.000000E-30  1.000317E-30  1.001316E-30  1.002675E-30  1.001444E-30  1.003842E-30
     70  1.500546342624E-03  1.000000E-30  1.000033E-30  1.000000E-30  1.000329E-30  1.001365E-30  1.002776E-30  1.001499E-30  1.003988E-30
     71  1.555442065896E-03  1.000000E-30  1.000034E-30  1.000000E-30  1.000341E-30  1.001416E-30  1.002878E-30  1.001554E-30  1.004135E-30
     72  1.610698967280E-03  1.000000E-30  1.000036E-30  1.000000E-30  1.000353E-30  1.001466E-30  1.002980E-30  1.001610E-30  1.004283E-30
     73  1.666314948699E-03  1.000000E-30  1.000037E-30  1.000000E-30  1.000366E-30  1.001517E-30  1.003084E-30  1.001667E-30  1.004431E-30
     74  1.722288445659E-03  1.000000E-30  1.000038E-30  1.000000E-30  1.000378E-30  1.001568E-30  1.003187E-30  1.001724E-30  1.004581E-30
     75  1.778618195039E-03  1.000000E-30  1.000039E-30  1.000000E-30  1.000390E-30  1.001619E-30  1.003292E-30  1.001781E-30  1.004732E-30
     76  1.835303663832E-03  1.000000E-30  1.000041E-30  1.000000E-30  1.000403E-30  1.001671E-30  1.003397E-30  1.001838E-30  1.004884E-30
     77  1.892344396716E-03  1.000000E-30  1.000042E-30  1.000000E-30  1.000415E-30  1.001723E-30  1.003503E-30  1.001896E-30  1.005037E-30
     78  1.949739812628E-03  1.000000E-30  1.000043E-30  1.000000E-30  1.000428E-30  1.001776E-30  1.003610E-30  1.001955E-30  1.005191E-30
     79  2.007489276907E-03  1.000000E-30  1.000044E-30  1.000000E-30  1.000441E-30  1.001829E-30  1.003717E-30  1.002014E-30  1.005345E-30
     80  2.065592139419E-03  1.000000E-30  1.000046E-30  1.000000E-30  1.000454E-30  1.001882E-30  1.003825E-30  1.002073E-30  1.005501E-30
     81  2.124047755162E-03  1.000000E-30  1.000047E-30  1.000000E-30  1.000467E-30  1.001935E-30  1.003933E-30  1.002133E-30  1.005658E-30
     82  2.182855495215E-03  1.000000E-30  1.000048E-30  1.000000E-30  1.000480E-30  1.001989E-30  1.004043E-30  1.002193E-30  1.005816E-30
     83  2.242014752368E-03  1.000000E-30  1.000050E-30  1.000000E-30  1.000493E-30  1.002043E-30  1.004152E-30  1.002254E-30  1.005975E-30
     84  2.301524943777E-03  1.000000E-30  1.000051E-30  1.000000E-30  1.000506E-30  1.002098E-30  1.004263E-30  1.002315E-30  1.006135E-30
     85  2.361385511936E-03  1.000000E-30  1.000052E-30  1.000000E-30  1.000519E-30  1.002152E-30  1.004374E-30  1.002376E-30  1.006296E-30
     86  2.421595924701E-03  1.000000E-30  1.000054E-30  1.000000E-30  1.000532E-30  1.002208E-30  1.004486E-30  1.002438E-30  1.006458E-30
     87  2.482155674804E-03  1.000000E-30  1.000055E-30  1.000000E-30  1.000546E-30  1.002263E-30  1.004599E-30  1.002500E-30  1.006621E-30
     88  2.543064279071E-03  1.000000E-30  1.000056E-30  1.000000E-30  1.000559E-30  1.002319E-30  1.004712E-30  1.002563E-30  1.006785E-30
     89  2.604321277494E-03  1.000000E-30  1.000058E-30  1.000000E-30  1.000573E-30  1.002375E-30  1.004826E-30  1.002626E-30  1.006950E-30
     90  2.665926232237E-03  1.000000E-30  1.000059E-30  1.000000E-30  1.000586E-30  1.002432E-30  1.004941E-30  1.002690E-30  1.007116E-30
     91  2.727878734382E-03  1.000000E-30  1.000060E-30  1.000000E-30  1.000600E-30  1.002488E-30  1.005056E-30  1.002754E-30  1.007283E-30
     92  2.790178404165E-03  1.000000E-30  1.000062E-30  1.000000E-30  1.000614E-30  1.002545E-30  1.005172E-30  1.002818E-30  1.007451E-30
     93  2.852824875480E-03  1.000000E-30  1.000063E-30  1.000000E-30  1.000628E-30  1.002603E-30  1.005289E-30  1.002883E-30  1.007620E-30
     94  2.915817796872E-03  1.000000E-30  1.000064E-30  1.000000E-30  1.000642E-30  1.002661E-30  1.005406E-30  1.002948E-30  1.007790E-30
