 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ba140         ba141         ba142         ba143         ba144         ba145         ba146         ba147
     27  8.489118412102E-05  1.000001E-30  1.000002E-30  1.000035E-30  1.000029E-30  1.000054E-30  1.000085E-30  1.000157E-30  1.000185E-30
     28  9.570255892797E-05  1.000001E-30  1.000003E-30  1.000039E-30  1.000032E-30  1.000061E-30  1.000096E-30  1.000177E-30  1.000208E-30
     29  1.070853065563E-04  1.000001E-30  1.000003E-30  1.000044E-30  1.000036E-30  1.000068E-30  1.000108E-30  1.000198E-30  1.000233E-30
     30  1.190882425669E-04  1.000001E-30  1.000003E-30  1.000049E-30  1.000040E-30  1.000076E-30  1.000120E-30  1.000220E-30  1.000259E-30
     31  1.366291075688E-04  1.000001E-30  1.000004E-30  1.000056E-30  1.000046E-30  1.000087E-30  1.000137E-30  1.000252E-30  1.000297E-30
     32  1.695708820900E-04  1.000002E-30  1.000005E-30  1.000070E-30  1.000058E-30  1.000108E-30  1.000171E-30  1.000313E-30  1.000369E-30
     33  1.992873377730E-04  1.000002E-30  1.000005E-30  1.000082E-30  1.000068E-30  1.000127E-30  1.000201E-30  1.000368E-30  1.000433E-30
     34  2.264248739983E-04  1.000002E-30  1.000006E-30  1.000093E-30  1.000077E-30  1.000144E-30  1.000228E-30  1.000418E-30  1.000492E-30
     35  2.515933231106E-04  1.000003E-30  1.000007E-30  1.000103E-30  1.000085E-30  1.000160E-30  1.000253E-30  1.000465E-30  1.000547E-30
     36  2.753099894686E-04  1.000003E-30  1.000008E-30  1.000113E-30  1.000093E-30  1.000175E-30  1.000277E-30  1.000509E-30  1.000599E-30
     37  2.979926919870E-04  1.000003E-30  1.000008E-30  1.000122E-30  1.000101E-30  1.000190E-30  1.000300E-30  1.000551E-30  1.000648E-30
     38  3.199702121451E-04  1.000003E-30  1.000009E-30  1.000131E-30  1.000109E-30  1.000204E-30  1.000322E-30  1.000591E-30  1.000696E-30
     39  3.524429751724E-04  1.000004E-30  1.000010E-30  1.000145E-30  1.000120E-30  1.000225E-30  1.000355E-30  1.000651E-30  1.000767E-30
     40  3.836809895565E-04  1.000004E-30  1.000010E-30  1.000158E-30  1.000130E-30  1.000244E-30  1.000386E-30  1.000709E-30  1.000835E-30
     41  4.138876583201E-04  1.000005E-30  1.000011E-30  1.000170E-30  1.000140E-30  1.000264E-30  1.000417E-30  1.000765E-30  1.000900E-30
     42  4.432651277490E-04  1.000005E-30  1.000012E-30  1.000182E-30  1.000150E-30  1.000282E-30  1.000446E-30  1.000819E-30  1.000964E-30
     43  4.720041568584E-04  1.000005E-30  1.000013E-30  1.000194E-30  1.000160E-30  1.000301E-30  1.000475E-30  1.000872E-30  1.001027E-30
     44  5.002792532552E-04  1.000005E-30  1.000014E-30  1.000205E-30  1.000170E-30  1.000319E-30  1.000504E-30  1.000925E-30  1.001089E-30
     45  5.282472522620E-04  1.000006E-30  1.000014E-30  1.000217E-30  1.000179E-30  1.000337E-30  1.000532E-30  1.000976E-30  1.001149E-30
     46  5.560479783168E-04  1.000006E-30  1.000015E-30  1.000228E-30  1.000189E-30  1.000354E-30  1.000560E-30  1.001028E-30  1.001210E-30
     47  5.838060709037E-04  1.000006E-30  1.000016E-30  1.000240E-30  1.000198E-30  1.000372E-30  1.000588E-30  1.001079E-30  1.001271E-30
     48  6.116334118686E-04  1.000007E-30  1.000017E-30  1.000251E-30  1.000208E-30  1.000390E-30  1.000616E-30  1.001131E-30  1.001331E-30
     49  6.396318340541E-04  1.000007E-30  1.000017E-30  1.000263E-30  1.000217E-30  1.000408E-30  1.000644E-30  1.001183E-30  1.001392E-30
     50  6.678959636874E-04  1.000007E-30  1.000018E-30  1.000274E-30  1.000227E-30  1.000426E-30  1.000673E-30  1.001235E-30  1.001454E-30
     51  6.965161747902E-04  1.000008E-30  1.000019E-30  1.000286E-30  1.000236E-30  1.000444E-30  1.000701E-30  1.001288E-30  1.001516E-30
     52  7.255817382538E-04  1.000008E-30  1.000020E-30  1.000298E-30  1.000246E-30  1.000462E-30  1.000731E-30  1.001342E-30  1.001580E-30
     53  7.551843574001E-04  1.000008E-30  1.000021E-30  1.000310E-30  1.000256E-30  1.000481E-30  1.000761E-30  1.001396E-30  1.001644E-30
     54  7.854224313090E-04  1.000009E-30  1.000021E-30  1.000322E-30  1.000267E-30  1.000501E-30  1.000791E-30  1.001452E-30  1.001710E-30
     55  8.164066374138E-04  1.000009E-30  1.000022E-30  1.000335E-30  1.000277E-30  1.000520E-30  1.000822E-30  1.001510E-30  1.001778E-30
     56  8.482679080764E-04  1.000009E-30  1.000023E-30  1.000348E-30  1.000288E-30  1.000541E-30  1.000854E-30  1.001569E-30  1.001847E-30
     57  8.811699017317E-04  1.000010E-30  1.000024E-30  1.000362E-30  1.000299E-30  1.000562E-30  1.000888E-30  1.001630E-30  1.001919E-30
     58  9.153304977871E-04  1.000010E-30  1.000025E-30  1.000376E-30  1.000311E-30  1.000583E-30  1.000922E-30  1.001693E-30  1.001994E-30
     59  9.510634923056E-04  1.000010E-30  1.000026E-30  1.000390E-30  1.000323E-30  1.000606E-30  1.000958E-30  1.001759E-30  1.002072E-30
     60  9.888739022907E-04  1.000011E-30  1.000027E-30  1.000406E-30  1.000336E-30  1.000630E-30  1.000996E-30  1.001829E-30  1.002154E-30
     61  1.029744313280E-03  1.000011E-30  1.000028E-30  1.000423E-30  1.000349E-30  1.000656E-30  1.001037E-30  1.001905E-30  1.002243E-30
     62  1.076805333108E-03  1.000012E-30  1.000029E-30  1.000442E-30  1.000365E-30  1.000686E-30  1.001085E-30  1.001992E-30  1.002346E-30
     63  1.127478238084E-03  1.000012E-30  1.000031E-30  1.000463E-30  1.000383E-30  1.000719E-30  1.001136E-30  1.002086E-30  1.002457E-30
     64  1.179263354774E-03  1.000013E-30  1.000032E-30  1.000484E-30  1.000400E-30  1.000752E-30  1.001188E-30  1.002182E-30  1.002570E-30
     65  1.231720185468E-03  1.000013E-30  1.000034E-30  1.000506E-30  1.000418E-30  1.000785E-30  1.001241E-30  1.002279E-30  1.002685E-30
     66  1.284679788904E-03  1.000014E-30  1.000035E-30  1.000527E-30  1.000436E-30  1.000819E-30  1.001295E-30  1.002377E-30  1.002800E-30
     67  1.338068714676E-03  1.000015E-30  1.000037E-30  1.000549E-30  1.000454E-30  1.000853E-30  1.001349E-30  1.002476E-30  1.002917E-30
     68  1.391852718980E-03  1.000015E-30  1.000038E-30  1.000571E-30  1.000472E-30  1.000887E-30  1.001403E-30  1.002576E-30  1.003035E-30
     69  1.446014888479E-03  1.000016E-30  1.000039E-30  1.000594E-30  1.000491E-30  1.000922E-30  1.001458E-30  1.002676E-30  1.003153E-30
     70  1.500546342624E-03  1.000016E-30  1.000041E-30  1.000616E-30  1.000509E-30  1.000957E-30  1.001513E-30  1.002777E-30  1.003273E-30
     71  1.555442065896E-03  1.000017E-30  1.000042E-30  1.000639E-30  1.000528E-30  1.000992E-30  1.001568E-30  1.002879E-30  1.003393E-30
     72  1.610698967280E-03  1.000018E-30  1.000044E-30  1.000661E-30  1.000547E-30  1.001027E-30  1.001624E-30  1.002982E-30  1.003514E-30
     73  1.666314948699E-03  1.000018E-30  1.000045E-30  1.000684E-30  1.000566E-30  1.001063E-30  1.001680E-30  1.003085E-30  1.003636E-30
     74  1.722288445659E-03  1.000019E-30  1.000047E-30  1.000707E-30  1.000585E-30  1.001098E-30  1.001737E-30  1.003189E-30  1.003758E-30
     75  1.778618195039E-03  1.000019E-30  1.000049E-30  1.000730E-30  1.000604E-30  1.001134E-30  1.001794E-30  1.003293E-30  1.003882E-30
     76  1.835303663832E-03  1.000020E-30  1.000050E-30  1.000754E-30  1.000623E-30  1.001170E-30  1.001851E-30  1.003399E-30  1.004006E-30
     77  1.892344396716E-03  1.000021E-30  1.000052E-30  1.000777E-30  1.000643E-30  1.001207E-30  1.001909E-30  1.003505E-30  1.004131E-30
     78  1.949739812628E-03  1.000021E-30  1.000053E-30  1.000801E-30  1.000662E-30  1.001243E-30  1.001967E-30  1.003611E-30  1.004257E-30
     79  2.007489276907E-03  1.000022E-30  1.000055E-30  1.000824E-30  1.000682E-30  1.001280E-30  1.002025E-30  1.003718E-30  1.004384E-30
     80  2.065592139419E-03  1.000022E-30  1.000056E-30  1.000848E-30  1.000701E-30  1.001317E-30  1.002084E-30  1.003826E-30  1.004511E-30
     81  2.124047755162E-03  1.000023E-30  1.000058E-30  1.000872E-30  1.000721E-30  1.001355E-30  1.002143E-30  1.003935E-30  1.004639E-30
     82  2.182855495215E-03  1.000024E-30  1.000060E-30  1.000896E-30  1.000741E-30  1.001392E-30  1.002203E-30  1.004044E-30  1.004769E-30
     83  2.242014752368E-03  1.000024E-30  1.000061E-30  1.000921E-30  1.000761E-30  1.001430E-30  1.002263E-30  1.004154E-30  1.004899E-30
     84  2.301524943777E-03  1.000025E-30  1.000063E-30  1.000945E-30  1.000782E-30  1.001468E-30  1.002323E-30  1.004265E-30  1.005029E-30
     85  2.361385511936E-03  1.000026E-30  1.000064E-30  1.000970E-30  1.000802E-30  1.001506E-30  1.002384E-30  1.004376E-30  1.005161E-30
     86  2.421595924701E-03  1.000026E-30  1.000066E-30  1.000994E-30  1.000822E-30  1.001545E-30  1.002445E-30  1.004488E-30  1.005293E-30
     87  2.482155674804E-03  1.000027E-30  1.000068E-30  1.001019E-30  1.000843E-30  1.001584E-30  1.002506E-30  1.004601E-30  1.005426E-30
     88  2.543064279071E-03  1.000028E-30  1.000069E-30  1.001044E-30  1.000864E-30  1.001622E-30  1.002568E-30  1.004714E-30  1.005560E-30
     89  2.604321277494E-03  1.000028E-30  1.000071E-30  1.001069E-30  1.000885E-30  1.001662E-30  1.002630E-30  1.004828E-30  1.005695E-30
     90  2.665926232237E-03  1.000029E-30  1.000073E-30  1.001095E-30  1.000906E-30  1.001701E-30  1.002692E-30  1.004943E-30  1.005831E-30
     91  2.727878734382E-03  1.000030E-30  1.000074E-30  1.001120E-30  1.000927E-30  1.001741E-30  1.002755E-30  1.005058E-30  1.005967E-30
     92  2.790178404165E-03  1.000030E-30  1.000076E-30  1.001146E-30  1.000948E-30  1.001780E-30  1.002818E-30  1.005174E-30  1.006104E-30
     93  2.852824875480E-03  1.000031E-30  1.000078E-30  1.001171E-30  1.000969E-30  1.001820E-30  1.002882E-30  1.005291E-30  1.006242E-30
     94  2.915817796872E-03  1.000032E-30  1.000080E-30  1.001197E-30  1.000991E-30  1.001861E-30  1.002946E-30  1.005408E-30  1.006381E-30
     95  2.979156831833E-03  1.000032E-30  1.000081E-30  1.001223E-30  1.001012E-30  1.001901E-30  1.003010E-30  1.005526E-30  1.006521E-30
