 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                pm163         pm164         pm165         pm166         pm167         pm168         pm169         pm170
     27  8.489118412102E-05  1.000034E-30  1.000000E-30  1.000820E-30  1.000000E-30  1.000020E-30  1.000680E-30  1.000668E-30  1.000841E-30
     28  9.570255892797E-05  1.000039E-30  1.000000E-30  1.000924E-30  1.000000E-30  1.000022E-30  1.000766E-30  1.000753E-30  1.000948E-30
     29  1.070853065563E-04  1.000043E-30  1.000000E-30  1.001034E-30  1.000000E-30  1.000025E-30  1.000858E-30  1.000843E-30  1.001061E-30
     30  1.190882425669E-04  1.000048E-30  1.000000E-30  1.001150E-30  1.000000E-30  1.000028E-30  1.000954E-30  1.000938E-30  1.001180E-30
     31  1.366291075688E-04  1.000055E-30  1.000000E-30  1.001319E-30  1.000000E-30  1.000032E-30  1.001095E-30  1.001076E-30  1.001355E-30
     32  1.695708820900E-04  1.000069E-30  1.000000E-30  1.001638E-30  1.000000E-30  1.000041E-30  1.001359E-30  1.001336E-30  1.001683E-30
     33  1.992873377730E-04  1.000081E-30  1.000000E-30  1.001925E-30  1.000000E-30  1.000049E-30  1.001598E-30  1.001570E-30  1.001979E-30
     34  2.264248739983E-04  1.000092E-30  1.000000E-30  1.002187E-30  1.000000E-30  1.000056E-30  1.001817E-30  1.001785E-30  1.002251E-30
     35  2.515933231106E-04  1.000103E-30  1.000000E-30  1.002431E-30  1.000000E-30  1.000063E-30  1.002020E-30  1.001983E-30  1.002502E-30
     36  2.753099894686E-04  1.000113E-30  1.000000E-30  1.002660E-30  1.000000E-30  1.000070E-30  1.002211E-30  1.002171E-30  1.002740E-30
     37  2.979926919870E-04  1.000122E-30  1.000000E-30  1.002880E-30  1.000000E-30  1.000077E-30  1.002394E-30  1.002350E-30  1.002968E-30
     38  3.199702121451E-04  1.000131E-30  1.000000E-30  1.003092E-30  1.000000E-30  1.000083E-30  1.002572E-30  1.002524E-30  1.003188E-30
     39  3.524429751724E-04  1.000145E-30  1.000000E-30  1.003407E-30  1.000000E-30  1.000093E-30  1.002835E-30  1.002781E-30  1.003515E-30
     40  3.836809895565E-04  1.000158E-30  1.000000E-30  1.003709E-30  1.000000E-30  1.000103E-30  1.003088E-30  1.003029E-30  1.003830E-30
     41  4.138876583201E-04  1.000171E-30  1.000000E-30  1.004002E-30  1.000000E-30  1.000112E-30  1.003333E-30  1.003268E-30  1.004134E-30
     42  4.432651277490E-04  1.000183E-30  1.000000E-30  1.004287E-30  1.000000E-30  1.000122E-30  1.003571E-30  1.003501E-30  1.004431E-30
     43  4.720041568584E-04  1.000196E-30  1.000000E-30  1.004565E-30  1.000000E-30  1.000131E-30  1.003805E-30  1.003729E-30  1.004722E-30
     44  5.002792532552E-04  1.000208E-30  1.000000E-30  1.004839E-30  1.000000E-30  1.000141E-30  1.004034E-30  1.003954E-30  1.005009E-30
     45  5.282472522620E-04  1.000220E-30  1.000000E-30  1.005111E-30  1.000000E-30  1.000151E-30  1.004262E-30  1.004176E-30  1.005293E-30
     46  5.560479783168E-04  1.000232E-30  1.000000E-30  1.005380E-30  1.000000E-30  1.000161E-30  1.004489E-30  1.004397E-30  1.005575E-30
     47  5.838060709037E-04  1.000244E-30  1.000000E-30  1.005650E-30  1.000000E-30  1.000171E-30  1.004715E-30  1.004618E-30  1.005858E-30
     48  6.116334118686E-04  1.000256E-30  1.000000E-30  1.005920E-30  1.000000E-30  1.000181E-30  1.004942E-30  1.004839E-30  1.006141E-30
     49  6.396318340541E-04  1.000268E-30  1.000000E-30  1.006192E-30  1.000000E-30  1.000191E-30  1.005171E-30  1.005062E-30  1.006427E-30
     50  6.678959636874E-04  1.000281E-30  1.000000E-30  1.006466E-30  1.000000E-30  1.000202E-30  1.005402E-30  1.005287E-30  1.006716E-30
     51  6.965161747902E-04  1.000293E-30  1.000000E-30  1.006744E-30  1.000000E-30  1.000213E-30  1.005637E-30  1.005515E-30  1.007009E-30
     52  7.255817382538E-04  1.000306E-30  1.000000E-30  1.007027E-30  1.000000E-30  1.000225E-30  1.005875E-30  1.005747E-30  1.007307E-30
     53  7.551843574001E-04  1.000319E-30  1.000000E-30  1.007314E-30  1.000000E-30  1.000237E-30  1.006118E-30  1.005984E-30  1.007611E-30
     54  7.854224313090E-04  1.000333E-30  1.000000E-30  1.007608E-30  1.000000E-30  1.000249E-30  1.006366E-30  1.006225E-30  1.007922E-30
     55  8.164066374138E-04  1.000347E-30  1.000000E-30  1.007910E-30  1.000000E-30  1.000262E-30  1.006621E-30  1.006473E-30  1.008241E-30
     56  8.482679080764E-04  1.000361E-30  1.000000E-30  1.008220E-30  1.000000E-30  1.000275E-30  1.006883E-30  1.006727E-30  1.008570E-30
     57  8.811699017317E-04  1.000376E-30  1.000000E-30  1.008540E-30  1.000000E-30  1.000290E-30  1.007154E-30  1.006991E-30  1.008909E-30
     58  9.153304977871E-04  1.000391E-30  1.000000E-30  1.008872E-30  1.000000E-30  1.000305E-30  1.007436E-30  1.007264E-30  1.009263E-30
     59  9.510634923056E-04  1.000408E-30  1.000000E-30  1.009220E-30  1.000000E-30  1.000321E-30  1.007731E-30  1.007550E-30  1.009633E-30
     60  9.888739022907E-04  1.000425E-30  1.000000E-30  1.009589E-30  1.000000E-30  1.000338E-30  1.008044E-30  1.007853E-30  1.010026E-30
     61  1.029744313280E-03  1.000444E-30  1.000000E-30  1.009987E-30  1.000000E-30  1.000357E-30  1.008383E-30  1.008181E-30  1.010451E-30
     62  1.076805333108E-03  1.000466E-30  1.000000E-30  1.010446E-30  1.000000E-30  1.000380E-30  1.008773E-30  1.008559E-30  1.010942E-30
     63  1.127478238084E-03  1.000489E-30  1.000000E-30  1.010940E-30  1.000000E-30  1.000405E-30  1.009194E-30  1.008967E-30  1.011472E-30
     64  1.179263354774E-03  1.000514E-30  1.000000E-30  1.011445E-30  1.000000E-30  1.000431E-30  1.009625E-30  1.009383E-30  1.012015E-30
     65  1.231720185468E-03  1.000538E-30  1.000000E-30  1.011957E-30  1.000000E-30  1.000458E-30  1.010062E-30  1.009806E-30  1.012566E-30
     66  1.284679788904E-03  1.000563E-30  1.000000E-30  1.012474E-30  1.000000E-30  1.000486E-30  1.010505E-30  1.010233E-30  1.013124E-30
     67  1.338068714676E-03  1.000589E-30  1.000000E-30  1.012996E-30  1.000000E-30  1.000515E-30  1.010952E-30  1.010664E-30  1.013687E-30
     68  1.391852718980E-03  1.000615E-30  1.000000E-30  1.013522E-30  1.000000E-30  1.000545E-30  1.011403E-30  1.011099E-30  1.014257E-30
     69  1.446014888479E-03  1.000641E-30  1.000000E-30  1.014052E-30  1.000000E-30  1.000575E-30  1.011857E-30  1.011537E-30  1.014832E-30
     70  1.500546342624E-03  1.000668E-30  1.000000E-30  1.014586E-30  1.000000E-30  1.000607E-30  1.012316E-30  1.011979E-30  1.015412E-30
     71  1.555442065896E-03  1.000695E-30  1.000000E-30  1.015123E-30  1.000000E-30  1.000640E-30  1.012779E-30  1.012424E-30  1.015998E-30
     72  1.610698967280E-03  1.000722E-30  1.000000E-30  1.015665E-30  1.000000E-30  1.000673E-30  1.013246E-30  1.012872E-30  1.016589E-30
     73  1.666314948699E-03  1.000750E-30  1.000000E-30  1.016210E-30  1.000000E-30  1.000708E-30  1.013716E-30  1.013324E-30  1.017186E-30
     74  1.722288445659E-03  1.000778E-30  1.000000E-30  1.016759E-30  1.000000E-30  1.000743E-30  1.014191E-30  1.013780E-30  1.017788E-30
     75  1.778618195039E-03  1.000806E-30  1.000000E-30  1.017311E-30  1.000000E-30  1.000780E-30  1.014669E-30  1.014238E-30  1.018395E-30
     76  1.835303663832E-03  1.000835E-30  1.000000E-30  1.017868E-30  1.000000E-30  1.000817E-30  1.015152E-30  1.014701E-30  1.019008E-30
     77  1.892344396716E-03  1.000864E-30  1.000000E-30  1.018428E-30  1.000000E-30  1.000856E-30  1.015638E-30  1.015166E-30  1.019626E-30
     78  1.949739812628E-03  1.000893E-30  1.000000E-30  1.018992E-30  1.000000E-30  1.000896E-30  1.016128E-30  1.015635E-30  1.020250E-30
     79  2.007489276907E-03  1.000923E-30  1.000000E-30  1.019560E-30  1.000000E-30  1.000936E-30  1.016623E-30  1.016108E-30  1.020879E-30
     80  2.065592139419E-03  1.000953E-30  1.000000E-30  1.020132E-30  1.000000E-30  1.000978E-30  1.017121E-30  1.016584E-30  1.021514E-30
     81  2.124047755162E-03  1.000984E-30  1.000000E-30  1.020707E-30  1.000000E-30  1.001021E-30  1.017623E-30  1.017063E-30  1.022155E-30
     82  2.182855495215E-03  1.001015E-30  1.000000E-30  1.021286E-30  1.000000E-30  1.001065E-30  1.018129E-30  1.017546E-30  1.022801E-30
     83  2.242014752368E-03  1.001047E-30  1.000000E-30  1.021869E-30  1.000000E-30  1.001110E-30  1.018640E-30  1.018033E-30  1.023453E-30
     84  2.301524943777E-03  1.001078E-30  1.000000E-30  1.022456E-30  1.000000E-30  1.001156E-30  1.019154E-30  1.018523E-30  1.024110E-30
     85  2.361385511936E-03  1.001111E-30  1.000000E-30  1.023046E-30  1.000000E-30  1.001203E-30  1.019672E-30  1.019016E-30  1.024773E-30
     86  2.421595924701E-03  1.001143E-30  1.000000E-30  1.023640E-30  1.000000E-30  1.001251E-30  1.020195E-30  1.019513E-30  1.025441E-30
     87  2.482155674804E-03  1.001176E-30  1.000000E-30  1.024239E-30  1.000000E-30  1.001301E-30  1.020721E-30  1.020013E-30  1.026116E-30
     88  2.543064279071E-03  1.001210E-30  1.000000E-30  1.024840E-30  1.000000E-30  1.001351E-30  1.021252E-30  1.020517E-30  1.026796E-30
     89  2.604321277494E-03  1.001244E-30  1.000000E-30  1.025446E-30  1.000000E-30  1.001403E-30  1.021786E-30  1.021025E-30  1.027481E-30
     90  2.665926232237E-03  1.001278E-30  1.000000E-30  1.026055E-30  1.000000E-30  1.001456E-30  1.022325E-30  1.021535E-30  1.028173E-30
     91  2.727878734382E-03  1.001313E-30  1.000000E-30  1.026668E-30  1.000000E-30  1.001511E-30  1.022868E-30  1.022050E-30  1.028870E-30
     92  2.790178404165E-03  1.001348E-30  1.000000E-30  1.027285E-30  1.000000E-30  1.001566E-30  1.023415E-30  1.022568E-30  1.029574E-30
     93  2.852824875480E-03  1.001383E-30  1.000000E-30  1.027906E-30  1.000000E-30  1.001623E-30  1.023966E-30  1.023089E-30  1.030283E-30
     94  2.915817796872E-03  1.001419E-30  1.000000E-30  1.028530E-30  1.000000E-30  1.001681E-30  1.024521E-30  1.023615E-30  1.030997E-30
     95  2.979156831833E-03  1.001456E-30  1.000000E-30  1.029158E-30  1.000000E-30  1.001740E-30  1.025081E-30  1.024143E-30  1.031718E-30
