 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                zr100         zr101         zr102         zr103         zr104         zr105         zr106         zr107
     27  8.489118412102E-05  1.000072E-30  1.000105E-30  1.000176E-30  1.000211E-30  1.000278E-30  1.001136E-30  1.001367E-30  1.001569E-30
     28  9.570255892797E-05  1.000081E-30  1.000119E-30  1.000198E-30  1.000238E-30  1.000313E-30  1.001280E-30  1.001541E-30  1.001769E-30
     29  1.070853065563E-04  1.000090E-30  1.000133E-30  1.000222E-30  1.000266E-30  1.000351E-30  1.001433E-30  1.001725E-30  1.001979E-30
     30  1.190882425669E-04  1.000101E-30  1.000148E-30  1.000247E-30  1.000296E-30  1.000390E-30  1.001593E-30  1.001918E-30  1.002201E-30
     31  1.366291075688E-04  1.000115E-30  1.000169E-30  1.000283E-30  1.000339E-30  1.000447E-30  1.001828E-30  1.002201E-30  1.002525E-30
     32  1.695708820900E-04  1.000143E-30  1.000210E-30  1.000352E-30  1.000421E-30  1.000555E-30  1.002269E-30  1.002731E-30  1.003133E-30
     33  1.992873377730E-04  1.000168E-30  1.000247E-30  1.000413E-30  1.000495E-30  1.000653E-30  1.002666E-30  1.003209E-30  1.003682E-30
     34  2.264248739983E-04  1.000191E-30  1.000281E-30  1.000469E-30  1.000563E-30  1.000742E-30  1.003029E-30  1.003646E-30  1.004183E-30
     35  2.515933231106E-04  1.000212E-30  1.000312E-30  1.000522E-30  1.000626E-30  1.000824E-30  1.003366E-30  1.004052E-30  1.004648E-30
     36  2.753099894686E-04  1.000232E-30  1.000341E-30  1.000571E-30  1.000685E-30  1.000902E-30  1.003683E-30  1.004434E-30  1.005086E-30
     37  2.979926919870E-04  1.000252E-30  1.000369E-30  1.000618E-30  1.000741E-30  1.000976E-30  1.003986E-30  1.004799E-30  1.005504E-30
     38  3.199702121451E-04  1.000270E-30  1.000397E-30  1.000664E-30  1.000796E-30  1.001048E-30  1.004280E-30  1.005153E-30  1.005910E-30
     39  3.524429751724E-04  1.000298E-30  1.000437E-30  1.000731E-30  1.000877E-30  1.001155E-30  1.004715E-30  1.005675E-30  1.006509E-30
     40  3.836809895565E-04  1.000324E-30  1.000476E-30  1.000796E-30  1.000955E-30  1.001257E-30  1.005133E-30  1.006178E-30  1.007086E-30
     41  4.138876583201E-04  1.000350E-30  1.000513E-30  1.000859E-30  1.001031E-30  1.001356E-30  1.005537E-30  1.006664E-30  1.007643E-30
     42  4.432651277490E-04  1.000374E-30  1.000550E-30  1.000920E-30  1.001104E-30  1.001452E-30  1.005929E-30  1.007137E-30  1.008185E-30
     43  4.720041568584E-04  1.000399E-30  1.000585E-30  1.000980E-30  1.001176E-30  1.001547E-30  1.006314E-30  1.007600E-30  1.008715E-30
     44  5.002792532552E-04  1.000423E-30  1.000621E-30  1.001038E-30  1.001247E-30  1.001640E-30  1.006692E-30  1.008055E-30  1.009236E-30
     45  5.282472522620E-04  1.000446E-30  1.000655E-30  1.001097E-30  1.001317E-30  1.001731E-30  1.007066E-30  1.008505E-30  1.009752E-30
     46  5.560479783168E-04  1.000470E-30  1.000690E-30  1.001155E-30  1.001387E-30  1.001823E-30  1.007438E-30  1.008952E-30  1.010265E-30
     47  5.838060709037E-04  1.000493E-30  1.000724E-30  1.001212E-30  1.001456E-30  1.001914E-30  1.007809E-30  1.009399E-30  1.010776E-30
     48  6.116334118686E-04  1.000517E-30  1.000759E-30  1.001270E-30  1.001526E-30  1.002005E-30  1.008181E-30  1.009847E-30  1.011289E-30
     49  6.396318340541E-04  1.000540E-30  1.000794E-30  1.001329E-30  1.001596E-30  1.002097E-30  1.008555E-30  1.010297E-30  1.011805E-30
     50  6.678959636874E-04  1.000564E-30  1.000829E-30  1.001387E-30  1.001667E-30  1.002190E-30  1.008933E-30  1.010752E-30  1.012326E-30
     51  6.965161747902E-04  1.000589E-30  1.000864E-30  1.001447E-30  1.001739E-30  1.002284E-30  1.009316E-30  1.011212E-30  1.012854E-30
     52  7.255817382538E-04  1.000613E-30  1.000901E-30  1.001508E-30  1.001813E-30  1.002379E-30  1.009704E-30  1.011680E-30  1.013389E-30
     53  7.551843574001E-04  1.000638E-30  1.000937E-30  1.001569E-30  1.001887E-30  1.002477E-30  1.010100E-30  1.012156E-30  1.013934E-30
     54  7.854224313090E-04  1.000664E-30  1.000975E-30  1.001632E-30  1.001963E-30  1.002576E-30  1.010504E-30  1.012642E-30  1.014491E-30
     55  8.164066374138E-04  1.000690E-30  1.001014E-30  1.001697E-30  1.002041E-30  1.002678E-30  1.010918E-30  1.013141E-30  1.015062E-30
     56  8.482679080764E-04  1.000717E-30  1.001053E-30  1.001763E-30  1.002122E-30  1.002782E-30  1.011344E-30  1.013653E-30  1.015649E-30
     57  8.811699017317E-04  1.000745E-30  1.001094E-30  1.001832E-30  1.002205E-30  1.002891E-30  1.011784E-30  1.014182E-30  1.016254E-30
     58  9.153304977871E-04  1.000774E-30  1.001137E-30  1.001903E-30  1.002291E-30  1.003003E-30  1.012241E-30  1.014732E-30  1.016883E-30
     59  9.510634923056E-04  1.000804E-30  1.001181E-30  1.001978E-30  1.002381E-30  1.003121E-30  1.012718E-30  1.015306E-30  1.017541E-30
     60  9.888739022907E-04  1.000836E-30  1.001228E-30  1.002057E-30  1.002477E-30  1.003245E-30  1.013224E-30  1.015914E-30  1.018237E-30
     61  1.029744313280E-03  1.000870E-30  1.001279E-30  1.002142E-30  1.002580E-30  1.003379E-30  1.013770E-30  1.016571E-30  1.018989E-30
     62  1.076805333108E-03  1.000910E-30  1.001338E-30  1.002241E-30  1.002699E-30  1.003534E-30  1.014399E-30  1.017328E-30  1.019854E-30
     63  1.127478238084E-03  1.000953E-30  1.001401E-30  1.002347E-30  1.002827E-30  1.003701E-30  1.015076E-30  1.018143E-30  1.020786E-30
     64  1.179263354774E-03  1.000997E-30  1.001465E-30  1.002455E-30  1.002959E-30  1.003872E-30  1.015768E-30  1.018975E-30  1.021738E-30
     65  1.231720185468E-03  1.001042E-30  1.001531E-30  1.002565E-30  1.003092E-30  1.004044E-30  1.016469E-30  1.019818E-30  1.022702E-30
     66  1.284679788904E-03  1.001086E-30  1.001597E-30  1.002676E-30  1.003227E-30  1.004219E-30  1.017176E-30  1.020669E-30  1.023676E-30
     67  1.338068714676E-03  1.001132E-30  1.001664E-30  1.002787E-30  1.003362E-30  1.004395E-30  1.017890E-30  1.021527E-30  1.024656E-30
     68  1.391852718980E-03  1.001177E-30  1.001731E-30  1.002900E-30  1.003499E-30  1.004572E-30  1.018608E-30  1.022391E-30  1.025644E-30
     69  1.446014888479E-03  1.001223E-30  1.001798E-30  1.003014E-30  1.003638E-30  1.004751E-30  1.019332E-30  1.023262E-30  1.026639E-30
     70  1.500546342624E-03  1.001269E-30  1.001866E-30  1.003128E-30  1.003777E-30  1.004930E-30  1.020060E-30  1.024138E-30  1.027640E-30
     71  1.555442065896E-03  1.001316E-30  1.001935E-30  1.003243E-30  1.003917E-30  1.005112E-30  1.020793E-30  1.025019E-30  1.028648E-30
     72  1.610698967280E-03  1.001363E-30  1.002004E-30  1.003359E-30  1.004058E-30  1.005294E-30  1.021531E-30  1.025907E-30  1.029662E-30
     73  1.666314948699E-03  1.001410E-30  1.002073E-30  1.003476E-30  1.004201E-30  1.005478E-30  1.022274E-30  1.026800E-30  1.030682E-30
     74  1.722288445659E-03  1.001457E-30  1.002143E-30  1.003594E-30  1.004344E-30  1.005662E-30  1.023021E-30  1.027699E-30  1.031708E-30
     75  1.778618195039E-03  1.001505E-30  1.002214E-30  1.003712E-30  1.004489E-30  1.005849E-30  1.023774E-30  1.028603E-30  1.032741E-30
     76  1.835303663832E-03  1.001553E-30  1.002285E-30  1.003831E-30  1.004634E-30  1.006036E-30  1.024530E-30  1.029513E-30  1.033780E-30
     77  1.892344396716E-03  1.001602E-30  1.002356E-30  1.003951E-30  1.004781E-30  1.006224E-30  1.025292E-30  1.030429E-30  1.034825E-30
     78  1.949739812628E-03  1.001650E-30  1.002428E-30  1.004072E-30  1.004929E-30  1.006414E-30  1.026058E-30  1.031350E-30  1.035877E-30
     79  2.007489276907E-03  1.001699E-30  1.002500E-30  1.004194E-30  1.005078E-30  1.006605E-30  1.026829E-30  1.032277E-30  1.036935E-30
     80  2.065592139419E-03  1.001749E-30  1.002573E-30  1.004316E-30  1.005228E-30  1.006797E-30  1.027605E-30  1.033210E-30  1.037999E-30
     81  2.124047755162E-03  1.001798E-30  1.002646E-30  1.004439E-30  1.005379E-30  1.006991E-30  1.028385E-30  1.034148E-30  1.039069E-30
     82  2.182855495215E-03  1.001848E-30  1.002720E-30  1.004563E-30  1.005531E-30  1.007186E-30  1.029170E-30  1.035091E-30  1.040145E-30
     83  2.242014752368E-03  1.001898E-30  1.002794E-30  1.004688E-30  1.005684E-30  1.007382E-30  1.029959E-30  1.036040E-30  1.041227E-30
     84  2.301524943777E-03  1.001949E-30  1.002868E-30  1.004814E-30  1.005838E-30  1.007579E-30  1.030754E-30  1.036995E-30  1.042316E-30
     85  2.361385511936E-03  1.002000E-30  1.002944E-30  1.004940E-30  1.005994E-30  1.007777E-30  1.031552E-30  1.037955E-30  1.043410E-30
     86  2.421595924701E-03  1.002051E-30  1.003019E-30  1.005068E-30  1.006150E-30  1.007977E-30  1.032356E-30  1.038921E-30  1.044511E-30
     87  2.482155674804E-03  1.002102E-30  1.003095E-30  1.005196E-30  1.006307E-30  1.008178E-30  1.033164E-30  1.039892E-30  1.045618E-30
     88  2.543064279071E-03  1.002154E-30  1.003171E-30  1.005325E-30  1.006466E-30  1.008380E-30  1.033976E-30  1.040869E-30  1.046731E-30
     89  2.604321277494E-03  1.002206E-30  1.003248E-30  1.005454E-30  1.006626E-30  1.008583E-30  1.034794E-30  1.041851E-30  1.047850E-30
     90  2.665926232237E-03  1.002259E-30  1.003326E-30  1.005585E-30  1.006787E-30  1.008788E-30  1.035615E-30  1.042838E-30  1.048975E-30
     91  2.727878734382E-03  1.002311E-30  1.003404E-30  1.005716E-30  1.006949E-30  1.008993E-30  1.036442E-30  1.043831E-30  1.050106E-30
     92  2.790178404165E-03  1.002364E-30  1.003482E-30  1.005848E-30  1.007112E-30  1.009200E-30  1.037273E-30  1.044830E-30  1.051243E-30
     93  2.852824875480E-03  1.002418E-30  1.003561E-30  1.005981E-30  1.007276E-30  1.009409E-30  1.038108E-30  1.045834E-30  1.052386E-30
     94  2.915817796872E-03  1.002471E-30  1.003640E-30  1.006115E-30  1.007441E-30  1.009618E-30  1.038948E-30  1.046843E-30  1.053535E-30
     95  2.979156831833E-03  1.002525E-30  1.003720E-30  1.006249E-30  1.007607E-30  1.009829E-30  1.039793E-30  1.047858E-30  1.054691E-30
