 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                v42           v43           v44           v45           v46           v47           v48           v49  
     27  8.489118412102E-05  1.000000E-30  1.001373E-30  1.000681E-30  1.001070E-30  1.000087E-30  1.000118E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000000E-30  1.001548E-30  1.000768E-30  1.001207E-30  1.000099E-30  1.000133E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000000E-30  1.001732E-30  1.000860E-30  1.001351E-30  1.000110E-30  1.000148E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000000E-30  1.001926E-30  1.000957E-30  1.001502E-30  1.000123E-30  1.000165E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000000E-30  1.002210E-30  1.001098E-30  1.001724E-30  1.000141E-30  1.000189E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.000000E-30  1.002743E-30  1.001364E-30  1.002140E-30  1.000175E-30  1.000235E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.000000E-30  1.003223E-30  1.001605E-30  1.002517E-30  1.000206E-30  1.000276E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.000000E-30  1.003662E-30  1.001825E-30  1.002860E-30  1.000234E-30  1.000314E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.000000E-30  1.004069E-30  1.002029E-30  1.003179E-30  1.000260E-30  1.000349E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.000000E-30  1.004453E-30  1.002222E-30  1.003480E-30  1.000285E-30  1.000382E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.000000E-30  1.004819E-30  1.002406E-30  1.003768E-30  1.000308E-30  1.000413E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.000000E-30  1.005175E-30  1.002585E-30  1.004047E-30  1.000331E-30  1.000444E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.000000E-30  1.005700E-30  1.002850E-30  1.004459E-30  1.000365E-30  1.000489E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.000000E-30  1.006205E-30  1.003106E-30  1.004856E-30  1.000398E-30  1.000532E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.000000E-30  1.006693E-30  1.003353E-30  1.005241E-30  1.000429E-30  1.000574E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.000000E-30  1.007168E-30  1.003594E-30  1.005615E-30  1.000460E-30  1.000615E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.000000E-30  1.007633E-30  1.003831E-30  1.005981E-30  1.000490E-30  1.000655E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.000000E-30  1.008090E-30  1.004063E-30  1.006341E-30  1.000520E-30  1.000694E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.000000E-30  1.008542E-30  1.004294E-30  1.006698E-30  1.000549E-30  1.000733E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.000000E-30  1.008992E-30  1.004524E-30  1.007053E-30  1.000578E-30  1.000772E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.000000E-30  1.009441E-30  1.004753E-30  1.007408E-30  1.000608E-30  1.000810E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.000000E-30  1.009890E-30  1.004984E-30  1.007764E-30  1.000637E-30  1.000849E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.000000E-30  1.010343E-30  1.005216E-30  1.008122E-30  1.000666E-30  1.000888E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.000000E-30  1.010800E-30  1.005451E-30  1.008484E-30  1.000696E-30  1.000927E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.000000E-30  1.011263E-30  1.005689E-30  1.008851E-30  1.000727E-30  1.000967E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.000000E-30  1.011733E-30  1.005931E-30  1.009223E-30  1.000757E-30  1.001008E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.000000E-30  1.012211E-30  1.006179E-30  1.009603E-30  1.000789E-30  1.001049E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.000000E-30  1.012700E-30  1.006431E-30  1.009991E-30  1.000821E-30  1.001091E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.000000E-30  1.013201E-30  1.006691E-30  1.010390E-30  1.000854E-30  1.001134E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.000000E-30  1.013716E-30  1.006958E-30  1.010799E-30  1.000888E-30  1.001178E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.000000E-30  1.014247E-30  1.007235E-30  1.011223E-30  1.000923E-30  1.001224E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.000000E-30  1.014799E-30  1.007523E-30  1.011663E-30  1.000959E-30  1.001272E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.000000E-30  1.015377E-30  1.007824E-30  1.012124E-30  1.000998E-30  1.001322E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.000000E-30  1.015988E-30  1.008144E-30  1.012612E-30  1.001038E-30  1.001374E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.000000E-30  1.016649E-30  1.008491E-30  1.013139E-30  1.001082E-30  1.001431E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.000000E-30  1.017409E-30  1.008890E-30  1.013748E-30  1.001133E-30  1.001497E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.000000E-30  1.018228E-30  1.009322E-30  1.014404E-30  1.001187E-30  1.001568E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.000000E-30  1.019065E-30  1.009764E-30  1.015075E-30  1.001243E-30  1.001640E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.000000E-30  1.019912E-30  1.010214E-30  1.015756E-30  1.001300E-30  1.001713E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.000000E-30  1.020768E-30  1.010668E-30  1.016444E-30  1.001358E-30  1.001787E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.000000E-30  1.021631E-30  1.011128E-30  1.017139E-30  1.001416E-30  1.001861E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.000000E-30  1.022499E-30  1.011593E-30  1.017840E-30  1.001474E-30  1.001937E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.000000E-30  1.023374E-30  1.012062E-30  1.018546E-30  1.001533E-30  1.002012E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.000000E-30  1.024255E-30  1.012536E-30  1.019259E-30  1.001593E-30  1.002088E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.000000E-30  1.025142E-30  1.013014E-30  1.019977E-30  1.001653E-30  1.002165E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.000000E-30  1.026035E-30  1.013497E-30  1.020700E-30  1.001714E-30  1.002242E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.000000E-30  1.026933E-30  1.013984E-30  1.021430E-30  1.001776E-30  1.002320E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.000000E-30  1.027837E-30  1.014476E-30  1.022165E-30  1.001837E-30  1.002399E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.000000E-30  1.028747E-30  1.014973E-30  1.022906E-30  1.001900E-30  1.002477E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.000000E-30  1.029662E-30  1.015474E-30  1.023652E-30  1.001963E-30  1.002557E-30  1.000000E-30  1.000001E-30
     77  1.892344396716E-03  1.000000E-30  1.030583E-30  1.015980E-30  1.024404E-30  1.002026E-30  1.002637E-30  1.000000E-30  1.000001E-30
     78  1.949739812628E-03  1.000000E-30  1.031510E-30  1.016490E-30  1.025162E-30  1.002090E-30  1.002717E-30  1.000000E-30  1.000001E-30
     79  2.007489276907E-03  1.000000E-30  1.032443E-30  1.017005E-30  1.025925E-30  1.002155E-30  1.002798E-30  1.000000E-30  1.000001E-30
     80  2.065592139419E-03  1.000000E-30  1.033381E-30  1.017525E-30  1.026694E-30  1.002220E-30  1.002880E-30  1.000000E-30  1.000001E-30
     81  2.124047755162E-03  1.000000E-30  1.034325E-30  1.018049E-30  1.027469E-30  1.002286E-30  1.002962E-30  1.000000E-30  1.000001E-30
     82  2.182855495215E-03  1.000000E-30  1.035274E-30  1.018578E-30  1.028250E-30  1.002352E-30  1.003044E-30  1.000000E-30  1.000001E-30
     83  2.242014752368E-03  1.000000E-30  1.036229E-30  1.019112E-30  1.029036E-30  1.002419E-30  1.003127E-30  1.000000E-30  1.000001E-30
     84  2.301524943777E-03  1.000000E-30  1.037190E-30  1.019650E-30  1.029828E-30  1.002486E-30  1.003211E-30  1.000000E-30  1.000001E-30
     85  2.361385511936E-03  1.000000E-30  1.038156E-30  1.020194E-30  1.030626E-30  1.002554E-30  1.003295E-30  1.000000E-30  1.000001E-30
     86  2.421595924701E-03  1.000000E-30  1.039128E-30  1.020742E-30  1.031430E-30  1.002623E-30  1.003379E-30  1.000000E-30  1.000001E-30
     87  2.482155674804E-03  1.000000E-30  1.040105E-30  1.021295E-30  1.032240E-30  1.002692E-30  1.003464E-30  1.000000E-30  1.000001E-30
     88  2.543064279071E-03  1.000000E-30  1.041088E-30  1.021853E-30  1.033055E-30  1.002761E-30  1.003550E-30  1.000000E-30  1.000001E-30
     89  2.604321277494E-03  1.000000E-30  1.042077E-30  1.022415E-30  1.033876E-30  1.002832E-30  1.003636E-30  1.000000E-30  1.000001E-30
     90  2.665926232237E-03  1.000000E-30  1.043071E-30  1.022983E-30  1.034703E-30  1.002902E-30  1.003723E-30  1.000000E-30  1.000001E-30
     91  2.727878734382E-03  1.000000E-30  1.044071E-30  1.023555E-30  1.035536E-30  1.002974E-30  1.003810E-30  1.000000E-30  1.000001E-30
     92  2.790178404165E-03  1.000000E-30  1.045076E-30  1.024133E-30  1.036374E-30  1.003046E-30  1.003898E-30  1.000000E-30  1.000001E-30
     93  2.852824875480E-03  1.000000E-30  1.046087E-30  1.024715E-30  1.037219E-30  1.003118E-30  1.003986E-30  1.000000E-30  1.000001E-30
     94  2.915817796872E-03  1.000000E-30  1.047103E-30  1.025302E-30  1.038069E-30  1.003191E-30  1.004075E-30  1.000000E-30  1.000001E-30
     95  2.979156831833E-03  1.000000E-30  1.048125E-30  1.025895E-30  1.038926E-30  1.003265E-30  1.004164E-30  1.000000E-30  1.000001E-30
