 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                v50           v51           v52           v53           v54           v55           v56           v57  
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000038E-30  1.000036E-30  1.000022E-30  1.000814E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000043E-30  1.000041E-30  1.000025E-30  1.000918E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000048E-30  1.000046E-30  1.000028E-30  1.001028E-30
     30  1.190882425669E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000054E-30  1.000051E-30  1.000031E-30  1.001143E-30
     31  1.366291075688E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000062E-30  1.000058E-30  1.000035E-30  1.001312E-30
     32  1.695708820900E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000078E-30  1.000072E-30  1.000044E-30  1.001630E-30
     33  1.992873377730E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000003E-30  1.000092E-30  1.000085E-30  1.000052E-30  1.001917E-30
     34  2.264248739983E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000003E-30  1.000105E-30  1.000097E-30  1.000059E-30  1.002179E-30
     35  2.515933231106E-04  1.000000E-30  1.000001E-30  1.000001E-30  1.000004E-30  1.000118E-30  1.000108E-30  1.000065E-30  1.002423E-30
     36  2.753099894686E-04  1.000000E-30  1.000001E-30  1.000001E-30  1.000004E-30  1.000131E-30  1.000118E-30  1.000071E-30  1.002653E-30
     37  2.979926919870E-04  1.000000E-30  1.000001E-30  1.000001E-30  1.000004E-30  1.000143E-30  1.000127E-30  1.000077E-30  1.002873E-30
     38  3.199702121451E-04  1.000000E-30  1.000001E-30  1.000001E-30  1.000004E-30  1.000155E-30  1.000137E-30  1.000083E-30  1.003087E-30
     39  3.524429751724E-04  1.000000E-30  1.000001E-30  1.000001E-30  1.000005E-30  1.000173E-30  1.000151E-30  1.000092E-30  1.003403E-30
     40  3.836809895565E-04  1.000000E-30  1.000001E-30  1.000001E-30  1.000005E-30  1.000191E-30  1.000164E-30  1.000100E-30  1.003707E-30
     41  4.138876583201E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000006E-30  1.000210E-30  1.000177E-30  1.000108E-30  1.004002E-30
     42  4.432651277490E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000006E-30  1.000229E-30  1.000190E-30  1.000116E-30  1.004289E-30
     43  4.720041568584E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000007E-30  1.000248E-30  1.000202E-30  1.000123E-30  1.004570E-30
     44  5.002792532552E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000007E-30  1.000267E-30  1.000214E-30  1.000131E-30  1.004847E-30
     45  5.282472522620E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000007E-30  1.000287E-30  1.000226E-30  1.000138E-30  1.005121E-30
     46  5.560479783168E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000008E-30  1.000308E-30  1.000238E-30  1.000145E-30  1.005395E-30
     47  5.838060709037E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000008E-30  1.000330E-30  1.000250E-30  1.000153E-30  1.005668E-30
     48  6.116334118686E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000009E-30  1.000353E-30  1.000262E-30  1.000160E-30  1.005942E-30
     49  6.396318340541E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000009E-30  1.000376E-30  1.000274E-30  1.000168E-30  1.006218E-30
     50  6.678959636874E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000009E-30  1.000402E-30  1.000286E-30  1.000175E-30  1.006497E-30
     51  6.965161747902E-04  1.000000E-30  1.000001E-30  1.000003E-30  1.000010E-30  1.000428E-30  1.000298E-30  1.000183E-30  1.006780E-30
     52  7.255817382538E-04  1.000000E-30  1.000001E-30  1.000003E-30  1.000010E-30  1.000456E-30  1.000311E-30  1.000191E-30  1.007068E-30
     53  7.551843574001E-04  1.000000E-30  1.000002E-30  1.000003E-30  1.000011E-30  1.000486E-30  1.000323E-30  1.000199E-30  1.007362E-30
     54  7.854224313090E-04  1.000000E-30  1.000002E-30  1.000003E-30  1.000011E-30  1.000518E-30  1.000336E-30  1.000207E-30  1.007662E-30
     55  8.164066374138E-04  1.000000E-30  1.000002E-30  1.000003E-30  1.000011E-30  1.000552E-30  1.000350E-30  1.000215E-30  1.007971E-30
     56  8.482679080764E-04  1.000000E-30  1.000002E-30  1.000003E-30  1.000012E-30  1.000589E-30  1.000363E-30  1.000224E-30  1.008288E-30
     57  8.811699017317E-04  1.000000E-30  1.000002E-30  1.000003E-30  1.000012E-30  1.000629E-30  1.000378E-30  1.000233E-30  1.008616E-30
     58  9.153304977871E-04  1.000000E-30  1.000002E-30  1.000003E-30  1.000013E-30  1.000673E-30  1.000392E-30  1.000242E-30  1.008958E-30
     59  9.510634923056E-04  1.000000E-30  1.000002E-30  1.000004E-30  1.000013E-30  1.000721E-30  1.000408E-30  1.000252E-30  1.009315E-30
     60  9.888739022907E-04  1.000000E-30  1.000002E-30  1.000004E-30  1.000014E-30  1.000775E-30  1.000424E-30  1.000263E-30  1.009695E-30
     61  1.029744313280E-03  1.000000E-30  1.000002E-30  1.000004E-30  1.000014E-30  1.000836E-30  1.000441E-30  1.000274E-30  1.010105E-30
     62  1.076805333108E-03  1.000000E-30  1.000002E-30  1.000004E-30  1.000015E-30  1.000910E-30  1.000462E-30  1.000287E-30  1.010579E-30
     63  1.127478238084E-03  1.000000E-30  1.000002E-30  1.000004E-30  1.000016E-30  1.000996E-30  1.000484E-30  1.000301E-30  1.011091E-30
     64  1.179263354774E-03  1.000000E-30  1.000002E-30  1.000004E-30  1.000016E-30  1.001090E-30  1.000506E-30  1.000315E-30  1.011615E-30
     65  1.231720185468E-03  1.000000E-30  1.000002E-30  1.000005E-30  1.000017E-30  1.001192E-30  1.000528E-30  1.000330E-30  1.012147E-30
     66  1.284679788904E-03  1.000000E-30  1.000003E-30  1.000005E-30  1.000018E-30  1.001302E-30  1.000551E-30  1.000345E-30  1.012685E-30
     67  1.338068714676E-03  1.000000E-30  1.000003E-30  1.000005E-30  1.000019E-30  1.001420E-30  1.000574E-30  1.000360E-30  1.013229E-30
     68  1.391852718980E-03  1.000000E-30  1.000003E-30  1.000005E-30  1.000019E-30  1.001548E-30  1.000597E-30  1.000375E-30  1.013779E-30
     69  1.446014888479E-03  1.000000E-30  1.000003E-30  1.000005E-30  1.000020E-30  1.001684E-30  1.000621E-30  1.000390E-30  1.014334E-30
     70  1.500546342624E-03  1.000000E-30  1.000003E-30  1.000006E-30  1.000021E-30  1.001830E-30  1.000644E-30  1.000406E-30  1.014894E-30
     71  1.555442065896E-03  1.000000E-30  1.000003E-30  1.000006E-30  1.000022E-30  1.001986E-30  1.000668E-30  1.000421E-30  1.015459E-30
     72  1.610698967280E-03  1.000000E-30  1.000003E-30  1.000006E-30  1.000023E-30  1.002153E-30  1.000692E-30  1.000437E-30  1.016030E-30
     73  1.666314948699E-03  1.000000E-30  1.000003E-30  1.000006E-30  1.000023E-30  1.002331E-30  1.000716E-30  1.000453E-30  1.016605E-30
     74  1.722288445659E-03  1.000000E-30  1.000003E-30  1.000006E-30  1.000024E-30  1.002521E-30  1.000740E-30  1.000469E-30  1.017186E-30
     75  1.778618195039E-03  1.000000E-30  1.000004E-30  1.000007E-30  1.000025E-30  1.002724E-30  1.000765E-30  1.000486E-30  1.017773E-30
     76  1.835303663832E-03  1.000000E-30  1.000004E-30  1.000007E-30  1.000026E-30  1.002939E-30  1.000789E-30  1.000502E-30  1.018364E-30
     77  1.892344396716E-03  1.000000E-30  1.000004E-30  1.000007E-30  1.000026E-30  1.003168E-30  1.000814E-30  1.000519E-30  1.018961E-30
     78  1.949739812628E-03  1.000000E-30  1.000004E-30  1.000007E-30  1.000027E-30  1.003412E-30  1.000839E-30  1.000535E-30  1.019563E-30
     79  2.007489276907E-03  1.000000E-30  1.000004E-30  1.000007E-30  1.000028E-30  1.003670E-30  1.000864E-30  1.000552E-30  1.020170E-30
     80  2.065592139419E-03  1.000000E-30  1.000004E-30  1.000008E-30  1.000029E-30  1.003943E-30  1.000889E-30  1.000570E-30  1.020783E-30
     81  2.124047755162E-03  1.000000E-30  1.000004E-30  1.000008E-30  1.000030E-30  1.004232E-30  1.000914E-30  1.000587E-30  1.021401E-30
     82  2.182855495215E-03  1.000000E-30  1.000004E-30  1.000008E-30  1.000031E-30  1.004539E-30  1.000940E-30  1.000605E-30  1.022025E-30
     83  2.242014752368E-03  1.000000E-30  1.000004E-30  1.000008E-30  1.000031E-30  1.004862E-30  1.000965E-30  1.000622E-30  1.022654E-30
     84  2.301524943777E-03  1.000000E-30  1.000005E-30  1.000009E-30  1.000032E-30  1.005204E-30  1.000991E-30  1.000640E-30  1.023289E-30
     85  2.361385511936E-03  1.000000E-30  1.000005E-30  1.000009E-30  1.000033E-30  1.005565E-30  1.001017E-30  1.000658E-30  1.023929E-30
     86  2.421595924701E-03  1.000000E-30  1.000005E-30  1.000009E-30  1.000034E-30  1.005945E-30  1.001043E-30  1.000676E-30  1.024575E-30
     87  2.482155674804E-03  1.000000E-30  1.000005E-30  1.000009E-30  1.000035E-30  1.006346E-30  1.001070E-30  1.000695E-30  1.025226E-30
     88  2.543064279071E-03  1.000000E-30  1.000005E-30  1.000009E-30  1.000036E-30  1.006768E-30  1.001096E-30  1.000714E-30  1.025883E-30
     89  2.604321277494E-03  1.000000E-30  1.000005E-30  1.000010E-30  1.000036E-30  1.007212E-30  1.001123E-30  1.000732E-30  1.026545E-30
     90  2.665926232237E-03  1.000000E-30  1.000005E-30  1.000010E-30  1.000037E-30  1.007678E-30  1.001150E-30  1.000751E-30  1.027213E-30
     91  2.727878734382E-03  1.000000E-30  1.000005E-30  1.000010E-30  1.000038E-30  1.008168E-30  1.001177E-30  1.000771E-30  1.027887E-30
     92  2.790178404165E-03  1.000000E-30  1.000006E-30  1.000010E-30  1.000039E-30  1.008683E-30  1.001204E-30  1.000790E-30  1.028566E-30
     93  2.852824875480E-03  1.000000E-30  1.000006E-30  1.000011E-30  1.000040E-30  1.009222E-30  1.001231E-30  1.000810E-30  1.029252E-30
     94  2.915817796872E-03  1.000000E-30  1.000006E-30  1.000011E-30  1.000041E-30  1.009788E-30  1.001259E-30  1.000829E-30  1.029943E-30
     95  2.979156831833E-03  1.000000E-30  1.000006E-30  1.000011E-30  1.000042E-30  1.010381E-30  1.001286E-30  1.000849E-30  1.030640E-30
