 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                cr51          cr52          cr53          cr54          cr55          cr56          cr57          cr58 
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000009E-30  1.000272E-30  1.000165E-30  1.000310E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000010E-30  1.000307E-30  1.000186E-30  1.000349E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000001E-30  1.000011E-30  1.000343E-30  1.000209E-30  1.000391E-30
     30  1.190882425669E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000012E-30  1.000382E-30  1.000232E-30  1.000435E-30
     31  1.366291075688E-04  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000014E-30  1.000438E-30  1.000266E-30  1.000499E-30
     32  1.695708820900E-04  1.000000E-30  1.000001E-30  1.000001E-30  1.000002E-30  1.000017E-30  1.000544E-30  1.000331E-30  1.000619E-30
     33  1.992873377730E-04  1.000000E-30  1.000001E-30  1.000001E-30  1.000003E-30  1.000020E-30  1.000639E-30  1.000389E-30  1.000728E-30
     34  2.264248739983E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000003E-30  1.000023E-30  1.000726E-30  1.000441E-30  1.000827E-30
     35  2.515933231106E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000004E-30  1.000026E-30  1.000807E-30  1.000491E-30  1.000919E-30
     36  2.753099894686E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000004E-30  1.000028E-30  1.000883E-30  1.000537E-30  1.001005E-30
     37  2.979926919870E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000004E-30  1.000031E-30  1.000956E-30  1.000581E-30  1.001088E-30
     38  3.199702121451E-04  1.000000E-30  1.000001E-30  1.000002E-30  1.000004E-30  1.000033E-30  1.001026E-30  1.000624E-30  1.001169E-30
     39  3.524429751724E-04  1.000000E-30  1.000001E-30  1.000003E-30  1.000005E-30  1.000036E-30  1.001130E-30  1.000688E-30  1.001287E-30
     40  3.836809895565E-04  1.000000E-30  1.000001E-30  1.000003E-30  1.000005E-30  1.000039E-30  1.001231E-30  1.000749E-30  1.001402E-30
     41  4.138876583201E-04  1.000000E-30  1.000001E-30  1.000003E-30  1.000006E-30  1.000043E-30  1.001327E-30  1.000808E-30  1.001512E-30
     42  4.432651277490E-04  1.000000E-30  1.000001E-30  1.000003E-30  1.000006E-30  1.000046E-30  1.001422E-30  1.000865E-30  1.001620E-30
     43  4.720041568584E-04  1.000000E-30  1.000001E-30  1.000003E-30  1.000007E-30  1.000048E-30  1.001514E-30  1.000921E-30  1.001725E-30
     44  5.002792532552E-04  1.000000E-30  1.000002E-30  1.000004E-30  1.000007E-30  1.000051E-30  1.001605E-30  1.000977E-30  1.001829E-30
     45  5.282472522620E-04  1.000000E-30  1.000002E-30  1.000004E-30  1.000007E-30  1.000054E-30  1.001694E-30  1.001031E-30  1.001931E-30
     46  5.560479783168E-04  1.000000E-30  1.000002E-30  1.000004E-30  1.000008E-30  1.000057E-30  1.001783E-30  1.001086E-30  1.002033E-30
     47  5.838060709037E-04  1.000000E-30  1.000002E-30  1.000004E-30  1.000008E-30  1.000060E-30  1.001872E-30  1.001140E-30  1.002135E-30
     48  6.116334118686E-04  1.000000E-30  1.000002E-30  1.000004E-30  1.000009E-30  1.000063E-30  1.001962E-30  1.001195E-30  1.002237E-30
     49  6.396318340541E-04  1.000000E-30  1.000002E-30  1.000005E-30  1.000009E-30  1.000066E-30  1.002052E-30  1.001250E-30  1.002339E-30
     50  6.678959636874E-04  1.000000E-30  1.000002E-30  1.000005E-30  1.000009E-30  1.000069E-30  1.002142E-30  1.001305E-30  1.002443E-30
     51  6.965161747902E-04  1.000000E-30  1.000002E-30  1.000005E-30  1.000010E-30  1.000072E-30  1.002234E-30  1.001361E-30  1.002548E-30
     52  7.255817382538E-04  1.000000E-30  1.000002E-30  1.000005E-30  1.000010E-30  1.000075E-30  1.002327E-30  1.001418E-30  1.002655E-30
     53  7.551843574001E-04  1.000000E-30  1.000002E-30  1.000005E-30  1.000011E-30  1.000078E-30  1.002422E-30  1.001476E-30  1.002763E-30
     54  7.854224313090E-04  1.000000E-30  1.000002E-30  1.000006E-30  1.000011E-30  1.000081E-30  1.002519E-30  1.001536E-30  1.002874E-30
     55  8.164066374138E-04  1.000000E-30  1.000003E-30  1.000006E-30  1.000011E-30  1.000084E-30  1.002619E-30  1.001596E-30  1.002988E-30
     56  8.482679080764E-04  1.000000E-30  1.000003E-30  1.000006E-30  1.000012E-30  1.000087E-30  1.002721E-30  1.001659E-30  1.003105E-30
     57  8.811699017317E-04  1.000000E-30  1.000003E-30  1.000006E-30  1.000012E-30  1.000090E-30  1.002826E-30  1.001724E-30  1.003226E-30
     58  9.153304977871E-04  1.000000E-30  1.000003E-30  1.000007E-30  1.000013E-30  1.000094E-30  1.002936E-30  1.001791E-30  1.003352E-30
     59  9.510634923056E-04  1.000000E-30  1.000003E-30  1.000007E-30  1.000013E-30  1.000098E-30  1.003051E-30  1.001861E-30  1.003483E-30
     60  9.888739022907E-04  1.000000E-30  1.000003E-30  1.000007E-30  1.000014E-30  1.000102E-30  1.003172E-30  1.001935E-30  1.003622E-30
     61  1.029744313280E-03  1.000000E-30  1.000003E-30  1.000007E-30  1.000014E-30  1.000106E-30  1.003303E-30  1.002016E-30  1.003772E-30
     62  1.076805333108E-03  1.000000E-30  1.000003E-30  1.000008E-30  1.000015E-30  1.000111E-30  1.003454E-30  1.002108E-30  1.003945E-30
     63  1.127478238084E-03  1.000000E-30  1.000003E-30  1.000008E-30  1.000016E-30  1.000116E-30  1.003616E-30  1.002208E-30  1.004132E-30
     64  1.179263354774E-03  1.000000E-30  1.000004E-30  1.000009E-30  1.000016E-30  1.000121E-30  1.003783E-30  1.002310E-30  1.004323E-30
     65  1.231720185468E-03  1.000000E-30  1.000004E-30  1.000009E-30  1.000017E-30  1.000127E-30  1.003951E-30  1.002413E-30  1.004516E-30
     66  1.284679788904E-03  1.000000E-30  1.000004E-30  1.000009E-30  1.000018E-30  1.000132E-30  1.004121E-30  1.002518E-30  1.004711E-30
     67  1.338068714676E-03  1.000000E-30  1.000004E-30  1.000010E-30  1.000019E-30  1.000137E-30  1.004292E-30  1.002623E-30  1.004908E-30
     68  1.391852718980E-03  1.000000E-30  1.000004E-30  1.000010E-30  1.000019E-30  1.000143E-30  1.004465E-30  1.002729E-30  1.005107E-30
     69  1.446014888479E-03  1.000000E-30  1.000004E-30  1.000010E-30  1.000020E-30  1.000149E-30  1.004638E-30  1.002836E-30  1.005307E-30
     70  1.500546342624E-03  1.000000E-30  1.000005E-30  1.000011E-30  1.000021E-30  1.000154E-30  1.004813E-30  1.002944E-30  1.005508E-30
     71  1.555442065896E-03  1.000000E-30  1.000005E-30  1.000011E-30  1.000022E-30  1.000160E-30  1.004989E-30  1.003053E-30  1.005711E-30
     72  1.610698967280E-03  1.000000E-30  1.000005E-30  1.000012E-30  1.000022E-30  1.000165E-30  1.005167E-30  1.003162E-30  1.005915E-30
     73  1.666314948699E-03  1.000000E-30  1.000005E-30  1.000012E-30  1.000023E-30  1.000171E-30  1.005345E-30  1.003272E-30  1.006121E-30
     74  1.722288445659E-03  1.000000E-30  1.000005E-30  1.000012E-30  1.000024E-30  1.000177E-30  1.005525E-30  1.003383E-30  1.006328E-30
     75  1.778618195039E-03  1.000000E-30  1.000005E-30  1.000013E-30  1.000025E-30  1.000183E-30  1.005706E-30  1.003495E-30  1.006537E-30
     76  1.835303663832E-03  1.000000E-30  1.000006E-30  1.000013E-30  1.000026E-30  1.000189E-30  1.005887E-30  1.003607E-30  1.006747E-30
     77  1.892344396716E-03  1.000000E-30  1.000006E-30  1.000014E-30  1.000026E-30  1.000194E-30  1.006070E-30  1.003720E-30  1.006958E-30
     78  1.949739812628E-03  1.000000E-30  1.000006E-30  1.000014E-30  1.000027E-30  1.000200E-30  1.006255E-30  1.003834E-30  1.007171E-30
     79  2.007489276907E-03  1.000001E-30  1.000006E-30  1.000014E-30  1.000028E-30  1.000206E-30  1.006440E-30  1.003949E-30  1.007385E-30
     80  2.065592139419E-03  1.000001E-30  1.000006E-30  1.000015E-30  1.000029E-30  1.000212E-30  1.006626E-30  1.004065E-30  1.007601E-30
     81  2.124047755162E-03  1.000001E-30  1.000007E-30  1.000015E-30  1.000030E-30  1.000218E-30  1.006814E-30  1.004181E-30  1.007818E-30
     82  2.182855495215E-03  1.000001E-30  1.000007E-30  1.000016E-30  1.000030E-30  1.000224E-30  1.007003E-30  1.004298E-30  1.008036E-30
     83  2.242014752368E-03  1.000001E-30  1.000007E-30  1.000016E-30  1.000031E-30  1.000230E-30  1.007192E-30  1.004416E-30  1.008256E-30
     84  2.301524943777E-03  1.000001E-30  1.000007E-30  1.000017E-30  1.000032E-30  1.000236E-30  1.007383E-30  1.004534E-30  1.008478E-30
     85  2.361385511936E-03  1.000001E-30  1.000007E-30  1.000017E-30  1.000033E-30  1.000243E-30  1.007576E-30  1.004654E-30  1.008700E-30
     86  2.421595924701E-03  1.000001E-30  1.000007E-30  1.000017E-30  1.000034E-30  1.000249E-30  1.007769E-30  1.004774E-30  1.008925E-30
     87  2.482155674804E-03  1.000001E-30  1.000008E-30  1.000018E-30  1.000035E-30  1.000255E-30  1.007963E-30  1.004895E-30  1.009150E-30
     88  2.543064279071E-03  1.000001E-30  1.000008E-30  1.000018E-30  1.000035E-30  1.000261E-30  1.008159E-30  1.005016E-30  1.009377E-30
     89  2.604321277494E-03  1.000001E-30  1.000008E-30  1.000019E-30  1.000036E-30  1.000268E-30  1.008355E-30  1.005139E-30  1.009606E-30
     90  2.665926232237E-03  1.000001E-30  1.000008E-30  1.000019E-30  1.000037E-30  1.000274E-30  1.008553E-30  1.005262E-30  1.009836E-30
     91  2.727878734382E-03  1.000001E-30  1.000008E-30  1.000020E-30  1.000038E-30  1.000280E-30  1.008752E-30  1.005386E-30  1.010067E-30
     92  2.790178404165E-03  1.000001E-30  1.000009E-30  1.000020E-30  1.000039E-30  1.000287E-30  1.008952E-30  1.005511E-30  1.010300E-30
     93  2.852824875480E-03  1.000001E-30  1.000009E-30  1.000021E-30  1.000040E-30  1.000293E-30  1.009153E-30  1.005637E-30  1.010534E-30
     94  2.915817796872E-03  1.000001E-30  1.000009E-30  1.000021E-30  1.000041E-30  1.000300E-30  1.009355E-30  1.005763E-30  1.010770E-30
     95  2.979156831833E-03  1.000001E-30  1.000009E-30  1.000022E-30  1.000042E-30  1.000306E-30  1.009558E-30  1.005890E-30  1.011007E-30
