 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                mn67          mn68          mn69          mn70          mn71          mn72          mn73          mn74 
     27  8.489118412102E-05  1.000329E-30  1.000207E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000372E-30  1.000236E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000418E-30  1.000266E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000466E-30  1.000298E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000537E-30  1.000346E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.000673E-30  1.000439E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.000796E-30  1.000527E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.000911E-30  1.000609E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.001019E-30  1.000688E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.001121E-30  1.000764E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.001221E-30  1.000839E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.001318E-30  1.000913E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.001463E-30  1.001025E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.001605E-30  1.001137E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.001744E-30  1.001248E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.001881E-30  1.001359E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.002016E-30  1.001470E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.002151E-30  1.001583E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.002286E-30  1.001697E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.002422E-30  1.001813E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.002560E-30  1.001931E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.002699E-30  1.002052E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.002840E-30  1.002177E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.002985E-30  1.002305E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.003132E-30  1.002438E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.003284E-30  1.002576E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.003441E-30  1.002719E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.003602E-30  1.002868E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.003770E-30  1.003025E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.003944E-30  1.003189E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.004126E-30  1.003362E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.004317E-30  1.003545E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.004519E-30  1.003741E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.004736E-30  1.003953E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.004974E-30  1.004188E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.005251E-30  1.004464E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.005555E-30  1.004771E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.005871E-30  1.005093E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.006196E-30  1.005428E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.006530E-30  1.005775E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.006872E-30  1.006135E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.007222E-30  1.006506E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.007580E-30  1.006890E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.007946E-30  1.007286E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.008321E-30  1.007694E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.008704E-30  1.008115E-30  1.000000E-30  1.000000E-30  1.000003E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.009095E-30  1.008548E-30  1.000000E-30  1.000000E-30  1.000030E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.009495E-30  1.008994E-30  1.000000E-30  1.000000E-30  1.000085E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.009904E-30  1.009454E-30  1.000000E-30  1.000000E-30  1.000170E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.010321E-30  1.009926E-30  1.000000E-30  1.000000E-30  1.000284E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.010747E-30  1.010412E-30  1.000000E-30  1.000000E-30  1.000427E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.011182E-30  1.010911E-30  1.000000E-30  1.000000E-30  1.000600E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.011626E-30  1.011423E-30  1.000000E-30  1.000000E-30  1.000803E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.012079E-30  1.011949E-30  1.000000E-30  1.000000E-30  1.001037E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.012542E-30  1.012490E-30  1.000000E-30  1.000000E-30  1.001302E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.013013E-30  1.013044E-30  1.000000E-30  1.000000E-30  1.001597E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.013494E-30  1.013612E-30  1.000000E-30  1.000000E-30  1.001924E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.013985E-30  1.014195E-30  1.000000E-30  1.000000E-30  1.002283E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.014485E-30  1.014792E-30  1.000000E-30  1.000000E-30  1.002674E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.014995E-30  1.015404E-30  1.000000E-30  1.000000E-30  1.003097E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.015515E-30  1.016031E-30  1.000000E-30  1.000000E-30  1.003552E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.016044E-30  1.016673E-30  1.000000E-30  1.000000E-30  1.004040E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.016584E-30  1.017330E-30  1.000000E-30  1.000000E-30  1.004561E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.017134E-30  1.018002E-30  1.000000E-30  1.000000E-30  1.005116E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.017694E-30  1.018689E-30  1.000000E-30  1.000000E-30  1.005704E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.018264E-30  1.019392E-30  1.000004E-30  1.000000E-30  1.006325E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.018845E-30  1.020111E-30  1.000025E-30  1.000000E-30  1.006981E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.019436E-30  1.020846E-30  1.000065E-30  1.000000E-30  1.007671E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.020038E-30  1.021597E-30  1.000123E-30  1.000006E-30  1.008396E-30  1.000012E-30  1.000000E-30  1.000000E-30
