 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                er168         er169         er170         er171         er172         er173         er174         er175
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000028E-30  1.000043E-30  1.000078E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000003E-30  1.000032E-30  1.000048E-30  1.000088E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000001E-30  1.000003E-30  1.000036E-30  1.000054E-30  1.000098E-30
     30  1.190882425669E-04  1.000000E-30  1.000000E-30  1.000000E-30  1.000002E-30  1.000003E-30  1.000040E-30  1.000060E-30  1.000109E-30
     31  1.366291075688E-04  1.000001E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000004E-30  1.000046E-30  1.000069E-30  1.000125E-30
     32  1.695708820900E-04  1.000001E-30  1.000000E-30  1.000001E-30  1.000002E-30  1.000005E-30  1.000057E-30  1.000086E-30  1.000156E-30
     33  1.992873377730E-04  1.000001E-30  1.000000E-30  1.000001E-30  1.000003E-30  1.000006E-30  1.000067E-30  1.000101E-30  1.000183E-30
     34  2.264248739983E-04  1.000001E-30  1.000001E-30  1.000001E-30  1.000003E-30  1.000006E-30  1.000076E-30  1.000115E-30  1.000208E-30
     35  2.515933231106E-04  1.000001E-30  1.000001E-30  1.000001E-30  1.000003E-30  1.000007E-30  1.000084E-30  1.000127E-30  1.000231E-30
     36  2.753099894686E-04  1.000001E-30  1.000001E-30  1.000001E-30  1.000004E-30  1.000008E-30  1.000092E-30  1.000139E-30  1.000253E-30
     37  2.979926919870E-04  1.000001E-30  1.000001E-30  1.000001E-30  1.000004E-30  1.000008E-30  1.000100E-30  1.000151E-30  1.000273E-30
     38  3.199702121451E-04  1.000001E-30  1.000001E-30  1.000001E-30  1.000004E-30  1.000009E-30  1.000107E-30  1.000162E-30  1.000294E-30
     39  3.524429751724E-04  1.000001E-30  1.000001E-30  1.000001E-30  1.000005E-30  1.000010E-30  1.000118E-30  1.000178E-30  1.000323E-30
     40  3.836809895565E-04  1.000001E-30  1.000001E-30  1.000002E-30  1.000005E-30  1.000011E-30  1.000128E-30  1.000194E-30  1.000352E-30
     41  4.138876583201E-04  1.000002E-30  1.000001E-30  1.000002E-30  1.000005E-30  1.000011E-30  1.000139E-30  1.000209E-30  1.000380E-30
     42  4.432651277490E-04  1.000002E-30  1.000001E-30  1.000002E-30  1.000006E-30  1.000012E-30  1.000148E-30  1.000224E-30  1.000407E-30
     43  4.720041568584E-04  1.000002E-30  1.000001E-30  1.000002E-30  1.000006E-30  1.000013E-30  1.000158E-30  1.000239E-30  1.000433E-30
     44  5.002792532552E-04  1.000002E-30  1.000001E-30  1.000002E-30  1.000007E-30  1.000014E-30  1.000167E-30  1.000253E-30  1.000459E-30
     45  5.282472522620E-04  1.000002E-30  1.000001E-30  1.000002E-30  1.000007E-30  1.000015E-30  1.000177E-30  1.000267E-30  1.000485E-30
     46  5.560479783168E-04  1.000002E-30  1.000001E-30  1.000002E-30  1.000007E-30  1.000015E-30  1.000186E-30  1.000281E-30  1.000510E-30
     47  5.838060709037E-04  1.000002E-30  1.000001E-30  1.000002E-30  1.000008E-30  1.000016E-30  1.000195E-30  1.000295E-30  1.000536E-30
     48  6.116334118686E-04  1.000002E-30  1.000001E-30  1.000003E-30  1.000008E-30  1.000017E-30  1.000205E-30  1.000309E-30  1.000561E-30
     49  6.396318340541E-04  1.000002E-30  1.000002E-30  1.000003E-30  1.000008E-30  1.000018E-30  1.000214E-30  1.000323E-30  1.000587E-30
     50  6.678959636874E-04  1.000003E-30  1.000002E-30  1.000003E-30  1.000009E-30  1.000019E-30  1.000224E-30  1.000338E-30  1.000613E-30
     51  6.965161747902E-04  1.000003E-30  1.000002E-30  1.000003E-30  1.000009E-30  1.000019E-30  1.000233E-30  1.000352E-30  1.000639E-30
     52  7.255817382538E-04  1.000003E-30  1.000002E-30  1.000003E-30  1.000009E-30  1.000020E-30  1.000243E-30  1.000367E-30  1.000666E-30
     53  7.551843574001E-04  1.000003E-30  1.000002E-30  1.000003E-30  1.000010E-30  1.000021E-30  1.000253E-30  1.000382E-30  1.000693E-30
     54  7.854224313090E-04  1.000003E-30  1.000002E-30  1.000003E-30  1.000010E-30  1.000022E-30  1.000263E-30  1.000397E-30  1.000721E-30
     55  8.164066374138E-04  1.000003E-30  1.000002E-30  1.000003E-30  1.000011E-30  1.000023E-30  1.000273E-30  1.000413E-30  1.000749E-30
     56  8.482679080764E-04  1.000003E-30  1.000002E-30  1.000004E-30  1.000011E-30  1.000024E-30  1.000284E-30  1.000429E-30  1.000778E-30
     57  8.811699017317E-04  1.000003E-30  1.000002E-30  1.000004E-30  1.000012E-30  1.000024E-30  1.000295E-30  1.000446E-30  1.000809E-30
     58  9.153304977871E-04  1.000004E-30  1.000002E-30  1.000004E-30  1.000012E-30  1.000025E-30  1.000306E-30  1.000463E-30  1.000840E-30
     59  9.510634923056E-04  1.000004E-30  1.000002E-30  1.000004E-30  1.000012E-30  1.000026E-30  1.000318E-30  1.000481E-30  1.000873E-30
     60  9.888739022907E-04  1.000004E-30  1.000002E-30  1.000004E-30  1.000013E-30  1.000027E-30  1.000331E-30  1.000500E-30  1.000907E-30
     61  1.029744313280E-03  1.000004E-30  1.000003E-30  1.000004E-30  1.000013E-30  1.000029E-30  1.000345E-30  1.000521E-30  1.000945E-30
     62  1.076805333108E-03  1.000004E-30  1.000003E-30  1.000005E-30  1.000014E-30  1.000030E-30  1.000360E-30  1.000545E-30  1.000988E-30
     63  1.127478238084E-03  1.000004E-30  1.000003E-30  1.000005E-30  1.000015E-30  1.000031E-30  1.000377E-30  1.000570E-30  1.001035E-30
     64  1.179263354774E-03  1.000005E-30  1.000003E-30  1.000005E-30  1.000015E-30  1.000033E-30  1.000395E-30  1.000596E-30  1.001082E-30
     65  1.231720185468E-03  1.000005E-30  1.000003E-30  1.000005E-30  1.000016E-30  1.000034E-30  1.000412E-30  1.000623E-30  1.001130E-30
     66  1.284679788904E-03  1.000005E-30  1.000003E-30  1.000005E-30  1.000017E-30  1.000036E-30  1.000430E-30  1.000650E-30  1.001179E-30
     67  1.338068714676E-03  1.000005E-30  1.000003E-30  1.000006E-30  1.000017E-30  1.000037E-30  1.000448E-30  1.000677E-30  1.001228E-30
     68  1.391852718980E-03  1.000005E-30  1.000003E-30  1.000006E-30  1.000018E-30  1.000039E-30  1.000466E-30  1.000704E-30  1.001277E-30
     69  1.446014888479E-03  1.000006E-30  1.000004E-30  1.000006E-30  1.000019E-30  1.000040E-30  1.000484E-30  1.000731E-30  1.001327E-30
     70  1.500546342624E-03  1.000006E-30  1.000004E-30  1.000006E-30  1.000020E-30  1.000042E-30  1.000502E-30  1.000759E-30  1.001377E-30
     71  1.555442065896E-03  1.000006E-30  1.000004E-30  1.000007E-30  1.000020E-30  1.000043E-30  1.000521E-30  1.000787E-30  1.001427E-30
     72  1.610698967280E-03  1.000006E-30  1.000004E-30  1.000007E-30  1.000021E-30  1.000045E-30  1.000539E-30  1.000815E-30  1.001478E-30
     73  1.666314948699E-03  1.000006E-30  1.000004E-30  1.000007E-30  1.000022E-30  1.000046E-30  1.000558E-30  1.000843E-30  1.001529E-30
     74  1.722288445659E-03  1.000007E-30  1.000004E-30  1.000007E-30  1.000022E-30  1.000048E-30  1.000577E-30  1.000871E-30  1.001580E-30
     75  1.778618195039E-03  1.000007E-30  1.000004E-30  1.000007E-30  1.000023E-30  1.000049E-30  1.000595E-30  1.000899E-30  1.001632E-30
     76  1.835303663832E-03  1.000007E-30  1.000004E-30  1.000008E-30  1.000024E-30  1.000051E-30  1.000614E-30  1.000928E-30  1.001684E-30
     77  1.892344396716E-03  1.000007E-30  1.000005E-30  1.000008E-30  1.000025E-30  1.000052E-30  1.000634E-30  1.000957E-30  1.001736E-30
     78  1.949739812628E-03  1.000008E-30  1.000005E-30  1.000008E-30  1.000025E-30  1.000054E-30  1.000653E-30  1.000986E-30  1.001789E-30
     79  2.007489276907E-03  1.000008E-30  1.000005E-30  1.000008E-30  1.000026E-30  1.000056E-30  1.000672E-30  1.001015E-30  1.001842E-30
     80  2.065592139419E-03  1.000008E-30  1.000005E-30  1.000009E-30  1.000027E-30  1.000057E-30  1.000692E-30  1.001045E-30  1.001895E-30
     81  2.124047755162E-03  1.000008E-30  1.000005E-30  1.000009E-30  1.000028E-30  1.000059E-30  1.000711E-30  1.001074E-30  1.001949E-30
     82  2.182855495215E-03  1.000008E-30  1.000005E-30  1.000009E-30  1.000029E-30  1.000061E-30  1.000731E-30  1.001104E-30  1.002003E-30
     83  2.242014752368E-03  1.000009E-30  1.000005E-30  1.000009E-30  1.000029E-30  1.000062E-30  1.000751E-30  1.001134E-30  1.002057E-30
     84  2.301524943777E-03  1.000009E-30  1.000006E-30  1.000010E-30  1.000030E-30  1.000064E-30  1.000771E-30  1.001164E-30  1.002112E-30
     85  2.361385511936E-03  1.000009E-30  1.000006E-30  1.000010E-30  1.000031E-30  1.000065E-30  1.000791E-30  1.001194E-30  1.002167E-30
     86  2.421595924701E-03  1.000009E-30  1.000006E-30  1.000010E-30  1.000032E-30  1.000067E-30  1.000811E-30  1.001225E-30  1.002222E-30
     87  2.482155674804E-03  1.000010E-30  1.000006E-30  1.000010E-30  1.000032E-30  1.000069E-30  1.000831E-30  1.001255E-30  1.002278E-30
     88  2.543064279071E-03  1.000010E-30  1.000006E-30  1.000011E-30  1.000033E-30  1.000071E-30  1.000851E-30  1.001286E-30  1.002334E-30
     89  2.604321277494E-03  1.000010E-30  1.000006E-30  1.000011E-30  1.000034E-30  1.000072E-30  1.000872E-30  1.001317E-30  1.002390E-30
     90  2.665926232237E-03  1.000010E-30  1.000007E-30  1.000011E-30  1.000035E-30  1.000074E-30  1.000892E-30  1.001348E-30  1.002446E-30
     91  2.727878734382E-03  1.000011E-30  1.000007E-30  1.000011E-30  1.000036E-30  1.000076E-30  1.000913E-30  1.001379E-30  1.002503E-30
     92  2.790178404165E-03  1.000011E-30  1.000007E-30  1.000012E-30  1.000036E-30  1.000077E-30  1.000934E-30  1.001411E-30  1.002560E-30
     93  2.852824875480E-03  1.000011E-30  1.000007E-30  1.000012E-30  1.000037E-30  1.000079E-30  1.000955E-30  1.001443E-30  1.002618E-30
     94  2.915817796872E-03  1.000011E-30  1.000007E-30  1.000012E-30  1.000038E-30  1.000081E-30  1.000976E-30  1.001475E-30  1.002676E-30
     95  2.979156831833E-03  1.000012E-30  1.000007E-30  1.000012E-30  1.000039E-30  1.000083E-30  1.000997E-30  1.001507E-30  1.002734E-30
