 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                hf208         hf209         hf210         hf211         hf212         ta161         ta162         ta163
     27  8.489118412102E-05  1.001906E-30  1.000824E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000013E-30
     28  9.570255892797E-05  1.002148E-30  1.000928E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000014E-30
     29  1.070853065563E-04  1.002403E-30  1.001039E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000016E-30
     30  1.190882425669E-04  1.002672E-30  1.001155E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000018E-30
     31  1.366291075688E-04  1.003065E-30  1.001325E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000021E-30
     32  1.695708820900E-04  1.003802E-30  1.001643E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000025E-30
     33  1.992873377730E-04  1.004467E-30  1.001930E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000030E-30
     34  2.264248739983E-04  1.005074E-30  1.002192E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000034E-30
     35  2.515933231106E-04  1.005636E-30  1.002435E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000038E-30
     36  2.753099894686E-04  1.006165E-30  1.002663E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000041E-30
     37  2.979926919870E-04  1.006672E-30  1.002882E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000045E-30
     38  3.199702121451E-04  1.007162E-30  1.003093E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000048E-30
     39  3.524429751724E-04  1.007885E-30  1.003405E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000053E-30
     40  3.836809895565E-04  1.008581E-30  1.003705E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000058E-30
     41  4.138876583201E-04  1.009253E-30  1.003995E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000062E-30
     42  4.432651277490E-04  1.009906E-30  1.004277E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000067E-30
     43  4.720041568584E-04  1.010545E-30  1.004552E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000071E-30
     44  5.002792532552E-04  1.011173E-30  1.004822E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000075E-30
     45  5.282472522620E-04  1.011794E-30  1.005090E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000079E-30
     46  5.560479783168E-04  1.012410E-30  1.005355E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000083E-30
     47  5.838060709037E-04  1.013025E-30  1.005620E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000088E-30
     48  6.116334118686E-04  1.013641E-30  1.005885E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000092E-30
     49  6.396318340541E-04  1.014261E-30  1.006152E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000096E-30
     50  6.678959636874E-04  1.014886E-30  1.006421E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000100E-30
     51  6.965161747902E-04  1.015518E-30  1.006693E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000105E-30
     52  7.255817382538E-04  1.016160E-30  1.006969E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000109E-30
     53  7.551843574001E-04  1.016813E-30  1.007250E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000113E-30
     54  7.854224313090E-04  1.017480E-30  1.007537E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000118E-30
     55  8.164066374138E-04  1.018163E-30  1.007830E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000123E-30
     56  8.482679080764E-04  1.018865E-30  1.008132E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000127E-30
     57  8.811699017317E-04  1.019588E-30  1.008443E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000132E-30
     58  9.153304977871E-04  1.020339E-30  1.008766E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000137E-30
     59  9.510634923056E-04  1.021124E-30  1.009103E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000143E-30
     60  9.888739022907E-04  1.021954E-30  1.009459E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000148E-30
     61  1.029744313280E-03  1.022850E-30  1.009844E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000155E-30
     62  1.076805333108E-03  1.023880E-30  1.010286E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000162E-30
     63  1.127478238084E-03  1.024989E-30  1.010762E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000169E-30
     64  1.179263354774E-03  1.026120E-30  1.011247E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000177E-30
     65  1.231720185468E-03  1.027265E-30  1.011737E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000185E-30
     66  1.284679788904E-03  1.028419E-30  1.012232E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000193E-30
     67  1.338068714676E-03  1.029580E-30  1.012730E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000201E-30
     68  1.391852718980E-03  1.030749E-30  1.013230E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000209E-30
     69  1.446014888479E-03  1.031925E-30  1.013733E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000217E-30
     70  1.500546342624E-03  1.033107E-30  1.014239E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000225E-30
     71  1.555442065896E-03  1.034295E-30  1.014747E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000233E-30
     72  1.610698967280E-03  1.035490E-30  1.015258E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000242E-30
     73  1.666314948699E-03  1.036690E-30  1.015771E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000250E-30
     74  1.722288445659E-03  1.037897E-30  1.016287E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000259E-30
     75  1.778618195039E-03  1.039110E-30  1.016805E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000267E-30
     76  1.835303663832E-03  1.040329E-30  1.017325E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000275E-30
     77  1.892344396716E-03  1.041553E-30  1.017848E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000284E-30
     78  1.949739812628E-03  1.042784E-30  1.018372E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000293E-30
     79  2.007489276907E-03  1.044020E-30  1.018900E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000301E-30
     80  2.065592139419E-03  1.045262E-30  1.019429E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000310E-30
     81  2.124047755162E-03  1.046510E-30  1.019961E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000319E-30
     82  2.182855495215E-03  1.047764E-30  1.020495E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000328E-30
     83  2.242014752368E-03  1.049023E-30  1.021031E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000337E-30
     84  2.301524943777E-03  1.050288E-30  1.021569E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000345E-30
     85  2.361385511936E-03  1.051559E-30  1.022109E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000354E-30
     86  2.421595924701E-03  1.052835E-30  1.022652E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000363E-30
     87  2.482155674804E-03  1.054117E-30  1.023197E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000373E-30
     88  2.543064279071E-03  1.055404E-30  1.023743E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000382E-30
     89  2.604321277494E-03  1.056696E-30  1.024292E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000391E-30
     90  2.665926232237E-03  1.057994E-30  1.024843E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000400E-30
     91  2.727878734382E-03  1.059298E-30  1.025396E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000409E-30
     92  2.790178404165E-03  1.060606E-30  1.025951E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000419E-30
     93  2.852824875480E-03  1.061920E-30  1.026508E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000428E-30
     94  2.915817796872E-03  1.063239E-30  1.027066E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000438E-30
     95  2.979156831833E-03  1.064564E-30  1.027627E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000447E-30
