 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                tc109         tc110         tc111         tc112         tc113         tc114         tc115         tc116
     27  8.489118412102E-05  1.000043E-30  1.000154E-30  1.000000E-30  1.000000E-30  1.000042E-30  1.000169E-30  1.000195E-30  1.000000E-30
     28  9.570255892797E-05  1.000048E-30  1.000174E-30  1.000000E-30  1.000000E-30  1.000047E-30  1.000191E-30  1.000220E-30  1.000000E-30
     29  1.070853065563E-04  1.000054E-30  1.000194E-30  1.000000E-30  1.000000E-30  1.000053E-30  1.000214E-30  1.000246E-30  1.000000E-30
     30  1.190882425669E-04  1.000060E-30  1.000216E-30  1.000000E-30  1.000000E-30  1.000058E-30  1.000238E-30  1.000274E-30  1.000000E-30
     31  1.366291075688E-04  1.000069E-30  1.000248E-30  1.000000E-30  1.000000E-30  1.000067E-30  1.000273E-30  1.000315E-30  1.000000E-30
     32  1.695708820900E-04  1.000085E-30  1.000308E-30  1.000000E-30  1.000000E-30  1.000083E-30  1.000339E-30  1.000392E-30  1.000000E-30
     33  1.992873377730E-04  1.000100E-30  1.000362E-30  1.000000E-30  1.000000E-30  1.000098E-30  1.000399E-30  1.000462E-30  1.000000E-30
     34  2.264248739983E-04  1.000114E-30  1.000411E-30  1.000000E-30  1.000000E-30  1.000112E-30  1.000454E-30  1.000526E-30  1.000000E-30
     35  2.515933231106E-04  1.000126E-30  1.000456E-30  1.000000E-30  1.000000E-30  1.000124E-30  1.000504E-30  1.000586E-30  1.000000E-30
     36  2.753099894686E-04  1.000138E-30  1.000500E-30  1.000000E-30  1.000000E-30  1.000136E-30  1.000552E-30  1.000643E-30  1.000000E-30
     37  2.979926919870E-04  1.000150E-30  1.000541E-30  1.000000E-30  1.000000E-30  1.000147E-30  1.000599E-30  1.000697E-30  1.000000E-30
     38  3.199702121451E-04  1.000161E-30  1.000581E-30  1.000000E-30  1.000000E-30  1.000158E-30  1.000643E-30  1.000750E-30  1.000000E-30
     39  3.524429751724E-04  1.000177E-30  1.000640E-30  1.000000E-30  1.000000E-30  1.000174E-30  1.000709E-30  1.000828E-30  1.000000E-30
     40  3.836809895565E-04  1.000193E-30  1.000696E-30  1.000000E-30  1.000000E-30  1.000190E-30  1.000773E-30  1.000904E-30  1.000000E-30
     41  4.138876583201E-04  1.000208E-30  1.000751E-30  1.000000E-30  1.000000E-30  1.000205E-30  1.000835E-30  1.000978E-30  1.000000E-30
     42  4.432651277490E-04  1.000223E-30  1.000804E-30  1.000000E-30  1.000000E-30  1.000220E-30  1.000895E-30  1.001050E-30  1.000000E-30
     43  4.720041568584E-04  1.000237E-30  1.000857E-30  1.000000E-30  1.000000E-30  1.000234E-30  1.000954E-30  1.001120E-30  1.000000E-30
     44  5.002792532552E-04  1.000251E-30  1.000908E-30  1.000000E-30  1.000000E-30  1.000249E-30  1.001012E-30  1.001190E-30  1.000000E-30
     45  5.282472522620E-04  1.000265E-30  1.000959E-30  1.000000E-30  1.000000E-30  1.000263E-30  1.001070E-30  1.001260E-30  1.000000E-30
     46  5.560479783168E-04  1.000279E-30  1.001009E-30  1.000000E-30  1.000000E-30  1.000277E-30  1.001128E-30  1.001329E-30  1.000000E-30
     47  5.838060709037E-04  1.000293E-30  1.001060E-30  1.000000E-30  1.000000E-30  1.000291E-30  1.001185E-30  1.001398E-30  1.000000E-30
     48  6.116334118686E-04  1.000307E-30  1.001110E-30  1.000000E-30  1.000000E-30  1.000305E-30  1.001243E-30  1.001468E-30  1.000000E-30
     49  6.396318340541E-04  1.000322E-30  1.001161E-30  1.000000E-30  1.000000E-30  1.000319E-30  1.001301E-30  1.001539E-30  1.000000E-30
     50  6.678959636874E-04  1.000336E-30  1.001212E-30  1.000000E-30  1.000000E-30  1.000334E-30  1.001360E-30  1.001611E-30  1.000000E-30
     51  6.965161747902E-04  1.000350E-30  1.001264E-30  1.000000E-30  1.000000E-30  1.000348E-30  1.001420E-30  1.001684E-30  1.000000E-30
     52  7.255817382538E-04  1.000365E-30  1.001317E-30  1.000000E-30  1.000000E-30  1.000363E-30  1.001481E-30  1.001758E-30  1.000000E-30
     53  7.551843574001E-04  1.000380E-30  1.001371E-30  1.000000E-30  1.000000E-30  1.000378E-30  1.001543E-30  1.001834E-30  1.000000E-30
     54  7.854224313090E-04  1.000395E-30  1.001426E-30  1.000000E-30  1.000000E-30  1.000394E-30  1.001606E-30  1.001912E-30  1.000000E-30
     55  8.164066374138E-04  1.000411E-30  1.001482E-30  1.000000E-30  1.000000E-30  1.000410E-30  1.001672E-30  1.001993E-30  1.000000E-30
     56  8.482679080764E-04  1.000427E-30  1.001540E-30  1.000000E-30  1.000000E-30  1.000426E-30  1.001739E-30  1.002076E-30  1.000000E-30
     57  8.811699017317E-04  1.000443E-30  1.001600E-30  1.000000E-30  1.000000E-30  1.000443E-30  1.001809E-30  1.002162E-30  1.000000E-30
     58  9.153304977871E-04  1.000460E-30  1.001662E-30  1.000000E-30  1.000000E-30  1.000461E-30  1.001881E-30  1.002252E-30  1.000000E-30
     59  9.510634923056E-04  1.000478E-30  1.001726E-30  1.000000E-30  1.000000E-30  1.000480E-30  1.001957E-30  1.002347E-30  1.000000E-30
     60  9.888739022907E-04  1.000498E-30  1.001795E-30  1.000000E-30  1.000000E-30  1.000499E-30  1.002038E-30  1.002447E-30  1.000000E-30
     61  1.029744313280E-03  1.000518E-30  1.001869E-30  1.000000E-30  1.000000E-30  1.000521E-30  1.002125E-30  1.002556E-30  1.000000E-30
     62  1.076805333108E-03  1.000542E-30  1.001955E-30  1.000000E-30  1.000000E-30  1.000545E-30  1.002226E-30  1.002683E-30  1.000000E-30
     63  1.127478238084E-03  1.000568E-30  1.002047E-30  1.000000E-30  1.000000E-30  1.000572E-30  1.002335E-30  1.002820E-30  1.000000E-30
     64  1.179263354774E-03  1.000594E-30  1.002141E-30  1.000000E-30  1.000000E-30  1.000599E-30  1.002447E-30  1.002962E-30  1.000000E-30
     65  1.231720185468E-03  1.000620E-30  1.002236E-30  1.000000E-30  1.000000E-30  1.000627E-30  1.002560E-30  1.003106E-30  1.000000E-30
     66  1.284679788904E-03  1.000647E-30  1.002333E-30  1.000000E-30  1.000000E-30  1.000655E-30  1.002676E-30  1.003253E-30  1.000000E-30
     67  1.338068714676E-03  1.000674E-30  1.002430E-30  1.000000E-30  1.000000E-30  1.000683E-30  1.002792E-30  1.003402E-30  1.000000E-30
     68  1.391852718980E-03  1.000701E-30  1.002527E-30  1.000000E-30  1.000000E-30  1.000712E-30  1.002910E-30  1.003553E-30  1.000000E-30
     69  1.446014888479E-03  1.000728E-30  1.002626E-30  1.000000E-30  1.000000E-30  1.000741E-30  1.003029E-30  1.003707E-30  1.000000E-30
     70  1.500546342624E-03  1.000756E-30  1.002725E-30  1.000000E-30  1.000000E-30  1.000770E-30  1.003150E-30  1.003862E-30  1.000000E-30
     71  1.555442065896E-03  1.000784E-30  1.002825E-30  1.000000E-30  1.000000E-30  1.000799E-30  1.003271E-30  1.004020E-30  1.000000E-30
     72  1.610698967280E-03  1.000812E-30  1.002925E-30  1.000000E-30  1.000000E-30  1.000829E-30  1.003394E-30  1.004180E-30  1.000000E-30
     73  1.666314948699E-03  1.000840E-30  1.003026E-30  1.000000E-30  1.000000E-30  1.000859E-30  1.003518E-30  1.004342E-30  1.000000E-30
     74  1.722288445659E-03  1.000868E-30  1.003128E-30  1.000000E-30  1.000000E-30  1.000890E-30  1.003644E-30  1.004507E-30  1.000000E-30
     75  1.778618195039E-03  1.000897E-30  1.003231E-30  1.000000E-30  1.000000E-30  1.000920E-30  1.003770E-30  1.004673E-30  1.000000E-30
     76  1.835303663832E-03  1.000926E-30  1.003334E-30  1.000000E-30  1.000000E-30  1.000951E-30  1.003898E-30  1.004842E-30  1.000000E-30
     77  1.892344396716E-03  1.000954E-30  1.003437E-30  1.000000E-30  1.000000E-30  1.000983E-30  1.004028E-30  1.005013E-30  1.000000E-30
     78  1.949739812628E-03  1.000984E-30  1.003542E-30  1.000000E-30  1.000000E-30  1.001014E-30  1.004158E-30  1.005187E-30  1.000000E-30
     79  2.007489276907E-03  1.001013E-30  1.003647E-30  1.000000E-30  1.000000E-30  1.001046E-30  1.004290E-30  1.005363E-30  1.000000E-30
     80  2.065592139419E-03  1.001042E-30  1.003753E-30  1.000000E-30  1.000000E-30  1.001078E-30  1.004423E-30  1.005541E-30  1.000000E-30
     81  2.124047755162E-03  1.001072E-30  1.003859E-30  1.000000E-30  1.000000E-30  1.001111E-30  1.004558E-30  1.005722E-30  1.000000E-30
     82  2.182855495215E-03  1.001102E-30  1.003966E-30  1.000000E-30  1.000000E-30  1.001144E-30  1.004694E-30  1.005905E-30  1.000000E-30
     83  2.242014752368E-03  1.001132E-30  1.004074E-30  1.000000E-30  1.000000E-30  1.001177E-30  1.004831E-30  1.006090E-30  1.000000E-30
     84  2.301524943777E-03  1.001162E-30  1.004182E-30  1.000000E-30  1.000000E-30  1.001210E-30  1.004969E-30  1.006278E-30  1.000000E-30
     85  2.361385511936E-03  1.001192E-30  1.004291E-30  1.000000E-30  1.000000E-30  1.001244E-30  1.005109E-30  1.006468E-30  1.000000E-30
     86  2.421595924701E-03  1.001223E-30  1.004400E-30  1.000000E-30  1.000000E-30  1.001278E-30  1.005250E-30  1.006661E-30  1.000000E-30
     87  2.482155674804E-03  1.001254E-30  1.004511E-30  1.000000E-30  1.000000E-30  1.001312E-30  1.005393E-30  1.006856E-30  1.000000E-30
     88  2.543064279071E-03  1.001285E-30  1.004622E-30  1.000000E-30  1.000000E-30  1.001347E-30  1.005537E-30  1.007054E-30  1.000000E-30
     89  2.604321277494E-03  1.001316E-30  1.004733E-30  1.000000E-30  1.000000E-30  1.001382E-30  1.005682E-30  1.007254E-30  1.000000E-30
     90  2.665926232237E-03  1.001347E-30  1.004845E-30  1.000000E-30  1.000000E-30  1.001417E-30  1.005829E-30  1.007457E-30  1.000000E-30
     91  2.727878734382E-03  1.001379E-30  1.004958E-30  1.000000E-30  1.000000E-30  1.001453E-30  1.005977E-30  1.007662E-30  1.000000E-30
     92  2.790178404165E-03  1.001411E-30  1.005072E-30  1.000000E-30  1.000000E-30  1.001489E-30  1.006127E-30  1.007870E-30  1.000000E-30
     93  2.852824875480E-03  1.001442E-30  1.005186E-30  1.000000E-30  1.000000E-30  1.001525E-30  1.006278E-30  1.008080E-30  1.000000E-30
     94  2.915817796872E-03  1.001475E-30  1.005300E-30  1.000000E-30  1.000000E-30  1.001562E-30  1.006430E-30  1.008294E-30  1.000000E-30
     95  2.979156831833E-03  1.001507E-30  1.005416E-30  1.000000E-30  1.000000E-30  1.001599E-30  1.006584E-30  1.008509E-30  1.000000E-30
