 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                tb179         tb180         tb181         tb182         tb183         tb184         tb185         tb186
     27  8.489118412102E-05  1.000004E-30  1.000003E-30  1.000917E-30  1.000000E-30  1.000541E-30  1.000446E-30  1.000997E-30  1.000681E-30
     28  9.570255892797E-05  1.000005E-30  1.000003E-30  1.001034E-30  1.000000E-30  1.000610E-30  1.000502E-30  1.001124E-30  1.000768E-30
     29  1.070853065563E-04  1.000005E-30  1.000004E-30  1.001157E-30  1.000000E-30  1.000682E-30  1.000562E-30  1.001258E-30  1.000860E-30
     30  1.190882425669E-04  1.000006E-30  1.000005E-30  1.001287E-30  1.000000E-30  1.000759E-30  1.000626E-30  1.001399E-30  1.000957E-30
     31  1.366291075688E-04  1.000007E-30  1.000006E-30  1.001477E-30  1.000000E-30  1.000871E-30  1.000718E-30  1.001605E-30  1.001098E-30
     32  1.695708820900E-04  1.000009E-30  1.000008E-30  1.001834E-30  1.000000E-30  1.001081E-30  1.000892E-30  1.001993E-30  1.001365E-30
     33  1.992873377730E-04  1.000011E-30  1.000011E-30  1.002157E-30  1.000000E-30  1.001270E-30  1.001049E-30  1.002342E-30  1.001606E-30
     34  2.264248739983E-04  1.000013E-30  1.000013E-30  1.002452E-30  1.000000E-30  1.001443E-30  1.001192E-30  1.002662E-30  1.001826E-30
     35  2.515933231106E-04  1.000015E-30  1.000016E-30  1.002725E-30  1.000000E-30  1.001604E-30  1.001325E-30  1.002959E-30  1.002031E-30
     36  2.753099894686E-04  1.000016E-30  1.000019E-30  1.002983E-30  1.000000E-30  1.001755E-30  1.001451E-30  1.003239E-30  1.002224E-30
     37  2.979926919870E-04  1.000018E-30  1.000021E-30  1.003230E-30  1.000000E-30  1.001900E-30  1.001572E-30  1.003506E-30  1.002409E-30
     38  3.199702121451E-04  1.000020E-30  1.000024E-30  1.003470E-30  1.000000E-30  1.002040E-30  1.001688E-30  1.003766E-30  1.002589E-30
     39  3.524429751724E-04  1.000023E-30  1.000029E-30  1.003824E-30  1.000000E-30  1.002248E-30  1.001861E-30  1.004149E-30  1.002855E-30
     40  3.836809895565E-04  1.000026E-30  1.000033E-30  1.004165E-30  1.000000E-30  1.002447E-30  1.002027E-30  1.004518E-30  1.003111E-30
     41  4.138876583201E-04  1.000028E-30  1.000038E-30  1.004495E-30  1.000000E-30  1.002640E-30  1.002189E-30  1.004876E-30  1.003360E-30
     42  4.432651277490E-04  1.000031E-30  1.000043E-30  1.004816E-30  1.000000E-30  1.002828E-30  1.002345E-30  1.005223E-30  1.003602E-30
     43  4.720041568584E-04  1.000034E-30  1.000049E-30  1.005131E-30  1.000000E-30  1.003011E-30  1.002499E-30  1.005564E-30  1.003839E-30
     44  5.002792532552E-04  1.000037E-30  1.000054E-30  1.005441E-30  1.000000E-30  1.003192E-30  1.002651E-30  1.005899E-30  1.004073E-30
     45  5.282472522620E-04  1.000040E-30  1.000060E-30  1.005748E-30  1.000000E-30  1.003371E-30  1.002801E-30  1.006230E-30  1.004305E-30
     46  5.560479783168E-04  1.000044E-30  1.000066E-30  1.006053E-30  1.000000E-30  1.003548E-30  1.002950E-30  1.006560E-30  1.004536E-30
     47  5.838060709037E-04  1.000047E-30  1.000072E-30  1.006358E-30  1.000000E-30  1.003726E-30  1.003099E-30  1.006889E-30  1.004767E-30
     48  6.116334118686E-04  1.000050E-30  1.000078E-30  1.006664E-30  1.000000E-30  1.003904E-30  1.003249E-30  1.007220E-30  1.004999E-30
     49  6.396318340541E-04  1.000054E-30  1.000085E-30  1.006973E-30  1.000000E-30  1.004083E-30  1.003400E-30  1.007552E-30  1.005232E-30
     50  6.678959636874E-04  1.000057E-30  1.000092E-30  1.007284E-30  1.000000E-30  1.004264E-30  1.003552E-30  1.007888E-30  1.005469E-30
     51  6.965161747902E-04  1.000061E-30  1.000100E-30  1.007600E-30  1.000000E-30  1.004447E-30  1.003707E-30  1.008229E-30  1.005709E-30
     52  7.255817382538E-04  1.000065E-30  1.000108E-30  1.007921E-30  1.000000E-30  1.004633E-30  1.003864E-30  1.008575E-30  1.005953E-30
     53  7.551843574001E-04  1.000069E-30  1.000116E-30  1.008248E-30  1.000000E-30  1.004822E-30  1.004025E-30  1.008928E-30  1.006202E-30
     54  7.854224313090E-04  1.000074E-30  1.000125E-30  1.008582E-30  1.000000E-30  1.005016E-30  1.004189E-30  1.009288E-30  1.006457E-30
     55  8.164066374138E-04  1.000078E-30  1.000135E-30  1.008925E-30  1.000000E-30  1.005214E-30  1.004357E-30  1.009657E-30  1.006718E-30
     56  8.482679080764E-04  1.000083E-30  1.000145E-30  1.009279E-30  1.000000E-30  1.005419E-30  1.004530E-30  1.010038E-30  1.006988E-30
     57  8.811699017317E-04  1.000088E-30  1.000156E-30  1.009644E-30  1.000000E-30  1.005629E-30  1.004710E-30  1.010431E-30  1.007267E-30
     58  9.153304977871E-04  1.000094E-30  1.000167E-30  1.010023E-30  1.000000E-30  1.005848E-30  1.004896E-30  1.010839E-30  1.007558E-30
     59  9.510634923056E-04  1.000100E-30  1.000180E-30  1.010421E-30  1.000000E-30  1.006077E-30  1.005091E-30  1.011266E-30  1.007862E-30
     60  9.888739022907E-04  1.000106E-30  1.000194E-30  1.010842E-30  1.000000E-30  1.006320E-30  1.005299E-30  1.011719E-30  1.008185E-30
     61  1.029744313280E-03  1.000114E-30  1.000209E-30  1.011297E-30  1.000000E-30  1.006582E-30  1.005523E-30  1.012208E-30  1.008535E-30
     62  1.076805333108E-03  1.000122E-30  1.000228E-30  1.011823E-30  1.000000E-30  1.006884E-30  1.005781E-30  1.012773E-30  1.008939E-30
     63  1.127478238084E-03  1.000132E-30  1.000249E-30  1.012389E-30  1.000000E-30  1.007210E-30  1.006061E-30  1.013381E-30  1.009375E-30
     64  1.179263354774E-03  1.000142E-30  1.000271E-30  1.012969E-30  1.000000E-30  1.007542E-30  1.006347E-30  1.014003E-30  1.009823E-30
     65  1.231720185468E-03  1.000153E-30  1.000295E-30  1.013558E-30  1.000000E-30  1.007879E-30  1.006637E-30  1.014634E-30  1.010277E-30
     66  1.284679788904E-03  1.000164E-30  1.000320E-30  1.014153E-30  1.000000E-30  1.008220E-30  1.006931E-30  1.015272E-30  1.010738E-30
     67  1.338068714676E-03  1.000176E-30  1.000346E-30  1.014754E-30  1.000000E-30  1.008563E-30  1.007228E-30  1.015916E-30  1.011204E-30
     68  1.391852718980E-03  1.000188E-30  1.000373E-30  1.015361E-30  1.000000E-30  1.008910E-30  1.007528E-30  1.016565E-30  1.011675E-30
     69  1.446014888479E-03  1.000200E-30  1.000402E-30  1.015972E-30  1.000000E-30  1.009258E-30  1.007831E-30  1.017219E-30  1.012150E-30
     70  1.500546342624E-03  1.000213E-30  1.000431E-30  1.016590E-30  1.000000E-30  1.009610E-30  1.008137E-30  1.017879E-30  1.012631E-30
     71  1.555442065896E-03  1.000227E-30  1.000462E-30  1.017212E-30  1.000000E-30  1.009964E-30  1.008445E-30  1.018544E-30  1.013116E-30
     72  1.610698967280E-03  1.000241E-30  1.000495E-30  1.017840E-30  1.000000E-30  1.010320E-30  1.008757E-30  1.019214E-30  1.013607E-30
     73  1.666314948699E-03  1.000256E-30  1.000528E-30  1.018472E-30  1.000000E-30  1.010679E-30  1.009071E-30  1.019889E-30  1.014102E-30
     74  1.722288445659E-03  1.000271E-30  1.000563E-30  1.019110E-30  1.000000E-30  1.011040E-30  1.009388E-30  1.020570E-30  1.014602E-30
     75  1.778618195039E-03  1.000287E-30  1.000599E-30  1.019753E-30  1.000000E-30  1.011404E-30  1.009708E-30  1.021255E-30  1.015107E-30
     76  1.835303663832E-03  1.000303E-30  1.000637E-30  1.020402E-30  1.000000E-30  1.011771E-30  1.010031E-30  1.021946E-30  1.015616E-30
     77  1.892344396716E-03  1.000320E-30  1.000676E-30  1.021056E-30  1.000000E-30  1.012140E-30  1.010357E-30  1.022642E-30  1.016131E-30
     78  1.949739812628E-03  1.000337E-30  1.000716E-30  1.021715E-30  1.000000E-30  1.012512E-30  1.010685E-30  1.023343E-30  1.016651E-30
     79  2.007489276907E-03  1.000355E-30  1.000758E-30  1.022379E-30  1.000000E-30  1.012886E-30  1.011017E-30  1.024050E-30  1.017175E-30
     80  2.065592139419E-03  1.000374E-30  1.000801E-30  1.023048E-30  1.000000E-30  1.013262E-30  1.011352E-30  1.024762E-30  1.017705E-30
     81  2.124047755162E-03  1.000393E-30  1.000846E-30  1.023723E-30  1.000000E-30  1.013642E-30  1.011689E-30  1.025479E-30  1.018239E-30
     82  2.182855495215E-03  1.000412E-30  1.000892E-30  1.024403E-30  1.000000E-30  1.014023E-30  1.012030E-30  1.026201E-30  1.018779E-30
     83  2.242014752368E-03  1.000433E-30  1.000939E-30  1.025089E-30  1.000000E-30  1.014408E-30  1.012373E-30  1.026928E-30  1.019324E-30
     84  2.301524943777E-03  1.000454E-30  1.000989E-30  1.025780E-30  1.000000E-30  1.014794E-30  1.012720E-30  1.027661E-30  1.019873E-30
     85  2.361385511936E-03  1.000475E-30  1.001039E-30  1.026476E-30  1.000000E-30  1.015184E-30  1.013069E-30  1.028399E-30  1.020428E-30
     86  2.421595924701E-03  1.000497E-30  1.001091E-30  1.027178E-30  1.000000E-30  1.015576E-30  1.013422E-30  1.029142E-30  1.020988E-30
     87  2.482155674804E-03  1.000520E-30  1.001145E-30  1.027885E-30  1.000000E-30  1.015970E-30  1.013778E-30  1.029891E-30  1.021554E-30
     88  2.543064279071E-03  1.000544E-30  1.001200E-30  1.028598E-30  1.000000E-30  1.016368E-30  1.014136E-30  1.030645E-30  1.022124E-30
     89  2.604321277494E-03  1.000568E-30  1.001257E-30  1.029316E-30  1.000000E-30  1.016767E-30  1.014498E-30  1.031404E-30  1.022700E-30
     90  2.665926232237E-03  1.000593E-30  1.001316E-30  1.030039E-30  1.000000E-30  1.017170E-30  1.014863E-30  1.032169E-30  1.023280E-30
     91  2.727878734382E-03  1.000618E-30  1.001376E-30  1.030768E-30  1.000000E-30  1.017575E-30  1.015231E-30  1.032939E-30  1.023867E-30
     92  2.790178404165E-03  1.000644E-30  1.001438E-30  1.031503E-30  1.000000E-30  1.017982E-30  1.015603E-30  1.033714E-30  1.024458E-30
     93  2.852824875480E-03  1.000671E-30  1.001502E-30  1.032243E-30  1.000000E-30  1.018393E-30  1.015977E-30  1.034495E-30  1.025055E-30
     94  2.915817796872E-03  1.000699E-30  1.001567E-30  1.032989E-30  1.000000E-30  1.018805E-30  1.016355E-30  1.035282E-30  1.025657E-30
     95  2.979156831833E-03  1.000727E-30  1.001634E-30  1.033740E-30  1.000000E-30  1.019221E-30  1.016736E-30  1.036073E-30  1.026264E-30
