 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                zn69          zn70          zn71          zn72          zn73          zn74          zn75          zn76 
     27  8.489118412102E-05  1.000000E-30  1.000013E-30  1.000003E-30  1.000009E-30  1.000012E-30  1.000036E-30  1.000043E-30  1.000081E-30
     28  9.570255892797E-05  1.000000E-30  1.000015E-30  1.000003E-30  1.000010E-30  1.000013E-30  1.000041E-30  1.000048E-30  1.000092E-30
     29  1.070853065563E-04  1.000000E-30  1.000016E-30  1.000003E-30  1.000011E-30  1.000015E-30  1.000046E-30  1.000054E-30  1.000103E-30
     30  1.190882425669E-04  1.000000E-30  1.000018E-30  1.000004E-30  1.000013E-30  1.000016E-30  1.000051E-30  1.000060E-30  1.000114E-30
     31  1.366291075688E-04  1.000001E-30  1.000021E-30  1.000004E-30  1.000014E-30  1.000019E-30  1.000058E-30  1.000069E-30  1.000131E-30
     32  1.695708820900E-04  1.000001E-30  1.000026E-30  1.000005E-30  1.000018E-30  1.000023E-30  1.000073E-30  1.000087E-30  1.000163E-30
     33  1.992873377730E-04  1.000001E-30  1.000031E-30  1.000006E-30  1.000021E-30  1.000027E-30  1.000085E-30  1.000103E-30  1.000191E-30
     34  2.264248739983E-04  1.000001E-30  1.000035E-30  1.000007E-30  1.000024E-30  1.000031E-30  1.000097E-30  1.000119E-30  1.000217E-30
     35  2.515933231106E-04  1.000001E-30  1.000039E-30  1.000008E-30  1.000026E-30  1.000034E-30  1.000108E-30  1.000133E-30  1.000242E-30
     36  2.753099894686E-04  1.000001E-30  1.000042E-30  1.000008E-30  1.000029E-30  1.000037E-30  1.000118E-30  1.000148E-30  1.000264E-30
     37  2.979926919870E-04  1.000001E-30  1.000046E-30  1.000009E-30  1.000031E-30  1.000040E-30  1.000127E-30  1.000162E-30  1.000286E-30
     38  3.199702121451E-04  1.000001E-30  1.000049E-30  1.000010E-30  1.000034E-30  1.000043E-30  1.000137E-30  1.000176E-30  1.000307E-30
     39  3.524429751724E-04  1.000001E-30  1.000054E-30  1.000011E-30  1.000037E-30  1.000048E-30  1.000151E-30  1.000198E-30  1.000338E-30
     40  3.836809895565E-04  1.000001E-30  1.000059E-30  1.000012E-30  1.000040E-30  1.000052E-30  1.000164E-30  1.000220E-30  1.000368E-30
     41  4.138876583201E-04  1.000002E-30  1.000064E-30  1.000013E-30  1.000043E-30  1.000056E-30  1.000177E-30  1.000242E-30  1.000397E-30
     42  4.432651277490E-04  1.000002E-30  1.000068E-30  1.000014E-30  1.000047E-30  1.000060E-30  1.000190E-30  1.000265E-30  1.000426E-30
     43  4.720041568584E-04  1.000002E-30  1.000073E-30  1.000015E-30  1.000050E-30  1.000064E-30  1.000202E-30  1.000288E-30  1.000453E-30
     44  5.002792532552E-04  1.000002E-30  1.000077E-30  1.000015E-30  1.000053E-30  1.000068E-30  1.000214E-30  1.000312E-30  1.000480E-30
     45  5.282472522620E-04  1.000002E-30  1.000081E-30  1.000016E-30  1.000055E-30  1.000072E-30  1.000226E-30  1.000338E-30  1.000507E-30
     46  5.560479783168E-04  1.000002E-30  1.000086E-30  1.000017E-30  1.000058E-30  1.000075E-30  1.000238E-30  1.000364E-30  1.000534E-30
     47  5.838060709037E-04  1.000002E-30  1.000090E-30  1.000018E-30  1.000061E-30  1.000079E-30  1.000250E-30  1.000391E-30  1.000561E-30
     48  6.116334118686E-04  1.000002E-30  1.000094E-30  1.000019E-30  1.000064E-30  1.000083E-30  1.000262E-30  1.000420E-30  1.000587E-30
     49  6.396318340541E-04  1.000002E-30  1.000099E-30  1.000020E-30  1.000067E-30  1.000087E-30  1.000274E-30  1.000451E-30  1.000614E-30
     50  6.678959636874E-04  1.000003E-30  1.000103E-30  1.000021E-30  1.000070E-30  1.000091E-30  1.000286E-30  1.000483E-30  1.000641E-30
     51  6.965161747902E-04  1.000003E-30  1.000107E-30  1.000021E-30  1.000073E-30  1.000094E-30  1.000298E-30  1.000517E-30  1.000669E-30
     52  7.255817382538E-04  1.000003E-30  1.000112E-30  1.000022E-30  1.000076E-30  1.000098E-30  1.000310E-30  1.000554E-30  1.000697E-30
     53  7.551843574001E-04  1.000003E-30  1.000116E-30  1.000023E-30  1.000079E-30  1.000102E-30  1.000323E-30  1.000593E-30  1.000725E-30
     54  7.854224313090E-04  1.000003E-30  1.000121E-30  1.000024E-30  1.000082E-30  1.000106E-30  1.000336E-30  1.000635E-30  1.000754E-30
     55  8.164066374138E-04  1.000003E-30  1.000126E-30  1.000025E-30  1.000086E-30  1.000111E-30  1.000349E-30  1.000681E-30  1.000784E-30
     56  8.482679080764E-04  1.000003E-30  1.000131E-30  1.000026E-30  1.000089E-30  1.000115E-30  1.000363E-30  1.000730E-30  1.000815E-30
     57  8.811699017317E-04  1.000003E-30  1.000136E-30  1.000027E-30  1.000093E-30  1.000119E-30  1.000377E-30  1.000784E-30  1.000846E-30
     58  9.153304977871E-04  1.000004E-30  1.000141E-30  1.000028E-30  1.000096E-30  1.000124E-30  1.000391E-30  1.000842E-30  1.000879E-30
     59  9.510634923056E-04  1.000004E-30  1.000146E-30  1.000029E-30  1.000100E-30  1.000129E-30  1.000407E-30  1.000907E-30  1.000914E-30
     60  9.888739022907E-04  1.000004E-30  1.000152E-30  1.000030E-30  1.000104E-30  1.000134E-30  1.000423E-30  1.000980E-30  1.000950E-30
     61  1.029744313280E-03  1.000004E-30  1.000159E-30  1.000032E-30  1.000108E-30  1.000140E-30  1.000440E-30  1.001063E-30  1.000989E-30
     62  1.076805333108E-03  1.000004E-30  1.000166E-30  1.000033E-30  1.000113E-30  1.000146E-30  1.000461E-30  1.001165E-30  1.001035E-30
     63  1.127478238084E-03  1.000004E-30  1.000174E-30  1.000035E-30  1.000118E-30  1.000153E-30  1.000482E-30  1.001284E-30  1.001083E-30
     64  1.179263354774E-03  1.000005E-30  1.000182E-30  1.000036E-30  1.000124E-30  1.000160E-30  1.000504E-30  1.001414E-30  1.001133E-30
     65  1.231720185468E-03  1.000005E-30  1.000190E-30  1.000038E-30  1.000129E-30  1.000167E-30  1.000527E-30  1.001555E-30  1.001184E-30
     66  1.284679788904E-03  1.000005E-30  1.000198E-30  1.000040E-30  1.000135E-30  1.000174E-30  1.000550E-30  1.001708E-30  1.001235E-30
     67  1.338068714676E-03  1.000005E-30  1.000206E-30  1.000041E-30  1.000141E-30  1.000181E-30  1.000572E-30  1.001873E-30  1.001286E-30
     68  1.391852718980E-03  1.000005E-30  1.000214E-30  1.000043E-30  1.000146E-30  1.000189E-30  1.000595E-30  1.002051E-30  1.001338E-30
     69  1.446014888479E-03  1.000006E-30  1.000223E-30  1.000045E-30  1.000152E-30  1.000196E-30  1.000619E-30  1.002243E-30  1.001390E-30
     70  1.500546342624E-03  1.000006E-30  1.000231E-30  1.000046E-30  1.000158E-30  1.000204E-30  1.000642E-30  1.002449E-30  1.001442E-30
     71  1.555442065896E-03  1.000006E-30  1.000240E-30  1.000048E-30  1.000163E-30  1.000211E-30  1.000665E-30  1.002670E-30  1.001495E-30
     72  1.610698967280E-03  1.000006E-30  1.000248E-30  1.000050E-30  1.000169E-30  1.000218E-30  1.000689E-30  1.002906E-30  1.001548E-30
     73  1.666314948699E-03  1.000006E-30  1.000257E-30  1.000051E-30  1.000175E-30  1.000226E-30  1.000713E-30  1.003160E-30  1.001602E-30
     74  1.722288445659E-03  1.000007E-30  1.000265E-30  1.000053E-30  1.000181E-30  1.000234E-30  1.000737E-30  1.003430E-30  1.001656E-30
     75  1.778618195039E-03  1.000007E-30  1.000274E-30  1.000055E-30  1.000187E-30  1.000241E-30  1.000761E-30  1.003719E-30  1.001710E-30
     76  1.835303663832E-03  1.000007E-30  1.000283E-30  1.000057E-30  1.000193E-30  1.000249E-30  1.000785E-30  1.004026E-30  1.001765E-30
     77  1.892344396716E-03  1.000007E-30  1.000291E-30  1.000058E-30  1.000199E-30  1.000257E-30  1.000810E-30  1.004354E-30  1.001820E-30
     78  1.949739812628E-03  1.000008E-30  1.000300E-30  1.000060E-30  1.000205E-30  1.000264E-30  1.000834E-30  1.004702E-30  1.001875E-30
     79  2.007489276907E-03  1.000008E-30  1.000309E-30  1.000062E-30  1.000211E-30  1.000272E-30  1.000859E-30  1.005072E-30  1.001931E-30
     80  2.065592139419E-03  1.000008E-30  1.000318E-30  1.000064E-30  1.000217E-30  1.000280E-30  1.000884E-30  1.005465E-30  1.001987E-30
     81  2.124047755162E-03  1.000008E-30  1.000327E-30  1.000066E-30  1.000223E-30  1.000288E-30  1.000909E-30  1.005881E-30  1.002043E-30
     82  2.182855495215E-03  1.000008E-30  1.000336E-30  1.000067E-30  1.000229E-30  1.000296E-30  1.000934E-30  1.006322E-30  1.002100E-30
     83  2.242014752368E-03  1.000009E-30  1.000345E-30  1.000069E-30  1.000236E-30  1.000304E-30  1.000959E-30  1.006789E-30  1.002157E-30
     84  2.301524943777E-03  1.000009E-30  1.000355E-30  1.000071E-30  1.000242E-30  1.000312E-30  1.000985E-30  1.007282E-30  1.002214E-30
     85  2.361385511936E-03  1.000009E-30  1.000364E-30  1.000073E-30  1.000248E-30  1.000320E-30  1.001010E-30  1.007803E-30  1.002272E-30
     86  2.421595924701E-03  1.000009E-30  1.000373E-30  1.000075E-30  1.000254E-30  1.000329E-30  1.001036E-30  1.008352E-30  1.002330E-30
     87  2.482155674804E-03  1.000010E-30  1.000382E-30  1.000077E-30  1.000261E-30  1.000337E-30  1.001062E-30  1.008932E-30  1.002388E-30
     88  2.543064279071E-03  1.000010E-30  1.000392E-30  1.000078E-30  1.000267E-30  1.000345E-30  1.001088E-30  1.009542E-30  1.002447E-30
     89  2.604321277494E-03  1.000010E-30  1.000401E-30  1.000080E-30  1.000274E-30  1.000353E-30  1.001114E-30  1.010185E-30  1.002506E-30
     90  2.665926232237E-03  1.000010E-30  1.000411E-30  1.000082E-30  1.000280E-30  1.000362E-30  1.001141E-30  1.010861E-30  1.002566E-30
     91  2.727878734382E-03  1.000010E-30  1.000420E-30  1.000084E-30  1.000287E-30  1.000370E-30  1.001167E-30  1.011572E-30  1.002625E-30
     92  2.790178404165E-03  1.000011E-30  1.000430E-30  1.000086E-30  1.000293E-30  1.000379E-30  1.001194E-30  1.012318E-30  1.002686E-30
     93  2.852824875480E-03  1.000011E-30  1.000439E-30  1.000088E-30  1.000300E-30  1.000387E-30  1.001221E-30  1.013102E-30  1.002746E-30
     94  2.915817796872E-03  1.000011E-30  1.000449E-30  1.000090E-30  1.000306E-30  1.000396E-30  1.001248E-30  1.013923E-30  1.002807E-30
     95  2.979156831833E-03  1.000011E-30  1.000459E-30  1.000092E-30  1.000313E-30  1.000404E-30  1.001275E-30  1.014785E-30  1.002868E-30
