 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                tm183         tm184         tm185         tm186         tm187         tm188         tm189         tm190
     27  8.489118412102E-05  1.000048E-30  1.000041E-30  1.000375E-30  1.000041E-30  1.000189E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.000054E-30  1.000047E-30  1.000422E-30  1.000046E-30  1.000213E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.000061E-30  1.000052E-30  1.000473E-30  1.000052E-30  1.000239E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.000068E-30  1.000058E-30  1.000526E-30  1.000057E-30  1.000265E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.000078E-30  1.000067E-30  1.000603E-30  1.000066E-30  1.000305E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.000096E-30  1.000083E-30  1.000749E-30  1.000082E-30  1.000378E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.000113E-30  1.000097E-30  1.000880E-30  1.000096E-30  1.000444E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.000128E-30  1.000111E-30  1.001000E-30  1.000109E-30  1.000505E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.000143E-30  1.000123E-30  1.001111E-30  1.000122E-30  1.000561E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.000156E-30  1.000135E-30  1.001216E-30  1.000133E-30  1.000614E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.000169E-30  1.000146E-30  1.001316E-30  1.000144E-30  1.000665E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.000182E-30  1.000157E-30  1.001414E-30  1.000155E-30  1.000714E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.000200E-30  1.000172E-30  1.001557E-30  1.000171E-30  1.000786E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.000218E-30  1.000188E-30  1.001696E-30  1.000186E-30  1.000856E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.000235E-30  1.000203E-30  1.001829E-30  1.000200E-30  1.000923E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.000252E-30  1.000217E-30  1.001959E-30  1.000215E-30  1.000989E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.000268E-30  1.000231E-30  1.002087E-30  1.000229E-30  1.001053E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.000284E-30  1.000245E-30  1.002212E-30  1.000243E-30  1.001116E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.000300E-30  1.000259E-30  1.002336E-30  1.000256E-30  1.001178E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.000316E-30  1.000273E-30  1.002459E-30  1.000270E-30  1.001241E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.000332E-30  1.000286E-30  1.002582E-30  1.000284E-30  1.001303E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.000347E-30  1.000300E-30  1.002705E-30  1.000297E-30  1.001365E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.000363E-30  1.000314E-30  1.002829E-30  1.000311E-30  1.001427E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.000379E-30  1.000328E-30  1.002955E-30  1.000325E-30  1.001490E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.000396E-30  1.000342E-30  1.003082E-30  1.000339E-30  1.001554E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.000412E-30  1.000356E-30  1.003211E-30  1.000353E-30  1.001619E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.000429E-30  1.000371E-30  1.003342E-30  1.000368E-30  1.001685E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.000446E-30  1.000386E-30  1.003476E-30  1.000383E-30  1.001753E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.000464E-30  1.000401E-30  1.003614E-30  1.000398E-30  1.001822E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.000482E-30  1.000417E-30  1.003755E-30  1.000414E-30  1.001893E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.000501E-30  1.000433E-30  1.003901E-30  1.000430E-30  1.001967E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.000520E-30  1.000450E-30  1.004053E-30  1.000447E-30  1.002043E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.000541E-30  1.000468E-30  1.004212E-30  1.000464E-30  1.002123E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.000562E-30  1.000487E-30  1.004380E-30  1.000483E-30  1.002208E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.000586E-30  1.000507E-30  1.004562E-30  1.000503E-30  1.002299E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.000612E-30  1.000531E-30  1.004771E-30  1.000527E-30  1.002405E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.000641E-30  1.000556E-30  1.004997E-30  1.000552E-30  1.002518E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.000671E-30  1.000582E-30  1.005227E-30  1.000578E-30  1.002634E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.000701E-30  1.000608E-30  1.005461E-30  1.000604E-30  1.002751E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.000731E-30  1.000634E-30  1.005697E-30  1.000630E-30  1.002870E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.000762E-30  1.000661E-30  1.005935E-30  1.000657E-30  1.002989E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.000792E-30  1.000688E-30  1.006174E-30  1.000684E-30  1.003110E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.000823E-30  1.000715E-30  1.006416E-30  1.000711E-30  1.003231E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.000854E-30  1.000742E-30  1.006659E-30  1.000739E-30  1.003353E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.000886E-30  1.000770E-30  1.006904E-30  1.000766E-30  1.003476E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.000917E-30  1.000798E-30  1.007151E-30  1.000794E-30  1.003600E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.000949E-30  1.000826E-30  1.007400E-30  1.000822E-30  1.003725E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.000981E-30  1.000854E-30  1.007650E-30  1.000851E-30  1.003850E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.001014E-30  1.000882E-30  1.007902E-30  1.000879E-30  1.003977E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.001046E-30  1.000911E-30  1.008155E-30  1.000908E-30  1.004104E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.001079E-30  1.000940E-30  1.008411E-30  1.000937E-30  1.004232E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.001112E-30  1.000969E-30  1.008668E-30  1.000966E-30  1.004360E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.001145E-30  1.000998E-30  1.008926E-30  1.000996E-30  1.004490E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.001178E-30  1.001027E-30  1.009187E-30  1.001025E-30  1.004620E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.001212E-30  1.001057E-30  1.009449E-30  1.001055E-30  1.004752E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.001245E-30  1.001087E-30  1.009712E-30  1.001086E-30  1.004884E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.001279E-30  1.001117E-30  1.009978E-30  1.001116E-30  1.005017E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.001313E-30  1.001147E-30  1.010245E-30  1.001147E-30  1.005150E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.001348E-30  1.001178E-30  1.010514E-30  1.001177E-30  1.005285E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.001382E-30  1.001208E-30  1.010784E-30  1.001208E-30  1.005420E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.001417E-30  1.001239E-30  1.011056E-30  1.001240E-30  1.005556E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.001452E-30  1.001270E-30  1.011330E-30  1.001271E-30  1.005693E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.001488E-30  1.001302E-30  1.011606E-30  1.001303E-30  1.005831E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.001523E-30  1.001333E-30  1.011883E-30  1.001335E-30  1.005970E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.001559E-30  1.001365E-30  1.012162E-30  1.001367E-30  1.006109E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.001595E-30  1.001397E-30  1.012443E-30  1.001400E-30  1.006249E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.001631E-30  1.001429E-30  1.012725E-30  1.001433E-30  1.006390E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.001667E-30  1.001462E-30  1.013009E-30  1.001466E-30  1.006532E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.001703E-30  1.001494E-30  1.013295E-30  1.001499E-30  1.006675E-30  1.000000E-30  1.000000E-30  1.000000E-30
