 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ir207         ir208         ir209         ir210         ir211         ir212         ir213         ir214
     27  8.489118412102E-05  1.000016E-30  1.000016E-30  1.000488E-30  1.000000E-30  1.000061E-30  1.000003E-30  1.000139E-30  1.000000E-30
     28  9.570255892797E-05  1.000018E-30  1.000018E-30  1.000550E-30  1.000000E-30  1.000069E-30  1.000003E-30  1.000157E-30  1.000000E-30
     29  1.070853065563E-04  1.000020E-30  1.000020E-30  1.000616E-30  1.000000E-30  1.000077E-30  1.000004E-30  1.000175E-30  1.000000E-30
     30  1.190882425669E-04  1.000023E-30  1.000022E-30  1.000685E-30  1.000000E-30  1.000086E-30  1.000004E-30  1.000195E-30  1.000000E-30
     31  1.366291075688E-04  1.000026E-30  1.000025E-30  1.000785E-30  1.000000E-30  1.000099E-30  1.000005E-30  1.000224E-30  1.000000E-30
     32  1.695708820900E-04  1.000032E-30  1.000031E-30  1.000975E-30  1.000000E-30  1.000123E-30  1.000006E-30  1.000278E-30  1.000000E-30
     33  1.992873377730E-04  1.000038E-30  1.000037E-30  1.001146E-30  1.000000E-30  1.000144E-30  1.000007E-30  1.000327E-30  1.000000E-30
     34  2.264248739983E-04  1.000043E-30  1.000042E-30  1.001302E-30  1.000000E-30  1.000164E-30  1.000008E-30  1.000372E-30  1.000000E-30
     35  2.515933231106E-04  1.000048E-30  1.000046E-30  1.001446E-30  1.000000E-30  1.000182E-30  1.000009E-30  1.000413E-30  1.000000E-30
     36  2.753099894686E-04  1.000052E-30  1.000051E-30  1.001583E-30  1.000000E-30  1.000200E-30  1.000010E-30  1.000452E-30  1.000000E-30
     37  2.979926919870E-04  1.000057E-30  1.000055E-30  1.001713E-30  1.000000E-30  1.000216E-30  1.000011E-30  1.000490E-30  1.000000E-30
     38  3.199702121451E-04  1.000061E-30  1.000059E-30  1.001839E-30  1.000000E-30  1.000232E-30  1.000012E-30  1.000526E-30  1.000000E-30
     39  3.524429751724E-04  1.000067E-30  1.000065E-30  1.002026E-30  1.000000E-30  1.000256E-30  1.000014E-30  1.000580E-30  1.000000E-30
     40  3.836809895565E-04  1.000073E-30  1.000071E-30  1.002205E-30  1.000000E-30  1.000279E-30  1.000015E-30  1.000632E-30  1.000000E-30
     41  4.138876583201E-04  1.000079E-30  1.000076E-30  1.002379E-30  1.000000E-30  1.000301E-30  1.000017E-30  1.000682E-30  1.000000E-30
     42  4.432651277490E-04  1.000084E-30  1.000082E-30  1.002548E-30  1.000000E-30  1.000323E-30  1.000018E-30  1.000731E-30  1.000000E-30
     43  4.720041568584E-04  1.000090E-30  1.000087E-30  1.002713E-30  1.000000E-30  1.000344E-30  1.000020E-30  1.000778E-30  1.000000E-30
     44  5.002792532552E-04  1.000095E-30  1.000092E-30  1.002876E-30  1.000000E-30  1.000365E-30  1.000021E-30  1.000825E-30  1.000000E-30
     45  5.282472522620E-04  1.000100E-30  1.000098E-30  1.003036E-30  1.000000E-30  1.000386E-30  1.000023E-30  1.000872E-30  1.000000E-30
     46  5.560479783168E-04  1.000106E-30  1.000103E-30  1.003196E-30  1.000000E-30  1.000406E-30  1.000024E-30  1.000919E-30  1.000000E-30
     47  5.838060709037E-04  1.000111E-30  1.000108E-30  1.003356E-30  1.000000E-30  1.000427E-30  1.000026E-30  1.000965E-30  1.000000E-30
     48  6.116334118686E-04  1.000116E-30  1.000113E-30  1.003516E-30  1.000000E-30  1.000447E-30  1.000027E-30  1.001011E-30  1.000000E-30
     49  6.396318340541E-04  1.000122E-30  1.000118E-30  1.003677E-30  1.000000E-30  1.000468E-30  1.000029E-30  1.001058E-30  1.000000E-30
     50  6.678959636874E-04  1.000127E-30  1.000124E-30  1.003839E-30  1.000000E-30  1.000489E-30  1.000031E-30  1.001106E-30  1.000000E-30
     51  6.965161747902E-04  1.000132E-30  1.000129E-30  1.004003E-30  1.000000E-30  1.000511E-30  1.000032E-30  1.001154E-30  1.000000E-30
     52  7.255817382538E-04  1.000138E-30  1.000134E-30  1.004171E-30  1.000000E-30  1.000532E-30  1.000034E-30  1.001203E-30  1.000000E-30
     53  7.551843574001E-04  1.000144E-30  1.000140E-30  1.004341E-30  1.000000E-30  1.000554E-30  1.000036E-30  1.001252E-30  1.000000E-30
     54  7.854224313090E-04  1.000149E-30  1.000146E-30  1.004514E-30  1.000000E-30  1.000577E-30  1.000038E-30  1.001303E-30  1.000000E-30
     55  8.164066374138E-04  1.000155E-30  1.000151E-30  1.004693E-30  1.000000E-30  1.000600E-30  1.000040E-30  1.001356E-30  1.000000E-30
     56  8.482679080764E-04  1.000161E-30  1.000157E-30  1.004876E-30  1.000000E-30  1.000624E-30  1.000042E-30  1.001409E-30  1.000000E-30
     57  8.811699017317E-04  1.000168E-30  1.000163E-30  1.005065E-30  1.000000E-30  1.000649E-30  1.000045E-30  1.001465E-30  1.000000E-30
     58  9.153304977871E-04  1.000174E-30  1.000170E-30  1.005261E-30  1.000000E-30  1.000674E-30  1.000047E-30  1.001523E-30  1.000000E-30
     59  9.510634923056E-04  1.000181E-30  1.000176E-30  1.005466E-30  1.000000E-30  1.000701E-30  1.000050E-30  1.001583E-30  1.000000E-30
     60  9.888739022907E-04  1.000188E-30  1.000184E-30  1.005684E-30  1.000000E-30  1.000730E-30  1.000052E-30  1.001647E-30  1.000000E-30
     61  1.029744313280E-03  1.000196E-30  1.000191E-30  1.005919E-30  1.000000E-30  1.000761E-30  1.000055E-30  1.001717E-30  1.000000E-30
     62  1.076805333108E-03  1.000205E-30  1.000200E-30  1.006189E-30  1.000000E-30  1.000797E-30  1.000059E-30  1.001797E-30  1.000000E-30
     63  1.127478238084E-03  1.000215E-30  1.000210E-30  1.006480E-30  1.000000E-30  1.000835E-30  1.000063E-30  1.001883E-30  1.000000E-30
     64  1.179263354774E-03  1.000224E-30  1.000219E-30  1.006778E-30  1.000000E-30  1.000875E-30  1.000067E-30  1.001972E-30  1.000000E-30
     65  1.231720185468E-03  1.000234E-30  1.000229E-30  1.007079E-30  1.000000E-30  1.000915E-30  1.000072E-30  1.002062E-30  1.000000E-30
     66  1.284679788904E-03  1.000245E-30  1.000239E-30  1.007383E-30  1.000000E-30  1.000955E-30  1.000077E-30  1.002153E-30  1.000000E-30
     67  1.338068714676E-03  1.000255E-30  1.000249E-30  1.007690E-30  1.000000E-30  1.000996E-30  1.000081E-30  1.002244E-30  1.000000E-30
     68  1.391852718980E-03  1.000265E-30  1.000259E-30  1.007999E-30  1.000000E-30  1.001037E-30  1.000086E-30  1.002337E-30  1.000000E-30
     69  1.446014888479E-03  1.000275E-30  1.000269E-30  1.008310E-30  1.000000E-30  1.001079E-30  1.000091E-30  1.002431E-30  1.000000E-30
     70  1.500546342624E-03  1.000286E-30  1.000280E-30  1.008624E-30  1.000000E-30  1.001121E-30  1.000097E-30  1.002525E-30  1.000000E-30
     71  1.555442065896E-03  1.000296E-30  1.000290E-30  1.008939E-30  1.000000E-30  1.001164E-30  1.000102E-30  1.002620E-30  1.000000E-30
     72  1.610698967280E-03  1.000307E-30  1.000301E-30  1.009257E-30  1.000000E-30  1.001207E-30  1.000108E-30  1.002716E-30  1.000000E-30
     73  1.666314948699E-03  1.000317E-30  1.000311E-30  1.009576E-30  1.000000E-30  1.001250E-30  1.000114E-30  1.002813E-30  1.000000E-30
     74  1.722288445659E-03  1.000328E-30  1.000322E-30  1.009898E-30  1.000000E-30  1.001294E-30  1.000120E-30  1.002910E-30  1.000000E-30
     75  1.778618195039E-03  1.000339E-30  1.000332E-30  1.010221E-30  1.000000E-30  1.001338E-30  1.000126E-30  1.003009E-30  1.000000E-30
     76  1.835303663832E-03  1.000350E-30  1.000343E-30  1.010547E-30  1.000000E-30  1.001382E-30  1.000132E-30  1.003108E-30  1.000000E-30
     77  1.892344396716E-03  1.000361E-30  1.000354E-30  1.010875E-30  1.000000E-30  1.001427E-30  1.000139E-30  1.003208E-30  1.000000E-30
     78  1.949739812628E-03  1.000372E-30  1.000365E-30  1.011204E-30  1.000000E-30  1.001473E-30  1.000145E-30  1.003309E-30  1.000000E-30
     79  2.007489276907E-03  1.000383E-30  1.000376E-30  1.011536E-30  1.000000E-30  1.001518E-30  1.000152E-30  1.003411E-30  1.000000E-30
     80  2.065592139419E-03  1.000394E-30  1.000387E-30  1.011870E-30  1.000000E-30  1.001564E-30  1.000159E-30  1.003514E-30  1.000000E-30
     81  2.124047755162E-03  1.000405E-30  1.000398E-30  1.012206E-30  1.000000E-30  1.001611E-30  1.000167E-30  1.003617E-30  1.000000E-30
     82  2.182855495215E-03  1.000416E-30  1.000409E-30  1.012544E-30  1.000000E-30  1.001658E-30  1.000174E-30  1.003721E-30  1.000000E-30
     83  2.242014752368E-03  1.000428E-30  1.000421E-30  1.012883E-30  1.000000E-30  1.001705E-30  1.000182E-30  1.003827E-30  1.000000E-30
     84  2.301524943777E-03  1.000439E-30  1.000432E-30  1.013225E-30  1.000000E-30  1.001753E-30  1.000190E-30  1.003933E-30  1.000000E-30
     85  2.361385511936E-03  1.000450E-30  1.000443E-30  1.013569E-30  1.000000E-30  1.001801E-30  1.000198E-30  1.004040E-30  1.000000E-30
     86  2.421595924701E-03  1.000462E-30  1.000455E-30  1.013915E-30  1.000000E-30  1.001849E-30  1.000206E-30  1.004147E-30  1.000000E-30
     87  2.482155674804E-03  1.000474E-30  1.000467E-30  1.014263E-30  1.000000E-30  1.001898E-30  1.000215E-30  1.004256E-30  1.000000E-30
     88  2.543064279071E-03  1.000485E-30  1.000478E-30  1.014613E-30  1.000000E-30  1.001947E-30  1.000223E-30  1.004365E-30  1.000000E-30
     89  2.604321277494E-03  1.000497E-30  1.000490E-30  1.014964E-30  1.000000E-30  1.001997E-30  1.000232E-30  1.004476E-30  1.000000E-30
     90  2.665926232237E-03  1.000509E-30  1.000502E-30  1.015318E-30  1.000000E-30  1.002047E-30  1.000241E-30  1.004587E-30  1.000000E-30
     91  2.727878734382E-03  1.000521E-30  1.000514E-30  1.015674E-30  1.000000E-30  1.002098E-30  1.000251E-30  1.004699E-30  1.000000E-30
     92  2.790178404165E-03  1.000533E-30  1.000526E-30  1.016032E-30  1.000000E-30  1.002149E-30  1.000260E-30  1.004812E-30  1.000000E-30
     93  2.852824875480E-03  1.000545E-30  1.000538E-30  1.016392E-30  1.000000E-30  1.002200E-30  1.000270E-30  1.004926E-30  1.000000E-30
     94  2.915817796872E-03  1.000557E-30  1.000550E-30  1.016753E-30  1.000000E-30  1.002252E-30  1.000280E-30  1.005040E-30  1.000000E-30
