 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                la149         la150         la151         la152         la153         la154         la155         la156
     27  8.489118412102E-05  1.000115E-30  1.000081E-30  1.000089E-30  1.000187E-30  1.000594E-30  1.000000E-30  1.000316E-30  1.000401E-30
     28  9.570255892797E-05  1.000130E-30  1.000091E-30  1.000101E-30  1.000211E-30  1.000669E-30  1.000000E-30  1.000356E-30  1.000452E-30
     29  1.070853065563E-04  1.000145E-30  1.000102E-30  1.000113E-30  1.000237E-30  1.000749E-30  1.000000E-30  1.000399E-30  1.000506E-30
     30  1.190882425669E-04  1.000161E-30  1.000113E-30  1.000125E-30  1.000263E-30  1.000833E-30  1.000000E-30  1.000443E-30  1.000563E-30
     31  1.366291075688E-04  1.000185E-30  1.000130E-30  1.000144E-30  1.000302E-30  1.000956E-30  1.000000E-30  1.000509E-30  1.000646E-30
     32  1.695708820900E-04  1.000230E-30  1.000161E-30  1.000178E-30  1.000375E-30  1.001186E-30  1.000000E-30  1.000632E-30  1.000802E-30
     33  1.992873377730E-04  1.000270E-30  1.000190E-30  1.000210E-30  1.000441E-30  1.001394E-30  1.000000E-30  1.000743E-30  1.000943E-30
     34  2.264248739983E-04  1.000307E-30  1.000216E-30  1.000238E-30  1.000501E-30  1.001584E-30  1.000000E-30  1.000844E-30  1.001071E-30
     35  2.515933231106E-04  1.000341E-30  1.000239E-30  1.000265E-30  1.000557E-30  1.001760E-30  1.000000E-30  1.000938E-30  1.001191E-30
     36  2.753099894686E-04  1.000373E-30  1.000262E-30  1.000290E-30  1.000610E-30  1.001926E-30  1.000000E-30  1.001027E-30  1.001303E-30
     37  2.979926919870E-04  1.000404E-30  1.000284E-30  1.000313E-30  1.000660E-30  1.002085E-30  1.000000E-30  1.001112E-30  1.001411E-30
     38  3.199702121451E-04  1.000434E-30  1.000305E-30  1.000337E-30  1.000709E-30  1.002239E-30  1.000000E-30  1.001194E-30  1.001515E-30
     39  3.524429751724E-04  1.000478E-30  1.000336E-30  1.000371E-30  1.000781E-30  1.002466E-30  1.000000E-30  1.001316E-30  1.001669E-30
     40  3.836809895565E-04  1.000520E-30  1.000365E-30  1.000404E-30  1.000851E-30  1.002685E-30  1.000000E-30  1.001433E-30  1.001818E-30
     41  4.138876583201E-04  1.000561E-30  1.000394E-30  1.000436E-30  1.000918E-30  1.002897E-30  1.000000E-30  1.001547E-30  1.001962E-30
     42  4.432651277490E-04  1.000601E-30  1.000422E-30  1.000467E-30  1.000984E-30  1.003102E-30  1.000000E-30  1.001657E-30  1.002102E-30
     43  4.720041568584E-04  1.000640E-30  1.000449E-30  1.000497E-30  1.001048E-30  1.003304E-30  1.000000E-30  1.001765E-30  1.002239E-30
     44  5.002792532552E-04  1.000678E-30  1.000476E-30  1.000527E-30  1.001111E-30  1.003502E-30  1.000000E-30  1.001872E-30  1.002373E-30
     45  5.282472522620E-04  1.000716E-30  1.000503E-30  1.000556E-30  1.001174E-30  1.003698E-30  1.000000E-30  1.001977E-30  1.002507E-30
     46  5.560479783168E-04  1.000754E-30  1.000530E-30  1.000586E-30  1.001236E-30  1.003893E-30  1.000000E-30  1.002082E-30  1.002639E-30
     47  5.838060709037E-04  1.000791E-30  1.000556E-30  1.000615E-30  1.001298E-30  1.004087E-30  1.000000E-30  1.002186E-30  1.002772E-30
     48  6.116334118686E-04  1.000829E-30  1.000583E-30  1.000644E-30  1.001361E-30  1.004282E-30  1.000000E-30  1.002291E-30  1.002905E-30
     49  6.396318340541E-04  1.000867E-30  1.000609E-30  1.000674E-30  1.001424E-30  1.004478E-30  1.000000E-30  1.002397E-30  1.003039E-30
     50  6.678959636874E-04  1.000905E-30  1.000636E-30  1.000704E-30  1.001487E-30  1.004677E-30  1.000000E-30  1.002504E-30  1.003174E-30
     51  6.965161747902E-04  1.000944E-30  1.000664E-30  1.000734E-30  1.001552E-30  1.004877E-30  1.000000E-30  1.002612E-30  1.003311E-30
     52  7.255817382538E-04  1.000984E-30  1.000691E-30  1.000765E-30  1.001617E-30  1.005081E-30  1.000000E-30  1.002722E-30  1.003450E-30
     53  7.551843574001E-04  1.001024E-30  1.000720E-30  1.000796E-30  1.001684E-30  1.005289E-30  1.000000E-30  1.002834E-30  1.003592E-30
     54  7.854224313090E-04  1.001065E-30  1.000748E-30  1.000828E-30  1.001752E-30  1.005501E-30  1.000000E-30  1.002948E-30  1.003737E-30
     55  8.164066374138E-04  1.001107E-30  1.000778E-30  1.000861E-30  1.001822E-30  1.005718E-30  1.000000E-30  1.003066E-30  1.003885E-30
     56  8.482679080764E-04  1.001150E-30  1.000808E-30  1.000895E-30  1.001894E-30  1.005942E-30  1.000000E-30  1.003187E-30  1.004038E-30
     57  8.811699017317E-04  1.001195E-30  1.000840E-30  1.000930E-30  1.001968E-30  1.006173E-30  1.000000E-30  1.003312E-30  1.004196E-30
     58  9.153304977871E-04  1.001241E-30  1.000872E-30  1.000966E-30  1.002045E-30  1.006412E-30  1.000000E-30  1.003441E-30  1.004361E-30
     59  9.510634923056E-04  1.001290E-30  1.000907E-30  1.001004E-30  1.002126E-30  1.006663E-30  1.000000E-30  1.003577E-30  1.004533E-30
     60  9.888739022907E-04  1.001341E-30  1.000943E-30  1.001044E-30  1.002212E-30  1.006929E-30  1.000000E-30  1.003721E-30  1.004715E-30
     61  1.029744313280E-03  1.001396E-30  1.000982E-30  1.001087E-30  1.002305E-30  1.007216E-30  1.000000E-30  1.003877E-30  1.004911E-30
     62  1.076805333108E-03  1.001460E-30  1.001027E-30  1.001137E-30  1.002412E-30  1.007546E-30  1.000000E-30  1.004056E-30  1.005138E-30
     63  1.127478238084E-03  1.001529E-30  1.001075E-30  1.001191E-30  1.002527E-30  1.007902E-30  1.000000E-30  1.004250E-30  1.005383E-30
     64  1.179263354774E-03  1.001599E-30  1.001125E-30  1.001246E-30  1.002645E-30  1.008266E-30  1.000000E-30  1.004448E-30  1.005633E-30
     65  1.231720185468E-03  1.001671E-30  1.001175E-30  1.001302E-30  1.002765E-30  1.008634E-30  1.000000E-30  1.004649E-30  1.005887E-30
     66  1.284679788904E-03  1.001742E-30  1.001225E-30  1.001358E-30  1.002886E-30  1.009007E-30  1.000000E-30  1.004852E-30  1.006143E-30
     67  1.338068714676E-03  1.001815E-30  1.001276E-30  1.001415E-30  1.003008E-30  1.009382E-30  1.000000E-30  1.005056E-30  1.006402E-30
     68  1.391852718980E-03  1.001888E-30  1.001328E-30  1.001472E-30  1.003131E-30  1.009760E-30  1.000000E-30  1.005263E-30  1.006663E-30
     69  1.446014888479E-03  1.001962E-30  1.001380E-30  1.001530E-30  1.003256E-30  1.010141E-30  1.000000E-30  1.005471E-30  1.006926E-30
     70  1.500546342624E-03  1.002036E-30  1.001432E-30  1.001588E-30  1.003381E-30  1.010525E-30  1.000000E-30  1.005682E-30  1.007192E-30
     71  1.555442065896E-03  1.002110E-30  1.001484E-30  1.001646E-30  1.003508E-30  1.010911E-30  1.000000E-30  1.005893E-30  1.007459E-30
     72  1.610698967280E-03  1.002185E-30  1.001537E-30  1.001705E-30  1.003635E-30  1.011300E-30  1.000000E-30  1.006107E-30  1.007728E-30
     73  1.666314948699E-03  1.002261E-30  1.001591E-30  1.001765E-30  1.003764E-30  1.011691E-30  1.000000E-30  1.006322E-30  1.008000E-30
     74  1.722288445659E-03  1.002337E-30  1.001644E-30  1.001825E-30  1.003893E-30  1.012086E-30  1.000000E-30  1.006538E-30  1.008273E-30
     75  1.778618195039E-03  1.002413E-30  1.001698E-30  1.001885E-30  1.004024E-30  1.012482E-30  1.000000E-30  1.006757E-30  1.008549E-30
     76  1.835303663832E-03  1.002491E-30  1.001753E-30  1.001945E-30  1.004155E-30  1.012882E-30  1.000000E-30  1.006977E-30  1.008827E-30
     77  1.892344396716E-03  1.002568E-30  1.001807E-30  1.002006E-30  1.004288E-30  1.013284E-30  1.000000E-30  1.007199E-30  1.009106E-30
     78  1.949739812628E-03  1.002646E-30  1.001862E-30  1.002068E-30  1.004421E-30  1.013688E-30  1.000000E-30  1.007422E-30  1.009388E-30
     79  2.007489276907E-03  1.002725E-30  1.001918E-30  1.002130E-30  1.004556E-30  1.014095E-30  1.000000E-30  1.007647E-30  1.009672E-30
     80  2.065592139419E-03  1.002804E-30  1.001973E-30  1.002192E-30  1.004692E-30  1.014505E-30  1.000000E-30  1.007874E-30  1.009958E-30
     81  2.124047755162E-03  1.002883E-30  1.002029E-30  1.002255E-30  1.004829E-30  1.014917E-30  1.000000E-30  1.008102E-30  1.010246E-30
     82  2.182855495215E-03  1.002963E-30  1.002086E-30  1.002318E-30  1.004966E-30  1.015332E-30  1.000000E-30  1.008333E-30  1.010536E-30
     83  2.242014752368E-03  1.003044E-30  1.002143E-30  1.002381E-30  1.005105E-30  1.015750E-30  1.000000E-30  1.008565E-30  1.010828E-30
     84  2.301524943777E-03  1.003124E-30  1.002200E-30  1.002445E-30  1.005245E-30  1.016170E-30  1.000000E-30  1.008798E-30  1.011123E-30
     85  2.361385511936E-03  1.003206E-30  1.002257E-30  1.002510E-30  1.005386E-30  1.016592E-30  1.000000E-30  1.009033E-30  1.011419E-30
     86  2.421595924701E-03  1.003288E-30  1.002315E-30  1.002574E-30  1.005528E-30  1.017018E-30  1.000000E-30  1.009270E-30  1.011718E-30
     87  2.482155674804E-03  1.003370E-30  1.002373E-30  1.002640E-30  1.005671E-30  1.017445E-30  1.000000E-30  1.009509E-30  1.012018E-30
     88  2.543064279071E-03  1.003453E-30  1.002432E-30  1.002705E-30  1.005815E-30  1.017876E-30  1.000000E-30  1.009749E-30  1.012321E-30
     89  2.604321277494E-03  1.003536E-30  1.002491E-30  1.002771E-30  1.005960E-30  1.018309E-30  1.000000E-30  1.009992E-30  1.012626E-30
     90  2.665926232237E-03  1.003620E-30  1.002550E-30  1.002838E-30  1.006107E-30  1.018744E-30  1.000000E-30  1.010235E-30  1.012933E-30
     91  2.727878734382E-03  1.003705E-30  1.002610E-30  1.002904E-30  1.006254E-30  1.019182E-30  1.000000E-30  1.010481E-30  1.013242E-30
     92  2.790178404165E-03  1.003789E-30  1.002669E-30  1.002972E-30  1.006402E-30  1.019623E-30  1.000000E-30  1.010728E-30  1.013554E-30
     93  2.852824875480E-03  1.003875E-30  1.002730E-30  1.003039E-30  1.006552E-30  1.020066E-30  1.000000E-30  1.010977E-30  1.013867E-30
     94  2.915817796872E-03  1.003961E-30  1.002790E-30  1.003107E-30  1.006702E-30  1.020512E-30  1.000000E-30  1.011228E-30  1.014183E-30
     95  2.979156831833E-03  1.004047E-30  1.002851E-30  1.003176E-30  1.006854E-30  1.020961E-30  1.000000E-30  1.011481E-30  1.014501E-30
