 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                hg213         hg214         hg215         hg216         hg217         hg218         hg219         hg220
     27  8.489118412102E-05  1.000039E-30  1.000123E-30  1.000000E-30  1.000085E-30  1.000080E-30  1.000058E-30  1.000000E-30  1.000015E-30
     28  9.570255892797E-05  1.000044E-30  1.000138E-30  1.000000E-30  1.000096E-30  1.000090E-30  1.000066E-30  1.000000E-30  1.000017E-30
     29  1.070853065563E-04  1.000050E-30  1.000155E-30  1.000000E-30  1.000108E-30  1.000101E-30  1.000074E-30  1.000000E-30  1.000019E-30
     30  1.190882425669E-04  1.000055E-30  1.000172E-30  1.000000E-30  1.000120E-30  1.000112E-30  1.000082E-30  1.000000E-30  1.000021E-30
     31  1.366291075688E-04  1.000063E-30  1.000198E-30  1.000000E-30  1.000137E-30  1.000129E-30  1.000094E-30  1.000000E-30  1.000024E-30
     32  1.695708820900E-04  1.000079E-30  1.000245E-30  1.000000E-30  1.000170E-30  1.000160E-30  1.000117E-30  1.000000E-30  1.000030E-30
     33  1.992873377730E-04  1.000092E-30  1.000288E-30  1.000000E-30  1.000200E-30  1.000188E-30  1.000137E-30  1.000000E-30  1.000036E-30
     34  2.264248739983E-04  1.000105E-30  1.000327E-30  1.000000E-30  1.000227E-30  1.000214E-30  1.000156E-30  1.000000E-30  1.000040E-30
     35  2.515933231106E-04  1.000117E-30  1.000364E-30  1.000000E-30  1.000253E-30  1.000238E-30  1.000173E-30  1.000000E-30  1.000045E-30
     36  2.753099894686E-04  1.000128E-30  1.000398E-30  1.000000E-30  1.000276E-30  1.000260E-30  1.000189E-30  1.000000E-30  1.000049E-30
     37  2.979926919870E-04  1.000138E-30  1.000431E-30  1.000000E-30  1.000299E-30  1.000282E-30  1.000205E-30  1.000000E-30  1.000053E-30
     38  3.199702121451E-04  1.000148E-30  1.000463E-30  1.000000E-30  1.000321E-30  1.000302E-30  1.000220E-30  1.000000E-30  1.000057E-30
     39  3.524429751724E-04  1.000163E-30  1.000510E-30  1.000000E-30  1.000354E-30  1.000333E-30  1.000242E-30  1.000000E-30  1.000063E-30
     40  3.836809895565E-04  1.000178E-30  1.000555E-30  1.000000E-30  1.000385E-30  1.000363E-30  1.000264E-30  1.000000E-30  1.000069E-30
     41  4.138876583201E-04  1.000192E-30  1.000599E-30  1.000000E-30  1.000416E-30  1.000391E-30  1.000285E-30  1.000000E-30  1.000075E-30
     42  4.432651277490E-04  1.000206E-30  1.000641E-30  1.000000E-30  1.000445E-30  1.000419E-30  1.000305E-30  1.000000E-30  1.000080E-30
     43  4.720041568584E-04  1.000219E-30  1.000683E-30  1.000000E-30  1.000474E-30  1.000447E-30  1.000325E-30  1.000000E-30  1.000085E-30
     44  5.002792532552E-04  1.000232E-30  1.000724E-30  1.000000E-30  1.000503E-30  1.000473E-30  1.000344E-30  1.000000E-30  1.000091E-30
     45  5.282472522620E-04  1.000245E-30  1.000764E-30  1.000000E-30  1.000531E-30  1.000500E-30  1.000364E-30  1.000000E-30  1.000096E-30
     46  5.560479783168E-04  1.000258E-30  1.000804E-30  1.000000E-30  1.000559E-30  1.000526E-30  1.000383E-30  1.000000E-30  1.000101E-30
     47  5.838060709037E-04  1.000271E-30  1.000844E-30  1.000000E-30  1.000586E-30  1.000553E-30  1.000402E-30  1.000000E-30  1.000106E-30
     48  6.116334118686E-04  1.000284E-30  1.000885E-30  1.000000E-30  1.000614E-30  1.000579E-30  1.000421E-30  1.000000E-30  1.000111E-30
     49  6.396318340541E-04  1.000297E-30  1.000925E-30  1.000000E-30  1.000643E-30  1.000606E-30  1.000441E-30  1.000000E-30  1.000117E-30
     50  6.678959636874E-04  1.000310E-30  1.000966E-30  1.000000E-30  1.000671E-30  1.000633E-30  1.000460E-30  1.000000E-30  1.000122E-30
     51  6.965161747902E-04  1.000323E-30  1.001008E-30  1.000000E-30  1.000700E-30  1.000660E-30  1.000480E-30  1.000000E-30  1.000127E-30
     52  7.255817382538E-04  1.000336E-30  1.001050E-30  1.000000E-30  1.000729E-30  1.000687E-30  1.000500E-30  1.000000E-30  1.000133E-30
     53  7.551843574001E-04  1.000350E-30  1.001092E-30  1.000000E-30  1.000759E-30  1.000716E-30  1.000520E-30  1.000000E-30  1.000138E-30
     54  7.854224313090E-04  1.000364E-30  1.001136E-30  1.000000E-30  1.000789E-30  1.000744E-30  1.000541E-30  1.000000E-30  1.000144E-30
     55  8.164066374138E-04  1.000379E-30  1.001181E-30  1.000000E-30  1.000820E-30  1.000774E-30  1.000563E-30  1.000000E-30  1.000150E-30
     56  8.482679080764E-04  1.000393E-30  1.001227E-30  1.000000E-30  1.000852E-30  1.000804E-30  1.000585E-30  1.000000E-30  1.000156E-30
     57  8.811699017317E-04  1.000409E-30  1.001275E-30  1.000000E-30  1.000886E-30  1.000836E-30  1.000608E-30  1.000000E-30  1.000163E-30
     58  9.153304977871E-04  1.000425E-30  1.001324E-30  1.000000E-30  1.000920E-30  1.000868E-30  1.000631E-30  1.000000E-30  1.000169E-30
     59  9.510634923056E-04  1.000441E-30  1.001376E-30  1.000000E-30  1.000956E-30  1.000902E-30  1.000656E-30  1.000000E-30  1.000176E-30
     60  9.888739022907E-04  1.000459E-30  1.001431E-30  1.000000E-30  1.000994E-30  1.000938E-30  1.000682E-30  1.000000E-30  1.000183E-30
     61  1.029744313280E-03  1.000478E-30  1.001490E-30  1.000000E-30  1.001035E-30  1.000977E-30  1.000711E-30  1.000000E-30  1.000191E-30
     62  1.076805333108E-03  1.000500E-30  1.001558E-30  1.000000E-30  1.001083E-30  1.001022E-30  1.000743E-30  1.000000E-30  1.000201E-30
     63  1.127478238084E-03  1.000523E-30  1.001631E-30  1.000000E-30  1.001134E-30  1.001071E-30  1.000778E-30  1.000000E-30  1.000211E-30
     64  1.179263354774E-03  1.000547E-30  1.001706E-30  1.000000E-30  1.001186E-30  1.001120E-30  1.000814E-30  1.000000E-30  1.000221E-30
     65  1.231720185468E-03  1.000571E-30  1.001782E-30  1.000000E-30  1.001239E-30  1.001170E-30  1.000851E-30  1.000000E-30  1.000231E-30
     66  1.284679788904E-03  1.000596E-30  1.001859E-30  1.000000E-30  1.001292E-30  1.001221E-30  1.000887E-30  1.000000E-30  1.000242E-30
     67  1.338068714676E-03  1.000621E-30  1.001936E-30  1.000000E-30  1.001346E-30  1.001272E-30  1.000925E-30  1.000000E-30  1.000252E-30
     68  1.391852718980E-03  1.000646E-30  1.002014E-30  1.000000E-30  1.001400E-30  1.001324E-30  1.000962E-30  1.000000E-30  1.000263E-30
     69  1.446014888479E-03  1.000671E-30  1.002093E-30  1.000000E-30  1.001454E-30  1.001376E-30  1.001000E-30  1.000000E-30  1.000274E-30
     70  1.500546342624E-03  1.000696E-30  1.002172E-30  1.000000E-30  1.001509E-30  1.001428E-30  1.001038E-30  1.000000E-30  1.000285E-30
     71  1.555442065896E-03  1.000722E-30  1.002251E-30  1.000000E-30  1.001565E-30  1.001481E-30  1.001076E-30  1.000000E-30  1.000297E-30
     72  1.610698967280E-03  1.000748E-30  1.002331E-30  1.000000E-30  1.001620E-30  1.001534E-30  1.001114E-30  1.000000E-30  1.000308E-30
     73  1.666314948699E-03  1.000773E-30  1.002412E-30  1.000000E-30  1.001677E-30  1.001588E-30  1.001153E-30  1.000000E-30  1.000320E-30
     74  1.722288445659E-03  1.000799E-30  1.002493E-30  1.000000E-30  1.001733E-30  1.001641E-30  1.001192E-30  1.000000E-30  1.000331E-30
     75  1.778618195039E-03  1.000826E-30  1.002574E-30  1.000000E-30  1.001790E-30  1.001696E-30  1.001231E-30  1.000000E-30  1.000343E-30
     76  1.835303663832E-03  1.000852E-30  1.002656E-30  1.000000E-30  1.001847E-30  1.001750E-30  1.001271E-30  1.000000E-30  1.000355E-30
     77  1.892344396716E-03  1.000879E-30  1.002739E-30  1.000000E-30  1.001905E-30  1.001805E-30  1.001311E-30  1.000000E-30  1.000367E-30
     78  1.949739812628E-03  1.000905E-30  1.002822E-30  1.000000E-30  1.001963E-30  1.001861E-30  1.001351E-30  1.000000E-30  1.000379E-30
     79  2.007489276907E-03  1.000932E-30  1.002906E-30  1.000000E-30  1.002021E-30  1.001916E-30  1.001391E-30  1.000000E-30  1.000391E-30
     80  2.065592139419E-03  1.000959E-30  1.002990E-30  1.000000E-30  1.002080E-30  1.001973E-30  1.001432E-30  1.000000E-30  1.000404E-30
     81  2.124047755162E-03  1.000986E-30  1.003075E-30  1.000000E-30  1.002139E-30  1.002029E-30  1.001473E-30  1.000000E-30  1.000416E-30
     82  2.182855495215E-03  1.001014E-30  1.003160E-30  1.000000E-30  1.002198E-30  1.002086E-30  1.001514E-30  1.000000E-30  1.000429E-30
     83  2.242014752368E-03  1.001041E-30  1.003246E-30  1.000000E-30  1.002258E-30  1.002143E-30  1.001555E-30  1.000000E-30  1.000442E-30
     84  2.301524943777E-03  1.001069E-30  1.003332E-30  1.000000E-30  1.002318E-30  1.002201E-30  1.001597E-30  1.000000E-30  1.000455E-30
     85  2.361385511936E-03  1.001097E-30  1.003419E-30  1.000000E-30  1.002378E-30  1.002259E-30  1.001639E-30  1.000000E-30  1.000468E-30
     86  2.421595924701E-03  1.001125E-30  1.003506E-30  1.000000E-30  1.002439E-30  1.002317E-30  1.001681E-30  1.000000E-30  1.000481E-30
     87  2.482155674804E-03  1.001153E-30  1.003594E-30  1.000000E-30  1.002500E-30  1.002376E-30  1.001724E-30  1.000000E-30  1.000495E-30
     88  2.543064279071E-03  1.001181E-30  1.003682E-30  1.000000E-30  1.002562E-30  1.002435E-30  1.001766E-30  1.000000E-30  1.000508E-30
     89  2.604321277494E-03  1.001210E-30  1.003771E-30  1.000000E-30  1.002624E-30  1.002495E-30  1.001810E-30  1.000000E-30  1.000522E-30
     90  2.665926232237E-03  1.001239E-30  1.003860E-30  1.000000E-30  1.002686E-30  1.002555E-30  1.001853E-30  1.000000E-30  1.000536E-30
     91  2.727878734382E-03  1.001268E-30  1.003950E-30  1.000000E-30  1.002749E-30  1.002615E-30  1.001896E-30  1.000000E-30  1.000550E-30
     92  2.790178404165E-03  1.001297E-30  1.004040E-30  1.000000E-30  1.002812E-30  1.002676E-30  1.001940E-30  1.000000E-30  1.000564E-30
     93  2.852824875480E-03  1.001326E-30  1.004131E-30  1.000000E-30  1.002875E-30  1.002737E-30  1.001984E-30  1.000000E-30  1.000579E-30
     94  2.915817796872E-03  1.001355E-30  1.004223E-30  1.000000E-30  1.002939E-30  1.002798E-30  1.002029E-30  1.000000E-30  1.000593E-30
