 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                bi219         bi220         bi221         bi222         bi223         bi224         bi225         bi226
     27  8.489118412102E-05  1.000047E-30  1.000000E-30  1.000111E-30  1.000028E-30  1.000044E-30  1.000081E-30  1.000140E-30  1.000055E-30
     28  9.570255892797E-05  1.000053E-30  1.000000E-30  1.000125E-30  1.000031E-30  1.000050E-30  1.000091E-30  1.000158E-30  1.000062E-30
     29  1.070853065563E-04  1.000059E-30  1.000000E-30  1.000140E-30  1.000035E-30  1.000056E-30  1.000102E-30  1.000177E-30  1.000070E-30
     30  1.190882425669E-04  1.000066E-30  1.000000E-30  1.000156E-30  1.000039E-30  1.000062E-30  1.000113E-30  1.000197E-30  1.000078E-30
     31  1.366291075688E-04  1.000076E-30  1.000000E-30  1.000179E-30  1.000044E-30  1.000071E-30  1.000130E-30  1.000226E-30  1.000089E-30
     32  1.695708820900E-04  1.000094E-30  1.000000E-30  1.000222E-30  1.000055E-30  1.000089E-30  1.000161E-30  1.000280E-30  1.000111E-30
     33  1.992873377730E-04  1.000110E-30  1.000000E-30  1.000261E-30  1.000065E-30  1.000104E-30  1.000189E-30  1.000329E-30  1.000130E-30
     34  2.264248739983E-04  1.000125E-30  1.000000E-30  1.000296E-30  1.000073E-30  1.000118E-30  1.000215E-30  1.000374E-30  1.000148E-30
     35  2.515933231106E-04  1.000139E-30  1.000000E-30  1.000329E-30  1.000082E-30  1.000132E-30  1.000239E-30  1.000416E-30  1.000164E-30
     36  2.753099894686E-04  1.000152E-30  1.000000E-30  1.000360E-30  1.000089E-30  1.000144E-30  1.000262E-30  1.000455E-30  1.000180E-30
     37  2.979926919870E-04  1.000165E-30  1.000000E-30  1.000390E-30  1.000097E-30  1.000156E-30  1.000283E-30  1.000493E-30  1.000195E-30
     38  3.199702121451E-04  1.000177E-30  1.000000E-30  1.000419E-30  1.000104E-30  1.000167E-30  1.000304E-30  1.000529E-30  1.000209E-30
     39  3.524429751724E-04  1.000195E-30  1.000000E-30  1.000461E-30  1.000114E-30  1.000184E-30  1.000335E-30  1.000583E-30  1.000230E-30
     40  3.836809895565E-04  1.000212E-30  1.000000E-30  1.000502E-30  1.000124E-30  1.000201E-30  1.000365E-30  1.000634E-30  1.000251E-30
     41  4.138876583201E-04  1.000229E-30  1.000000E-30  1.000541E-30  1.000134E-30  1.000216E-30  1.000393E-30  1.000684E-30  1.000270E-30
     42  4.432651277490E-04  1.000245E-30  1.000000E-30  1.000580E-30  1.000144E-30  1.000232E-30  1.000421E-30  1.000733E-30  1.000290E-30
     43  4.720041568584E-04  1.000261E-30  1.000000E-30  1.000618E-30  1.000153E-30  1.000247E-30  1.000449E-30  1.000780E-30  1.000308E-30
     44  5.002792532552E-04  1.000277E-30  1.000000E-30  1.000655E-30  1.000162E-30  1.000262E-30  1.000476E-30  1.000827E-30  1.000327E-30
     45  5.282472522620E-04  1.000292E-30  1.000000E-30  1.000691E-30  1.000171E-30  1.000276E-30  1.000502E-30  1.000873E-30  1.000345E-30
     46  5.560479783168E-04  1.000308E-30  1.000000E-30  1.000727E-30  1.000180E-30  1.000291E-30  1.000529E-30  1.000919E-30  1.000363E-30
     47  5.838060709037E-04  1.000323E-30  1.000000E-30  1.000764E-30  1.000189E-30  1.000305E-30  1.000555E-30  1.000965E-30  1.000381E-30
     48  6.116334118686E-04  1.000339E-30  1.000000E-30  1.000800E-30  1.000198E-30  1.000320E-30  1.000582E-30  1.001011E-30  1.000400E-30
     49  6.396318340541E-04  1.000354E-30  1.000000E-30  1.000837E-30  1.000207E-30  1.000334E-30  1.000608E-30  1.001057E-30  1.000418E-30
     50  6.678959636874E-04  1.000370E-30  1.000000E-30  1.000874E-30  1.000216E-30  1.000349E-30  1.000635E-30  1.001104E-30  1.000436E-30
     51  6.965161747902E-04  1.000386E-30  1.000000E-30  1.000911E-30  1.000226E-30  1.000364E-30  1.000662E-30  1.001151E-30  1.000455E-30
     52  7.255817382538E-04  1.000402E-30  1.000000E-30  1.000949E-30  1.000235E-30  1.000379E-30  1.000690E-30  1.001199E-30  1.000474E-30
     53  7.551843574001E-04  1.000418E-30  1.000000E-30  1.000988E-30  1.000245E-30  1.000395E-30  1.000718E-30  1.001248E-30  1.000493E-30
     54  7.854224313090E-04  1.000435E-30  1.000000E-30  1.001028E-30  1.000255E-30  1.000411E-30  1.000747E-30  1.001298E-30  1.000513E-30
     55  8.164066374138E-04  1.000452E-30  1.000000E-30  1.001068E-30  1.000265E-30  1.000427E-30  1.000776E-30  1.001349E-30  1.000533E-30
     56  8.482679080764E-04  1.000470E-30  1.000000E-30  1.001110E-30  1.000275E-30  1.000444E-30  1.000807E-30  1.001402E-30  1.000554E-30
     57  8.811699017317E-04  1.000488E-30  1.000000E-30  1.001153E-30  1.000286E-30  1.000461E-30  1.000838E-30  1.001456E-30  1.000576E-30
     58  9.153304977871E-04  1.000507E-30  1.000000E-30  1.001197E-30  1.000297E-30  1.000479E-30  1.000871E-30  1.001513E-30  1.000598E-30
     59  9.510634923056E-04  1.000527E-30  1.000000E-30  1.001244E-30  1.000308E-30  1.000497E-30  1.000905E-30  1.001572E-30  1.000622E-30
     60  9.888739022907E-04  1.000548E-30  1.000000E-30  1.001294E-30  1.000321E-30  1.000517E-30  1.000941E-30  1.001634E-30  1.000646E-30
     61  1.029744313280E-03  1.000570E-30  1.000000E-30  1.001347E-30  1.000334E-30  1.000539E-30  1.000979E-30  1.001702E-30  1.000673E-30
     62  1.076805333108E-03  1.000596E-30  1.000000E-30  1.001409E-30  1.000349E-30  1.000563E-30  1.001024E-30  1.001780E-30  1.000704E-30
     63  1.127478238084E-03  1.000624E-30  1.000000E-30  1.001475E-30  1.000365E-30  1.000590E-30  1.001073E-30  1.001863E-30  1.000737E-30
     64  1.179263354774E-03  1.000653E-30  1.000000E-30  1.001543E-30  1.000382E-30  1.000617E-30  1.001122E-30  1.001949E-30  1.000771E-30
     65  1.231720185468E-03  1.000682E-30  1.000000E-30  1.001611E-30  1.000399E-30  1.000644E-30  1.001172E-30  1.002036E-30  1.000805E-30
     66  1.284679788904E-03  1.000711E-30  1.000000E-30  1.001681E-30  1.000416E-30  1.000672E-30  1.001222E-30  1.002123E-30  1.000840E-30
     67  1.338068714676E-03  1.000741E-30  1.000000E-30  1.001751E-30  1.000434E-30  1.000700E-30  1.001273E-30  1.002212E-30  1.000875E-30
     68  1.391852718980E-03  1.000771E-30  1.000000E-30  1.001821E-30  1.000451E-30  1.000728E-30  1.001324E-30  1.002300E-30  1.000910E-30
     69  1.446014888479E-03  1.000801E-30  1.000000E-30  1.001892E-30  1.000469E-30  1.000757E-30  1.001376E-30  1.002390E-30  1.000945E-30
     70  1.500546342624E-03  1.000831E-30  1.000000E-30  1.001963E-30  1.000486E-30  1.000785E-30  1.001428E-30  1.002480E-30  1.000981E-30
     71  1.555442065896E-03  1.000861E-30  1.000000E-30  1.002035E-30  1.000504E-30  1.000814E-30  1.001480E-30  1.002571E-30  1.001017E-30
     72  1.610698967280E-03  1.000892E-30  1.000000E-30  1.002107E-30  1.000522E-30  1.000843E-30  1.001533E-30  1.002662E-30  1.001053E-30
     73  1.666314948699E-03  1.000923E-30  1.000000E-30  1.002180E-30  1.000540E-30  1.000872E-30  1.001586E-30  1.002754E-30  1.001090E-30
     74  1.722288445659E-03  1.000954E-30  1.000000E-30  1.002253E-30  1.000558E-30  1.000901E-30  1.001639E-30  1.002847E-30  1.001126E-30
     75  1.778618195039E-03  1.000985E-30  1.000000E-30  1.002327E-30  1.000577E-30  1.000931E-30  1.001693E-30  1.002940E-30  1.001163E-30
     76  1.835303663832E-03  1.001016E-30  1.000000E-30  1.002401E-30  1.000595E-30  1.000960E-30  1.001747E-30  1.003033E-30  1.001200E-30
     77  1.892344396716E-03  1.001048E-30  1.000000E-30  1.002476E-30  1.000613E-30  1.000990E-30  1.001802E-30  1.003128E-30  1.001238E-30
     78  1.949739812628E-03  1.001080E-30  1.000000E-30  1.002551E-30  1.000632E-30  1.001020E-30  1.001856E-30  1.003222E-30  1.001275E-30
     79  2.007489276907E-03  1.001112E-30  1.000000E-30  1.002626E-30  1.000651E-30  1.001051E-30  1.001911E-30  1.003318E-30  1.001313E-30
     80  2.065592139419E-03  1.001144E-30  1.000000E-30  1.002702E-30  1.000670E-30  1.001081E-30  1.001967E-30  1.003414E-30  1.001351E-30
     81  2.124047755162E-03  1.001176E-30  1.000000E-30  1.002779E-30  1.000689E-30  1.001112E-30  1.002023E-30  1.003510E-30  1.001390E-30
     82  2.182855495215E-03  1.001209E-30  1.000000E-30  1.002856E-30  1.000708E-30  1.001143E-30  1.002079E-30  1.003608E-30  1.001428E-30
     83  2.242014752368E-03  1.001242E-30  1.000000E-30  1.002933E-30  1.000727E-30  1.001174E-30  1.002135E-30  1.003705E-30  1.001467E-30
     84  2.301524943777E-03  1.001275E-30  1.000000E-30  1.003011E-30  1.000746E-30  1.001205E-30  1.002192E-30  1.003804E-30  1.001506E-30
     85  2.361385511936E-03  1.001308E-30  1.000000E-30  1.003089E-30  1.000766E-30  1.001236E-30  1.002249E-30  1.003903E-30  1.001545E-30
     86  2.421595924701E-03  1.001341E-30  1.000000E-30  1.003168E-30  1.000785E-30  1.001268E-30  1.002307E-30  1.004002E-30  1.001585E-30
     87  2.482155674804E-03  1.001375E-30  1.000000E-30  1.003247E-30  1.000805E-30  1.001299E-30  1.002364E-30  1.004102E-30  1.001625E-30
     88  2.543064279071E-03  1.001409E-30  1.000000E-30  1.003327E-30  1.000825E-30  1.001331E-30  1.002423E-30  1.004203E-30  1.001665E-30
     89  2.604321277494E-03  1.001442E-30  1.000000E-30  1.003407E-30  1.000844E-30  1.001364E-30  1.002481E-30  1.004304E-30  1.001705E-30
     90  2.665926232237E-03  1.001477E-30  1.000000E-30  1.003488E-30  1.000864E-30  1.001396E-30  1.002540E-30  1.004406E-30  1.001745E-30
     91  2.727878734382E-03  1.001511E-30  1.000000E-30  1.003569E-30  1.000885E-30  1.001428E-30  1.002599E-30  1.004508E-30  1.001786E-30
     92  2.790178404165E-03  1.001545E-30  1.000000E-30  1.003650E-30  1.000905E-30  1.001461E-30  1.002659E-30  1.004611E-30  1.001827E-30
     93  2.852824875480E-03  1.001580E-30  1.000000E-30  1.003732E-30  1.000925E-30  1.001494E-30  1.002719E-30  1.004715E-30  1.001868E-30
     94  2.915817796872E-03  1.001615E-30  1.000000E-30  1.003814E-30  1.000945E-30  1.001527E-30  1.002779E-30  1.004819E-30  1.001909E-30
