 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                eu161         eu162         eu163         eu164         eu165         eu166         eu167         eu168
     27  8.489118412102E-05  1.000010E-30  1.000003E-30  1.000011E-30  1.000020E-30  1.000069E-30  1.000066E-30  1.000526E-30  1.000000E-30
     28  9.570255892797E-05  1.000011E-30  1.000004E-30  1.000013E-30  1.000023E-30  1.000077E-30  1.000074E-30  1.000592E-30  1.000000E-30
     29  1.070853065563E-04  1.000013E-30  1.000004E-30  1.000014E-30  1.000025E-30  1.000086E-30  1.000083E-30  1.000663E-30  1.000000E-30
     30  1.190882425669E-04  1.000014E-30  1.000005E-30  1.000016E-30  1.000028E-30  1.000096E-30  1.000093E-30  1.000737E-30  1.000000E-30
     31  1.366291075688E-04  1.000016E-30  1.000005E-30  1.000018E-30  1.000032E-30  1.000110E-30  1.000106E-30  1.000846E-30  1.000000E-30
     32  1.695708820900E-04  1.000020E-30  1.000007E-30  1.000022E-30  1.000040E-30  1.000137E-30  1.000132E-30  1.001050E-30  1.000000E-30
     33  1.992873377730E-04  1.000023E-30  1.000008E-30  1.000026E-30  1.000047E-30  1.000161E-30  1.000155E-30  1.001234E-30  1.000000E-30
     34  2.264248739983E-04  1.000027E-30  1.000009E-30  1.000030E-30  1.000054E-30  1.000183E-30  1.000176E-30  1.001402E-30  1.000000E-30
     35  2.515933231106E-04  1.000030E-30  1.000010E-30  1.000033E-30  1.000060E-30  1.000203E-30  1.000196E-30  1.001558E-30  1.000000E-30
     36  2.753099894686E-04  1.000032E-30  1.000011E-30  1.000036E-30  1.000065E-30  1.000222E-30  1.000214E-30  1.001705E-30  1.000000E-30
     37  2.979926919870E-04  1.000035E-30  1.000012E-30  1.000039E-30  1.000071E-30  1.000241E-30  1.000232E-30  1.001846E-30  1.000000E-30
     38  3.199702121451E-04  1.000038E-30  1.000012E-30  1.000042E-30  1.000076E-30  1.000259E-30  1.000249E-30  1.001982E-30  1.000000E-30
     39  3.524429751724E-04  1.000042E-30  1.000014E-30  1.000046E-30  1.000084E-30  1.000285E-30  1.000275E-30  1.002183E-30  1.000000E-30
     40  3.836809895565E-04  1.000045E-30  1.000015E-30  1.000050E-30  1.000091E-30  1.000310E-30  1.000299E-30  1.002377E-30  1.000000E-30
     41  4.138876583201E-04  1.000049E-30  1.000016E-30  1.000054E-30  1.000098E-30  1.000335E-30  1.000323E-30  1.002564E-30  1.000000E-30
     42  4.432651277490E-04  1.000052E-30  1.000017E-30  1.000058E-30  1.000105E-30  1.000358E-30  1.000346E-30  1.002746E-30  1.000000E-30
     43  4.720041568584E-04  1.000056E-30  1.000018E-30  1.000062E-30  1.000112E-30  1.000382E-30  1.000368E-30  1.002924E-30  1.000000E-30
     44  5.002792532552E-04  1.000059E-30  1.000019E-30  1.000065E-30  1.000119E-30  1.000404E-30  1.000391E-30  1.003099E-30  1.000000E-30
     45  5.282472522620E-04  1.000062E-30  1.000021E-30  1.000069E-30  1.000126E-30  1.000427E-30  1.000413E-30  1.003273E-30  1.000000E-30
     46  5.560479783168E-04  1.000066E-30  1.000022E-30  1.000073E-30  1.000132E-30  1.000450E-30  1.000434E-30  1.003445E-30  1.000000E-30
     47  5.838060709037E-04  1.000069E-30  1.000023E-30  1.000076E-30  1.000139E-30  1.000472E-30  1.000456E-30  1.003617E-30  1.000000E-30
     48  6.116334118686E-04  1.000072E-30  1.000024E-30  1.000080E-30  1.000145E-30  1.000495E-30  1.000478E-30  1.003790E-30  1.000000E-30
     49  6.396318340541E-04  1.000075E-30  1.000025E-30  1.000084E-30  1.000152E-30  1.000517E-30  1.000500E-30  1.003964E-30  1.000000E-30
     50  6.678959636874E-04  1.000079E-30  1.000026E-30  1.000087E-30  1.000159E-30  1.000540E-30  1.000522E-30  1.004139E-30  1.000000E-30
     51  6.965161747902E-04  1.000082E-30  1.000027E-30  1.000091E-30  1.000166E-30  1.000563E-30  1.000545E-30  1.004317E-30  1.000000E-30
     52  7.255817382538E-04  1.000086E-30  1.000028E-30  1.000095E-30  1.000173E-30  1.000587E-30  1.000568E-30  1.004497E-30  1.000000E-30
     53  7.551843574001E-04  1.000089E-30  1.000029E-30  1.000099E-30  1.000180E-30  1.000611E-30  1.000591E-30  1.004681E-30  1.000000E-30
     54  7.854224313090E-04  1.000093E-30  1.000031E-30  1.000103E-30  1.000187E-30  1.000636E-30  1.000615E-30  1.004868E-30  1.000000E-30
     55  8.164066374138E-04  1.000096E-30  1.000032E-30  1.000107E-30  1.000194E-30  1.000661E-30  1.000639E-30  1.005061E-30  1.000000E-30
     56  8.482679080764E-04  1.000100E-30  1.000033E-30  1.000111E-30  1.000202E-30  1.000687E-30  1.000664E-30  1.005259E-30  1.000000E-30
     57  8.811699017317E-04  1.000104E-30  1.000034E-30  1.000115E-30  1.000210E-30  1.000713E-30  1.000690E-30  1.005463E-30  1.000000E-30
     58  9.153304977871E-04  1.000108E-30  1.000036E-30  1.000120E-30  1.000218E-30  1.000741E-30  1.000717E-30  1.005675E-30  1.000000E-30
     59  9.510634923056E-04  1.000112E-30  1.000037E-30  1.000125E-30  1.000226E-30  1.000770E-30  1.000746E-30  1.005897E-30  1.000000E-30
     60  9.888739022907E-04  1.000117E-30  1.000039E-30  1.000130E-30  1.000236E-30  1.000801E-30  1.000776E-30  1.006132E-30  1.000000E-30
     61  1.029744313280E-03  1.000121E-30  1.000040E-30  1.000135E-30  1.000245E-30  1.000834E-30  1.000808E-30  1.006386E-30  1.000000E-30
     62  1.076805333108E-03  1.000127E-30  1.000042E-30  1.000141E-30  1.000257E-30  1.000872E-30  1.000845E-30  1.006678E-30  1.000000E-30
     63  1.127478238084E-03  1.000133E-30  1.000044E-30  1.000148E-30  1.000269E-30  1.000913E-30  1.000885E-30  1.006993E-30  1.000000E-30
     64  1.179263354774E-03  1.000139E-30  1.000046E-30  1.000154E-30  1.000281E-30  1.000955E-30  1.000926E-30  1.007315E-30  1.000000E-30
     65  1.231720185468E-03  1.000145E-30  1.000048E-30  1.000161E-30  1.000294E-30  1.000998E-30  1.000968E-30  1.007641E-30  1.000000E-30
     66  1.284679788904E-03  1.000152E-30  1.000050E-30  1.000168E-30  1.000306E-30  1.001041E-30  1.001010E-30  1.007970E-30  1.000000E-30
     67  1.338068714676E-03  1.000158E-30  1.000052E-30  1.000175E-30  1.000319E-30  1.001085E-30  1.001053E-30  1.008302E-30  1.000000E-30
     68  1.391852718980E-03  1.000164E-30  1.000054E-30  1.000182E-30  1.000332E-30  1.001128E-30  1.001096E-30  1.008637E-30  1.000000E-30
     69  1.446014888479E-03  1.000171E-30  1.000056E-30  1.000190E-30  1.000345E-30  1.001172E-30  1.001139E-30  1.008973E-30  1.000000E-30
     70  1.500546342624E-03  1.000177E-30  1.000059E-30  1.000197E-30  1.000358E-30  1.001217E-30  1.001182E-30  1.009313E-30  1.000000E-30
     71  1.555442065896E-03  1.000183E-30  1.000061E-30  1.000204E-30  1.000371E-30  1.001262E-30  1.001226E-30  1.009654E-30  1.000000E-30
     72  1.610698967280E-03  1.000190E-30  1.000063E-30  1.000211E-30  1.000384E-30  1.001307E-30  1.001270E-30  1.009998E-30  1.000000E-30
     73  1.666314948699E-03  1.000197E-30  1.000065E-30  1.000219E-30  1.000398E-30  1.001352E-30  1.001315E-30  1.010345E-30  1.000000E-30
     74  1.722288445659E-03  1.000203E-30  1.000067E-30  1.000226E-30  1.000411E-30  1.001398E-30  1.001360E-30  1.010693E-30  1.000000E-30
     75  1.778618195039E-03  1.000210E-30  1.000069E-30  1.000233E-30  1.000425E-30  1.001444E-30  1.001405E-30  1.011044E-30  1.000000E-30
     76  1.835303663832E-03  1.000217E-30  1.000072E-30  1.000241E-30  1.000438E-30  1.001490E-30  1.001451E-30  1.011397E-30  1.000000E-30
     77  1.892344396716E-03  1.000223E-30  1.000074E-30  1.000248E-30  1.000452E-30  1.001536E-30  1.001496E-30  1.011752E-30  1.000000E-30
     78  1.949739812628E-03  1.000230E-30  1.000076E-30  1.000256E-30  1.000466E-30  1.001583E-30  1.001543E-30  1.012110E-30  1.000000E-30
     79  2.007489276907E-03  1.000237E-30  1.000078E-30  1.000263E-30  1.000480E-30  1.001630E-30  1.001589E-30  1.012470E-30  1.000000E-30
     80  2.065592139419E-03  1.000244E-30  1.000081E-30  1.000271E-30  1.000494E-30  1.001678E-30  1.001636E-30  1.012832E-30  1.000000E-30
     81  2.124047755162E-03  1.000251E-30  1.000083E-30  1.000279E-30  1.000508E-30  1.001726E-30  1.001683E-30  1.013197E-30  1.000000E-30
     82  2.182855495215E-03  1.000258E-30  1.000085E-30  1.000287E-30  1.000522E-30  1.001774E-30  1.001731E-30  1.013564E-30  1.000000E-30
     83  2.242014752368E-03  1.000265E-30  1.000088E-30  1.000294E-30  1.000536E-30  1.001822E-30  1.001779E-30  1.013933E-30  1.000000E-30
     84  2.301524943777E-03  1.000272E-30  1.000090E-30  1.000302E-30  1.000550E-30  1.001871E-30  1.001827E-30  1.014304E-30  1.000000E-30
     85  2.361385511936E-03  1.000279E-30  1.000092E-30  1.000310E-30  1.000565E-30  1.001920E-30  1.001875E-30  1.014677E-30  1.000000E-30
     86  2.421595924701E-03  1.000286E-30  1.000095E-30  1.000318E-30  1.000579E-30  1.001969E-30  1.001924E-30  1.015053E-30  1.000000E-30
     87  2.482155674804E-03  1.000293E-30  1.000097E-30  1.000326E-30  1.000594E-30  1.002019E-30  1.001973E-30  1.015431E-30  1.000000E-30
     88  2.543064279071E-03  1.000300E-30  1.000100E-30  1.000334E-30  1.000609E-30  1.002069E-30  1.002023E-30  1.015812E-30  1.000000E-30
     89  2.604321277494E-03  1.000308E-30  1.000102E-30  1.000342E-30  1.000623E-30  1.002119E-30  1.002073E-30  1.016194E-30  1.000000E-30
     90  2.665926232237E-03  1.000315E-30  1.000104E-30  1.000350E-30  1.000638E-30  1.002170E-30  1.002123E-30  1.016579E-30  1.000000E-30
     91  2.727878734382E-03  1.000322E-30  1.000107E-30  1.000359E-30  1.000653E-30  1.002220E-30  1.002174E-30  1.016966E-30  1.000000E-30
     92  2.790178404165E-03  1.000330E-30  1.000109E-30  1.000367E-30  1.000668E-30  1.002272E-30  1.002224E-30  1.017356E-30  1.000000E-30
     93  2.852824875480E-03  1.000337E-30  1.000112E-30  1.000375E-30  1.000683E-30  1.002323E-30  1.002276E-30  1.017747E-30  1.000000E-30
     94  2.915817796872E-03  1.000345E-30  1.000114E-30  1.000383E-30  1.000699E-30  1.002375E-30  1.002327E-30  1.018141E-30  1.000000E-30
     95  2.979156831833E-03  1.000352E-30  1.000117E-30  1.000392E-30  1.000714E-30  1.002427E-30  1.002379E-30  1.018537E-30  1.000000E-30
