 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ho193         ho194         ho195         ho196         er148         er149         er150         er151
     27  8.489118412102E-05  1.001691E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000024E-30  1.000011E-30
     28  9.570255892797E-05  1.001906E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000027E-30  1.000012E-30
     29  1.070853065563E-04  1.002132E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000030E-30  1.000014E-30
     30  1.190882425669E-04  1.002371E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000033E-30  1.000015E-30
     31  1.366291075688E-04  1.002719E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000038E-30  1.000017E-30
     32  1.695708820900E-04  1.003374E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000047E-30  1.000022E-30
     33  1.992873377730E-04  1.003963E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000055E-30  1.000026E-30
     34  2.264248739983E-04  1.004502E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000063E-30  1.000029E-30
     35  2.515933231106E-04  1.005000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000070E-30  1.000032E-30
     36  2.753099894686E-04  1.005470E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000076E-30  1.000035E-30
     37  2.979926919870E-04  1.005919E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000083E-30  1.000038E-30
     38  3.199702121451E-04  1.006354E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000089E-30  1.000041E-30
     39  3.524429751724E-04  1.006996E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000098E-30  1.000045E-30
     40  3.836809895565E-04  1.007613E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000107E-30  1.000049E-30
     41  4.138876583201E-04  1.008209E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000115E-30  1.000053E-30
     42  4.432651277490E-04  1.008789E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000123E-30  1.000057E-30
     43  4.720041568584E-04  1.009355E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000131E-30  1.000060E-30
     44  5.002792532552E-04  1.009912E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000139E-30  1.000064E-30
     45  5.282472522620E-04  1.010463E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000147E-30  1.000068E-30
     46  5.560479783168E-04  1.011009E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000154E-30  1.000071E-30
     47  5.838060709037E-04  1.011555E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000162E-30  1.000075E-30
     48  6.116334118686E-04  1.012102E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000170E-30  1.000078E-30
     49  6.396318340541E-04  1.012651E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000178E-30  1.000082E-30
     50  6.678959636874E-04  1.013206E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000185E-30  1.000086E-30
     51  6.965161747902E-04  1.013766E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000193E-30  1.000089E-30
     52  7.255817382538E-04  1.014336E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000201E-30  1.000093E-30
     53  7.551843574001E-04  1.014915E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000210E-30  1.000097E-30
     54  7.854224313090E-04  1.015506E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000218E-30  1.000101E-30
     55  8.164066374138E-04  1.016112E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000227E-30  1.000105E-30
     56  8.482679080764E-04  1.016734E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000235E-30  1.000109E-30
     57  8.811699017317E-04  1.017376E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000245E-30  1.000113E-30
     58  9.153304977871E-04  1.018042E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000254E-30  1.000117E-30
     59  9.510634923056E-04  1.018738E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000264E-30  1.000122E-30
     60  9.888739022907E-04  1.019474E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000275E-30  1.000127E-30
     61  1.029744313280E-03  1.020268E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000286E-30  1.000132E-30
     62  1.076805333108E-03  1.021182E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000299E-30  1.000138E-30
     63  1.127478238084E-03  1.022165E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000313E-30  1.000144E-30
     64  1.179263354774E-03  1.023168E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000327E-30  1.000151E-30
     65  1.231720185468E-03  1.024183E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000342E-30  1.000158E-30
     66  1.284679788904E-03  1.025206E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000357E-30  1.000164E-30
     67  1.338068714676E-03  1.026236E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000371E-30  1.000171E-30
     68  1.391852718980E-03  1.027272E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000386E-30  1.000178E-30
     69  1.446014888479E-03  1.028314E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000401E-30  1.000185E-30
     70  1.500546342624E-03  1.029362E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000417E-30  1.000192E-30
     71  1.555442065896E-03  1.030415E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000432E-30  1.000199E-30
     72  1.610698967280E-03  1.031474E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000447E-30  1.000206E-30
     73  1.666314948699E-03  1.032538E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000463E-30  1.000213E-30
     74  1.722288445659E-03  1.033608E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000478E-30  1.000220E-30
     75  1.778618195039E-03  1.034683E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000494E-30  1.000228E-30
     76  1.835303663832E-03  1.035763E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000509E-30  1.000235E-30
     77  1.892344396716E-03  1.036848E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000525E-30  1.000242E-30
     78  1.949739812628E-03  1.037939E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000541E-30  1.000250E-30
     79  2.007489276907E-03  1.039035E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000557E-30  1.000257E-30
     80  2.065592139419E-03  1.040136E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000573E-30  1.000264E-30
     81  2.124047755162E-03  1.041241E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000590E-30  1.000272E-30
     82  2.182855495215E-03  1.042352E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000606E-30  1.000279E-30
     83  2.242014752368E-03  1.043468E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000622E-30  1.000287E-30
     84  2.301524943777E-03  1.044589E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000639E-30  1.000295E-30
     85  2.361385511936E-03  1.045715E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000655E-30  1.000302E-30
     86  2.421595924701E-03  1.046845E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000672E-30  1.000310E-30
     87  2.482155674804E-03  1.047981E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000689E-30  1.000318E-30
     88  2.543064279071E-03  1.049121E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000706E-30  1.000326E-30
     89  2.604321277494E-03  1.050266E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000723E-30  1.000333E-30
     90  2.665926232237E-03  1.051416E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000740E-30  1.000341E-30
     91  2.727878734382E-03  1.052570E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000757E-30  1.000349E-30
     92  2.790178404165E-03  1.053730E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000775E-30  1.000357E-30
     93  2.852824875480E-03  1.054893E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000792E-30  1.000365E-30
     94  2.915817796872E-03  1.056062E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000809E-30  1.000373E-30
     95  2.979156831833E-03  1.057235E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000827E-30  1.000381E-30
