 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                ti38          ti39          ti40          ti41          ti42          ti43          ti44          ti45 
     27  8.489118412102E-05  1.000000E-30  1.000000E-30  1.006526E-30  1.001675E-30  1.001503E-30  1.000000E-30  1.000431E-30  1.000108E-30
     28  9.570255892797E-05  1.000000E-30  1.000000E-30  1.007356E-30  1.001888E-30  1.001694E-30  1.000000E-30  1.000486E-30  1.000121E-30
     29  1.070853065563E-04  1.000000E-30  1.000000E-30  1.008231E-30  1.002112E-30  1.001895E-30  1.000000E-30  1.000544E-30  1.000136E-30
     30  1.190882425669E-04  1.000000E-30  1.000000E-30  1.009153E-30  1.002349E-30  1.002108E-30  1.000000E-30  1.000604E-30  1.000151E-30
     31  1.366291075688E-04  1.000000E-30  1.000000E-30  1.010500E-30  1.002695E-30  1.002418E-30  1.000000E-30  1.000694E-30  1.000173E-30
     32  1.695708820900E-04  1.000000E-30  1.000000E-30  1.013028E-30  1.003344E-30  1.003001E-30  1.000000E-30  1.000861E-30  1.000215E-30
     33  1.992873377730E-04  1.000000E-30  1.000000E-30  1.015309E-30  1.003930E-30  1.003527E-30  1.000000E-30  1.001012E-30  1.000253E-30
     34  2.264248739983E-04  1.000000E-30  1.000000E-30  1.017390E-30  1.004464E-30  1.004007E-30  1.000000E-30  1.001150E-30  1.000287E-30
     35  2.515933231106E-04  1.000000E-30  1.000000E-30  1.019320E-30  1.004960E-30  1.004452E-30  1.000000E-30  1.001278E-30  1.000319E-30
     36  2.753099894686E-04  1.000000E-30  1.000000E-30  1.021138E-30  1.005427E-30  1.004871E-30  1.000000E-30  1.001398E-30  1.000349E-30
     37  2.979926919870E-04  1.000000E-30  1.000000E-30  1.022876E-30  1.005874E-30  1.005272E-30  1.000000E-30  1.001514E-30  1.000378E-30
     38  3.199702121451E-04  1.000000E-30  1.000000E-30  1.024560E-30  1.006306E-30  1.005661E-30  1.000000E-30  1.001625E-30  1.000406E-30
     39  3.524429751724E-04  1.000000E-30  1.000000E-30  1.027046E-30  1.006945E-30  1.006235E-30  1.000000E-30  1.001791E-30  1.000448E-30
     40  3.836809895565E-04  1.000000E-30  1.000000E-30  1.029438E-30  1.007560E-30  1.006787E-30  1.000000E-30  1.001950E-30  1.000487E-30
     41  4.138876583201E-04  1.000000E-30  1.000000E-30  1.031749E-30  1.008154E-30  1.007321E-30  1.000000E-30  1.002103E-30  1.000526E-30
     42  4.432651277490E-04  1.000000E-30  1.000000E-30  1.033996E-30  1.008732E-30  1.007841E-30  1.000000E-30  1.002253E-30  1.000563E-30
     43  4.720041568584E-04  1.000000E-30  1.000000E-30  1.036193E-30  1.009297E-30  1.008349E-30  1.000000E-30  1.002399E-30  1.000600E-30
     44  5.002792532552E-04  1.000000E-30  1.000000E-30  1.038355E-30  1.009852E-30  1.008848E-30  1.000000E-30  1.002543E-30  1.000636E-30
     45  5.282472522620E-04  1.000000E-30  1.000000E-30  1.040491E-30  1.010402E-30  1.009343E-30  1.000000E-30  1.002686E-30  1.000672E-30
     46  5.560479783168E-04  1.000000E-30  1.000000E-30  1.042615E-30  1.010948E-30  1.009834E-30  1.000000E-30  1.002827E-30  1.000707E-30
     47  5.838060709037E-04  1.000000E-30  1.000000E-30  1.044734E-30  1.011493E-30  1.010324E-30  1.000000E-30  1.002969E-30  1.000742E-30
     48  6.116334118686E-04  1.000000E-30  1.000000E-30  1.046858E-30  1.012039E-30  1.010816E-30  1.000000E-30  1.003111E-30  1.000778E-30
     49  6.396318340541E-04  1.000000E-30  1.000000E-30  1.048994E-30  1.012589E-30  1.011310E-30  1.000000E-30  1.003254E-30  1.000814E-30
     50  6.678959636874E-04  1.000000E-30  1.000000E-30  1.051149E-30  1.013144E-30  1.011810E-30  1.000000E-30  1.003398E-30  1.000850E-30
     51  6.965161747902E-04  1.000000E-30  1.000000E-30  1.053331E-30  1.013705E-30  1.012315E-30  1.000000E-30  1.003544E-30  1.000886E-30
     52  7.255817382538E-04  1.000000E-30  1.000000E-30  1.055546E-30  1.014275E-30  1.012828E-30  1.000000E-30  1.003692E-30  1.000924E-30
     53  7.551843574001E-04  1.000000E-30  1.000000E-30  1.057802E-30  1.014856E-30  1.013351E-30  1.000000E-30  1.003843E-30  1.000961E-30
     54  7.854224313090E-04  1.000000E-30  1.000000E-30  1.060104E-30  1.015449E-30  1.013885E-30  1.000000E-30  1.003998E-30  1.001000E-30
     55  8.164066374138E-04  1.000000E-30  1.000000E-30  1.062463E-30  1.016056E-30  1.014432E-30  1.000000E-30  1.004156E-30  1.001040E-30
     56  8.482679080764E-04  1.000000E-30  1.000000E-30  1.064887E-30  1.016680E-30  1.014994E-30  1.000000E-30  1.004318E-30  1.001081E-30
     57  8.811699017317E-04  1.000000E-30  1.000000E-30  1.067389E-30  1.017325E-30  1.015575E-30  1.000000E-30  1.004487E-30  1.001123E-30
     58  9.153304977871E-04  1.000000E-30  1.000000E-30  1.069986E-30  1.017994E-30  1.016178E-30  1.000000E-30  1.004661E-30  1.001167E-30
     59  9.510634923056E-04  1.000000E-30  1.000000E-30  1.072702E-30  1.018694E-30  1.016808E-30  1.000000E-30  1.004844E-30  1.001212E-30
     60  9.888739022907E-04  1.000000E-30  1.000000E-30  1.075573E-30  1.019434E-30  1.017475E-30  1.000000E-30  1.005037E-30  1.001261E-30
     61  1.029744313280E-03  1.000000E-30  1.000000E-30  1.078676E-30  1.020233E-30  1.018196E-30  1.000000E-30  1.005246E-30  1.001313E-30
     62  1.076805333108E-03  1.000000E-30  1.000000E-30  1.082246E-30  1.021154E-30  1.019026E-30  1.000000E-30  1.005487E-30  1.001374E-30
     63  1.127478238084E-03  1.000000E-30  1.000000E-30  1.086088E-30  1.022144E-30  1.019920E-30  1.000000E-30  1.005747E-30  1.001439E-30
     64  1.179263354774E-03  1.000000E-30  1.000000E-30  1.090012E-30  1.023156E-30  1.020833E-30  1.000000E-30  1.006012E-30  1.001505E-30
     65  1.231720185468E-03  1.000000E-30  1.000000E-30  1.093984E-30  1.024181E-30  1.021757E-30  1.000000E-30  1.006281E-30  1.001573E-30
     66  1.284679788904E-03  1.000000E-30  1.000000E-30  1.097992E-30  1.025215E-30  1.022691E-30  1.000000E-30  1.006552E-30  1.001641E-30
     67  1.338068714676E-03  1.000000E-30  1.000000E-30  1.102029E-30  1.026257E-30  1.023632E-30  1.000000E-30  1.006826E-30  1.001710E-30
     68  1.391852718980E-03  1.000000E-30  1.000000E-30  1.106093E-30  1.027306E-30  1.024579E-30  1.000000E-30  1.007102E-30  1.001779E-30
     69  1.446014888479E-03  1.000000E-30  1.000000E-30  1.110183E-30  1.028362E-30  1.025533E-30  1.000000E-30  1.007380E-30  1.001849E-30
     70  1.500546342624E-03  1.000000E-30  1.000000E-30  1.114297E-30  1.029424E-30  1.026494E-30  1.000000E-30  1.007660E-30  1.001920E-30
     71  1.555442065896E-03  1.000000E-30  1.000000E-30  1.118437E-30  1.030493E-30  1.027460E-30  1.000000E-30  1.007942E-30  1.001990E-30
     72  1.610698967280E-03  1.000000E-30  1.000000E-30  1.122600E-30  1.031569E-30  1.028433E-30  1.000000E-30  1.008226E-30  1.002062E-30
     73  1.666314948699E-03  1.000000E-30  1.000000E-30  1.126788E-30  1.032651E-30  1.029412E-30  1.000000E-30  1.008512E-30  1.002134E-30
     74  1.722288445659E-03  1.000000E-30  1.000000E-30  1.130999E-30  1.033740E-30  1.030397E-30  1.000000E-30  1.008800E-30  1.002206E-30
     75  1.778618195039E-03  1.000000E-30  1.000000E-30  1.135234E-30  1.034835E-30  1.031388E-30  1.000000E-30  1.009090E-30  1.002279E-30
     76  1.835303663832E-03  1.000000E-30  1.000000E-30  1.139493E-30  1.035937E-30  1.032385E-30  1.000000E-30  1.009382E-30  1.002353E-30
     77  1.892344396716E-03  1.000000E-30  1.000000E-30  1.143775E-30  1.037045E-30  1.033389E-30  1.000000E-30  1.009676E-30  1.002427E-30
     78  1.949739812628E-03  1.000000E-30  1.000000E-30  1.148081E-30  1.038159E-30  1.034398E-30  1.000000E-30  1.009972E-30  1.002501E-30
     79  2.007489276907E-03  1.000000E-30  1.000000E-30  1.152410E-30  1.039279E-30  1.035413E-30  1.000000E-30  1.010270E-30  1.002576E-30
     80  2.065592139419E-03  1.000000E-30  1.000000E-30  1.156762E-30  1.040406E-30  1.036434E-30  1.000000E-30  1.010570E-30  1.002652E-30
     81  2.124047755162E-03  1.000000E-30  1.000000E-30  1.161138E-30  1.041539E-30  1.037462E-30  1.000000E-30  1.010872E-30  1.002728E-30
     82  2.182855495215E-03  1.000000E-30  1.000000E-30  1.165536E-30  1.042678E-30  1.038495E-30  1.000000E-30  1.011175E-30  1.002805E-30
     83  2.242014752368E-03  1.000000E-30  1.000000E-30  1.169957E-30  1.043824E-30  1.039534E-30  1.000000E-30  1.011481E-30  1.002882E-30
     84  2.301524943777E-03  1.000000E-30  1.000000E-30  1.174401E-30  1.044975E-30  1.040579E-30  1.000000E-30  1.011789E-30  1.002959E-30
     85  2.361385511936E-03  1.000000E-30  1.000000E-30  1.178868E-30  1.046133E-30  1.041630E-30  1.000000E-30  1.012099E-30  1.003038E-30
     86  2.421595924701E-03  1.000000E-30  1.000000E-30  1.183357E-30  1.047297E-30  1.042687E-30  1.000000E-30  1.012410E-30  1.003116E-30
     87  2.482155674804E-03  1.000000E-30  1.000000E-30  1.187869E-30  1.048468E-30  1.043750E-30  1.000000E-30  1.012724E-30  1.003195E-30
     88  2.543064279071E-03  1.000000E-30  1.000000E-30  1.192403E-30  1.049644E-30  1.044819E-30  1.000000E-30  1.013040E-30  1.003275E-30
     89  2.604321277494E-03  1.000000E-30  1.000000E-30  1.196960E-30  1.050826E-30  1.045894E-30  1.000000E-30  1.013357E-30  1.003355E-30
     90  2.665926232237E-03  1.000000E-30  1.000000E-30  1.201539E-30  1.052015E-30  1.046974E-30  1.000000E-30  1.013677E-30  1.003436E-30
     91  2.727878734382E-03  1.000000E-30  1.000000E-30  1.206140E-30  1.053210E-30  1.048061E-30  1.000000E-30  1.013999E-30  1.003517E-30
     92  2.790178404165E-03  1.000000E-30  1.000000E-30  1.210763E-30  1.054410E-30  1.049153E-30  1.000000E-30  1.014322E-30  1.003599E-30
     93  2.852824875480E-03  1.000000E-30  1.000000E-30  1.215408E-30  1.055617E-30  1.050251E-30  1.000000E-30  1.014648E-30  1.003681E-30
     94  2.915817796872E-03  1.000000E-30  1.000000E-30  1.220074E-30  1.056830E-30  1.051355E-30  1.000000E-30  1.014976E-30  1.003764E-30
     95  2.979156831833E-03  1.000000E-30  1.000000E-30  1.224763E-30  1.058048E-30  1.052465E-30  1.000000E-30  1.015305E-30  1.003848E-30
