 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                er176         er177         er178         er179         er180         er181         er182         er183
     27  8.489118412102E-05  1.000106E-30  1.000132E-30  1.000170E-30  1.000196E-30  1.000210E-30  1.000252E-30  1.000345E-30  1.000415E-30
     28  9.570255892797E-05  1.000119E-30  1.000149E-30  1.000192E-30  1.000221E-30  1.000236E-30  1.000284E-30  1.000389E-30  1.000468E-30
     29  1.070853065563E-04  1.000134E-30  1.000167E-30  1.000215E-30  1.000247E-30  1.000264E-30  1.000318E-30  1.000435E-30  1.000524E-30
     30  1.190882425669E-04  1.000149E-30  1.000185E-30  1.000239E-30  1.000275E-30  1.000294E-30  1.000354E-30  1.000484E-30  1.000583E-30
     31  1.366291075688E-04  1.000170E-30  1.000212E-30  1.000274E-30  1.000315E-30  1.000337E-30  1.000406E-30  1.000555E-30  1.000669E-30
     32  1.695708820900E-04  1.000212E-30  1.000264E-30  1.000341E-30  1.000391E-30  1.000419E-30  1.000504E-30  1.000689E-30  1.000830E-30
     33  1.992873377730E-04  1.000249E-30  1.000310E-30  1.000400E-30  1.000460E-30  1.000492E-30  1.000592E-30  1.000810E-30  1.000975E-30
     34  2.264248739983E-04  1.000282E-30  1.000352E-30  1.000455E-30  1.000522E-30  1.000559E-30  1.000673E-30  1.000920E-30  1.001108E-30
     35  2.515933231106E-04  1.000314E-30  1.000391E-30  1.000505E-30  1.000581E-30  1.000621E-30  1.000748E-30  1.001022E-30  1.001232E-30
     36  2.753099894686E-04  1.000343E-30  1.000428E-30  1.000553E-30  1.000635E-30  1.000680E-30  1.000818E-30  1.001119E-30  1.001348E-30
     37  2.979926919870E-04  1.000372E-30  1.000463E-30  1.000598E-30  1.000688E-30  1.000736E-30  1.000886E-30  1.001211E-30  1.001459E-30
     38  3.199702121451E-04  1.000399E-30  1.000498E-30  1.000643E-30  1.000738E-30  1.000790E-30  1.000951E-30  1.001300E-30  1.001567E-30
     39  3.524429751724E-04  1.000440E-30  1.000548E-30  1.000708E-30  1.000813E-30  1.000870E-30  1.001048E-30  1.001432E-30  1.001726E-30
     40  3.836809895565E-04  1.000479E-30  1.000597E-30  1.000771E-30  1.000885E-30  1.000947E-30  1.001141E-30  1.001559E-30  1.001879E-30
     41  4.138876583201E-04  1.000516E-30  1.000644E-30  1.000831E-30  1.000955E-30  1.001022E-30  1.001230E-30  1.001682E-30  1.002027E-30
     42  4.432651277490E-04  1.000553E-30  1.000689E-30  1.000890E-30  1.001023E-30  1.001095E-30  1.001318E-30  1.001801E-30  1.002171E-30
     43  4.720041568584E-04  1.000589E-30  1.000734E-30  1.000948E-30  1.001089E-30  1.001166E-30  1.001403E-30  1.001918E-30  1.002312E-30
     44  5.002792532552E-04  1.000624E-30  1.000778E-30  1.001005E-30  1.001154E-30  1.001235E-30  1.001487E-30  1.002033E-30  1.002451E-30
     45  5.282472522620E-04  1.000659E-30  1.000821E-30  1.001061E-30  1.001219E-30  1.001304E-30  1.001570E-30  1.002146E-30  1.002588E-30
     46  5.560479783168E-04  1.000694E-30  1.000865E-30  1.001117E-30  1.001283E-30  1.001373E-30  1.001653E-30  1.002259E-30  1.002725E-30
     47  5.838060709037E-04  1.000728E-30  1.000908E-30  1.001172E-30  1.001347E-30  1.001442E-30  1.001735E-30  1.002372E-30  1.002861E-30
     48  6.116334118686E-04  1.000763E-30  1.000951E-30  1.001228E-30  1.001411E-30  1.001510E-30  1.001818E-30  1.002485E-30  1.002998E-30
     49  6.396318340541E-04  1.000798E-30  1.000995E-30  1.001285E-30  1.001476E-30  1.001579E-30  1.001901E-30  1.002599E-30  1.003135E-30
     50  6.678959636874E-04  1.000833E-30  1.001039E-30  1.001341E-30  1.001541E-30  1.001649E-30  1.001985E-30  1.002713E-30  1.003274E-30
     51  6.965161747902E-04  1.000869E-30  1.001083E-30  1.001399E-30  1.001607E-30  1.001720E-30  1.002070E-30  1.002830E-30  1.003415E-30
     52  7.255817382538E-04  1.000905E-30  1.001128E-30  1.001457E-30  1.001674E-30  1.001792E-30  1.002157E-30  1.002948E-30  1.003557E-30
     53  7.551843574001E-04  1.000942E-30  1.001174E-30  1.001517E-30  1.001743E-30  1.001865E-30  1.002245E-30  1.003068E-30  1.003703E-30
     54  7.854224313090E-04  1.000980E-30  1.001221E-30  1.001577E-30  1.001812E-30  1.001939E-30  1.002335E-30  1.003191E-30  1.003852E-30
     55  8.164066374138E-04  1.001019E-30  1.001270E-30  1.001640E-30  1.001884E-30  1.002016E-30  1.002427E-30  1.003317E-30  1.004004E-30
     56  8.482679080764E-04  1.001058E-30  1.001319E-30  1.001703E-30  1.001957E-30  1.002095E-30  1.002521E-30  1.003446E-30  1.004161E-30
     57  8.811699017317E-04  1.001099E-30  1.001370E-30  1.001770E-30  1.002033E-30  1.002176E-30  1.002619E-30  1.003580E-30  1.004322E-30
     58  9.153304977871E-04  1.001142E-30  1.001423E-30  1.001838E-30  1.002112E-30  1.002260E-30  1.002721E-30  1.003719E-30  1.004490E-30
     59  9.510634923056E-04  1.001187E-30  1.001479E-30  1.001910E-30  1.002194E-30  1.002348E-30  1.002827E-30  1.003864E-30  1.004666E-30
     60  9.888739022907E-04  1.001234E-30  1.001538E-30  1.001986E-30  1.002282E-30  1.002442E-30  1.002939E-30  1.004017E-30  1.004852E-30
     61  1.029744313280E-03  1.001285E-30  1.001601E-30  1.002068E-30  1.002376E-30  1.002543E-30  1.003061E-30  1.004183E-30  1.005054E-30
     62  1.076805333108E-03  1.001343E-30  1.001674E-30  1.002162E-30  1.002485E-30  1.002659E-30  1.003201E-30  1.004375E-30  1.005285E-30
     63  1.127478238084E-03  1.001407E-30  1.001753E-30  1.002264E-30  1.002601E-30  1.002784E-30  1.003351E-30  1.004580E-30  1.005535E-30
     64  1.179263354774E-03  1.001471E-30  1.001834E-30  1.002368E-30  1.002721E-30  1.002912E-30  1.003505E-30  1.004791E-30  1.005790E-30
     65  1.231720185468E-03  1.001537E-30  1.001915E-30  1.002474E-30  1.002842E-30  1.003041E-30  1.003661E-30  1.005004E-30  1.006049E-30
     66  1.284679788904E-03  1.001603E-30  1.001998E-30  1.002580E-30  1.002964E-30  1.003172E-30  1.003819E-30  1.005219E-30  1.006310E-30
     67  1.338068714676E-03  1.001669E-30  1.002081E-30  1.002687E-30  1.003087E-30  1.003304E-30  1.003977E-30  1.005436E-30  1.006573E-30
     68  1.391852718980E-03  1.001736E-30  1.002164E-30  1.002795E-30  1.003211E-30  1.003437E-30  1.004137E-30  1.005654E-30  1.006838E-30
     69  1.446014888479E-03  1.001804E-30  1.002249E-30  1.002904E-30  1.003336E-30  1.003570E-30  1.004298E-30  1.005874E-30  1.007106E-30
     70  1.500546342624E-03  1.001872E-30  1.002333E-30  1.003013E-30  1.003462E-30  1.003705E-30  1.004460E-30  1.006096E-30  1.007375E-30
     71  1.555442065896E-03  1.001941E-30  1.002419E-30  1.003124E-30  1.003589E-30  1.003840E-30  1.004623E-30  1.006319E-30  1.007646E-30
     72  1.610698967280E-03  1.002009E-30  1.002505E-30  1.003235E-30  1.003716E-30  1.003977E-30  1.004787E-30  1.006543E-30  1.007919E-30
     73  1.666314948699E-03  1.002079E-30  1.002591E-30  1.003346E-30  1.003845E-30  1.004114E-30  1.004953E-30  1.006769E-30  1.008194E-30
     74  1.722288445659E-03  1.002149E-30  1.002678E-30  1.003459E-30  1.003974E-30  1.004252E-30  1.005119E-30  1.006996E-30  1.008471E-30
     75  1.778618195039E-03  1.002219E-30  1.002766E-30  1.003572E-30  1.004104E-30  1.004391E-30  1.005286E-30  1.007225E-30  1.008750E-30
     76  1.835303663832E-03  1.002290E-30  1.002854E-30  1.003685E-30  1.004234E-30  1.004531E-30  1.005455E-30  1.007455E-30  1.009030E-30
     77  1.892344396716E-03  1.002361E-30  1.002943E-30  1.003800E-30  1.004366E-30  1.004672E-30  1.005624E-30  1.007687E-30  1.009312E-30
     78  1.949739812628E-03  1.002432E-30  1.003032E-30  1.003915E-30  1.004498E-30  1.004814E-30  1.005795E-30  1.007920E-30  1.009597E-30
     79  2.007489276907E-03  1.002504E-30  1.003122E-30  1.004031E-30  1.004632E-30  1.004956E-30  1.005967E-30  1.008154E-30  1.009883E-30
     80  2.065592139419E-03  1.002577E-30  1.003212E-30  1.004148E-30  1.004766E-30  1.005100E-30  1.006139E-30  1.008390E-30  1.010171E-30
     81  2.124047755162E-03  1.002650E-30  1.003303E-30  1.004265E-30  1.004901E-30  1.005244E-30  1.006313E-30  1.008628E-30  1.010460E-30
     82  2.182855495215E-03  1.002723E-30  1.003394E-30  1.004383E-30  1.005036E-30  1.005389E-30  1.006488E-30  1.008867E-30  1.010752E-30
     83  2.242014752368E-03  1.002797E-30  1.003486E-30  1.004502E-30  1.005173E-30  1.005535E-30  1.006664E-30  1.009107E-30  1.011046E-30
     84  2.301524943777E-03  1.002871E-30  1.003579E-30  1.004622E-30  1.005310E-30  1.005682E-30  1.006840E-30  1.009348E-30  1.011341E-30
     85  2.361385511936E-03  1.002946E-30  1.003672E-30  1.004742E-30  1.005448E-30  1.005830E-30  1.007018E-30  1.009591E-30  1.011638E-30
     86  2.421595924701E-03  1.003021E-30  1.003766E-30  1.004863E-30  1.005587E-30  1.005978E-30  1.007197E-30  1.009836E-30  1.011937E-30
     87  2.482155674804E-03  1.003097E-30  1.003860E-30  1.004984E-30  1.005727E-30  1.006128E-30  1.007377E-30  1.010082E-30  1.012238E-30
     88  2.543064279071E-03  1.003173E-30  1.003954E-30  1.005107E-30  1.005867E-30  1.006278E-30  1.007558E-30  1.010329E-30  1.012541E-30
     89  2.604321277494E-03  1.003249E-30  1.004050E-30  1.005230E-30  1.006008E-30  1.006429E-30  1.007740E-30  1.010578E-30  1.012845E-30
     90  2.665926232237E-03  1.003326E-30  1.004145E-30  1.005353E-30  1.006150E-30  1.006582E-30  1.007923E-30  1.010828E-30  1.013152E-30
     91  2.727878734382E-03  1.003403E-30  1.004242E-30  1.005478E-30  1.006293E-30  1.006734E-30  1.008107E-30  1.011080E-30  1.013460E-30
     92  2.790178404165E-03  1.003481E-30  1.004339E-30  1.005603E-30  1.006437E-30  1.006888E-30  1.008292E-30  1.011332E-30  1.013770E-30
     93  2.852824875480E-03  1.003559E-30  1.004436E-30  1.005729E-30  1.006582E-30  1.007043E-30  1.008478E-30  1.011587E-30  1.014082E-30
     94  2.915817796872E-03  1.003638E-30  1.004534E-30  1.005855E-30  1.006727E-30  1.007198E-30  1.008666E-30  1.011843E-30  1.014396E-30
     95  2.979156831833E-03  1.003717E-30  1.004632E-30  1.005982E-30  1.006873E-30  1.007355E-30  1.008854E-30  1.012100E-30  1.014712E-30
