 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                sr111         sr112         sr113         sr114         y75           y76           y77           y78  
     27  8.489118412102E-05  1.016558E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.001022E-30  1.000118E-30
     28  9.570255892797E-05  1.018662E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.001153E-30  1.000132E-30
     29  1.070853065563E-04  1.020875E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.001290E-30  1.000148E-30
     30  1.190882425669E-04  1.023207E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.001434E-30  1.000165E-30
     31  1.366291075688E-04  1.026612E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.001645E-30  1.000189E-30
     32  1.695708820900E-04  1.032998E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.002041E-30  1.000235E-30
     33  1.992873377730E-04  1.038749E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.002399E-30  1.000276E-30
     34  2.264248739983E-04  1.043992E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.002725E-30  1.000313E-30
     35  2.515933231106E-04  1.048848E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.003027E-30  1.000348E-30
     36  2.753099894686E-04  1.053418E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.003312E-30  1.000381E-30
     37  2.979926919870E-04  1.057783E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.003585E-30  1.000412E-30
     38  3.199702121451E-04  1.062007E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.003849E-30  1.000443E-30
     39  3.524429751724E-04  1.068238E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.004238E-30  1.000488E-30
     40  3.836809895565E-04  1.074222E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.004613E-30  1.000531E-30
     41  4.138876583201E-04  1.079999E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.004976E-30  1.000573E-30
     42  4.432651277490E-04  1.085607E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.005328E-30  1.000613E-30
     43  4.720041568584E-04  1.091085E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.005672E-30  1.000653E-30
     44  5.002792532552E-04  1.096466E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.006011E-30  1.000692E-30
     45  5.282472522620E-04  1.101781E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.006346E-30  1.000731E-30
     46  5.560479783168E-04  1.107055E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.006679E-30  1.000769E-30
     47  5.838060709037E-04  1.112313E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.007011E-30  1.000808E-30
     48  6.116334118686E-04  1.117576E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.007344E-30  1.000846E-30
     49  6.396318340541E-04  1.122863E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.007679E-30  1.000885E-30
     50  6.678959636874E-04  1.128193E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.008017E-30  1.000924E-30
     51  6.965161747902E-04  1.133580E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.008360E-30  1.000964E-30
     52  7.255817382538E-04  1.139043E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.008707E-30  1.001004E-30
     53  7.551843574001E-04  1.144598E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.009061E-30  1.001045E-30
     54  7.854224313090E-04  1.150262E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.009422E-30  1.001087E-30
     55  8.164066374138E-04  1.156057E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.009792E-30  1.001130E-30
     56  8.482679080764E-04  1.162005E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.010172E-30  1.001174E-30
     57  8.811699017317E-04  1.168136E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.010565E-30  1.001219E-30
     58  9.153304977871E-04  1.174490E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.010972E-30  1.001266E-30
     59  9.510634923056E-04  1.181124E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.011398E-30  1.001316E-30
     60  9.888739022907E-04  1.188129E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.011848E-30  1.001368E-30
     61  1.029744313280E-03  1.195685E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.012335E-30  1.001424E-30
     62  1.076805333108E-03  1.204363E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.012895E-30  1.001490E-30
     63  1.127478238084E-03  1.213683E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.013498E-30  1.001560E-30
     64  1.179263354774E-03  1.223180E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.014114E-30  1.001631E-30
     65  1.231720185468E-03  1.232772E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.014738E-30  1.001704E-30
     66  1.284679788904E-03  1.242428E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.015366E-30  1.001777E-30
     67  1.338068714676E-03  1.252133E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.016000E-30  1.001851E-30
     68  1.391852718980E-03  1.261882E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.016638E-30  1.001925E-30
     69  1.446014888479E-03  1.271669E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.017280E-30  1.002000E-30
     70  1.500546342624E-03  1.281494E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.017926E-30  1.002075E-30
     71  1.555442065896E-03  1.291354E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.018576E-30  1.002151E-30
     72  1.610698967280E-03  1.301249E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.019230E-30  1.002227E-30
     73  1.666314948699E-03  1.311178E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.019888E-30  1.002304E-30
     74  1.722288445659E-03  1.321139E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.020549E-30  1.002381E-30
     75  1.778618195039E-03  1.331133E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.021214E-30  1.002459E-30
     76  1.835303663832E-03  1.341158E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.021883E-30  1.002538E-30
     77  1.892344396716E-03  1.351214E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.022556E-30  1.002616E-30
     78  1.949739812628E-03  1.361301E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.023232E-30  1.002696E-30
     79  2.007489276907E-03  1.371418E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.023913E-30  1.002775E-30
     80  2.065592139419E-03  1.381563E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.024596E-30  1.002856E-30
     81  2.124047755162E-03  1.391738E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.025284E-30  1.002936E-30
     82  2.182855495215E-03  1.401940E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.025975E-30  1.003017E-30
     83  2.242014752368E-03  1.412170E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.026670E-30  1.003099E-30
     84  2.301524943777E-03  1.422427E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.027369E-30  1.003181E-30
     85  2.361385511936E-03  1.432710E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.028071E-30  1.003264E-30
     86  2.421595924701E-03  1.443019E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.028777E-30  1.003347E-30
     87  2.482155674804E-03  1.453353E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.029486E-30  1.003431E-30
     88  2.543064279071E-03  1.463711E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.030199E-30  1.003515E-30
     89  2.604321277494E-03  1.474094E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.030916E-30  1.003599E-30
     90  2.665926232237E-03  1.484500E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.031636E-30  1.003684E-30
     91  2.727878734382E-03  1.494928E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.032359E-30  1.003770E-30
     92  2.790178404165E-03  1.505380E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.033086E-30  1.003855E-30
     93  2.852824875480E-03  1.515852E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.033817E-30  1.003942E-30
     94  2.915817796872E-03  1.526347E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.034551E-30  1.004029E-30
     95  2.979156831833E-03  1.536861E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.035289E-30  1.004116E-30
