 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                dy169         dy170         dy171         dy172         dy173         dy174         dy175         dy176
     27  8.489118412102E-05  1.000003E-30  1.000096E-30  1.000000E-30  1.000030E-30  1.000065E-30  1.000081E-30  1.000099E-30  1.000146E-30
     28  9.570255892797E-05  1.000003E-30  1.000109E-30  1.000000E-30  1.000034E-30  1.000073E-30  1.000091E-30  1.000112E-30  1.000164E-30
     29  1.070853065563E-04  1.000003E-30  1.000122E-30  1.000000E-30  1.000038E-30  1.000082E-30  1.000102E-30  1.000125E-30  1.000184E-30
     30  1.190882425669E-04  1.000004E-30  1.000135E-30  1.000000E-30  1.000042E-30  1.000091E-30  1.000113E-30  1.000139E-30  1.000205E-30
     31  1.366291075688E-04  1.000004E-30  1.000155E-30  1.000000E-30  1.000048E-30  1.000105E-30  1.000130E-30  1.000160E-30  1.000235E-30
     32  1.695708820900E-04  1.000005E-30  1.000192E-30  1.000000E-30  1.000060E-30  1.000130E-30  1.000161E-30  1.000198E-30  1.000291E-30
     33  1.992873377730E-04  1.000006E-30  1.000226E-30  1.000000E-30  1.000070E-30  1.000153E-30  1.000189E-30  1.000233E-30  1.000342E-30
     34  2.264248739983E-04  1.000007E-30  1.000257E-30  1.000000E-30  1.000080E-30  1.000174E-30  1.000215E-30  1.000265E-30  1.000389E-30
     35  2.515933231106E-04  1.000008E-30  1.000286E-30  1.000000E-30  1.000089E-30  1.000193E-30  1.000239E-30  1.000294E-30  1.000432E-30
     36  2.753099894686E-04  1.000009E-30  1.000312E-30  1.000000E-30  1.000097E-30  1.000211E-30  1.000261E-30  1.000322E-30  1.000473E-30
     37  2.979926919870E-04  1.000009E-30  1.000338E-30  1.000000E-30  1.000105E-30  1.000229E-30  1.000283E-30  1.000348E-30  1.000512E-30
     38  3.199702121451E-04  1.000010E-30  1.000363E-30  1.000000E-30  1.000113E-30  1.000246E-30  1.000304E-30  1.000374E-30  1.000550E-30
     39  3.524429751724E-04  1.000011E-30  1.000400E-30  1.000000E-30  1.000124E-30  1.000270E-30  1.000334E-30  1.000412E-30  1.000605E-30
     40  3.836809895565E-04  1.000012E-30  1.000435E-30  1.000000E-30  1.000136E-30  1.000294E-30  1.000364E-30  1.000449E-30  1.000659E-30
     41  4.138876583201E-04  1.000013E-30  1.000470E-30  1.000000E-30  1.000146E-30  1.000318E-30  1.000393E-30  1.000484E-30  1.000711E-30
     42  4.432651277490E-04  1.000014E-30  1.000503E-30  1.000000E-30  1.000157E-30  1.000340E-30  1.000421E-30  1.000518E-30  1.000762E-30
     43  4.720041568584E-04  1.000015E-30  1.000536E-30  1.000000E-30  1.000167E-30  1.000362E-30  1.000448E-30  1.000552E-30  1.000811E-30
     44  5.002792532552E-04  1.000016E-30  1.000568E-30  1.000000E-30  1.000177E-30  1.000384E-30  1.000475E-30  1.000585E-30  1.000860E-30
     45  5.282472522620E-04  1.000017E-30  1.000600E-30  1.000000E-30  1.000187E-30  1.000405E-30  1.000501E-30  1.000618E-30  1.000908E-30
     46  5.560479783168E-04  1.000018E-30  1.000631E-30  1.000000E-30  1.000196E-30  1.000427E-30  1.000528E-30  1.000650E-30  1.000955E-30
     47  5.838060709037E-04  1.000019E-30  1.000663E-30  1.000000E-30  1.000206E-30  1.000448E-30  1.000554E-30  1.000683E-30  1.001003E-30
     48  6.116334118686E-04  1.000019E-30  1.000694E-30  1.000000E-30  1.000216E-30  1.000470E-30  1.000581E-30  1.000715E-30  1.001051E-30
     49  6.396318340541E-04  1.000020E-30  1.000726E-30  1.000000E-30  1.000226E-30  1.000491E-30  1.000607E-30  1.000748E-30  1.001099E-30
     50  6.678959636874E-04  1.000021E-30  1.000758E-30  1.000000E-30  1.000236E-30  1.000513E-30  1.000634E-30  1.000781E-30  1.001148E-30
     51  6.965161747902E-04  1.000022E-30  1.000791E-30  1.000000E-30  1.000246E-30  1.000535E-30  1.000661E-30  1.000815E-30  1.001197E-30
     52  7.255817382538E-04  1.000023E-30  1.000824E-30  1.000000E-30  1.000256E-30  1.000557E-30  1.000689E-30  1.000849E-30  1.001247E-30
     53  7.551843574001E-04  1.000024E-30  1.000857E-30  1.000000E-30  1.000267E-30  1.000580E-30  1.000717E-30  1.000883E-30  1.001298E-30
     54  7.854224313090E-04  1.000025E-30  1.000891E-30  1.000000E-30  1.000278E-30  1.000603E-30  1.000746E-30  1.000919E-30  1.001350E-30
     55  8.164066374138E-04  1.000026E-30  1.000927E-30  1.000000E-30  1.000288E-30  1.000627E-30  1.000775E-30  1.000955E-30  1.001403E-30
     56  8.482679080764E-04  1.000027E-30  1.000963E-30  1.000000E-30  1.000300E-30  1.000651E-30  1.000805E-30  1.000992E-30  1.001458E-30
     57  8.811699017317E-04  1.000028E-30  1.001000E-30  1.000000E-30  1.000311E-30  1.000677E-30  1.000837E-30  1.001031E-30  1.001514E-30
     58  9.153304977871E-04  1.000029E-30  1.001039E-30  1.000000E-30  1.000323E-30  1.000703E-30  1.000869E-30  1.001071E-30  1.001573E-30
     59  9.510634923056E-04  1.000030E-30  1.001079E-30  1.000000E-30  1.000336E-30  1.000730E-30  1.000903E-30  1.001113E-30  1.001634E-30
     60  9.888739022907E-04  1.000031E-30  1.001122E-30  1.000000E-30  1.000349E-30  1.000759E-30  1.000939E-30  1.001157E-30  1.001699E-30
     61  1.029744313280E-03  1.000033E-30  1.001169E-30  1.000000E-30  1.000364E-30  1.000791E-30  1.000978E-30  1.001205E-30  1.001770E-30
     62  1.076805333108E-03  1.000034E-30  1.001222E-30  1.000000E-30  1.000381E-30  1.000827E-30  1.001022E-30  1.001260E-30  1.001851E-30
     63  1.127478238084E-03  1.000036E-30  1.001280E-30  1.000000E-30  1.000398E-30  1.000866E-30  1.001071E-30  1.001319E-30  1.001938E-30
     64  1.179263354774E-03  1.000038E-30  1.001338E-30  1.000000E-30  1.000417E-30  1.000906E-30  1.001120E-30  1.001380E-30  1.002027E-30
     65  1.231720185468E-03  1.000039E-30  1.001398E-30  1.000000E-30  1.000435E-30  1.000946E-30  1.001170E-30  1.001442E-30  1.002117E-30
     66  1.284679788904E-03  1.000041E-30  1.001458E-30  1.000000E-30  1.000454E-30  1.000987E-30  1.001220E-30  1.001504E-30  1.002208E-30
     67  1.338068714676E-03  1.000043E-30  1.001519E-30  1.000000E-30  1.000473E-30  1.001028E-30  1.001271E-30  1.001566E-30  1.002300E-30
     68  1.391852718980E-03  1.000044E-30  1.001580E-30  1.000000E-30  1.000492E-30  1.001069E-30  1.001322E-30  1.001629E-30  1.002393E-30
     69  1.446014888479E-03  1.000046E-30  1.001641E-30  1.000000E-30  1.000511E-30  1.001111E-30  1.001373E-30  1.001693E-30  1.002486E-30
     70  1.500546342624E-03  1.000048E-30  1.001703E-30  1.000000E-30  1.000530E-30  1.001153E-30  1.001425E-30  1.001757E-30  1.002580E-30
     71  1.555442065896E-03  1.000050E-30  1.001765E-30  1.000000E-30  1.000550E-30  1.001195E-30  1.001477E-30  1.001821E-30  1.002674E-30
     72  1.610698967280E-03  1.000051E-30  1.001828E-30  1.000000E-30  1.000569E-30  1.001237E-30  1.001530E-30  1.001886E-30  1.002769E-30
     73  1.666314948699E-03  1.000053E-30  1.001891E-30  1.000000E-30  1.000589E-30  1.001280E-30  1.001583E-30  1.001951E-30  1.002865E-30
     74  1.722288445659E-03  1.000055E-30  1.001955E-30  1.000000E-30  1.000609E-30  1.001323E-30  1.001636E-30  1.002017E-30  1.002961E-30
     75  1.778618195039E-03  1.000057E-30  1.002019E-30  1.000000E-30  1.000629E-30  1.001366E-30  1.001690E-30  1.002083E-30  1.003058E-30
     76  1.835303663832E-03  1.000058E-30  1.002083E-30  1.000000E-30  1.000649E-30  1.001410E-30  1.001744E-30  1.002149E-30  1.003156E-30
     77  1.892344396716E-03  1.000060E-30  1.002148E-30  1.000000E-30  1.000669E-30  1.001454E-30  1.001798E-30  1.002216E-30  1.003254E-30
     78  1.949739812628E-03  1.000062E-30  1.002213E-30  1.000000E-30  1.000689E-30  1.001498E-30  1.001853E-30  1.002284E-30  1.003353E-30
     79  2.007489276907E-03  1.000064E-30  1.002278E-30  1.000000E-30  1.000710E-30  1.001542E-30  1.001908E-30  1.002352E-30  1.003452E-30
     80  2.065592139419E-03  1.000066E-30  1.002344E-30  1.000000E-30  1.000731E-30  1.001587E-30  1.001963E-30  1.002420E-30  1.003552E-30
     81  2.124047755162E-03  1.000068E-30  1.002411E-30  1.000000E-30  1.000751E-30  1.001632E-30  1.002018E-30  1.002488E-30  1.003653E-30
     82  2.182855495215E-03  1.000070E-30  1.002478E-30  1.000000E-30  1.000772E-30  1.001677E-30  1.002074E-30  1.002557E-30  1.003754E-30
     83  2.242014752368E-03  1.000071E-30  1.002545E-30  1.000000E-30  1.000793E-30  1.001723E-30  1.002131E-30  1.002627E-30  1.003856E-30
     84  2.301524943777E-03  1.000073E-30  1.002612E-30  1.000000E-30  1.000814E-30  1.001769E-30  1.002187E-30  1.002697E-30  1.003958E-30
     85  2.361385511936E-03  1.000075E-30  1.002680E-30  1.000000E-30  1.000835E-30  1.001815E-30  1.002244E-30  1.002767E-30  1.004062E-30
     86  2.421595924701E-03  1.000077E-30  1.002748E-30  1.000000E-30  1.000857E-30  1.001861E-30  1.002302E-30  1.002838E-30  1.004165E-30
     87  2.482155674804E-03  1.000079E-30  1.002817E-30  1.000000E-30  1.000878E-30  1.001908E-30  1.002359E-30  1.002909E-30  1.004270E-30
     88  2.543064279071E-03  1.000081E-30  1.002886E-30  1.000000E-30  1.000900E-30  1.001955E-30  1.002418E-30  1.002981E-30  1.004375E-30
     89  2.604321277494E-03  1.000083E-30  1.002956E-30  1.000000E-30  1.000921E-30  1.002002E-30  1.002476E-30  1.003053E-30  1.004480E-30
     90  2.665926232237E-03  1.000085E-30  1.003026E-30  1.000000E-30  1.000943E-30  1.002049E-30  1.002535E-30  1.003125E-30  1.004586E-30
     91  2.727878734382E-03  1.000087E-30  1.003096E-30  1.000000E-30  1.000965E-30  1.002097E-30  1.002594E-30  1.003198E-30  1.004693E-30
     92  2.790178404165E-03  1.000089E-30  1.003167E-30  1.000000E-30  1.000987E-30  1.002145E-30  1.002653E-30  1.003271E-30  1.004800E-30
     93  2.852824875480E-03  1.000091E-30  1.003238E-30  1.000000E-30  1.001009E-30  1.002193E-30  1.002713E-30  1.003345E-30  1.004908E-30
     94  2.915817796872E-03  1.000093E-30  1.003309E-30  1.000000E-30  1.001032E-30  1.002242E-30  1.002773E-30  1.003419E-30  1.005017E-30
     95  2.979156831833E-03  1.000095E-30  1.003381E-30  1.000000E-30  1.001054E-30  1.002291E-30  1.002833E-30  1.003494E-30  1.005126E-30
