 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                i141          i142          i143          i144          i145          i146          i147          i148 
     27  8.489118412102E-05  1.000282E-30  1.000253E-30  1.000362E-30  1.000001E-30  1.000711E-30  1.000000E-30  1.000514E-30  1.000306E-30
     28  9.570255892797E-05  1.000317E-30  1.000286E-30  1.000408E-30  1.000001E-30  1.000802E-30  1.000000E-30  1.000580E-30  1.000345E-30
     29  1.070853065563E-04  1.000355E-30  1.000320E-30  1.000457E-30  1.000002E-30  1.000897E-30  1.000000E-30  1.000649E-30  1.000387E-30
     30  1.190882425669E-04  1.000395E-30  1.000356E-30  1.000508E-30  1.000002E-30  1.000998E-30  1.000000E-30  1.000723E-30  1.000431E-30
     31  1.366291075688E-04  1.000453E-30  1.000408E-30  1.000583E-30  1.000003E-30  1.001146E-30  1.000000E-30  1.000830E-30  1.000496E-30
     32  1.695708820900E-04  1.000563E-30  1.000506E-30  1.000725E-30  1.000005E-30  1.001423E-30  1.000000E-30  1.001033E-30  1.000619E-30
     33  1.992873377730E-04  1.000661E-30  1.000595E-30  1.000852E-30  1.000007E-30  1.001673E-30  1.000000E-30  1.001216E-30  1.000731E-30
     34  2.264248739983E-04  1.000751E-30  1.000677E-30  1.000968E-30  1.000010E-30  1.001902E-30  1.000000E-30  1.001384E-30  1.000834E-30
     35  2.515933231106E-04  1.000835E-30  1.000752E-30  1.001076E-30  1.000012E-30  1.002115E-30  1.000000E-30  1.001541E-30  1.000930E-30
     36  2.753099894686E-04  1.000914E-30  1.000823E-30  1.001178E-30  1.000015E-30  1.002315E-30  1.000000E-30  1.001689E-30  1.001021E-30
     37  2.979926919870E-04  1.000989E-30  1.000891E-30  1.001276E-30  1.000017E-30  1.002507E-30  1.000000E-30  1.001831E-30  1.001110E-30
     38  3.199702121451E-04  1.001062E-30  1.000957E-30  1.001370E-30  1.000020E-30  1.002693E-30  1.000000E-30  1.001969E-30  1.001195E-30
     39  3.524429751724E-04  1.001170E-30  1.001054E-30  1.001510E-30  1.000025E-30  1.002969E-30  1.000000E-30  1.002173E-30  1.001323E-30
     40  3.836809895565E-04  1.001273E-30  1.001148E-30  1.001645E-30  1.000029E-30  1.003234E-30  1.000000E-30  1.002371E-30  1.001448E-30
     41  4.138876583201E-04  1.001374E-30  1.001238E-30  1.001775E-30  1.000034E-30  1.003491E-30  1.000000E-30  1.002562E-30  1.001569E-30
     42  4.432651277490E-04  1.001471E-30  1.001327E-30  1.001902E-30  1.000040E-30  1.003741E-30  1.000000E-30  1.002750E-30  1.001688E-30
     43  4.720041568584E-04  1.001567E-30  1.001413E-30  1.002026E-30  1.000045E-30  1.003986E-30  1.000000E-30  1.002933E-30  1.001805E-30
     44  5.002792532552E-04  1.001661E-30  1.001498E-30  1.002149E-30  1.000051E-30  1.004227E-30  1.000000E-30  1.003115E-30  1.001921E-30
     45  5.282472522620E-04  1.001754E-30  1.001582E-30  1.002270E-30  1.000057E-30  1.004466E-30  1.000000E-30  1.003295E-30  1.002037E-30
     46  5.560479783168E-04  1.001846E-30  1.001666E-30  1.002390E-30  1.000063E-30  1.004703E-30  1.000000E-30  1.003475E-30  1.002153E-30
     47  5.838060709037E-04  1.001938E-30  1.001749E-30  1.002511E-30  1.000070E-30  1.004941E-30  1.000000E-30  1.003655E-30  1.002270E-30
     48  6.116334118686E-04  1.002031E-30  1.001833E-30  1.002631E-30  1.000077E-30  1.005179E-30  1.000000E-30  1.003836E-30  1.002388E-30
     49  6.396318340541E-04  1.002124E-30  1.001917E-30  1.002753E-30  1.000084E-30  1.005420E-30  1.000000E-30  1.004019E-30  1.002507E-30
     50  6.678959636874E-04  1.002218E-30  1.002003E-30  1.002876E-30  1.000092E-30  1.005662E-30  1.000000E-30  1.004204E-30  1.002629E-30
     51  6.965161747902E-04  1.002313E-30  1.002089E-30  1.003001E-30  1.000100E-30  1.005908E-30  1.000000E-30  1.004392E-30  1.002753E-30
     52  7.255817382538E-04  1.002410E-30  1.002177E-30  1.003127E-30  1.000109E-30  1.006159E-30  1.000000E-30  1.004584E-30  1.002880E-30
     53  7.551843574001E-04  1.002508E-30  1.002266E-30  1.003256E-30  1.000118E-30  1.006414E-30  1.000000E-30  1.004780E-30  1.003010E-30
     54  7.854224313090E-04  1.002609E-30  1.002357E-30  1.003388E-30  1.000128E-30  1.006675E-30  1.000000E-30  1.004981E-30  1.003144E-30
     55  8.164066374138E-04  1.002712E-30  1.002451E-30  1.003524E-30  1.000138E-30  1.006942E-30  1.000000E-30  1.005188E-30  1.003282E-30
     56  8.482679080764E-04  1.002818E-30  1.002547E-30  1.003663E-30  1.000149E-30  1.007218E-30  1.000000E-30  1.005401E-30  1.003425E-30
     57  8.811699017317E-04  1.002928E-30  1.002647E-30  1.003807E-30  1.000161E-30  1.007503E-30  1.000000E-30  1.005622E-30  1.003575E-30
     58  9.153304977871E-04  1.003041E-30  1.002750E-30  1.003957E-30  1.000174E-30  1.007799E-30  1.000000E-30  1.005853E-30  1.003731E-30
     59  9.510634923056E-04  1.003160E-30  1.002858E-30  1.004113E-30  1.000188E-30  1.008109E-30  1.000000E-30  1.006095E-30  1.003896E-30
     60  9.888739022907E-04  1.003286E-30  1.002973E-30  1.004279E-30  1.000204E-30  1.008438E-30  1.000000E-30  1.006352E-30  1.004072E-30
     61  1.029744313280E-03  1.003422E-30  1.003096E-30  1.004459E-30  1.000221E-30  1.008794E-30  1.000000E-30  1.006631E-30  1.004264E-30
     62  1.076805333108E-03  1.003579E-30  1.003239E-30  1.004666E-30  1.000242E-30  1.009204E-30  1.000000E-30  1.006955E-30  1.004487E-30
     63  1.127478238084E-03  1.003748E-30  1.003393E-30  1.004889E-30  1.000266E-30  1.009647E-30  1.000000E-30  1.007305E-30  1.004730E-30
     64  1.179263354774E-03  1.003920E-30  1.003550E-30  1.005118E-30  1.000291E-30  1.010101E-30  1.000000E-30  1.007664E-30  1.004982E-30
     65  1.231720185468E-03  1.004095E-30  1.003710E-30  1.005350E-30  1.000317E-30  1.010561E-30  1.000000E-30  1.008031E-30  1.005240E-30
     66  1.284679788904E-03  1.004271E-30  1.003871E-30  1.005585E-30  1.000346E-30  1.011027E-30  1.000000E-30  1.008403E-30  1.005503E-30
     67  1.338068714676E-03  1.004449E-30  1.004033E-30  1.005821E-30  1.000375E-30  1.011497E-30  1.000000E-30  1.008781E-30  1.005771E-30
     68  1.391852718980E-03  1.004629E-30  1.004197E-30  1.006060E-30  1.000406E-30  1.011972E-30  1.000000E-30  1.009163E-30  1.006045E-30
     69  1.446014888479E-03  1.004809E-30  1.004363E-30  1.006301E-30  1.000438E-30  1.012451E-30  1.000000E-30  1.009551E-30  1.006324E-30
     70  1.500546342624E-03  1.004991E-30  1.004529E-30  1.006544E-30  1.000472E-30  1.012934E-30  1.000000E-30  1.009943E-30  1.006607E-30
     71  1.555442065896E-03  1.005174E-30  1.004697E-30  1.006790E-30  1.000508E-30  1.013422E-30  1.000000E-30  1.010340E-30  1.006896E-30
     72  1.610698967280E-03  1.005359E-30  1.004866E-30  1.007037E-30  1.000544E-30  1.013913E-30  1.000000E-30  1.010742E-30  1.007190E-30
     73  1.666314948699E-03  1.005544E-30  1.005036E-30  1.007286E-30  1.000583E-30  1.014409E-30  1.000000E-30  1.011149E-30  1.007490E-30
     74  1.722288445659E-03  1.005731E-30  1.005207E-30  1.007537E-30  1.000623E-30  1.014909E-30  1.000000E-30  1.011561E-30  1.007794E-30
     75  1.778618195039E-03  1.005919E-30  1.005380E-30  1.007790E-30  1.000664E-30  1.015414E-30  1.000000E-30  1.011979E-30  1.008104E-30
     76  1.835303663832E-03  1.006109E-30  1.005554E-30  1.008045E-30  1.000707E-30  1.015922E-30  1.000000E-30  1.012401E-30  1.008419E-30
     77  1.892344396716E-03  1.006299E-30  1.005729E-30  1.008302E-30  1.000752E-30  1.016435E-30  1.000000E-30  1.012828E-30  1.008740E-30
     78  1.949739812628E-03  1.006491E-30  1.005906E-30  1.008561E-30  1.000798E-30  1.016952E-30  1.000000E-30  1.013260E-30  1.009066E-30
     79  2.007489276907E-03  1.006684E-30  1.006083E-30  1.008823E-30  1.000846E-30  1.017474E-30  1.000000E-30  1.013698E-30  1.009398E-30
     80  2.065592139419E-03  1.006878E-30  1.006262E-30  1.009086E-30  1.000896E-30  1.017999E-30  1.000000E-30  1.014140E-30  1.009735E-30
     81  2.124047755162E-03  1.007074E-30  1.006442E-30  1.009351E-30  1.000947E-30  1.018529E-30  1.000000E-30  1.014588E-30  1.010077E-30
     82  2.182855495215E-03  1.007270E-30  1.006624E-30  1.009618E-30  1.001000E-30  1.019063E-30  1.000000E-30  1.015041E-30  1.010426E-30
     83  2.242014752368E-03  1.007468E-30  1.006806E-30  1.009888E-30  1.001055E-30  1.019602E-30  1.000000E-30  1.015499E-30  1.010780E-30
     84  2.301524943777E-03  1.007667E-30  1.006990E-30  1.010159E-30  1.001112E-30  1.020145E-30  1.000000E-30  1.015963E-30  1.011140E-30
     85  2.361385511936E-03  1.007867E-30  1.007175E-30  1.010433E-30  1.001170E-30  1.020692E-30  1.000000E-30  1.016432E-30  1.011505E-30
     86  2.421595924701E-03  1.008069E-30  1.007362E-30  1.010708E-30  1.001231E-30  1.021243E-30  1.000000E-30  1.016906E-30  1.011877E-30
     87  2.482155674804E-03  1.008272E-30  1.007549E-30  1.010986E-30  1.001293E-30  1.021799E-30  1.000000E-30  1.017386E-30  1.012254E-30
     88  2.543064279071E-03  1.008476E-30  1.007738E-30  1.011266E-30  1.001357E-30  1.022360E-30  1.000000E-30  1.017871E-30  1.012637E-30
     89  2.604321277494E-03  1.008681E-30  1.007928E-30  1.011547E-30  1.001422E-30  1.022924E-30  1.000000E-30  1.018362E-30  1.013027E-30
     90  2.665926232237E-03  1.008887E-30  1.008120E-30  1.011831E-30  1.001490E-30  1.023493E-30  1.000000E-30  1.018858E-30  1.013422E-30
     91  2.727878734382E-03  1.009095E-30  1.008313E-30  1.012117E-30  1.001560E-30  1.024067E-30  1.000000E-30  1.019360E-30  1.013823E-30
     92  2.790178404165E-03  1.009304E-30  1.008506E-30  1.012405E-30  1.001632E-30  1.024645E-30  1.000000E-30  1.019867E-30  1.014231E-30
     93  2.852824875480E-03  1.009514E-30  1.008702E-30  1.012696E-30  1.001705E-30  1.025227E-30  1.000000E-30  1.020380E-30  1.014645E-30
     94  2.915817796872E-03  1.009725E-30  1.008898E-30  1.012988E-30  1.001781E-30  1.025814E-30  1.000000E-30  1.020898E-30  1.015065E-30
     95  2.979156831833E-03  1.009937E-30  1.009096E-30  1.013282E-30  1.001859E-30  1.026405E-30  1.000000E-30  1.021422E-30  1.015491E-30
