 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                cu70          cu71          cu72          cu73          cu74          cu75          cu76          cu77 
     27  8.489118412102E-05  1.000000E-30  1.000020E-30  1.000029E-30  1.000056E-30  1.000050E-30  1.019285E-30  1.000154E-30  1.000001E-30
     28  9.570255892797E-05  1.000000E-30  1.000023E-30  1.000032E-30  1.000063E-30  1.000056E-30  1.024502E-30  1.000173E-30  1.000002E-30
     29  1.070853065563E-04  1.000000E-30  1.000025E-30  1.000036E-30  1.000071E-30  1.000063E-30  1.030669E-30  1.000194E-30  1.000002E-30
     30  1.190882425669E-04  1.000000E-30  1.000028E-30  1.000040E-30  1.000079E-30  1.000070E-30  1.037922E-30  1.000216E-30  1.000002E-30
     31  1.366291075688E-04  1.000000E-30  1.000032E-30  1.000046E-30  1.000090E-30  1.000080E-30  1.049904E-30  1.000248E-30  1.000002E-30
     32  1.695708820900E-04  1.000000E-30  1.000040E-30  1.000057E-30  1.000112E-30  1.000100E-30  1.076841E-30  1.000308E-30  1.000003E-30
     33  1.992873377730E-04  1.000000E-30  1.000047E-30  1.000067E-30  1.000132E-30  1.000117E-30  1.106107E-30  1.000363E-30  1.000004E-30
     34  2.264248739983E-04  1.000000E-30  1.000053E-30  1.000076E-30  1.000150E-30  1.000133E-30  1.136948E-30  1.000412E-30  1.000005E-30
     35  2.515933231106E-04  1.000000E-30  1.000059E-30  1.000085E-30  1.000167E-30  1.000148E-30  1.169064E-30  1.000459E-30  1.000006E-30
     36  2.753099894686E-04  1.000000E-30  1.000065E-30  1.000093E-30  1.000183E-30  1.000162E-30  1.202419E-30  1.000502E-30  1.000006E-30
     37  2.979926919870E-04  1.000000E-30  1.000070E-30  1.000100E-30  1.000198E-30  1.000176E-30  1.237129E-30  1.000544E-30  1.000007E-30
     38  3.199702121451E-04  1.000000E-30  1.000075E-30  1.000108E-30  1.000212E-30  1.000189E-30  1.273379E-30  1.000584E-30  1.000008E-30
     39  3.524429751724E-04  1.000000E-30  1.000083E-30  1.000119E-30  1.000234E-30  1.000208E-30  1.331652E-30  1.000645E-30  1.000009E-30
     40  3.836809895565E-04  1.000000E-30  1.000090E-30  1.000129E-30  1.000255E-30  1.000227E-30  1.393016E-30  1.000702E-30  1.000011E-30
     41  4.138876583201E-04  1.000000E-30  1.000098E-30  1.000140E-30  1.000275E-30  1.000245E-30  1.457303E-30  1.000758E-30  1.000012E-30
     42  4.432651277490E-04  1.000000E-30  1.000104E-30  1.000150E-30  1.000295E-30  1.000263E-30  1.524493E-30  1.000813E-30  1.000013E-30
     43  4.720041568584E-04  1.000000E-30  1.000111E-30  1.000159E-30  1.000314E-30  1.000280E-30  1.594676E-30  1.000867E-30  1.000014E-30
     44  5.002792532552E-04  1.000000E-30  1.000118E-30  1.000169E-30  1.000333E-30  1.000297E-30  1.668024E-30  1.000919E-30  1.000016E-30
     45  5.282472522620E-04  1.000000E-30  1.000125E-30  1.000178E-30  1.000352E-30  1.000314E-30  1.744770E-30  1.000972E-30  1.000017E-30
     46  5.560479783168E-04  1.000000E-30  1.000131E-30  1.000188E-30  1.000370E-30  1.000331E-30  1.825190E-30  1.001024E-30  1.000019E-30
     47  5.838060709037E-04  1.000000E-30  1.000138E-30  1.000197E-30  1.000389E-30  1.000347E-30  1.909599E-30  1.001076E-30  1.000020E-30
     48  6.116334118686E-04  1.000000E-30  1.000144E-30  1.000207E-30  1.000408E-30  1.000364E-30  1.998341E-30  1.001128E-30  1.000022E-30
     49  6.396318340541E-04  1.000000E-30  1.000151E-30  1.000216E-30  1.000427E-30  1.000381E-30  2.091797E-30  1.001181E-30  1.000024E-30
     50  6.678959636874E-04  1.000000E-30  1.000158E-30  1.000226E-30  1.000446E-30  1.000398E-30  2.190378E-30  1.001235E-30  1.000025E-30
     51  6.965161747902E-04  1.000000E-30  1.000164E-30  1.000235E-30  1.000465E-30  1.000416E-30  2.294541E-30  1.001289E-30  1.000027E-30
     52  7.255817382538E-04  1.000000E-30  1.000171E-30  1.000245E-30  1.000485E-30  1.000434E-30  2.404793E-30  1.001344E-30  1.000029E-30
     53  7.551843574001E-04  1.000000E-30  1.000178E-30  1.000255E-30  1.000505E-30  1.000452E-30  2.521711E-30  1.001400E-30  1.000031E-30
     54  7.854224313090E-04  1.000000E-30  1.000185E-30  1.000266E-30  1.000525E-30  1.000470E-30  2.645962E-30  1.001458E-30  1.000033E-30
     55  8.164066374138E-04  1.000000E-30  1.000193E-30  1.000276E-30  1.000546E-30  1.000489E-30  2.778333E-30  1.001517E-30  1.000036E-30
     56  8.482679080764E-04  1.000000E-30  1.000200E-30  1.000287E-30  1.000568E-30  1.000509E-30  2.919786E-30  1.001577E-30  1.000038E-30
     57  8.811699017317E-04  1.000000E-30  1.000208E-30  1.000298E-30  1.000590E-30  1.000529E-30  3.071538E-30  1.001640E-30  1.000041E-30
     58  9.153304977871E-04  1.000000E-30  1.000216E-30  1.000310E-30  1.000613E-30  1.000550E-30  3.235197E-30  1.001706E-30  1.000043E-30
     59  9.510634923056E-04  1.000000E-30  1.000225E-30  1.000322E-30  1.000638E-30  1.000572E-30  3.413042E-30  1.001775E-30  1.000046E-30
     60  9.888739022907E-04  1.000000E-30  1.000234E-30  1.000335E-30  1.000663E-30  1.000596E-30  3.608634E-30  1.001848E-30  1.000049E-30
     61  1.029744313280E-03  1.000000E-30  1.000243E-30  1.000349E-30  1.000691E-30  1.000621E-30  3.828618E-30  1.001927E-30  1.000053E-30
     62  1.076805333108E-03  1.000000E-30  1.000255E-30  1.000365E-30  1.000723E-30  1.000650E-30  4.092944E-30  1.002018E-30  1.000057E-30
     63  1.127478238084E-03  1.000000E-30  1.000267E-30  1.000382E-30  1.000758E-30  1.000682E-30  4.390742E-30  1.002116E-30  1.000062E-30
     64  1.179263354774E-03  1.000000E-30  1.000279E-30  1.000400E-30  1.000793E-30  1.000715E-30  4.709198E-30  1.002217E-30  1.000067E-30
     65  1.231720185468E-03  1.000000E-30  1.000291E-30  1.000418E-30  1.000829E-30  1.000748E-30  5.046337E-30  1.002320E-30  1.000073E-30
     66  1.284679788904E-03  1.000000E-30  1.000304E-30  1.000436E-30  1.000866E-30  1.000781E-30  5.401563E-30  1.002424E-30  1.000078E-30
     67  1.338068714676E-03  1.000000E-30  1.000317E-30  1.000454E-30  1.000903E-30  1.000815E-30  5.774776E-30  1.002529E-30  1.000084E-30
     68  1.391852718980E-03  1.000000E-30  1.000330E-30  1.000473E-30  1.000940E-30  1.000849E-30  6.166088E-30  1.002635E-30  1.000091E-30
     69  1.446014888479E-03  1.000000E-30  1.000343E-30  1.000491E-30  1.000977E-30  1.000883E-30  6.575705E-30  1.002743E-30  1.000097E-30
     70  1.500546342624E-03  1.000000E-30  1.000356E-30  1.000510E-30  1.001015E-30  1.000918E-30  7.003882E-30  1.002851E-30  1.000104E-30
     71  1.555442065896E-03  1.000000E-30  1.000369E-30  1.000529E-30  1.001053E-30  1.000953E-30  7.450897E-30  1.002961E-30  1.000111E-30
     72  1.610698967280E-03  1.000000E-30  1.000382E-30  1.000548E-30  1.001091E-30  1.000989E-30  7.917043E-30  1.003072E-30  1.000118E-30
     73  1.666314948699E-03  1.000000E-30  1.000395E-30  1.000567E-30  1.001130E-30  1.001024E-30  8.402617E-30  1.003184E-30  1.000125E-30
     74  1.722288445659E-03  1.000000E-30  1.000409E-30  1.000586E-30  1.001169E-30  1.001061E-30  8.907922E-30  1.003296E-30  1.000133E-30
     75  1.778618195039E-03  1.000000E-30  1.000422E-30  1.000606E-30  1.001208E-30  1.001097E-30  9.433265E-30  1.003411E-30  1.000141E-30
     76  1.835303663832E-03  1.000000E-30  1.000436E-30  1.000625E-30  1.001248E-30  1.001134E-30  9.978959E-30  1.003526E-30  1.000150E-30
     77  1.892344396716E-03  1.000000E-30  1.000449E-30  1.000645E-30  1.001288E-30  1.001171E-30  1.054532E-29  1.003642E-30  1.000158E-30
     78  1.949739812628E-03  1.000000E-30  1.000463E-30  1.000665E-30  1.001328E-30  1.001209E-30  1.113266E-29  1.003759E-30  1.000167E-30
     79  2.007489276907E-03  1.000000E-30  1.000477E-30  1.000685E-30  1.001369E-30  1.001247E-30  1.174130E-29  1.003878E-30  1.000177E-30
     80  2.065592139419E-03  1.000000E-30  1.000491E-30  1.000705E-30  1.001410E-30  1.001285E-30  1.237156E-29  1.003998E-30  1.000186E-30
     81  2.124047755162E-03  1.000000E-30  1.000505E-30  1.000725E-30  1.001451E-30  1.001324E-30  1.302376E-29  1.004118E-30  1.000196E-30
     82  2.182855495215E-03  1.000000E-30  1.000519E-30  1.000746E-30  1.001492E-30  1.001363E-30  1.369821E-29  1.004240E-30  1.000206E-30
     83  2.242014752368E-03  1.000000E-30  1.000533E-30  1.000766E-30  1.001534E-30  1.001402E-30  1.439523E-29  1.004364E-30  1.000217E-30
     84  2.301524943777E-03  1.000000E-30  1.000547E-30  1.000787E-30  1.001576E-30  1.001442E-30  1.511516E-29  1.004488E-30  1.000228E-30
     85  2.361385511936E-03  1.000000E-30  1.000562E-30  1.000808E-30  1.001619E-30  1.001482E-30  1.585831E-29  1.004613E-30  1.000239E-30
     86  2.421595924701E-03  1.000000E-30  1.000576E-30  1.000829E-30  1.001662E-30  1.001522E-30  1.662501E-29  1.004740E-30  1.000250E-30
     87  2.482155674804E-03  1.000000E-30  1.000591E-30  1.000850E-30  1.001705E-30  1.001563E-30  1.741559E-29  1.004868E-30  1.000262E-30
     88  2.543064279071E-03  1.000000E-30  1.000606E-30  1.000871E-30  1.001749E-30  1.001604E-30  1.823038E-29  1.004997E-30  1.000274E-30
     89  2.604321277494E-03  1.000000E-30  1.000620E-30  1.000892E-30  1.001792E-30  1.001646E-30  1.906970E-29  1.005127E-30  1.000287E-30
     90  2.665926232237E-03  1.000000E-30  1.000635E-30  1.000914E-30  1.001837E-30  1.001687E-30  1.993389E-29  1.005259E-30  1.000300E-30
     91  2.727878734382E-03  1.000000E-30  1.000650E-30  1.000935E-30  1.001881E-30  1.001730E-30  2.082329E-29  1.005391E-30  1.000313E-30
     92  2.790178404165E-03  1.000000E-30  1.000665E-30  1.000957E-30  1.001926E-30  1.001772E-30  2.173823E-29  1.005525E-30  1.000327E-30
     93  2.852824875480E-03  1.000000E-30  1.000680E-30  1.000979E-30  1.001971E-30  1.001815E-30  2.267905E-29  1.005660E-30  1.000341E-30
     94  2.915817796872E-03  1.000000E-30  1.000696E-30  1.001001E-30  1.002017E-30  1.001859E-30  2.364608E-29  1.005797E-30  1.000355E-30
     95  2.979156831833E-03  1.000000E-30  1.000711E-30  1.001023E-30  1.002062E-30  1.001903E-30  2.463967E-29  1.005934E-30  1.000370E-30
