 *                                      
 * hydrostatic:  btemp=  1.000E+04 bden=  1.000E+02
 *          time                co53          co54          co55          co56          co57          co58          co59          co60 
     27  8.489118412102E-05  1.001063E-30  1.000262E-30  1.043138E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     28  9.570255892797E-05  1.001199E-30  1.000295E-30  1.054784E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     29  1.070853065563E-04  1.001342E-30  1.000330E-30  1.068546E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     30  1.190882425669E-04  1.001492E-30  1.000367E-30  1.084726E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     31  1.366291075688E-04  1.001712E-30  1.000422E-30  1.111452E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     32  1.695708820900E-04  1.002126E-30  1.000524E-30  1.171525E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     33  1.992873377730E-04  1.002499E-30  1.000616E-30  1.236780E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     34  2.264248739983E-04  1.002841E-30  1.000701E-30  1.305540E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     35  2.515933231106E-04  1.003157E-30  1.000780E-30  1.377132E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     36  2.753099894686E-04  1.003456E-30  1.000854E-30  1.451483E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     37  2.979926919870E-04  1.003741E-30  1.000925E-30  1.528844E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     38  3.199702121451E-04  1.004018E-30  1.000994E-30  1.609633E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     39  3.524429751724E-04  1.004427E-30  1.001096E-30  1.739496E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     40  3.836809895565E-04  1.004821E-30  1.001194E-30  1.876239E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     41  4.138876583201E-04  1.005202E-30  1.001289E-30  2.019490E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     42  4.432651277490E-04  1.005573E-30  1.001382E-30  2.169200E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     43  4.720041568584E-04  1.005937E-30  1.001473E-30  2.325574E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     44  5.002792532552E-04  1.006294E-30  1.001563E-30  2.488992E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     45  5.282472522620E-04  1.006648E-30  1.001652E-30  2.659973E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     46  5.560479783168E-04  1.007000E-30  1.001740E-30  2.839134E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     47  5.838060709037E-04  1.007351E-30  1.001829E-30  3.027172E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     48  6.116334118686E-04  1.007704E-30  1.001917E-30  3.224859E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     49  6.396318340541E-04  1.008059E-30  1.002007E-30  3.433035E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     50  6.678959636874E-04  1.008418E-30  1.002098E-30  3.652621E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     51  6.965161747902E-04  1.008781E-30  1.002189E-30  3.884632E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     52  7.255817382538E-04  1.009150E-30  1.002283E-30  4.130200E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     53  7.551843574001E-04  1.009526E-30  1.002378E-30  4.390605E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     54  7.854224313090E-04  1.009911E-30  1.002476E-30  4.667331E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     55  8.164066374138E-04  1.010305E-30  1.002576E-30  4.962135E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     56  8.482679080764E-04  1.010711E-30  1.002679E-30  5.277155E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     57  8.811699017317E-04  1.011130E-30  1.002786E-30  5.615098E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     58  9.153304977871E-04  1.011566E-30  1.002897E-30  5.979548E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     59  9.510634923056E-04  1.012022E-30  1.003014E-30  6.375575E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     60  9.888739022907E-04  1.012504E-30  1.003137E-30  6.811105E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     61  1.029744313280E-03  1.013027E-30  1.003271E-30  7.300935E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     62  1.076805333108E-03  1.013629E-30  1.003426E-30  7.889473E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     63  1.127478238084E-03  1.014277E-30  1.003593E-30  8.552507E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     64  1.179263354774E-03  1.014941E-30  1.003764E-30  9.261501E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     65  1.231720185468E-03  1.015614E-30  1.003938E-30  1.001205E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     66  1.284679788904E-03  1.016294E-30  1.004114E-30  1.080283E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     67  1.338068714676E-03  1.016981E-30  1.004292E-30  1.163361E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     68  1.391852718980E-03  1.017673E-30  1.004472E-30  1.250462E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     69  1.446014888479E-03  1.018371E-30  1.004654E-30  1.341634E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     70  1.500546342624E-03  1.019074E-30  1.004837E-30  1.436931E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     71  1.555442065896E-03  1.019783E-30  1.005023E-30  1.536415E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     72  1.610698967280E-03  1.020497E-30  1.005210E-30  1.640151E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     73  1.666314948699E-03  1.021217E-30  1.005399E-30  1.748205E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     74  1.722288445659E-03  1.021942E-30  1.005590E-30  1.860643E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     75  1.778618195039E-03  1.022673E-30  1.005783E-30  1.977533E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     76  1.835303663832E-03  1.023409E-30  1.005978E-30  2.098944E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     77  1.892344396716E-03  1.024150E-30  1.006174E-30  2.224946E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     78  1.949739812628E-03  1.024897E-30  1.006372E-30  2.355608E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     79  2.007489276907E-03  1.025650E-30  1.006573E-30  2.491000E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     80  2.065592139419E-03  1.026407E-30  1.006775E-30  2.631193E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     81  2.124047755162E-03  1.027171E-30  1.006979E-30  2.776256E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     82  2.182855495215E-03  1.027939E-30  1.007185E-30  2.926259E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     83  2.242014752368E-03  1.028714E-30  1.007393E-30  3.081275E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     84  2.301524943777E-03  1.029493E-30  1.007603E-30  3.241373E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     85  2.361385511936E-03  1.030279E-30  1.007814E-30  3.406625E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     86  2.421595924701E-03  1.031069E-30  1.008028E-30  3.577103E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     87  2.482155674804E-03  1.031866E-30  1.008244E-30  3.752880E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     88  2.543064279071E-03  1.032667E-30  1.008461E-30  3.934026E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     89  2.604321277494E-03  1.033474E-30  1.008681E-30  4.120616E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     90  2.665926232237E-03  1.034287E-30  1.008902E-30  4.312722E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     91  2.727878734382E-03  1.035106E-30  1.009126E-30  4.510418E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     92  2.790178404165E-03  1.035929E-30  1.009351E-30  4.713777E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     93  2.852824875480E-03  1.036759E-30  1.009579E-30  4.922874E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     94  2.915817796872E-03  1.037594E-30  1.009809E-30  5.137783E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
     95  2.979156831833E-03  1.038435E-30  1.010040E-30  5.358578E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
